ChapterId	ChapterName	ChapterEn	Bg	Difficult	OrderId	StageId[1]	StageId[2]	StageId[3]	StageId[4]	StageId[5]	StageId[6]	StageId[7]	StageId[8]	StageId[9]	StageId[10]	StageId[11]	StageId[12]	StageId[13]	StageId[14]	StageId[15]	StageId[16]	StageId[17]	StageId[18]	StageId[19]	StageId[20]	StageId[21]	StageId[22]	StageId[23]	StageId[24]	StageId[25]	StageId[26]	StageId[27]	StageId[28]	StageId[29]	StageId[30]	StageId[31]	TreasureId[1]	TreasureId[2]	TreasureId[3]	TreasureId[4]	PrefabName	ActivityCondition	ExploreGroupId	OpenCondition	ParallelAnimeGroupId[1]	ParallelAnimeGroupId[2]	MoveStageIndex[1]	MoveStageIndex[2]	MoveStageIndex[3]	DatumLinePrecent	ChapterTextColor[1]	ChapterTextColor[2]	ChapterTextColor[3]	ChapterTextColor[4]	LeftTimeTextColor[1]	LeftTimeTextColor[2]	LeftTimeTextColor[3]	LeftTimeTextColor[4]	StarProgressTextColor[1]	StarProgressTextColor[2]	StarProgressTextColor[3]	StarProgressTextColor[4]	SkipId[1]	SkipCondition[1]	SkipIcon[1]	SkipId[2]	SkipCondition[2]	SkipIcon[2]	SkipId[3]	SkipCondition[3]	SkipIcon[3]	SkipId[4]	SkipCondition[4]	SkipIcon[4]
1020	Chapter 20	Across the Ruined Sea	UiFubenMainMapTab.ChapterBg10A	1	20	10200101	10200102	10200103	10200104	10200105	10200106	10200107	10200109	10200110	10200111	10200112	10200113	10200114	10200115																		1020002	1020003	1020004		Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenNor20.prefab	30406									#ffffff	#ffffff	#ffffff	#ffffff	#4FB2FF	#4FB2FF	#4FB2FF	#4FB2FF	#ffffff	#ffffff	#ffffff	#ffffff												
1021	Chapter 21	Spiral of Chronos	UiFubenMainMapTab.ChapterBg10A	1	21	10210101	10210102	10210103	10210104	10210106	10210107	10210108	10210109	10210110	10210111	10210112	10210113	10210114	10210214	10210116	10210216	10210118	10210218	10210120	10210220	10210122	10210123	10210124									1021002	1021003	1021004		Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenNor21.prefab	30406									#ffffff	#ffffff	#ffffff	#ffffff	#4FB2FF	#4FB2FF	#4FB2FF	#4FB2FF	#ffffff	#ffffff	#ffffff	#ffffff	10210115	84102451	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip.png	10210117	84102452	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip2.png	10210119	84102453	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip5.png	10210121	84102454	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip8.png
1022	Chapter 22	Renaissance du Fantastique	UiFubenMainMapTab.ChapterBg10A	1	22	10220100	10220101	10220102	10220103	10220104	10220105	10220106	10220206	10220107	10220108	10220109	10220209	10220110	10220111	10220112	10220205	10220113	10220114	10220115	10220213	10220313	10220214	10220314	10220414	10220215	10220116	10220117	10220118	10220119	10220120	10220121	1022002	1022003	1022004		Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenNor22.prefab	30406									#ffffff	#ffffff	#ffffff	#ffffff	#4FB2FF	#4FB2FF	#4FB2FF	#4FB2FF	#ffffff	#ffffff	#ffffff	#ffffff												
1023	Chapter 23	Wintry Shackles	UiFubenMainMapTab.ChapterBg10A	1	23	10230101	10230102	10230103	10230104	10230105	10230106	10230107	10230108	10230109	10230110	10230111	10230112	10230113	10230114	10230115	10230116	10230117															1023002	1023003	1023004		Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenNor23.prefab	30406																																
1101	Chapter 1	Graffiti Art	UiFubenMainMapTab.ChapterBg01B	2	1	11010101	11010102	11010103	11010104	11010105	11010106																										1101002	1101003	1101004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard01.prefab																																	
1102	Chapter 2	Journey of Torture	UiFubenMainMapTab.ChapterBg02B	2	2	11020101	11020102	11020103	11020104	11020105	11020106																										1102002	1102003	1102004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard02.prefab																																	
1103	Chapter 3	Final Exhibition	UiFubenMainMapTab.ChapterBg03B	2	3	11030101	11030102	11030103	11030104	11030105	11030106																										1103002	1103003	1103004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard03.prefab																																	
1104	Chapter 4	Forgotten Sand	UiFubenMainMapTab.ChapterBg04B	2	4	11040101	11040102	11040103	11040104	11040105	11040106																										1104002	1104003	1104004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard04.prefab																																	
1105	Chapter 5	Shattered Illusion	UiFubenMainMapTab.ChapterBg05B	2	5	11050101	11050102	11050103	11050104	11050105	11050106																										1105002	1105003	1105004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard05.prefab																																	
1106	Chapter 6	Alloy Contamination	UiFubenMainMapTab.ChapterBg06B	2	6	11060101	11060102	11060103	11060104	11060105	11060106																										1106002	1106003	1106004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard06.prefab																																	
1107	Chapter 7	Inver-Collapse	UiFubenMainMapTab.ChapterBg07B	2	7	11070101	11070102	11070103	11070104	11070105	11070106																										1107002	1107003	1107004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard07.prefab																																	
1108	Chapter 8	Consumed by Darkness	UiFubenMainMapTab.ChapterBg08B	2	8	11080101	11080102	11080103	11080104	11080105	11080106																										1108002	1108003	1108004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard08.prefab																																	
1109	Chapter 9	Fallen Star	UiFubenMainMapTab.ChapterBg09B	2	9	11090101	11090102	11090103																													1109002	1109003	1109004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard09.prefab																																	
1110	Chapter 10	Eternal Engine	UiFubenMainMapTab.ChapterBg10B	2	10	11100101	11100102	11100103	11100104	11100105	11100106																										1110002	1110003	1110004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard10.prefab																																	
1111	Chapter 11	Nona Ouroboros	UiFubenMainMapTab.ChapterBg10B	2	11	11110100	11110101	11110102	11110105	11110103	11110104																										1111002	1111003	1111004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard11.prefab																																	
1112	Chapter 12	Kowloong Metropolis	UiFubenMainMapTab.ChapterBg10B	2	12	11120101	11120102	11120103	11120104	11120105	11120106	11120107																									1112002	1112003	1112004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard12Ex.prefab	100601	2																															
1114	Chapter 14	Imprisoned Sight	UiFubenMainMapTab.ChapterBg10B	2	14	11140101	11140102	11140103	11140104	11140105	11140106	11140107	11140108																								1114002	1114003	1114004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard14.prefab	101001																																
1115	Chapter 15	The Last Spark	UiFubenMainMapTab.ChapterBg10B	2	15	11150101	11150102	11150103	11150104	11150105	11150106	11150107	11150108																								1115002	1115003	1115004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard15.prefab	101101																																
1116	Chapter 16	Evernight Beat	UiFubenMainMapTab.ChapterBg10B	2	16	11160101	11160102	11160103	11160104	11160105	11160106	11160107	11160108	11160109	11160110																						1116002	1116003	1116004		Assets/Product/Ui/ComponentPrefab/FuBenHard/FuBenHard16.prefab	101301																																
1200	Prelude	Prelude	UiFubenMainMapTab.ChapterBg10A	3	0	10210115																																			Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenVt00.prefab			84102451																			10210214	84102455	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip13.png									
1202	Chapter 2	Journey of Torture	UiFubenMainMapTab.ChapterBg10A	3	2	10210117																																			Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenVt02.prefab			84102452																			10210215	84102456	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip13.png									
1205	Chapter 5	Shattered Illusion	UiFubenMainMapTab.ChapterBg10A	3	5	10210119																																			Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenVt05.prefab			84102453																			10210216	84102457	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip13.png									
1208	Chapter 8	Consumed by Darkness	UiFubenMainMapTab.ChapterBg10A	3	8	10210121																																			Assets/Product/Ui/ComponentPrefab/FuBenNor/FuBenVt08.prefab			84102454																			10210217	84102458	Assets/Product/Texture/Image/UiFubenMainTab/CommonFubenSkip13.png									
