Id	Name	Cover	GroupId	SubGroupId	Title	Editor	Approver	SubTitle[1]	SubContent[1]	SubTitle[2]	SubContent[2]	SubTitle[3]	SubContent[3]	SubTitle[4]	SubContent[4]
1020201	Cerberus' Report on Lost Equipment	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	100	102	Cerberus' Report on Lost Equipment				<b>Name:</b> No. 21\n<b>Construct ID:</b> BPH-22\n<b>Equipment Lost:</b> Portable Camp Set x1, Portable Punishing Detector x3, Common Construct Component Replacement Set x6.\n<b>Cause of Loss:</b>\n     Noctis suggested to compete throwing things with No. 21. No. 21 saw Noctis threw the big box into the water. Yes, it was all Noctis' fault. No. 21 thinks so. sdhaiohsaoiaaaaaehwiffffff Noctis also t\\\\\dssf forced No. 21 dasdada to not report the truth asdasdadddddddddd...						
1020301	Ground Support Route Plan No.452	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	100	102	Ground Support Route Plan No.452		 Bridget		Based on the locations of Babylonia's conservation areas and the paths left from the Golden Age, the following plan has been made for ground support route No.452...\nProposed List of Supplies Requested:\n...\n\nThe next stage of the plan is to link up all conservation areas with route No.452 to carry out the follow-up support work.						
1030101	Babylonia Dossier Record I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	100	103	Babylonia Dossier Record I		 Science Council	[Dossier ID: 990134]	<b>"Dr. Wiles' Report on Construct M.I.N.D. Deviation from Inver-Device Experiments"</b>\n...\nAccording to the report, when the prototype Inver-Device started running, the thirteen Constructs involved in the experiment all showed symptoms of M.I.N.D. deviation without abnormal data monitored. Therefore, Dr. Wiles doubted if there was underlying logic difference between the prototype Inver-Device's fundamental operation mechanism and the modification preconditions of the Construct.\n...						
1030102	Babylonia Dossier Record II	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	100	103	Babylonia Dossier Record II		 Babylonian Army	[Dossier ID: XXX061A]	<b>"Report on the WGAA's Recycling of X-51 Facilities"</b>\n...\nFacility X-51, allegedly one of the locations where Area 51 could be in the Golden Age.\nMaterials about the functions and personnel of the facility were lost. There is no information of the area found in Operation Acadia and other subsequent assets check.\nTherefore, the dossier was classified as "unidentified/hidden facility," starting with an X in the title.\n...						
1030103	Kowloong Base Reconstruction Report	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	100	103	Kowloong Base Reconstruction Report		 Karenina	[Kowloong Base Reconstruction Report]	Kowloong is a city of a long history. Even the Central Purification Filter ruins shows this. Babylonia doesn't have any records about the appearance and other details about the filter.\nThe outer base's reconstruction progress has reached 70%. The construction of the outer defense equipment has started. The city has sufficient supplies and is not in need of additional support.	[Notes]	The Engineering Force has benefited a lot from the exchange and learned about some of Kowloong's construction technologies in the Golden Age. We suggest accepting similar commissions from other forces on the ground to achieve mutual benefits and success.				
2010001	A Note Torn off From a Notebook in a Hurry	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	A Note Torn off From a Notebook in a Hurry				Looks like someone tore a page off from a notebook and captured their inspiration.\n\n"In the middle of the ocean lies our homeland. The drifting boat knows only of her existence. They sing a song and leave the place, carrying yet the same tune when they reach the shore."\n"She is loved by a group of ordinary men who will die willingly in her arms. The wandering travelers are at sea, but their dreams and souls still cling to her. Who will ever forget her? She is our home."\n"Children who were born along the journey have never seen her face, yet they seek the coastline still. Unwilling to let go, she will carry the ocean breeze to caress our new generation."						
2010002	The Second Half of the Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	The Second Half of the Note				The second half of the note records a story that sounds familiar.\n'The dragon wakes up from its lair, turns around, and shouts loud at the hero.'\n'The hero faces the dragon, protecting the homeland behind him with the sword of justice and bravery.'\n'The hero says,'\n'The flowers on the continent will bloom again. The princess will return to her kingdom. And you, evil dragon, will be slaughtered by my sword.'						
2010101	Engineering Force's Complaint Form	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	Engineering Force's Complaint Form				...Right, I know nothing about art. I don't understand those fancy stuff. But it was them who asked for an emergency repair! I went there in a hurry to get it fixed, and two WGAA guys jumped out and stopped me from getting to work, saying what? "This is a living form of glitch art." "You can't stop the art from happening." It took them more than half an hour to finish. When I finally got it done and got back, I got scolded by my captain! Please, do me a favor, artists. Don't write anything like "emergency repair needed" for any "glitch art" next time, okay?						
2010201	Archaeological Team Instructions I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	Archaeological Team Instructions I				\n1. Using shovels and trowels to eat is strictly prohibited!\n2. Using any magic circle and claiming to have the power to revive dead lives are strictly prohibited!\n3. Immediately ask a medical Construct for help if you are bitten by an insect. Claiming to be a powerful insect warrior is strictly prohibited, because the insect fluid is not capable to add any combat buff to you.						
2010202	Archaeological Team Instructions II	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	Archaeological Team Instructions II				\n4. Hitting a ball with the shovel is strictly prohibited.\n5. Using drones for personal purposes is strictly prohibited. It's a tool, not a toy.\n6. Babylonia has given us the detectors that can tell the age of any object, so using your tongue is strictly prohibited.						
2010203	Archaeological Team Instructions III	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	Archaeological Team Instructions III				\n7. Calling colleagues "shovel robot II" or "special cleaner robot" is strictly forbidden.\n8. Discussions about whether the location is suitable to hide illegal objects are strictly forbidden in public occasions.\n9. Claiming to be the chosen kid when discovering special objects is strictly forbidden. First of all, you are not a kid. Secondly, the only thing that will choose you is your captain's shovel.						
2010204	Archaeological Team Instructions IV	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	Archaeological Team Instructions IV				\n10. Pretending to be possessed by a ghost from the Golden Age is strictly prohibited. You can't even memorize the three physical laws of the Golden Age.\n11. Secretly replacing the ordinary coffee with espresso is strictly prohibited. The last one who did this was already buried.\n12.Burying the captain or any members is strictly prohibited.<i>(Modified: Burying support Constructs or captain is strictly prohibited, even in the name of celebration.)</i>						
2010301	The Acadia Evacuation, Excerpt 1	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	The Acadia Evacuation, Excerpt 1				 Oh, blood and blades.\n An impressive battle it was, my brave comrades! But the fight is yet over, for our land is corrupted still, I'm afraid.\n So stand! Stand! Behind you your homeland you shall guard and defend!\n Stand! Stand! Skybound our home intends, stop us this bitter earth shan't!						
2010302	The Acadia Evacuation, Excerpt 2	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	The Acadia Evacuation, Excerpt 2				 Oh, blood and blades. One by one you've sent my friends away.\n My dearest brother, a brave solder, scars-covered. Before my eyes he fell, the battlefield his blood colored.\n Beside him, a noble officer, wounded and similar-fated...\n ...Crawling to the one first erased.\n Above the blood-soaked man he lies, arms held, his lips pressing the scorched face.\n "Slow down, dear spirit," was his plea. "Away we'll fly, if you would wait for me."\n Weeper I am, there and then, crying for a love so sincere.						
2010303	The Acadia Evacuation, Excerpt 3	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	The Acadia Evacuation, Excerpt 3				 Oh, blood and blades. Hell has long been a most familiar place.\n Lost count I have, the days since I first saw your slaughter some miles away.\n Standing here, your tally I finally know—feet that no longer dance, faces that no longer kiss, arms that no longer hold.\n My heart trembles, my fear and dread insurmountable.\nIf you would hear me, gods, bury my cowardice as you bury my friends.\n Here I shall stay! My dying breath will guard this land!						
2010304	The Acadia Evacuation, Excerpt 4	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	The Acadia Evacuation, Excerpt 4				 Oh! Look! Do you see?\n There, my comrades carried; there, the ship departs! Infinite is the love it holds, eternal will the dreamers last!\n Away it sails! My hope it hails!\n Farewell, my friends, my family...\n Elysium-bound you will be, in the future days when you are free.						
2010401	A Recovered Golden Age Movie?	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	A Recovered Golden Age Movie?				During the mission, I found WGAA had already recovered the movies directed by director George D. Toro.\nI think I haven't watched this one... Commandant? Would you like to watch it with me when you have time?						
2010501	A Note With Esthetic Design	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	201	A Note With Esthetic Design				The fastest delivery ever! And the cargos were all intact! I'd like to express my gratitude for your outstanding contributions to art! Nevertheless, I wish the guy sat next to me could be more outgoing. I told him several stories about some artworks along the way, but I guess he was too shy to even look at me and even pretend to be sleeping during the second half of our journey. Please tell him that I'll always be there in case he wants to know more about art, and my lounge room number is on the back!						
2020101	World Government Association of Art Ruins Registration Numbers I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	200	202	World Government Association of Art Ruins Registration Numbers I		 Allen		"Artwork found in the area and their data are as follows:\n...\nItem CB015, complete.\nItem CB016, slightly damaged.\nItem CB017, fragmented. Fragments: CB017-1, CB017-2, CB017-3, CB017-4. No other fragments found yet. Probably already damaged before it was found.\nItem CB018. Cracks on the surface. Not sure whether they were caused by accident during manufacture or an artistic style.\n..."						
3010101	A Casual Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	300	301	A Casual Note				What? Another one asking about the secret to staying young? How many times do I have to repeat myself? Early to bed, early to rise. Work out regularly. Don't smoke. Don't drink. Eat healthy. And don't count on the secret recipes. Only those whose prefrontal lobe is full of mud would believe in the elixir of youth.						
3010102	A List of Supplies	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	300	301	A List of Supplies				List of Supplies:\n20 boxes of serum, 3 boxes of injectors, and 3 boxes of every kind of vital fluid additives. Details as follows...\nPlease take the list to the supply office in the Star of Life to claim supplies.\n(There is a "claimed" stamp on the note.)						
3010103	The Last Page of the Mission Record	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	300	301	The Last Page of the Mission Record				\nToday is the last day. Everything has come to an end. I used the spare time these days to talk to the doctors on the Nighter about their traditional medicine. I have to admit that it was eye-opening. In their eyes, patients are formed by the body, energy and the mind. And diagnoses are made by judging the balance of those three elements... Although I heard of this treatment method before, its delicacy and complexity are beyond my expectation. This is interesting.						
3020101	Ground Conservation Area Onsite Rescue Record I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	300	302	Conservation Area Onsite Rescue Record I	 Liv			<b>Participant: </b>Liv\n<b>Construct ID:</b>BPN-08	[Site Instructions]	     Due to the fierce battle between the Corrupted and people at the conservation areas, many non-Construct combat personnel and conservation area residents have shown various levels of infection.\nMore serum and medical supplies requested.\nI believe everything will be fine.	[Update Report Instructions]	     The medical supplies are ready. The reinforcement task force is here. Most of the Corrupted were eliminated. The subsequent rescue work is being carried out.		
4010001	Asimov's Handwritten Letter 1	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	400	401	Asimov's Handwritten Letter 1				\nI didn't expect you to be the one who accepted the commission, so I asked them to bring this handwritten letter to you.\nIt's time to do the regular Mind Beacon review again. The lab will be available tomorrow. Remember to come over.						
4020101	Research Center's Exploration Record I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	400	402	Research Center's Exploration Record I				I told them that we had to redevelop this abandoned research center, but no one listened.\nThe newly discovered research findings are very important for the Science Council Section 2's ongoing research and might bring it up to a new level.\nBesides, I'm thankful for the Constructs who came to support. Were it not for them I would have ended up being under the collapsed lab...						
5010101	Rena's Diary 1	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	501	Rena's Diary 1				...The autumn leaves are gone. The winter is here.\nI'm not sure if our supplies are enough to get us through the winter.\nI'm scared.\nThe Forsaken took us in, but they are also short of supplies here.\nWill we still be able to see the spring?						
5010102	Rena's Diary 2	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	501	Rena's Diary 2				The refugees keep coming to the Forsaken camp... We are out to find food every day, but...\nThere's no grass left around the camp.\nSometimes I feel angry. Why are the Forsaken still accepting refugees? But I also feel surprised for having such kind of thought.\nAfter all... They are human beings just like us.						
5010103	Rena's Diary 3	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	501	Rena's Diary 3				We hid the last bit of food and started to get supplies from the relief point set up by the Forsaken.\nWe had to do this for we are only halfway through the winter.\nThe Forsaken's relief food is decreasing rapidly. They have to get more people to maintain the order in the base.\nEveryone... is trying to survive.						
5010104	Rena's Diary 4	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	501	Rena's Diary 4				The weather is getting colder... The snow is big.\nThe leader of the Forsaken seems to have requested help from Babylonia. I saw people in exoskeletons and Constructs walked off from a transportation craft.\nOfficers in charge of refugees started to ask people to get supplies, the life-saving supplies from Babylonia.\nThey... also brought a batch of crop seeds.						
5010105	Rena's Diary 5	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	501	Rena's Diary 5				The first rain in the spring has come down. I... survived the winter.\nI planted the first batch of corps in the field the Forsaken assigned to me. And they... sprouted.\nIf...\nNo, there is no if.\nEverything will turn out to be fine after this... Right?						
5010201	A Muddy Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	501	A Muddy Note				(Handwriting 1) Captain, it turns out there are actually nice guys among the Forsaken! Last evening at the new base, Hauss and Keanu treated me two drinks and we had a long chat! It was a shame that you were not there... Right, we played an interesting game together! I won two hardtacks! I heard that you are going to the new base with us. Would you like to kill time with them as well?\n(Handwriting 2) I'm not going, and you must not go either. Now go and return the supplies.						
5020101	Forsaken Camp Record I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	502	Forsaken Camp Record I				<b>x/x</b>\n13 refugees accepted. They claimed to have come from the refugee camp in the northwest. The Corrupted destroyed their camp and they were the only ones who survived.\nAmong them, there are 4 young men and 3 women aged between 20 and 40, 1 boy and 1 girl aged between 8 and 16, and 3 old men and 1 old woman aged above 50.\nWe've run out of space in the campsite. Tents and supplies are needed. I've sent the report to the Forsaken HQ, but I know they are also in lack of supplies.\n\n<b>x/x</b>\n4 refugees accepted. 2 old men above 50 and 1 8-year-old girl, and 1 5-year-old boy.\nThey claimed to have come from the south. The Hetero-Creatures came, and they ran with their family. There were a dozen of them, but only four survived.\nI let them stay in the tent with other two elders. It's cramped, but at least they have a shelter now.\nThere is a batch of supplies from the Forsaken HQ, but it's far from enough. The young men volunteered to hunt and plant. Hope we can make it through this winter safe and sound.						
5020102	Forsaken Camp Record II	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	502	Forsaken Camp Record II				<b>x/x</b>\n2 young men were injured and 1 of them died when hunting a wild boar. Besides, there are 2 registered deaths of elders.\nWe are short of medicine. As the manager of the camp, I can only take out the last anti-inflammatory drug from the warehouse and hope it can help.\n\n<b>x/x</b>\n1 young man died.\nNo one noticed that his rib was broken for there is no doctors in the camp.\nI reported it to the HQ. The reply was that they would send some rescue guys to flexibly support the camps in the area...						
5020103	Forsaken Camp Record III	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	500	502	Forsaken Camp Record III				<b>x/x</b>\n3 refugees accepted. 1 man and 1 woman aged between 20 to 40. 1 boy aged between 8 to 16.\nToday, several unknown Constructs brought us medicine and other supplies and check the young hunters who got injured while hunting.\nThey said Babylonia's Mr. Watanabe sent them here to support.\nThank you, Mr. Watanabe.\nAs for Babylonia... Forget it... After all, they are still willing to help us. I...\n...I just can't say it.						
6010101	Broken Yellow Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	600	601	Broken Yellow Note				The soldiers were trained in the sound of the drums. I traveled south alone when they were building the walls and ditches.\nI fought for the lord but he wouldn't let me go home.\nWhere am I? Where is my horse? Maybe in the forest.\nI made a vow to you, promising to grow old together.\nBut we've been apart for too long. How could I fulfill my promise to you?\n(There is some blood at the end of the note. It's hard to tell what happened to the writer.)						
6010201	Kowloong's Magical Girl: Glitter... What?	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	600	601	Kowloong's Magical Girl: Glitter... What?				I came across a manga during the mission. I think it's called... Kowloong's Magical Girl?\nSounds like a girl manga. I've given it to the WGAA. Hope they can restore it.						
6010202	A New Recovered Animation!	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	600	601	A New Recovered Animation!				Commandant! I found a new recovered animation! It's about Kowloong! Kowloong's Magical Girl: Glitter Warrior!\nI never thought that Kowloong's Magical Girl had a sequel! Can we watch it together in the future!						
7010101	A Small, Old Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	700	701	A Small, Old Note				(A small, old note with a few lines of small, blurry print)\n～Your brief life I mourn;\nwhat does mine bring?～\n～Your brief life I mourn;\nwhere will mine rest?～\n～See the silver coat clothed\nin a mayfly's birth.～\nWhat is mine worth?～						
7010102	Specialties of the Nighter of Nona Ouroboros	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	700	701	Specialties of the Nighter of Nona Ouroboros				The specialties of the Nighter of Nona Ouroboros... are a bit weird. I have made a list and attached it below. If Commandant is interested...\n...I guess you're not.\nCanned cocoon jelly, razor honey, dried earthworms, virus-free oxygen tanks...						
8010101	Arctic Route Forest Guards' Specialty Record	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	800	801	Forest Guards' Specialty Record				The Arctic Route also has many specialties, but it seems that only the leaves of the pine trees here can be made into pine needle tea. There are also various delicious fresh berries, the Forest Guards' homemade berry cakes, and so on.\nWould you like to give them a go next time, Commandant?						
8010102	Gift From a Fisherman	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	800	801	Gift From a Fisherman				Thank you for your help. I was prepared for the worst... Forget about it. I don't have other thing except the salted fish in the package. Give it a go if you don't mind.\nP.S. The fish is very salty, so it's suggested to have it as a side dish.\nP.S. I heard that Constructs can't take too much food at a time. Don't worry. The fish can be stored for a long time. You can eat it slowly.						
8020101	Excerpt of Amberia Data Directory	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	800	802	Excerpt of Amberia Data Directory	 Amberia's Plan		[Amberia Data Directory]	     Construct Mη-VI140\n     Manufacturing Purpose: The elimination of all Punishing Virus.\n     ...	 [Hidden] [No.618 — Codes]	     Instructions on Amberia's Control System Configuration Control Codes\n     About Matrix Information Processing Module Issues\n     Solutions to Hardware Structure Issues\n     About CAN Bus Protocol Content\n     ...\n\n Sleeping Code: Old bionic mod — Derek's voice could be used as one of the sleeping codes of Amberia's control system.				
8020102	Arctic Route Union Rescue Scene Notice I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	800	802	Rescue Scene Notice I				Please note that this is an Arctic Route Union rescue notice written by a kind soul. Any Construct or soldier who's with Arctic Route Union's rescue commission, please read it before heading to the site.	[Notice]	1. Some bases deep in the Arctic Route Union are <b>really cold</b>. Please make sure you take enough warm clothes and winter equipment with yourself.\n2. Most of the area in the Arctic Route Union is guarded by Forest Guards. You don't want to cross them unless you want to be kicked away by their hooves ("by their hooves" is scratched off).\n3. Avoid icebergs if you can.\n...\n10.The Arctic Route Union's specialty, the pine needle tea, tastes great. I haven't had it for a very long time. If anyone is on any commission to go there, please get some for me. Our address is xxxxx, ..., Babylonia.				
9010101	Akdilek Lullaby	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	900	901	Akdilek Lullaby				I found a lullaby on the paper when I was on the train mission. I'll share this nostalgic song with you, Commandant.\n\n～Sleep, sleep, my child,～\n～For there are fireflies here that will keep your heart alight.～\n～Sleep, sleep, my child,～\n～May your dreams be as peaceful as the summer night...～\n～May hope forever be by your side.～\n～Your worries will drift with the wind.～\n～The sun will greet you with a gentle smile so bright.～\n～So sleep, sleep, my child.～\n～For only when you wake up free of worries～\n～Can you smile at the world warmly.～						
9010102	Firefly	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	900	901	Firefly				I found a book on the train and copied some sentences that I found interesting from it. The book is called Firefly, I think. I can bring it to you if you're interested, Commandant.\n\n...We're as mundane as grass. See, this is what it says in the book. "Wild grass strikes no deep roots, has no beautiful flowers and leaves, yet it imbibes dew, water and the blood and flesh of the dead, all trying to rob them of life."\n"As long as it lives, it is trampled upon and mown down, until it dies and decays."\n...But that doesn't mean wild grass is worthless.\n"You die because you lived, and you rot because you were. Dying weeds bear new lives, and while the skies might not be at their brightest now, the fire burning across the grassfield will light up the skies all the same."						
9010201	Notebook Fragment With Messy Handwriting	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	900	901	Notebook Fragment With Messy Handwriting				(A worn note with illegible words.)\n\n"Friend, the time's close.\nI'll turn to the darkness and wander in the nothingness.\nYou still expect my largesse. What can I offer you? Ceaseless, it is still darkness and void and—stop.\nBut I'd like only darkness, or to vanish into your daytime; I'd only like a void that never seizes your heart.\nI'd like that, friend—\nI travel alone—not only without you, but in darkness without other shadows.\nOnly myself, submerged by darkness, in that world wholly mine."						
9010202	318-B Maintenance Notice	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	900	901	318-B Maintenance Notice				\n318-B Maintenance Notice:\nThe rivet nuts are loose. We request to purchase a batch of disc self-lock gaskets and threadlocker to prevent the bolts from falling.\n\n...\n\nSophia's Note: The previous guy brought the wrong wrench. No need to purchase a new one. I fixed it.						
9020101	Babylonia Exchange Record I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	900	902	Babylonia Exchange Record I				<b>Reporter: </b>Akdilek Soldier	[Content]	Babylonian soldiers are powerful fighters! Both the Constructs and ordinary soldiers!\nBut we are no less than them. Haha. They are better on flat ground and open building area, but we are better at battles in streets and cars!\nWe also gained precious battle experience through the exchange. I believe the Babylonia feels the same!\nHaha, I hope we can have more exchanges like this!				
9030101	Akdilek's Exchange Request	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	900	903	Akdilek Commercial Alliance's Exchange Request With Babylonia		 Aston		To face the challenges in the present world, Akdilek Commercial Alliance puts a high value on its relations to Babylonia and hopes to deepen the friendly cooperation with it.\nTherefore, Akdilek has sent its senior officers to Babylonia's ground conservation areas for cultural exchange to achieve mutual understanding and common benefit and lay a solid foundation for future cooperation.	[List of Exchange Personnel]	...				
10010101	Song of Life	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Song of Life				It's surprising that someone wrote it down... It seems that you haven't heard it before, Commandant? I'll sing it to you next time.\n\n～Life is like a round lake... along the path we take.～\n～Running with the birds, playing in the dirt～\n～I walk on and on, but where have you gone?～\n～I'll become the wind's gaze, countless nights and days.～\n～Chasing your wake... around the lake...～\n～Just stay a little longer... Don't walk away so somber...～						
10010102	An Ancient Song	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	An Ancient Song				(The note is torn and bloodstained, but the words on it are still legible.)\n\n...I'll become the wind's gaze...\n..Countless nights and days... Chasing your wake... Around the lake... Just stay a little longer...\n...Oh, this lake... Boundless and silent...\n...Even though we have changed...\n...Believe that we will meet again...\n...Believe... This is only a momentary parting...						
10010201	A Neatly Written Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	A Neatly Written Note				\nIndeed, the sea can be purified. The clean, blue sea will return one day.\nBuildings can be repaired. When the disaster is over, new buildings will rise again. People will build one after another along the ruins.						
