Id	GroupId	GroupName	GroupLogo	GroupDescription	CharacterId	HeadPortrait	GraduationPortrait	Port	Type	InVisible	CanClickGroup
27	13	Arctic Route Union	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon012.png	A united economic bloc formed by various trading ports on the Arctic sea. It was where the Forest Guard was born and is the reason they devote their lives to dangerous battles.	1141003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	26	1		
28	12	Akdilek Commercial Alliance	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon011.png	A commercial alliance that is based at Asslam, the Eternal Engine. It puts profits over anything else.	1161002	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	27	1		
29	14							28	1	1	
30	14							29	1	1	
31	14							30	1	1	
32	16							34	1	1	
33	17							35	1	1	
34	18							39	1	1	
35	3	Gray Raven - Senior	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon002.png	Gray Raven, the subordinate team of Babylonia's Task Force, specializes in combat operations on Earth.	1031004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Lifu4.png	37	1		
36	5	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	Cerberus, the subordinate team of Babylonia's Task Force, is adept at performing ground combat missions.	1221002	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	33	1		
37	15							32	1	1	
38	5	Cerberus	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon004.png	Cerberus, the subordinate team of Babylonia's Task Force, is adept at performing ground combat missions.	1131003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	36	1		
39	16	Strike Hawk	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	Being an underling of the Babylonia Task Force, Strike Hawk is a scouting team responsible for scouting missions on Earth.	1511003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu2.png	34	2		
40	9	World Government Association of Art	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon008.png	The WGAA, a gathering of renowned artists from all Schools, preserves all the recorded artworks in human history and is labeled as the cradle of the future of art.	1531004	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna2.png	38	1		
41	6	Unclassified	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	The database of Babylonia has no information about this faction.	1051004	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao2.png	41	1		
42	19							42	1	1	
43	8	Engineering Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon007.png	Babylonia Engineering Force, mainly in charge of military and post-war urban engineering constructions.	1071004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Kalienina4.png	43	1		
44	20							44	1	1	
45	7	Purifying Force	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	The Purifying Force of Babylonia is responsible for cleaning the battlefield and hunting down the rebel Constructs.	1041004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Bianka4.png	45	1		
46	21	Egret	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon018.png	Egret, the subordinate team of Babylonia's Task Force, specializes in combat operations on Earth.	1231002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Bangbinata3.png	46	1		
47	3	Gray Raven - Senior	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon002.png	Gray Raven, the subordinate team of Babylonia's Task Force, specializes in combat operations on Earth.	1011004	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR4Li3.png	47	1		
48	22	Iris Warbler	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon019.png	Iris Warbler is a squad under the Babylonia's Task Force. Established under WGAA's support, the squad is in charge of challenging cultural legacy search missions and assisting Babylonia in its reconstruction project on Earth.	1091003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Aila3.png	48	1		
49	10	Ascendant	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon009.png	A group that can fully control the Punishing Virus. Further information is unknown.	1021005	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Luxiya1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR5Luxiya3.png	49	1		
101	1	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			1	2	1	
102	1	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			2	2	1	
103	2	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			3	2	1	
104	2	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			4	2	1	
105	2	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			5	2	1	
106	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			6	2	1	
107	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			7	2	1	
108	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			8	2	1	
109	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			9	2	1	
110	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			10	2	1	
111	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			11	2	1	
112	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			12	2	1	
113	6	 	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	No data available	0			13	2	1	
114	6	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			14	2	1	
115	6	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			15	2	1	
116	7	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			16	2	1	
117	7	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			17	2	1	
118	8	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			18	2	1	
119	8	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			19	2	1	
120	18	Kowloong Chamber of Commerce	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	The frames modified with the technology exclusive to the Fuxi crew of Kowloong Chamber of Commerce feature a distinctive local style that marks them off from the other frames.	1521003	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	39	2		
121	10	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			21	2	1	
122	10	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			22	2	1	
123	11	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			23	2	1	
124	11	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			24	2	1	
125	12	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			25	2	1	
126	13	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			26	2	1	
128	14							28	2	1	
129	14							29	2	1	
130	14							30	2	1	
131	15	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	The database of Babylonia has no information about this faction.	1531003	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	32	2		
132	5							31	2	1	
133	17	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	The database of Babylonia has no information about this faction.	1541003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	35	2		
134	3							37	2	1	
135	9							38	2	1	
136	18	Kowloong Chamber of Commerce	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	The frames modified with the unique technology of the Kowloong Chamber of Commerce's Fuxi Crew often bear distinctive local characteristics, which distinguish them from the frames of the other forces.	1551003	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	40	2		
137	6							41	2	1	
138	19	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	The database of Babylonia has no information about this faction.	1561003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama2.png	42	2		
139	20	Dark Aries	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon017.png	Having undergone three member changes, Dark Aries belongs to Babylonia Task Force and is currently led by Commandant Simon. The previous members have all left for different reasons.	1571003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan2.png	44	2		
140	7	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			45	2	1	
141	21	？？？	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			46	2	1	
142	3	？？？	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			47	2	1	
143	22	？？？	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			48	2	1	
144	10	？？？	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			49	2	1	
201	14	NieR:Automata	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP001.png		1181003	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	28	3		1
202	14	NieR:Automata	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP001.png		1191003	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	29	3		1
203	14	NieR:Automata	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP001.png		1201003	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	30	3		1
204	1	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			4	3	1	
205	2	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			5	3	1	
206	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			6	3	1	
207	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			7	3	1	
208	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			8	3	1	
209	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			9	3	1	
210	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			10	3	1	
211	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			11	3	1	
212	4	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			12	3	1	
213	5	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	No data available	0			13	3	1	
214	6	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			14	3	1	
215	6	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			15	3	1	
216	7	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			16	3	1	
217	7	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			17	3	1	
218	8	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			18	3	1	
219	8	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			19	3	1	
220	9	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	No data available	0			20	3	1	
221	10	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			21	3	1	
222	10	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			22	3	1	
223	11	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			23	3	1	
224	11	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			24	3	1	
225	12	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			25	3	1	
226	13	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			26	3	1	
227	15	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			27	3	1	
228	16	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			31	3	1	
229	17							35	3	1	
230	3							37	3	1	
231	9							38	3	1	
232	18							39	3	1	
233	18							40	3	1	
234	6							41	3	1	
235	19							42	3	1	
236	20							44	3	1	
237	7	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			45	3	1	
238	21	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			46	3	1	
239	3	???	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			47	3	1	
240	22	？？？	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			48	3	1	
241	10	？？？	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	No data available	0			49	3	1	
