Id	Name	ConditionIds[1]	ConditionIds[2]	Priority	SkipId	BtnContent	NpcName	NpcHandIcon	ContentsGroupId	Type	UiType
2005	Lee: Palefire					Of course I do!	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	2005	1	2
2006	Lee: Entropy					Never change, Lee.	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	2006	1	2
2007	Liv: Eclipse					You have a good rest too.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	2007	1	2
2008	Liv: Lux					So will I.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	2008	1	2
2009	Liv: Luminance					See you soon, Liv.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	2009	1	2
2010	Kamui: Bastion					You always have, Kamui.	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	2010	1	2
2011	Kamui: Tenebrion					I'll see you tomorrow, Kamui.	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	2011	1	2
2012	Bianca: Zero					Bianca, today is...	Bianca	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	2012	1	2
2013	Bianca: Veritas					I feel the same, Bianca.	Bianca	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	2013	1	2
2014	Karenina: Blast					Happy White Day, Karenina.	Karenina	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	2014	1	2
2015	Karenina: Ember					I'm very happy, Karenina.	Karenina	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	2015	1	2
2016	Nanami: Storm					I promise.	Nanami	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	2016	1	2
2017	Nanami: Pulse					Is that so?	Nanami	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	2017	1	2
2018	Watanabe: Nightblade					Things will get better, Watanabe.	Watanabe	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	2018	1	2
2019	Watanabe: Astral					I look forward to spending more time with you.	Watanabe	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	2019	1	2
2020	Chrome: Arclight					You better be quick then.	Chrome	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	2020	1	2
2021	Sophia: Silverfang					Rest up, Sophia.	Sophia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	2021	1	2
2022	Vera: Rozen					What do you want then?	Vera	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	2022	1	2
2023	Camu: Crocotta					And what would that be?	Camu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	2023	1	2
2024	Rosetta: Rigor					Let's go watch snow together.	Rosetta	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	2024	1	2
2025	Qu: Pavo					Neither do I.	Qu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	2025	1	2
2026	Changyu: Qilin					Your happiness is the best gift I can ask for.	Changyu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	2026	1	2
2027	Luna: Laurel					But we live in the present, Luna.	Luna	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	2027	1	2
2028	Ayla: Brilliance					Thank you, Ayla.	Ayla	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	2028	1	2
2029	Selena: Tempest					We shall be together in summer.	Selena	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	2029	1	2
2030	Wanshi: Hypnos					Sweet dreams, Wanshi.	Wanshi	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	2030	1	2
2031	Chrome: Glory					So will I.	Chrome	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	2031	1	2
3001	Lee: Palefire	301			9001	Coming, Lee!	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1.png	3001	1	2
3002	Lee: Entropy	314			9001	Coming, Lee!	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	3002	1	2
3003	Lucia: Lotus	302			9001	Of course, Lucia.	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1.png	3003	1	2
3004	Lucia: Dawn	309			9001	Of course, Lucia.	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadluxiya1S.png	3004	1	2
3005	Lucia: Crimson Abyss	316			9001	You aren't serious. Are you...?	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	3005	1	2
3006	Lucia: Plume	322			9001	Of course, Lucia.	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	3006	1	2
3007	Liv: Eclipse	303			9001	Thank you, Liv.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1.png	3007	1	2
3008	Liv: Lux	310			9001	Thank you, Liv.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1S.png	3008	1	2
3009	Liv: Luminance	312			9001	Thank you, Liv.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	3009	1	2
3010	Liv: Empyrea	338			9001	Thank you, Liv.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	3010	1	2
3011	Bianca: Zero	304			9001	With pleasure, Bianca.	Bianca	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAolisuo1.png	3011	1	2
3012	Bianca: Veritas	319			9001	With pleasure, Bianca.	Bianca	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	3012	1	2
3013	Nanami: Storm	305			9001	Argh... What time is it...?	Nanami	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1.png	3013	1	2
3014	Nanami: Pulse	315			9001	Argh... What time is it...?	Nanami	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	3014	1	2
3015	Nanami: Starfarer	341			9001	Argh... What time is it...?	Nanami	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Yongyechao1.png	3015	1	2
3016	Kamui: Bastion	306			9001	I won't make you wait long.	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1.png	3016	1	2
3017	Kamui: Tenebrion	311			9001	I won't make you wait long.	Kamui	Assets/Product/Texture/Image/RoleCharacter/RoleHeadShenwei1SS.png	3017	1	2
3018	Karenina: Blast	307			9001	What gift have you prepared...?	Karenina	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1.png	3018	1	2
3019	Karenina: Ember	313			9001	What gift have you prepared...?	Karenina	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	3019	1	2
3020	Watanabe: Nightblade	308			9001	Of course.	Watanabe	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1.png	3020	1	2
3021	Watanabe: Astral	317			9001	Of course.	Watanabe	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	3021	1	2
3022	Ayla: Brilliance	318			9001	I can't wait!	Ayla	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	3022	1	2
3023	Sophia: Silverfang	320			9001	Then it's settled, Sophia.	Sophia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	3023	1	2
3024	Chrome: Arclight	321			9001	Of course, Chrome.	Chrome	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	3024	1	2
3025	Chrome: Glory	334			9001	Of course, Chrome.	Chrome	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Kuluomu1.png	3025	1	2
3026	Vera: Rozen	323			9001	Anyway, thank you?	Vera	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	3026	1	2
3027	Vera: Garnet	336			9001	Anyway, thank you?	Vera	Assets/Product/Texture/Image/RoleCharacter/WeilaSNormal01.png	3027	1	2
3028	Rosetta: Rigor	325			9001	"We can go fishing for salmon."	Rosetta	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	3028	1	2
3032	Changyu: Qilin	327			9001	Relax. I came prepared.	Changyu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadChangyu1.png	3032	1	2
3033	Luna: Laurel	328			9001	Relax, Luna.	Luna	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuna1.png	3033	1	2
3034	Wanshi: Hypnos	332			9001	You're so thoughtful, Wanshi.	Wanshi	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWanshi1.png	3034	1	2
3035	No. 21: XXI	335			9001	Thank you, No. 21. I really like it.	No. 21	Assets/Product/Texture/Image/RoleCharacter/RoleHeadTwentyone1.png	3035	1	2
3036	Camu: Crocotta	324			9001	I see...	Camu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	3036	1	2
3037	Qu: Pavo	326			9001	I'll be sure to see all the sights in Kowloong.	Qu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	3037	1	2
3038	Selena: Tempest	333			9001	I understand how you feel, Selena.	Selena	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSailinna1.png	3038	1	2
3039	Selena: Capriccio	339			9001	I understand how you feel, Selena.	Selena	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	3039	1	2
3040	Roland: Flambeau	337			9001	Alright, alright. Enough, Roland...	Roland	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuolan1.png	3040	1	2
3041	Pulao: Dragontoll	340			9001	Let's watch it all night, Pulao.	Pulao	Assets/Product/Texture/Image/RoleCharacter/RoleHeadPulao1.png	3041	1	2
3042	Haicma: Starveil	342			9001	Do what you truly want to do, Haicma.	Haicma	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	3042	1	2
3043	Karenina: Scire	343			9001	What gift have you prepared...?	Karenina	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png	3043	1	2
96000021	Lucia: Plume					Very beautiful. Thank you, Lucia.	Lucia	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png		1	2
96000022	Vera: Rozen					I won't go anywhere.	Vera	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png		1	2
96000023	Camu: Crocotta					S-so heavy... I'll take my time with them.	Camu	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png		1	2
96000024	Rosetta: Rigor					Thank you.	Rosetta	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png		1	2
2032	No. 21: XXI					That sounds romantic.	No. 21	Assets/Product/Texture/Image/RoleCharacter/RoleHeadTwentyone1.png	2032	1	2
2033	Vera: Garnet					You bet I will.	Vera	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Weila1.png	2033	1	2
2034	Roland: Flambeau					I was about to say the same.	Roland	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuolan1.png	2034	1	2
2035	Liv: Empyrea					Take me with you next time.	Liv	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Lifu1.png	2035	1	2
2036	Selena: Capriccio					Thank you, Iris. I like them a lot.	Selena	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Sailinna1.png	2036	1	2
96000030	Noan: Arca	344			9001	"I will, Noan."	Noan	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	96000030	1	2
96000031	Bambinata: Vitrum	346			9001	"I'll be happy with anything you do, Bambinata."	Bambinata	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR2Bangbinata1.png	96000031	1	2
96000032	Bianca: Stigmata	345			9001	"With pleasure, Bianca."	Bianca	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Bianka1.png	96000032	1	2
96000033	Lee: Hyperreal	347			9001	"Coming, Lee!"	Lee	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Li1.png	96000033	1	2
96000034	Ayla: Kaleido	348			9001	I can't wait!	Ayla	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR3Aila1.png	96000034	1	2
96000035	Alpha: Crimson Weave	349			9001	You aren't serious. Are you...?	α	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR5Luxiya1.png	96000035	1	2
