Id	CueSheetName	CueAwb	HasAwb
30	External/Criware/m_nbat_nightmare.acb	External/Criware/m_nbat_nightmare.awb	1
31	External/Criware/me_step.acb		0
32	External/Criware/g_ingame.acb		0
33	External/Criware/me_jiaojing.acb		0
34	External/Criware/m_ev1_intro.acb	External/Criware/m_ev1_intro.awb	1
35	External/Criware/m_ev1_normalbattle.acb	External/Criware/m_ev1_normalbattle.awb	1
36	External/Criware/m_ev1_bossbattle.acb	External/Criware/m_ev1_bossbattle.awb	1
37	External/Criware/amb_building_in.acb		0
38	External/Criware/amb_building_out.acb		0
39	External/Criware/amb_city_barren.acb		0
40	External/Criware/amb_city_desert.acb		0
41	External/Criware/amb_digital.acb		0
42	External/Criware/amb_digital_2.acb		0
43	External/Criware/amb_factory_in.acb		0
44	External/Criware/amb_factory_out.acb		0
45	External/Criware/amb_generator.acb		0
46	External/Criware/amb_jungle.acb		0
47	External/Criware/amb_rain.acb		0
48	External/Criware/amb_room.acb		0
49	External/Criware/amb_sea.acb		0
50	External/Criware/amb_sky.acb		0
51	External/Criware/amb_snow.acb		0
52	External/Criware/g_amb_story_crowd.acb		0
53	External/Criware/g_amb_story_fire.acb		0
54	External/Criware/g_amb_story_rain.acb		0
55	External/Criware/g_amb_story_wind.acb		0
56	External/Criware/m_ev2_battle.acb	External/Criware/m_ev2_battle.awb	1
57	External/Criware/m_ev2_intro.acb	External/Criware/m_ev2_intro.awb	1
58	External/Criware/m_sys_newyear.acb	External/Criware/m_sys_newyear.awb	1
59	External/Criware/m_ev3_intro.acb	External/Criware/m_ev3_intro.awb	1
60	External/Criware/m_ev3_battle.acb	External/Criware/m_ev3_battle.awb	1
61	External/Criware/m_ev3_boss.acb	External/Criware/m_ev3_boss.awb	1
62	External/Criware/g_amb_ev3_traininside.acb		0
63	External/Criware/g_amb_ev3_trainnm.acb		0
64	External/Criware/g_amb_ev3_trainrain.acb		0
65	External/Criware/g_amb_ev3_trainsandstorm.acb		0
66	External/Criware/g_amb_ev3_traintunnel.acb		0
67	External/Criware/g_amb_ev3_traintunnel_run.acb		0
68	External/Criware/g_ui_weapon.acb		0
69	External/Criware/m_ev4_battle.acb	External/Criware/m_ev4_battle.awb	1
70	External/Criware/m_ev4_boss.acb	External/Criware/m_ev4_boss.awb	1
71	External/Criware/m_ev4_intro.acb	External/Criware/m_ev4_intro.awb	1
72	External/Criware/g_amb_ev4_babieta.acb		0
73	External/Criware/g_amb_ev4_jiaban.acb		0
74	External/Criware/g_amb_ev4_pubu.acb		0
75	External/Criware/m_ev5_boss.acb	External/Criware/m_ev5_boss.awb	1
76	External/Criware/m_ev5_end.acb	External/Criware/m_ev5_end.awb	1
77	External/Criware/g_equip.acb		0
78	External/Criware/m_sys_title_2.acb	External/Criware/m_sys_title_2.awb	1
79	External/Criware/m_ev5_battle.acb	External/Criware/m_ev5_battle.awb	1
80	External/Criware/m_ev5_intro.acb	External/Criware/m_ev5_intro.awb	1
81	External/Criware/g_cg.acb		0
82	External/Criware/m_ev6_battle.acb	External/Criware/m_ev6_battle.awb	1
83	External/Criware/m_ev6_boss_1.acb	External/Criware/m_ev6_boss_1.awb	1
84	External/Criware/m_ev6_boss_2.acb	External/Criware/m_ev6_boss_2.awb	1
85	External/Criware/m_ev6_intro.acb	External/Criware/m_ev6_intro.awb	1
86	External/Criware/m_ev7_intro.acb	External/Criware/m_ev7_intro.awb	1
87	External/Criware/m_ev7_battle.acb	External/Criware/m_ev7_battle.awb	1
88	External/Criware/m_ev7_boss.acb	External/Criware/m_ev7_boss.awb	1
89	External/Criware/m_avg_silence.acb	External/Criware/m_avg_silence.awb	1
90	External/Criware/m_ev8_intro.acb	External/Criware/m_ev8_intro.awb	1
91	External/Criware/m_ev10_battle.acb	External/Criware/m_ev10_battle.awb	1
92	External/Criware/m_ev10_intro.acb	External/Criware/m_ev10_intro.awb	1
93	External/Criware/g_amb_ev9_factory.acb		0
94	External/Criware/m_ev9_battle_1.acb	External/Criware/m_ev9_battle_1.awb	1
95	External/Criware/m_ev9_battle_2.acb	External/Criware/m_ev9_battle_2.awb	1
96	External/Criware/m_ev9_battle_3.acb	External/Criware/m_ev9_battle_3.awb	1
97	External/Criware/m_ev9_boss_1.acb	External/Criware/m_ev9_boss_1.awb	1
98	External/Criware/m_ev9_boss_2_kr.acb	External/Criware/m_ev9_boss_2_kr.awb	1
99	External/Criware/m_ev9_intro.acb	External/Criware/m_ev9_intro.awb	1
100	External/Criware/m_ev9_lose.acb	External/Criware/m_ev9_lose.awb	1
101	External/Criware/m_ev9_win.acb	External/Criware/m_ev9_win.awb	1
102	External/Criware/m_ev10_boss.acb	External/Criware/m_ev10_boss.awb	1
103	External/Criware/m_sys_newyear_2.acb	External/Criware/m_sys_newyear_2.awb	1
104	External/Criware/m_ev11_intro.acb	External/Criware/m_ev11_intro.awb	1
105	External/Criware/m_ev11_boss_1.acb	External/Criware/m_ev11_boss_1.awb	1
106	External/Criware/m_ev11_boss_2.acb	External/Criware/m_ev11_boss_2.awb	1
107	External/Criware/c_act_fallstand.acb		0
108	External/Criware/m_ev12_boss_1.acb	External/Criware/m_ev12_boss_1.awb	1
109	External/Criware/m_ev12_boss_2.acb	External/Criware/m_ev12_boss_2.awb	1
110	External/Criware/m_ev12_intro.acb	External/Criware/m_ev12_intro.awb	1
111	External/Criware/m_ev12_mengzhan.acb	External/Criware/m_ev12_mengzhan.awb	1
112	External/Criware/haiwaimengzhan.acb	External/Criware/haiwaimengzhan.awb	1
113	External/Criware/m_ev13_battle.acb	External/Criware/m_ev13_battle.awb	1
114	External/Criware/m_ev13_boss.acb	External/Criware/m_ev13_boss.awb	1
115	External/Criware/m_ev13_intro.acb	External/Criware/m_ev13_intro.awb	1
116	External/Criware/g_amb_ev13_forest.acb		0
117	External/Criware/m_ev14_battle.acb	External/Criware/m_ev14_battle.awb	1
118	External/Criware/m_ev14_boss.acb	External/Criware/m_ev14_boss.awb	1
119	External/Criware/m_ev14_intro.acb	External/Criware/m_ev14_intro.awb	1
120	External/Criware/g_amb_ev14_undersea.acb		0
121	External/Criware/g_amb_ev14_seaside.acb		0
122	External/Criware/g_amb_ev14_seawave.acb		0
123	External/Criware/m_ev15_battle.acb	External/Criware/m_ev15_battle.awb	1
124	External/Criware/m_ev15_boss.acb	External/Criware/m_ev15_boss.awb	1
125	External/Criware/m_ev15_intro.acb	External/Criware/m_ev15_intro.awb	1
126	External/Criware/m_ev15_story.acb	External/Criware/m_ev15_story.awb	1
127	External/Criware/g_amd_ev15_forest.acb		0
128	External/Criware/g_amd_ev15_wind_heavy.acb		0
129	External/Criware/g_amd_ev15_wind_light.acb		0
130	External/Criware/m_ev15_boss_1.acb	External/Criware/m_ev15_boss_1.awb	1
131	External/Criware/m_ev15_boss_2.acb	External/Criware/m_ev15_boss_2.awb	1
132	External/Criware/m_ev15_story_loop.acb	External/Criware/m_ev15_story_loop.awb	1
133	External/Criware/m_ev16_song_JP.acb	External/Criware/m_ev16_song_JP.awb	1
134	External/Criware/m_ev16_song_JP_ingame.acb	External/Criware/m_ev16_song_JP_ingame.awb	1
135	External/Criware/m_ev16_song_inst.acb	External/Criware/m_ev16_song_inst.awb	1
136	External/Criware/m_ev16_song_ingame_inst.acb	External/Criware/m_ev16_song_ingame_inst.awb	1
137	External/Criware/m_ev7_boss_2.acb	External/Criware/m_ev7_boss_2.awb	1
138	External/Criware/m_ev16_song_ingame_inst_loop.acb	External/Criware/m_ev16_song_ingame_inst_loop.awb	1
139	External/Criware/m_ev16_pv_1.acb	External/Criware/m_ev16_pv_1.awb	1
140	External/Criware/m_ev16_pv_2.acb	External/Criware/m_ev16_pv_2.awb	1
141	External/Criware/m_ev16_pv_3.acb	External/Criware/m_ev16_pv_3.awb	1
142	External/Criware/m_ev16_pv_song.acb	External/Criware/m_ev16_pv_song.awb	1
143	External/Criware/m_ev17_intro.acb	External/Criware/m_ev17_intro.awb	1
144	External/Criware/m_ev17_battle.acb	External/Criware/m_ev17_battle.awb	1
145	External/Criware/m_ev17_boss_1.acb	External/Criware/m_ev17_boss_1.awb	1
146	External/Criware/m_ev17_dorm.acb	External/Criware/m_ev17_dorm.awb	1
147	External/Criware/m_ev17_boss_2.acb	External/Criware/m_ev17_boss_2.awb	1
149	External/Criware/e_signal.acb		0
150	External/Criware/m_ev18_song_1_jp.acb	External/Criware/m_ev18_song_1_jp.awb	1
151	External/Criware/m_ev18_song_2.acb	External/Criware/m_ev18_song_2.awb	1
152	External/Criware/m_ev19_scenes_bgm_1and2.acb	External/Criware/m_ev19_scenes_bgm_1and2.awb	1
153	External/Criware/m_ev19_scenes_sfx_1and2.acb	External/Criware/m_ev19_scenes_sfx_1and2.awb	1
154	External/Criware/m_ev19_battle.acb	External/Criware/m_ev19_battle.awb	1
155	External/Criware/m_ev19_boss.acb	External/Criware/m_ev19_boss.awb	1
156	External/Criware/m_ev19_intro.acb	External/Criware/m_ev19_intro.awb	1
157	External/Criware/m_ev19_story.acb	External/Criware/m_ev19_story.awb	1
158	External/Criware/m_ev19_jazz.acb	External/Criware/m_ev19_jazz.awb	1
159	External/Criware/m_ev20_musicgame.acb	External/Criware/m_ev20_musicgame.awb	1
160	External/Criware/m_ev19_cd.acb	External/Criware/m_ev19_cd.awb	1
161	External/Criware/m_ev20_battle.acb	External/Criware/m_ev20_battle.awb	1
162	External/Criware/m_ev20_boss.acb	External/Criware/m_ev20_boss.awb	1
163	External/Criware/m_ev20_intro.acb	External/Criware/m_ev20_intro.awb	1
164	External/Criware/m_ev20_story.acb	External/Criware/m_ev20_story.awb	1
165	External/Criware/m_ev20_battle_full.acb	External/Criware/m_ev20_battle_full.awb	1
166	External/Criware/m_ev21_intro.acb	External/Criware/m_ev21_intro.awb	1
167	External/Criware/m_ev21_boss.acb	External/Criware/m_ev21_boss.awb	1
168	External/Criware/m_ev21_battle.acb	External/Criware/m_ev21_battle.awb	1
169	External/Criware/m_ev21_full.acb	External/Criware/m_ev21_full.awb	1
170	External/Criware/m_ev22_song_instloop.acb	External/Criware/m_ev22_song_instloop.awb	1
171	External/Criware/m_ev22_song_pianoloop.acb	External/Criware/m_ev22_song_pianoloop.awb	1
172	External/Criware/m_ev22_intro.acb	External/Criware/m_ev22_intro.awb	1
173	External/Criware/m_ev23_battle.acb	External/Criware/m_ev23_battle.awb	1
174	External/Criware/m_ev23_boss_1.acb	External/Criware/m_ev23_boss_1.awb	1
175	External/Criware/m_ev23_boss_2.acb	External/Criware/m_ev23_boss_2.awb	1
176	External/Criware/m_ev23_boss_sp.acb	External/Criware/m_ev23_boss_sp.awb	1
177	External/Criware/m_ev23_chatroom.acb	External/Criware/m_ev23_chatroom.awb	1
178	External/Criware/m_ev23_story.acb	External/Criware/m_ev23_story.awb	1
179	External/Criware/m_ev23_intro.acb	External/Criware/m_ev23_intro.awb	1
180	External/Criware/m_ev20_song.acb	External/Criware/m_ev20_song.awb	1
181	External/Criware/m_ev23_liv_1.acb	External/Criware/m_ev23_liv_1.awb	1
182	External/Criware/m_ev23_liv_2.acb	External/Criware/m_ev23_liv_2.awb	1
183	External/Criware/m_ev24_intro.acb	External/Criware/m_ev24_intro.awb	1
184	External/Criware/m_ev24_battle.acb	External/Criware/m_ev24_battle.awb	1
185	External/Criware/m_ev24_boss_1.acb	External/Criware/m_ev24_boss_1.awb	1
186	External/Criware/m_ev24_boss_2.acb	External/Criware/m_ev24_boss_2.awb	1
187	External/Criware/m_ev24_story.acb	External/Criware/m_ev24_story.awb	1
188	External/Criware/m_ev23_full.acb	External/Criware/m_ev23_full.awb	1
189	External/Criware/m_ev25_return.acb	External/Criware/m_ev25_return.awb	1
190	External/Criware/m_ev25_battle.acb	External/Criware/m_ev25_battle.awb	1
191	External/Criware/m_ev25_boss.acb	External/Criware/m_ev25_boss.awb	1
192	External/Criware/m_ev25_boss_2.acb	External/Criware/m_ev25_boss_2.awb	1
193	External/Criware/m_ev25_intro.acb	External/Criware/m_ev25_intro.awb	1
194	External/Criware/m_ev25_intro_piano.acb	External/Criware/m_ev25_intro_piano.awb	1
195	External/Criware/m_ev25_system1.acb	External/Criware/m_ev25_system1.awb	1
196	External/Criware/m_ev25_system2.acb	External/Criware/m_ev25_system2.awb	1
197	External/Criware/m_ev24_CD.acb	External/Criware/m_ev24_CD.awb	1
198	External/Criware/m_ev25_music_loop.acb	External/Criware/m_ev25_music_loop.awb	1
199	External/Criware/m_ev25_music_2.acb	External/Criware/m_ev25_music_2.awb	1
200	External/Criware/g_ingame_EV26.acb		0
4101	External/Criware/c_pet.acb		0
4102	External/Criware/c_pet_he.acb		0
4103	External/Criware/c_pet_xiao.acb		0
4104	External/Criware/c_pet_ma.acb		0
4105	External/Criware/c_pet_bei.acb		0
4106	External/Criware/c_pet_cat.acb		0
4107	External/Criware/c_pet_sheep.acb		0
4108	External/Criware/c_pet_eagle.acb		0
4109	External/Criware/c_pet_hedgehog.acb		0
4110	External/Criware/c_pet_hu.acb		0
4111	External/Criware/c_pet_tu.acb		0
4112	External/Criware/c_pet_yao.acb		0
4113	External/Criware/c_pet_robot.acb		0
4114	External/Criware/c_pet_squid.acb		0
4706	External/Criware/me_jiegouqiutu_player.acb		0
10001	External/Criware/c_liRK2.acb		0
10011	External/Criware/c_liRK3.acb		0
11011	External/Criware/c_liRk3_swim.acb		0
12011	External/Criware/c_liRk3_ZS.acb		0
10002	External/Criware/c_lucia.acb		0
10012	External/Criware/c_luciaRK2.acb		0
10022	External/Criware/c_luciaRK3.acb		0
11022	External/Criware/c_luciaRk3_swim.acb		0
12022	External/Criware/c_luciaRk3_MG.acb		0
10032	External/Criware/c_luciaRk4.acb		0
11032	External/Criware/c_luciaRk4_skin.acb		0
12032	External/Criware/c_luciaRk4_swim.acb		0
10003	External/Criware/c_liv.acb		0
10013	External/Criware/c_livRK2.acb		0
11013	External/Criware/c_livRK2_HS.acb		0
10023	External/Criware/c_livRK3.acb		0
11023	External/Criware/c_livRK3_swim.acb		0
10004	External/Criware/c_biancaRK2.acb		0
10014	External/Criware/c_biancaRK3.acb		0
11014	External/Criware/c_biankaRK3_CN.acb		0
12014	External/Criware/c_biancaRK3_HS.acb		0
13014	External/Criware/c_biankaRK3_CN2.acb		0
10005	External/Criware/c_imper9t.acb		0
10015	External/Criware/c_imper9tRK3.acb		0
11015	External/Criware/c_imper9tRK3_ai.acb		0
12015	External/Criware/c_imper9tRK3_swim.acb		0
13015	External/Criware/c_70superRk3.acb		0
10006	External/Criware/c_kamuiRK2.acb		0
10016	External/Criware/c_kamuiRK3.acb		0
11016	External/Criware/c_kamuiRk3_gui.acb		0
12016	External/Criware/c_kamuiRK3_HU.acb		0
10007	External/Criware/c_karenRK2.acb		0
10017	External/Criware/c_karenRK3.acb		0
11017	External/Criware/c_karenRK3_swim.acb		0
12017	External/Criware/c_karenRK3_nya.acb		0
10027	External/Criware/c_karenRk4.acb		0
10008	External/Criware/c_watanabeRK2.acb		0
10018	External/Criware/c_watanabeRK3.acb		0
10009	External/Criware/c_ailaRK2.acb		0
10101	External/Criware/c_sufeiyaRK2.acb		0
10102	External/Criware/c_kuluomuRk2.acb		0
11102	External/Criware/c_kuluomuRk2_sr.acb		0
10103	External/Criware/c_weilaRk2.acb		0
10104	External/Criware/c_kamuRk2.acb		0
10105	External/Criware/c_luosaitaRk3.acb		0
11105	External/Criware/c_luosaitaRk3_QS.acb		0
10106	External/Criware/c_quRk2.acb		0
11106	External/Criware/c_quRk2_ZH.acb		0
10107	External/Criware/c_changyuRk2.acb		0
10108	External/Criware/c_lunaRk3.acb		0
11108	External/Criware/c_lunaRk3_swim.acb		0
10201	External/Criware/c_2bRk3.acb		0
10202	External/Criware/c_a2Rk3.acb		0
10203	External/Criware/c_9sRk3.acb		0
10109	External/Criware/c_wanshiRk2.acb		0
10301	External/Criware/c_sailinnaRk3.acb		0
10311	External/Criware/c_sailinnaRk4.acb		0
10112	External/Criware/c_kuluomuRk3.acb		0
11112	External/Criware/c_kuluomuRk3_JX.acb		0
12112	External/Criware/c_kuluomuRk3_BJ.acb		0
10302	External/Criware/c_luolanRk2.acb		0
10303	External/Criware/c_21Rk2.acb		0
12108	External/Criware/c_lunaRk3_JT.acb		0
11301	External/Criware/c_sailinnaRk3_swim.acb		0
10113	External/Criware/c_weilaRk3.acb		0
10033	External/Criware/c_livRk4.acb		0
11033	External/Criware/c_livRk4_YJ.acb		0
12033	External/Criware/c_livRk4_sen.acb		0
13040	External/Criware/c_pulaoRk2.acb		0
13041	External/Criware/c_hakamaRk2.acb		0
13042	External/Criware/c_pulaoRk2_Idol.acb		0
13061	External/Criware/c_nuoanRk2.acb		0
11113	External/Criware/c_weilaRK3_swim.acb		0
14014	External/Criware/c_biankasuperRk3.acb		0
14114	External/Criware/c_biankasuperRk3_JY.acb		0
12105	External/Criware/c_luosaitaRk3_SC.acb		0
13071	External/Criware/c_bangbinataRk2.acb		0
13105	External/Criware/c_kuluomuRk3_XY.acb		0
11002	External/Criware/c_luciaRk1_RM.acb		0
10021	External/Criware/c_liRk4.acb		0
10321	External/Criware/c_sailinnaRk4_WN.acb		0
13108	External/Criware/c_lunaRk3_SN.acb		0
10019	External/Criware/c_ailaRk3.acb		0
18511	External/Criware/c_starknightRK3.acb		0
202	External/Criware/ja/v_lucia.acb	External/Criware/ja/v_lucia.awb	1
2021	External/Criware/ja/v_luciaalpha.acb	External/Criware/ja/v_luciaalpha.awb	1
2022	External/Criware/ja/v_luciaice.acb	External/Criware/ja/v_luciaice.awb	1
203	External/Criware/ja/v_liv.acb	External/Criware/ja/v_liv.awb	1
201	External/Criware/ja/v_li.acb	External/Criware/ja/v_li.awb	1
206	External/Criware/ja/v_kamui.acb	External/Criware/ja/v_kamui.awb	1
2061	External/Criware/ja/v_kamuianneng.acb	External/Criware/ja/v_kamuianneng.awb	1
205	External/Criware/ja/v_imper9t.acb	External/Criware/ja/v_imper9t.awb	1
204	External/Criware/ja/v_bianca.acb	External/Criware/ja/v_bianca.awb	1
208	External/Criware/ja/v_watanabe.acb	External/Criware/ja/v_watanabe.awb	1
207	External/Criware/ja/v_karen.acb	External/Criware/ja/v_karen.awb	1
209	External/Criware/ja/v_aila.acb	External/Criware/ja/v_aila.awb	1
2091	External/Criware/ja/v_ailaRK3.acb	External/Criware/ja/v_ailaRK3.awb	1
210	External/Criware/ja/v_sufeiya.acb	External/Criware/ja/v_sufeiya.awb	1
211	External/Criware/ja/v_kuluomu.acb	External/Criware/ja/v_kuluomu.awb	1
212	External/Criware/ja/v_weila.acb	External/Criware/ja/v_weila.awb	1
213	External/Criware/ja/v_camu.acb	External/Criware/ja/v_camu.awb	1
214	External/Criware/ja/v_luosaita.acb	External/Criware/ja/v_luosaita.awb	1
215	External/Criware/ja/v_changyu.acb	External/Criware/ja/v_changyu.awb	1
216	External/Criware/ja/v_qu.acb	External/Criware/ja/v_qu.awb	1
217	External/Criware/ja/v_luna_jp.acb	External/Criware/ja/v_luna_jp.awb	1
218	External/Criware/ja/v_sailinna.acb	External/Criware/ja/v_sailinna.awb	1
219	External/Criware/ja/v_wanshi.acb	External/Criware/ja/v_wanshi.awb	1
220	External/Criware/ja/v_kuluomuice.acb	External/Criware/ja/v_kuluomuice.awb	1
221	External/Criware/ja/v_twentyone.acb	External/Criware/ja/v_twentyone.awb	1
222	External/Criware/ja/v_weilathunder.acb	External/Criware/ja/v_weilathunder.awb	1
223	External/Criware/ja/v_luolan.acb	External/Criware/ja/v_luolan.awb	1
224	External/Criware/ja/v_livsuper.acb	External/Criware/ja/v_livsuper.awb	1
225	External/Criware/ja/v_sailinnasuper.acb	External/Criware/ja/v_sailinnasuper.awb	1
226	External/Criware/ja/v_pulao.acb	External/Criware/ja/v_pulao.awb	1
227	External/Criware/ja/v_qishisuper.acb	External/Criware/ja/v_qishisuper.awb	1
228	External/Criware/ja/v_hakama_jp.acb	External/Criware/ja/v_hakama_jp.awb	1
229	External/Criware/ja/v_kaliesuper.acb	External/Criware/ja/v_kaliesuper.awb	1
230	External/Criware/ja/v_nuoan.acb	External/Criware/ja/v_nuoan.awb	1
231	External/Criware/ja/v_biankasuper.acb	External/Criware/ja/v_biankasuper.awb	1
232	External/Criware/ja/v_bangbinata.acb	External/Criware/ja/v_bangbinata.awb	1
233	External/Criware/ja/v_lisuper.acb	External/Criware/ja/v_lisuper.awb	1
302	External/Criware/zh/v_lucia.acb	External/Criware/zh/v_lucia.awb	1
3021	External/Criware/zh/v_luciaalpha.acb	External/Criware/zh/v_luciaalpha.awb	1
3022	External/Criware/zh/v_luciaice.acb	External/Criware/zh/v_luciaice.awb	1
303	External/Criware/zh/v_liv.acb	External/Criware/zh/v_liv.awb	1
301	External/Criware/zh/v_li.acb	External/Criware/zh/v_li.awb	1
306	External/Criware/zh/v_kamui.acb	External/Criware/zh/v_kamui.awb	1
3061	External/Criware/zh/v_kamuianneng.acb	External/Criware/zh/v_kamuianneng.awb	1
305	External/Criware/zh/v_imper9t.acb	External/Criware/zh/v_imper9t.awb	1
304	External/Criware/zh/v_bianca.acb	External/Criware/zh/v_bianca.awb	1
308	External/Criware/zh/v_watanabe.acb	External/Criware/zh/v_watanabe.awb	1
307	External/Criware/zh/v_karen.acb	External/Criware/zh/v_karen.awb	1
309	External/Criware/zh/v_aila.acb	External/Criware/zh/v_aila.awb	1
3091	External/Criware/zh/v_ailaRK3.acb	External/Criware/zh/v_ailaRK3.awb	1
310	External/Criware/zh/v_sufeiya.acb	External/Criware/zh/v_sufeiya.awb	1
311	External/Criware/zh/v_kuluomu.acb	External/Criware/zh/v_kuluomu.awb	1
312	External/Criware/zh/v_weila.acb	External/Criware/zh/v_weila.awb	1
313	External/Criware/zh/v_camu.acb	External/Criware/zh/v_camu.awb	1
314	External/Criware/zh/v_luosaita.acb	External/Criware/zh/v_luosaita.awb	1
315	External/Criware/zh/v_changyu.acb	External/Criware/zh/v_changyu.awb	1
316	External/Criware/zh/v_qu.acb	External/Criware/zh/v_qu.awb	1
317	External/Criware/zh/v_luna.acb	External/Criware/zh/v_luna.awb	1
318	External/Criware/zh/v_sailinna.acb	External/Criware/zh/v_sailinna.awb	1
319	External/Criware/zh/v_wanshi.acb	External/Criware/zh/v_wanshi.awb	1
320	External/Criware/zh/v_kuluomuice.acb	External/Criware/zh/v_kuluomuice.awb	1
321	External/Criware/zh/v_twentyone.acb	External/Criware/zh/v_twentyone.awb	1
322	External/Criware/zh/v_weilathunder.acb	External/Criware/zh/v_weilathunder.awb	1
323	External/Criware/zh/v_luolan.acb	External/Criware/zh/v_luolan.awb	1
324	External/Criware/zh/v_livsuper.acb	External/Criware/zh/v_livsuper.awb	1
325	External/Criware/zh/v_sailinnasuper.acb	External/Criware/zh/v_sailinnasuper.awb	1
326	External/Criware/zh/v_pulao.acb	External/Criware/zh/v_pulao.awb	1
327	External/Criware/zh/v_qishi.acb	External/Criware/zh/v_qishi.awb	1
3271	External/Criware/zh/v_qishisuper.acb	External/Criware/zh/v_qishisuper.awb	1
328	External/Criware/zh/v_hakama.acb	External/Criware/zh/v_hakama.awb	1
329	External/Criware/zh/v_kaliesuper.acb	External/Criware/zh/v_kaliesuper.awb	1
330	External/Criware/zh/v_nuoan.acb	External/Criware/zh/v_nuoan.awb	1
331	External/Criware/zh/v_biankasuper.acb	External/Criware/zh/v_biankasuper.awb	1
332	External/Criware/zh/v_bangbinata.acb	External/Criware/zh/v_bangbinata.awb	1
333	External/Criware/zh/v_lisuper.acb	External/Criware/zh/v_lisuper.awb	1
402	External/Criware/ca/v_lucia.acb	External/Criware/ca/v_lucia.awb	1
4021	External/Criware/ca/v_luciaalpha.acb	External/Criware/ca/v_luciaalpha.awb	1
4022	External/Criware/ca/v_luciaice.acb	External/Criware/ca/v_luciaice.awb	1
403	External/Criware/ca/v_liv.acb	External/Criware/ca/v_liv.awb	1
401	External/Criware/ca/v_li.acb	External/Criware/ca/v_li.awb	1
406	External/Criware/ca/v_kamui.acb	External/Criware/ca/v_kamui.awb	1
4061	External/Criware/ca/v_kamuianneng.acb	External/Criware/ca/v_kamuianneng.awb	1
405	External/Criware/ca/v_imper9t.acb	External/Criware/ca/v_imper9t.awb	1
404	External/Criware/ca/v_bianca.acb	External/Criware/ca/v_bianca.awb	1
408	External/Criware/ca/v_watanabe.acb	External/Criware/ca/v_watanabe.awb	1
407	External/Criware/ca/v_karen.acb	External/Criware/ca/v_karen.awb	1
409	External/Criware/ca/v_aila.acb	External/Criware/ca/v_aila.awb	1
4091	External/Criware/ca/v_ailaRK3.acb	External/Criware/ca/v_ailaRK3.awb	1
410	External/Criware/ca/v_sufeiya.acb	External/Criware/ca/v_sufeiya.awb	1
411	External/Criware/ca/v_kuluomu.acb	External/Criware/ca/v_kuluomu.awb	1
412	External/Criware/ca/v_weila.acb	External/Criware/ca/v_weila.awb	1
413	External/Criware/ca/v_camu.acb	External/Criware/ca/v_camu.awb	1
414	External/Criware/ca/v_luosaita.acb	External/Criware/ca/v_luosaita.awb	1
415	External/Criware/ca/v_changyu.acb	External/Criware/ca/v_changyu.awb	1
416	External/Criware/ca/v_qu.acb	External/Criware/ca/v_qu.awb	1
417	External/Criware/ca/v_luna.acb	External/Criware/ca/v_luna.awb	1
418	External/Criware/ca/v_sailinna.acb	External/Criware/ca/v_sailinna.awb	1
419	External/Criware/ca/v_wanshi.acb	External/Criware/ca/v_wanshi.awb	1
420	External/Criware/ca/v_kuluomuice.acb	External/Criware/ca/v_kuluomuice.awb	1
421	External/Criware/ca/v_twentyone.acb	External/Criware/ca/v_twentyone.awb	1
422	External/Criware/ca/v_weilathunder.acb	External/Criware/ca/v_weilathunder.awb	1
