Id	CueSheetId	CueName	Is1pOr3p
744	68	g_ui_weapon_shenwei_1	1
745	68	g_ui_weapon_shenwei_2	1
746	68	g_ui_weapon_shenwei_3	1
747	68	g_ui_weapon_shenwei_4	1
748	68	g_ui_weapon_weila_1	1
749	68	g_ui_weapon_weila_2	1
750	68	g_ui_weapon_weila_3	1
751	68	g_ui_weapon_weila_4	1
752	32	g_ingame_ev6_canhaipohuai	3
753	32	g_ingame_ev6_doorclose	3
754	32	g_ingame_ev6_dooropen	3
755	32	g_ingame_ev6_guoshanche_1	3
756	32	g_ingame_ev6_guoshanche_2	3
757	32	g_ingame_ev6_guoshanche_close	3
758	32	g_ingame_ev6_guoshanche_open	3
759	32	g_ingame_ev6_haiou	3
760	32	g_ingame_ev6_motianlun	3
761	32	g_ingame_ev6_pingtaishangsheng	3
762	32	g_ingame_ev6_pingtaixiajiang_1	3
763	32	g_ingame_ev6_pingtaixiajiang_2	3
764	32	g_ingame_ev6_pingtaixuanzhuan	3
765	32	g_ingame_ev6_reqiqiu	3
766	32	g_ingame_ev6_guoshanche_arrive	3
767	68	g_ui_weapon_luosaita_1	1
768	68	g_ui_weapon_luosaita_2	1
769	68	g_ui_weapon_luosaita_3	1
770	68	g_ui_weapon_luosaita_4	1
771	32	g_ingame_ev7_bingzhu	1
772	32	g_ingame_ev7_bingzhui_2s	1
773	32	g_ingame_ev7_bingzhui_3s	1
774	32	g_ingame_ev7_bingmen	1
775	32	g_ingame_ev7_jiguang	1
776	32	g_ingame_ev7_jiguang_zadi	1
777	32	g_ingame_ev7_xiongrenpaoxiao	1
778	32	g_ingame_ev7_guanzibaozha	3
779	32	g_ingame_ev7_zhangaiposui	3
780	32	g_ingame_ev7_zhangaibaozha	1
781	32	g_ingame_ev7_chuchang	1
782	32	g_ingame_ev7_qte_1_start	1
783	32	g_ingame_ev7_qte_1_success	1
784	32	g_ingame_ev7_qte_1_fail	1
785	32	g_ingame_ev7_qte_2_start	1
786	32	g_ingame_ev7_qte_2_success	1
787	32	g_ingame_ev7_qte_2_fail	1
788	32	g_ingame_ev8_gousuo	1
789	32	g_ingame_ev8_chuxing	1
790	32	g_ingame_ev8_nujian_hit	1
791	32	g_ingame_ev8_nujian_xuli	1
792	32	g_ingame_ev8_nujian_dandao	1
793	32	g_ingame_ev8_nujian_fashe	1
794	32	g_ingame_ev8_nujian_baozha	1
795	32	g_ingame_ev8_jineng	1
796	32	g_ingame_ev8_chusheng	1
797	32	g_ingame_ev8_paotai	1
798	32	g_ingame_ev8_paotai_dandao	1
799	32	g_ingame_ev8_paotai_baozha	1
800	32	g_ingame_ev8_zhaqiaocg	1
801	32	g_ingame_ev9_cube_born	3
802	32	g_ingame_ev9_cube_loop	3
803	32	g_ingame_ev9_cube_pass	3
804	32	g_ingame_ev9_elev	1
805	32	g_ingame_ev9_lightdoor_open	3
806	32	g_ingame_ev9_lightdoor_close	3
807	32	g_ingame_ev9_flash	3
808	32	g_ingame_ev9_elev_start	1
809	32	g_ingame_ev9_door_open	3
810	32	g_ingame_ev9_door_close	3
811	32	g_ingame_ev9_catch	3
812	32	g_ingame_ev9_break	3
813	32	g_ingame_ev9_data_born	3
814	32	g_ingame_ev9_data_end	3
815	68	g_ui_weapon_luna_1	1
816	68	g_ui_weapon_luna_2	1
817	68	g_ui_weapon_luna_3	1
818	68	g_ui_weapon_luna_4	1
819	32	g_ingame_ev10_hack_red	1
820	32	g_ingame_ev10_hack_hit_1	1
821	32	g_ingame_ev10_hack_hit_2	1
822	32	g_ingame_ev10_hack_dead_1	1
823	32	g_ingame_ev10_hack_dead_2	1
824	32	g_ingame_ev10_hack_dead_3	1
825	32	g_ingame_ev10_hack_dandao_dixiao	1
826	32	g_ingame_ev11_hack_dandao	1
827	32	g_ingame_ev10_hack_explo	1
828	32	g_ingame_ev10_hack_dixiao	1
829	32	g_ingame_ev9_cg_1	1
830	32	g_ingame_ev9_cg_2	1
831	32	g_ingame_ev9_cg_3	1
832	32	g_ingame_ev9_cg_4	1
833	32	g_ingame_ev10_cg_1	1
834	32	g_ingame_ev10_cg_2	1
835	32	g_ingame_ev10_cg_3	1
836	32	g_ingame_ev10_cg_4	1
837	32	g_ingame_ev10_cg_5	1
838	32	g_ingame_ev10_door	3
839	32	g_ingame_ev10_ground	1
840	32	g_ingame_ev10_trap	3
841	32	g_ingame_ev10_jump	1
842	32	g_ingame_ev10_warning	1
843	32	g_ingame_ev10_enter	1
844	32	g_ingame_ev10_hit_miss_1	1
845	32	g_ingame_ev10_hit_miss_2	1
846	32	g_ingame_ev10_hit_1	1
847	32	g_ingame_ev10_hit_2	1
848	32	g_ingame_ev10_hit_3	1
849	32	g_ingame_pet_change_1	1
850	32	g_ingame_pet_change_2	1
851	68	g_ui_weapon_wanshi_1	1
852	68	g_ui_weapon_wanshi_2	1
853	68	g_ui_weapon_wanshi_3	1
854	68	g_ui_weapon_wanshi_4	1
855	32	g_ingame_ev11_whale_1	1
856	32	g_ingame_ev11_whale_2	1
857	32	g_ingame_ev11_whale_3	1
858	32	g_ingame_ev11_emp	1
859	32	g_ingame_ev11_shot	1
860	32	g_ingame_ev11_exp	1
861	32	g_ingame_ev11_cg_1	1
862	68	g_ui_weapon_kuluomuchongren_1	1
863	68	g_ui_weapon_kuluomuchongren_2	1
864	68	g_ui_weapon_kuluomuchongren_3	1
865	68	g_ui_weapon_kuluomuchongren_4	1
866	32	g_ingame_ev12_pym_1	3
867	32	g_ingame_ev12_pym_2	3
868	32	g_ingame_ev12_pym_3	3
869	32	g_ingame_ev12_shot	3
870	32	g_ingame_ev12_shot_fire	3
871	32	g_ingame_ev12_ready	1
872	32	g_ingame_ev12_victory	1
873	32	g_ingame_ev12_gacha	1
874	32	g_ingame_ev12_cheer	1
875	32	g_ingame_ev13_footstep	1
876	32	g_ingame_ev13_impact	1
877	32	g_ingame_ev13_finish	1
878	32	g_ingame_ev13_door	1
879	32	g_ingame_ev13_spikes	1
880	68	g_ui_weapon_twentyone_1	1
881	68	g_ui_weapon_twentyone_2	1
882	68	g_ui_weapon_twentyone_3	1
883	68	g_ui_weapon_twentyone_4	1
884	32	g_ingame_ev13_explo	1
885	32	g_ingame_ev13_car	1
886	32	g_ingame_ev13_ring	1
887	32	g_ingame_ev13_busytone	1
888	32	g_ingame_ev13_cry	1
889	32	g_ingame_ev13_piano	1
890	32	g_ingame_ev13_happy	1
891	32	g_ingame_ev13_heratbeat	1
892	32	g_ingame_ev13_fountain	3
893	116	g_amb_ev13_forest	1
894	32	g_ingame_ev13_open	1
895	32	g_ingame_ev13_spin	1
896	32	g_ingame_ev14_bluezone_enter	1
897	32	g_ingame_ev14_bluezone_select	1
898	32	g_ingame_ev14_bluezone_gacha	1
899	32	g_ingame_ev14_mission_start	1
900	32	g_ingame_ev14_mission_clear	1
901	32	g_ingame_ev14_mission_fail	1
902	120	g_amb_ev14_undersea	1
903	121	g_amb_ev14_seaside	1
904	122	g_amb_ev14_seawave	1
905	32	g_ingame_ev14_wave_1	1
906	32	g_ingame_ev14_wave_2	1
907	32	g_ingame_ev14_boat_1	1
908	32	g_ingame_ev14_boat_water	3
909	32	g_ingame_ev14_door	1
910	32	g_ingame_ev14_write_1	1
911	32	g_ingame_ev14_write_2	1
912	32	g_ingame_ev14_falldown	1
913	32	g_ingame_ev14_water_1	3
914	32	g_ingame_ev14_elec	3
915	32	g_ingame_ev14_cg_1	1
916	32	g_ingame_ev14_water_2	3
917	32	g_ingame_ev14_waterwheel	3
918	32	g_ingame_ev14_cg_2	1
919	32	g_ingame_ev14_wave_3	1
920	68	g_ui_weapon_weilathunder_1	1
921	68	g_ui_weapon_weilathunder_2	1
922	68	g_ui_weapon_weilathunder_3	1
923	68	g_ui_weapon_weilathunder_4	1
924	32	g_ingame_ev14_camera_ready	1
925	32	g_ingame_ev14_camera	1
926	32	g_ingame_ev14_camera_move	1
927	32	g_ingame_ev14_main_enter	1
928	32	g_ingame_ev14_main_loop	1
929	1	b_char_cuthigh	1
930	1	b_char_cuthigh_off	1
931	120	g_amb_ev14_undersea_stop	1
932	32	g_ingame_ev14_water_1_stop	3
933	32	g_ingame_ev14_water_2_stop	3
934	32	g_ingame_ev14_elec_stop	3
935	32	g_ingame_ev14_waterwheel_stop	3
936	32	g_ingame_ev14_wave_3_stop	1
937	68	g_ui_weapon_luolan_1	1
938	68	g_ui_weapon_luolan_2	1
939	68	g_ui_weapon_luolan_3	1
940	68	g_ui_weapon_luolan_4	1
941	32	g_ingame_ev15_pass _levelup	1
942	32	g_ingame_ev15_main_loop	1
943	32	g_ingame_ev15_main_enter	1
944	32	g_ingame_ev15_match3_1	1
945	32	g_ingame_ev15_match3_2	1
946	32	g_ingame_ev15_match3_3	1
947	32	g_ingame_ev15_match3_4	1
948	32	g_ingame_ev15_match3_debuff	1
949	32	g_ingame_ev15_match3_buff	1
950	32	g_ingame_ev15_match3_score	1
951	32	g_ingame_ev15_elecboom	1
952	32	g_ingame_ev15_switch	1
953	32	g_ingame_ev15_warning	1
954	32	g_ingame_ev15_falldown	1
955	1	b_me_specialflash	1
956	1	b_me_specialflash_off	1
957	32	g_ingame_ev15_scenes	1
958	32	g_ingame_ev15_rockfall	3
959	32	g_ingame_ev15_floor_1	1
960	32	g_ingame_ev15_floor_2	1
961	32	g_ingame_ev15_elevator	1
962	32	g_ingame_ev15_cg_1	1
963	32	g_ingame_ev15_cg_2	1
964	32	g_ingame_ev15_elec	1
965	32	g_ingame_ev15_fan_1	3
966	32	g_ingame_ev15_error	1
967	127	g_amd_ev15_forest	1
968	128	g_amd_ev15_wind_heavy	1
969	32	g_ingame_ev15_cg_3	1
970	32	g_ingame_ev15_fan_2	3
971	32	g_ingame_ev15_switch_1	3
972	32	g_ingame_ev15_switch_2	3
973	129	g_amd_ev15_wind_light	1
974	32	g_ingame_ev15_door_exp	3
975	32	g_ingame_ev16_main	1
976	32	g_ingame_ev16_minigame_start	1
977	32	g_ingame_ev16_minigame_miss	1
978	32	g_ingame_ev16_minigame_finish	1
979	32	g_ingame_ev16_fire_2d	1
980	32	g_ingame_ev16_fire_3d	3
981	32	g_ingame_ev16_water	1
982	32	g_ingame_ev16_click	1
983	32	g_ingame_ev16_aircraft_fly	1
984	32	g_ingame_ev16_aircraft_charge_2d	1
985	32	g_ingame_ev16_aircraft_charge_3d	3
986	32	g_ingame_ev16_aircraft_cannon_2d	1
987	32	g_ingame_ev16_aircraft_cannon_3d	3
988	32	g_ingame_ev16_aircraft_cover	1
989	32	g_ingame_ev16_aircraft_cover_break	1
990	32	g_ingame_ev16_shelter_shock	3
991	32	g_ingame_ev16_shelter_change	1
992	32	g_ingame_ev16_shelter_break	1
993	68	g_ui_weapon_livsuper_2	1
994	68	g_ui_weapon_livsuper_3	1
995	68	g_ui_weapon_livsuper_4	1
100001	1	b_empty	1
1001	5	b_ui_skillsingle	1
1002	5	b_ui_skillsingle	1
1003	5	b_ui_skillthree	1
1011	5	g_ui_default	1
1012	5	g_ui_default	1
1013	5	g_ui_default	1
1014	5	g_ui_turnover	1
1015	5	g_ui_success	1
1016	5	g_ui_error	1
1020	5	g_ui_battlestart	1
1021	5	g_ui_popout_n	1
1022	5	g_ui_popout_l	1
1023	5	g_ui_default	1
1024	5	g_ui_cancel	1
1025	5	g_ui_confirm	1
1026	5	g_ui_triangle	1
1027	5	g_ui_tip_up	1
1028	5	g_ui_tip_down	1
1029	5	g_ui_cancel	1
1030	5	g_ui_charshining	1
1031	5	g_ui_battlestart	1
1032	5	g_ui_slide	1
1033	5	g_ui_slide	1
1039	5	g_ui_gamestart	1
1040	5	g_ui_gamestart	1
1041	5	g_ui_confirm	1
1034	5	g_ui_confirm	1
1035	5	g_ui_zuozhan	1
1058	5	g_ui_confirm	1
1059	5	g_ui_confirm	1
1064	5	g_ui_confirm	1
1065	5	g_ui_confirm	1
1068	5	g_ui_confirm	1
1074	5	g_ui_confirm	1
1075	5	g_ui_confirm	1
1042	5	g_ui_switch	1
1043	5	g_ui_triangle	1
1044	5	g_ui_default	1
1069	5	g_ui_error	1
1051	5	g_ui_switch	1
1052	5	g_ui_switch	1
1053	5	g_ui_default	1
1054	5	g_ui_tip_up	1
1055	5	g_ui_tip_down	1
1056	5	g_ui_default	1
1057	5	g_ui_default	1
1060	5	g_ui_select	1
1061	5	g_ui_select	1
1062	5	g_ui_switch	1
1063	5	g_ui_default	1
1066	5	g_ui_switch	1
1067	5	g_ui_default	1
1070	5	g_ui_default	1
