Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
600000088	0		DoSetInt	1#4|5																																																		
600000089	2				200104																																																	
600000091	2				600000092	600000093	200105	600000095																																														
600000092	0		DoSetNpcId	1#1|8320																																																		
600000093	0		DoSetInt	1#2|832018																																																		
600000095	0		DoSetInt	1#4|5																																																		
600000096	2				200104																																																	
600000098	2				600000099	600000100	200105	600000102																																														
600000099	0		DoSetNpcId	1#1|8320																																																		
600000100	0		DoSetInt	1#2|832019																																																		
600000102	0		DoSetInt	1#4|5																																																		
600000103	2				200104																																																	
600000105	2				600000106	600000107	200105	600000109																																														
600000106	0		DoSetNpcId	1#1|8320																																																		
600000107	0		DoSetInt	1#2|832021																																																		
600000109	0		DoSetInt	1#4|5																																																		
600000110	2				200104																																																	
600000112	2				600000113	600000114	200105	600000116																																														
600000113	0		DoSetNpcId	1#1|8320																																																		
600000114	0		DoSetInt	1#2|832022																																																		
600000116	0		DoSetInt	1#4|5																																																		
600000117	2				200104																																																	
600000119	2				600000120	600000121	200105	600000123																																														
600000120	0		DoSetNpcId	1#1|8320																																																		
600000121	0		DoSetInt	1#2|832023																																																		
600000123	0		DoSetInt	1#4|5																																																		
600000124	2				200104																																																	
600000126	2				600000127	600000128	200105	600000130																																														
600000127	0		DoSetNpcId	1#1|8320																																																		
600000128	0		DoSetInt	1#2|832024																																																		
600000130	0		DoSetInt	1#4|5																																																		
600000131	2				200104																																																	
600000133	2				600000134	600000135	200105	600000137																																														
600000134	0		DoSetNpcId	1#1|8320																																																		
600000135	0		DoSetInt	1#2|832030																																																		
600000137	0		DoSetInt	1#4|5																																																		
600000138	2				200104																																																	
600000140	2				600000141	600000142	200105	600000144																																														
600000141	0		DoSetNpcId	1#1|8320																																																		
600000142	0		DoSetInt	1#2|832031																																																		
600000144	0		DoSetInt	1#4|5																																																		
600000145	2				200104																																																	
600000147	2				600000148	600000149	200105	600000151																																														
600000148	0		DoSetNpcId	1#1|8320																																																		
600000149	0		DoSetInt	1#2|832032																																																		
600000151	0		DoSetInt	1#4|5																																																		
600000152	2				200104																																																	
600000154	2				600000155	600000156	200105	600000158																																														
600000155	0		DoSetNpcId	1#1|8320																																																		
600000156	0		DoSetInt	1#2|832033																																																		
600000158	0		DoSetInt	1#4|5																																																		
600000159	2				200104																																																	
600000161	2				600000162	600000163	200105	600000165																																														
600000162	0		DoSetNpcId	1#1|8320																																																		
600000163	0		DoSetInt	1#2|832034																																																		
600000165	0		DoSetInt	1#4|5																																																		
600000166	2				200104																																																	
600000168	2				600000169	600000170	200105	600000172																																														
600000169	0		DoSetNpcId	1#1|8322																																																		
600000170	0		DoSetInt	1#2|832201																																																		
600000172	0		DoSetInt	1#4|5																																																		
600000173	2				200104																																																	
600000175	2				600000176	600000177	200105	600000179																																														
600000176	0		DoSetNpcId	1#1|8322																																																		
600000177	0		DoSetInt	1#2|832202																																																		
600000179	0		DoSetInt	1#4|5																																																		
600000180	2				200104																																																	
600000182	2				600000183	600000184	200105	600000186																																														
600000183	0		DoSetNpcId	1#1|8322																																																		
600000184	0		DoSetInt	1#2|832203																																																		
600000186	0		DoSetInt	1#4|5																																																		
600000187	2				200104																																																	
600000189	2				600000190	600000191	200105	600000193																																														
600000190	0		DoSetNpcId	1#1|8322																																																		
600000191	0		DoSetInt	1#2|832204																																																		
600000193	0		DoSetInt	1#4|5																																																		
600000194	2				200104																																																	
600000196	2				600000197	600000198	200105	600000200																																														
600000197	0		DoSetNpcId	1#1|8322																																																		
600000198	0		DoSetInt	1#2|832205																																																		
600000200	0		DoSetInt	1#4|5																																																		
600000201	2				200104																																																	
600000203	2				600000204	600000205	200105	600000207																																														
600000204	0		DoSetNpcId	1#1|8322																																																		
600000205	0		DoSetInt	1#2|832206																																																		
600000207	0		DoSetInt	1#4|5																																																		
600000208	2				200104																																																	
600000210	2				600000211	600000212	200105	600000214																																														
600000211	0		DoSetNpcId	1#1|8322																																																		
600000212	0		DoSetInt	1#2|832207																																																		
600000214	0		DoSetInt	1#4|5																																																		
600000215	2				200104																																																	
600000217	2				600000218	600000219	200105	600000221																																														
600000218	0		DoSetNpcId	1#1|8322																																																		
600000219	0		DoSetInt	1#2|832208																																																		
600000221	0		DoSetInt	1#4|5																																																		
600000222	2				200104																																																	
600000224	2				600000225	600000226	200105	600000228																																														
600000225	0		DoSetNpcId	1#1|8322																																																		
600000226	0		DoSetInt	1#2|832209																																																		
600000228	0		DoSetInt	1#4|5																																																		
600000229	2				200104																																																	
600000231	2				600000232	600000233	200105	600000235																																														
600000232	0		DoSetNpcId	1#1|8322																																																		
600000233	0		DoSetInt	1#2|832211																																																		
600000235	0		DoSetInt	1#4|5																																																		
600000236	2				200104																																																	
600000238	2				600000239	600000240	200105	600000242																																														
600000239	0		DoSetNpcId	1#1|8322																																																		
600000240	0		DoSetInt	1#2|832212																																																		
600000242	0		DoSetInt	1#4|5																																																		
600000243	2				200104																																																	
600000245	2				600000246	600000247	200105	600000249																																														
600000246	0		DoSetNpcId	1#1|8322																																																		
600000247	0		DoSetInt	1#2|832213																																																		
600000249	0		DoSetInt	1#4|5																																																		
600000250	2				200104																																																	
600000252	2				600000253	600000254	200105	600000256																																														
600000253	0		DoSetNpcId	1#1|8322																																																		
600000254	0		DoSetInt	1#2|832214																																																		
600000256	0		DoSetInt	1#4|5																																																		
600000257	2				200104																																																	
600000259	2				600000260	600000261	200105	600000263																																														
600000260	0		DoSetNpcId	1#1|8322																																																		
600000261	0		DoSetInt	1#2|832215																																																		
600000263	0		DoSetInt	1#4|5																																																		
600000264	2				200104																																																	
600000266	2				600000267	600000268	200105	600000270																																														
600000267	0		DoSetNpcId	1#1|8322																																																		
600000268	0		DoSetInt	1#2|832216																																																		
600000270	0		DoSetInt	1#4|5																																																		
600000271	2				200104																																																	
600000273	2				600000274	600000275	200105	600000277																																														
600000274	0		DoSetNpcId	1#1|8322																																																		
600000275	0		DoSetInt	1#2|832221																																																		
600000277	0		DoSetInt	1#4|5																																																		
600000278	2				200104																																																	
600000280	2				600000281	600000282	200105	600000284																																														
600000281	0		DoSetNpcId	1#1|8322																																																		
600000282	0		DoSetInt	1#2|832222																																																		
600000284	0		DoSetInt	1#4|5																																																		
600000285	2				200104																																																	
600000287	2				600000288	600000289	200105	600000291																																														
600000288	0		DoSetNpcId	1#1|8322																																																		
600000289	0		DoSetInt	1#2|832223																																																		
600000291	0		DoSetInt	1#4|5																																																		
600000292	2				200104																																																	
600000294	2				600000295	600000296	200105	600000298																																														
600000295	0		DoSetNpcId	1#1|8322																																																		
600000296	0		DoSetInt	1#2|832224																																																		
600000298	0		DoSetInt	1#4|5																																																		
600000299	2				200104																																																	
600000301	2				600000302	600000303	200105	600000305																																														
600000302	0		DoSetNpcId	1#1|8322																																																		
600000303	0		DoSetInt	1#2|832225																																																		
600000305	0		DoSetInt	1#4|5																																																		
600000306	2				200104																																																	
600000308	2				600000309	600000310	200105	600000312																																														
600000309	0		DoSetNpcId	1#1|8322																																																		
600000310	0		DoSetInt	1#2|832226																																																		
600000312	0		DoSetInt	1#4|5																																																		
600000313	2				200104																																																	
600000315	2				600000316	600000317	200105	600000319	600000321	600000322																																												
600000316	0		DoSetNpcId	1#1|8546																																																		
600000317	0		DoSetInt	1#2|854601																																																		
600000319	0		DoSetInt	1#4|5																																																		
600000321	0		DoAddNpc	0|1#3002|1#1|3|2|PB1|0|0|PB1|0|0|0																																																		
600000322	0		DoSetInt	4#93015|0																																																		
600000320	2																																																					
