Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
380000074	0		DoSetInt	1#4|5																																																		
380000075	2				200107																																																	
380000077	2				380000078	380000079	200105	380000081																																														
380000078	0		DoSetNpcId	1#1|81110																																																		
380000079	0		DoSetInt	1#2|903301																																																		
380000081	0		DoSetInt	1#4|5																																																		
380000082	2				200107																																																	
380000084	2				380000085	380000086	200105	380000088																																														
380000085	0		DoSetNpcId	1#1|81200																																																		
380000086	0		DoSetInt	1#2|903301																																																		
380000088	0		DoSetInt	1#4|5																																																		
380000089	2				200107																																																	
380000091	2				380000092	380000093	200105	380000095																																														
380000092	0		DoSetNpcId	1#1|81300																																																		
380000093	0		DoSetInt	1#2|903301																																																		
380000095	0		DoSetInt	1#4|5																																																		
380000096	2				200107																																																	
380000098	2				380000099	380000100	200105	380000102																																														
380000099	0		DoSetNpcId	1#1|81310																																																		
380000100	0		DoSetInt	1#2|903301																																																		
380000102	0		DoSetInt	1#4|5																																																		
380000103	2				200107																																																	
380000105	2				380000106	380000107	200105	380000109																																														
380000106	0		DoSetNpcId	1#1|81400																																																		
380000107	0		DoSetInt	1#2|903301																																																		
380000109	0		DoSetInt	1#4|5																																																		
380000110	2				200107																																																	
380000112	2				380000113	380000114	200105	380000116																																														
380000113	0		DoSetNpcId	1#1|81401																																																		
380000114	0		DoSetInt	1#2|903301																																																		
380000116	0		DoSetInt	1#4|5																																																		
380000117	2				200107																																																	
380000119	2				380000120	380000121	200105	380000123																																														
380000120	0		DoSetNpcId	1#1|81410																																																		
380000121	0		DoSetInt	1#2|903301																																																		
380000123	0		DoSetInt	1#4|5																																																		
380000124	2				200107																																																	
380000126	2				380000127	380000128	200105	380000130																																														
380000127	0		DoSetNpcId	1#1|81420																																																		
380000128	0		DoSetInt	1#2|903301																																																		
380000130	0		DoSetInt	1#4|5																																																		
380000131	2				200107																																																	
380000133	2				380000134	380000135	200105	380000137																																														
380000134	0		DoSetNpcId	1#1|81430																																																		
380000135	0		DoSetInt	1#2|903301																																																		
380000137	0		DoSetInt	1#4|5																																																		
380000138	2				200107																																																	
380000140	2				380000141	380000142	200105	380000144																																														
380000141	0		DoSetNpcId	1#1|81500																																																		
380000142	0		DoSetInt	1#2|903301																																																		
380000144	0		DoSetInt	1#4|5																																																		
380000145	2				200107																																																	
380000147	2				380000148	380000149	200105	380000151																																														
380000148	0		DoSetNpcId	1#1|81600																																																		
380000149	0		DoSetInt	1#2|903301																																																		
380000151	0		DoSetInt	1#4|5																																																		
380000152	2				200107																																																	
380000154	2				380000155	380000156	200105	380000158																																														
380000155	0		DoSetNpcId	1#1|81700																																																		
380000156	0		DoSetInt	1#2|903301																																																		
380000158	0		DoSetInt	1#4|5																																																		
380000159	2				200107																																																	
380000161	2				380000162	380000163	200105	380000165																																														
380000162	0		DoSetNpcId	1#1|81800																																																		
380000163	0		DoSetInt	1#2|903301																																																		
380000165	0		DoSetInt	1#4|5																																																		
380000166	2				200107																																																	
380000168	2				380000169	380000170	200105	380000172																																														
380000169	0		DoSetNpcId	1#1|81900																																																		
380000170	0		DoSetInt	1#2|903301																																																		
380000172	0		DoSetInt	1#4|5																																																		
380000173	2				200107																																																	
380000175	2				380000176	380000177	200105	380000179																																														
380000176	0		DoSetNpcId	1#1|82100																																																		
380000177	0		DoSetInt	1#2|903301																																																		
380000179	0		DoSetInt	1#4|5																																																		
380000180	2				200107																																																	
380000182	2				380000183	380000184	200105	380000186																																														
380000183	0		DoSetNpcId	1#1|20100																																																		
380000184	0		DoSetInt	1#2|903301																																																		
380000186	0		DoSetInt	1#4|5																																																		
380000187	2				200107																																																	
380000189	2				380000190	380000191	200105	380000193																																														
380000190	0		DoSetNpcId	1#1|20110																																																		
380000191	0		DoSetInt	1#2|903301																																																		
380000193	0		DoSetInt	1#4|5																																																		
380000194	2				200107																																																	
380000196	2				380000197	380000198	200105	380000200																																														
380000197	0		DoSetNpcId	1#1|82130																																																		
380000198	0		DoSetInt	1#2|903301																																																		
380000200	0		DoSetInt	1#4|5																																																		
380000201	2				200107																																																	
380000203	2				380000204	380000205	200105	380000207																																														
380000204	0		DoSetNpcId	1#1|82140																																																		
380000205	0		DoSetInt	1#2|903301																																																		
380000207	0		DoSetInt	1#4|5																																																		
380000208	2				200107																																																	
380000210	2				380000211	380000212	200105	380000214																																														
380000211	0		DoSetNpcId	1#1|82150																																																		
380000212	0		DoSetInt	1#2|903301																																																		
380000214	0		DoSetInt	1#4|5																																																		
380000215	2				200107																																																	
380000217	2				380000218	380000219	200105	380000221																																														
380000218	0		DoSetNpcId	1#1|82160																																																		
380000219	0		DoSetInt	1#2|903301																																																		
380000221	0		DoSetInt	1#4|5																																																		
380000222	2				200107																																																	
380000224	2				380000225	380000226	200105	380000228																																														
380000225	0		DoSetNpcId	1#1|83100																																																		
380000226	0		DoSetInt	1#2|903301																																																		
380000228	0		DoSetInt	1#4|5																																																		
380000229	2				200107																																																	
380000231	2				380000232	380000233	200105	380000235																																														
380000232	0		DoSetNpcId	1#1|83110																																																		
380000233	0		DoSetInt	1#2|903301																																																		
380000235	0		DoSetInt	1#4|5																																																		
380000236	2				200107																																																	
380000238	2				380000239	380000240	200105	380000242																																														
380000239	0		DoSetNpcId	1#1|83111																																																		
380000240	0		DoSetInt	1#2|903301																																																		
380000242	0		DoSetInt	1#4|5																																																		
380000243	2				200107																																																	
380000245	2				380000246	380000247	200105	380000249																																														
380000246	0		DoSetNpcId	1#1|83102																																																		
380000247	0		DoSetInt	1#2|903301																																																		
380000249	0		DoSetInt	1#4|5																																																		
380000250	2				200107																																																	
380000252	2				380000253	380000254	200105	380000256																																														
380000253	0		DoSetNpcId	1#1|87010																																																		
380000254	0		DoSetInt	1#2|903301																																																		
380000256	0		DoSetInt	1#4|5																																																		
380000257	2				200107																																																	
380000259	2				380000260	380000261	200105	380000263																																														
380000260	0		DoSetNpcId	1#1|87020																																																		
380000261	0		DoSetInt	1#2|903301																																																		
380000263	0		DoSetInt	1#4|5																																																		
380000264	2				200107																																																	
380000266	2				380000267	380000268	200105	380000270																																														
380000267	0		DoSetNpcId	1#1|87030																																																		
380000268	0		DoSetInt	1#2|903301																																																		
380000270	0		DoSetInt	1#4|5																																																		
380000271	2				200107																																																	
380000273	2				380000274	380000275	200105	380000277																																														
380000274	0		DoSetNpcId	1#1|87050																																																		
380000275	0		DoSetInt	1#2|903301																																																		
380000277	0		DoSetInt	1#4|5																																																		
380000278	2				200107																																																	
380000280	2				380000281	380000282	200105	380000284																																														
380000281	0		DoSetNpcId	1#1|90000																																																		
380000282	0		DoSetInt	1#2|903301																																																		
380000284	0		DoSetInt	1#4|5																																																		
380000285	2				200107																																																	
380000287	2				380000288	380000289	200105	380000291																																														
380000288	0		DoSetNpcId	1#1|90001																																																		
380000289	0		DoSetInt	1#2|903301																																																		
380000291	0		DoSetInt	1#4|5																																																		
380000292	2				200107																																																	
380000294	2				380000295	380000296	200105	380000298																																														
380000295	0		DoSetNpcId	1#1|90002																																																		
380000296	0		DoSetInt	1#2|903301																																																		
380000298	0		DoSetInt	1#4|5																																																		
380000299	2				200107																																																	
380000301	2				380000302	380000303	200105	380000305																																														
380000302	0		DoSetNpcId	1#1|90020																																																		
380000303	0		DoSetInt	1#2|903301																																																		
380000305	0		DoSetInt	1#4|5																																																		
380000306	2				200107																																																	
380000308	2				380000309	380000310	200105	380000312																																														
380000309	0		DoSetNpcId	1#1|90040																																																		
380000310	0		DoSetInt	1#2|903301																																																		
380000312	0		DoSetInt	1#4|5																																																		
380000313	2				200107																																																	
380000315	2				380000316	380000317	200105	380000319																																														
380000316	0		DoSetNpcId	1#1|90060																																																		
380000317	0		DoSetInt	1#2|903301																																																		
380000319	0		DoSetInt	1#4|5																																																		
380000320	2				200107																																																	
380000322	2				380000323	380000324	200105	380000326																																														
380000323	0		DoSetNpcId	1#1|90230																																																		
380000324	0		DoSetInt	1#2|903301																																																		
380000326	0		DoSetInt	1#4|5																																																		
380000327	2				200107																																																	
380000329	2				380000330	380000331	200105	380000333																																														
380000330	0		DoSetNpcId	1#1|90030																																																		
380000331	0		DoSetInt	1#2|903301																																																		
380000333	0		DoSetInt	1#4|5																																																		
380000334	2				200107																																																	
380000336	2				380000337	380000338	200105	380000340																																														
380000337	0		DoSetNpcId	1#1|90090																																																		
380000338	0		DoSetInt	1#2|903301																																																		
380000340	0		DoSetInt	1#4|5																																																		
380000341	2				200107																																																	
380000343	2				380000344	380000345	200105	380000347																																														
380000344	0		DoSetNpcId	1#1|90100																																																		
380000345	0		DoSetInt	1#2|903301																																																		
380000347	0		DoSetInt	1#4|5																																																		
380000348	2				200107																																																	
380000350	2				380000351	380000352	200105	380000354																																														
380000351	0		DoSetNpcId	1#1|90110																																																		
380000352	0		DoSetInt	1#2|903301																																																		
380000354	0		DoSetInt	1#4|5																																																		
380000355	2				200107																																																	
380000357	2				380000358	380000359	200105	380000361																																														
380000358	0		DoSetNpcId	1#1|90120																																																		
380000359	0		DoSetInt	1#2|903301																																																		
380000361	0		DoSetInt	1#4|5																																																		
380000362	2				200107																																																	
380000364	2				380000365	380000366	200105	380000368																																														
380000365	0		DoSetNpcId	1#1|90130																																																		
380000366	0		DoSetInt	1#2|903301																																																		
380000368	0		DoSetInt	1#4|5																																																		
380000369	2				200107																																																	
380000371	2				380000372	380000373	200105	380000375																																														
380000372	0		DoSetNpcId	1#1|90140																																																		
380000373	0		DoSetInt	1#2|903301																																																		
380000375	0		DoSetInt	1#4|5																																																		
380000376	2				200107																																																	
380000378	2				380000379	380000380	200105	380000382																																														
380000379	0		DoSetNpcId	1#1|90150																																																		
380000380	0		DoSetInt	1#2|903301																																																		
380000382	0		DoSetInt	1#4|5																																																		
380000383	2				200107																																																	
380000385	2				380000386	380000387	200105	380000389																																														
380000386	0		DoSetNpcId	1#1|90160																																																		
380000387	0		DoSetInt	1#2|903301																																																		
380000389	0		DoSetInt	1#4|5																																																		
380000390	2				200107																																																	
380000392	2				380000393	380000394	200105	380000396																																														
380000393	0		DoSetNpcId	1#1|90170																																																		
380000394	0		DoSetInt	1#2|903301																																																		
380000396	0		DoSetInt	1#4|5																																																		
380000397	2				200107																																																	
380000399	2				380000400	380000401	200105	380000403																																														
380000400	0		DoSetNpcId	1#1|90180																																																		
380000401	0		DoSetInt	1#2|903301																																																		
380000403	0		DoSetInt	1#4|5																																																		
380000404	2				200107																																																	
380000406	2				380000407	380000408	200105	380000410																																														
380000407	0		DoSetNpcId	1#1|90190																																																		
380000408	0		DoSetInt	1#2|903301																																																		
380000410	0		DoSetInt	1#4|5																																																		
380000411	2				200107																																																	
380000413	2				380000414	380000415	200105	380000417																																														
380000414	0		DoSetNpcId	1#1|90200																																																		
380000415	0		DoSetInt	1#2|903301																																																		
380000417	0		DoSetInt	1#4|5																																																		
380000418	2				200107																																																	
380000420	2				380000421	380000422	200105	380000424																																														
380000421	0		DoSetNpcId	1#1|90210																																																		
380000422	0		DoSetInt	1#2|903301																																																		
380000424	0		DoSetInt	1#4|5																																																		
380000425	2				200107																																																	
380000427	2				380000428	380000429	200105	380000431																																														
380000428	0		DoSetNpcId	1#1|90220																																																		
380000429	0		DoSetInt	1#2|903301																																																		
380000431	0		DoSetInt	1#4|5																																																		
380000432	2				200107																																																	
380000434	2				380000435	380000436	200105	380000438																																														
380000435	0		DoSetNpcId	1#1|90250																																																		
380000436	0		DoSetInt	1#2|903301																																																		
380000438	0		DoSetInt	1#3|5																																																		
380000439	2				200107																																																	
380000441	2				380000442	380000443	200105	380000445																																														
380000442	0		DoSetNpcId	1#1|90260																																																		
380000443	0		DoSetInt	1#2|903301																																																		
380000445	0		DoSetInt	1#3|5																																																		
380000446	2				200107																																																	
380000448	2				380000449	380000450	200105	380000452																																														
380000449	0		DoSetNpcId	1#1|90330																																																		
380000450	0		DoSetInt	1#2|903301																																																		
380000452	0		DoSetInt	1#3|5																																																		
380000453	2				200107																																																	
380000455	2				380000456	380000457	200105	380000459																																														
380000456	0		DoSetNpcId	1#1|90340																																																		
380000457	0		DoSetInt	1#2|903301																																																		
380000459	0		DoSetInt	1#3|5																																																		
380000460	2				200107																																																	
380000462	2				380000463	380000464	200105	380000466																																														
380000463	0		DoSetNpcId	1#1|90350																																																		
380000464	0		DoSetInt	1#2|903301																																																		
380000466	0		DoSetInt	1#3|5																																																		
380000467	2				200107																																																	
380000469	2				380000470	380000471	200105	380000473																																														
380000470	0		DoSetNpcId	1#1|90360																																																		
380000471	0		DoSetInt	1#2|903301																																																		
380000473	0		DoSetInt	1#3|5																																																		
380000474	2				200107																																																	
380000476	2				380000477	380000478	200105	380000480																																														
380000477	0		DoSetNpcId	1#1|90370																																																		
380000478	0		DoSetInt	1#2|903301																																																		
380000480	0		DoSetInt	1#3|5																																																		
380000481	2				200107																																																	
380000483	2				380000484	380000485	200105	380000487																																														
380000484	0		DoSetNpcId	1#1|90380																																																		
380000485	0		DoSetInt	1#2|903301																																																		
380000487	0		DoSetInt	1#3|5																																																		
380000488	2				200107																																																	
380000490	2				380000491	380000492	200105	380000494																																														
380000491	0		DoSetNpcId	1#1|90390																																																		
380000492	0		DoSetInt	1#2|903301																																																		
380000494	0		DoSetInt	1#3|5																																																		
380000495	2				200107																																																	
380000497	2				380000498	380000499	200105	380000501																																														
380000498	0		DoSetNpcId	1#1|90400																																																		
380000499	0		DoSetInt	1#2|903301																																																		
380000501	0		DoSetInt	1#3|5																																																		
380000502	2				200107																																																	
380000504	2				380000505	380000506	200105	380000508																																														
380000505	0		DoSetNpcId	1#1|90410																																																		
380000506	0		DoSetInt	1#2|903301																																																		
380000508	0		DoSetInt	1#3|5																																																		
380000509	2				200107																																																	
380000511	2				380000512	380000513	200105	380000515																																														
380000512	0		DoSetNpcId	1#1|90420																																																		
380000513	0		DoSetInt	1#2|903301																																																		
380000515	0		DoSetInt	1#3|5																																																		
380000516	2				200107																																																	
380000518	2				380000519	380000520	200105	380000522																																														
380000519	0		DoSetNpcId	1#1|90430																																																		
380000520	0		DoSetInt	1#2|903301																																																		
380000522	0		DoSetInt	1#3|5																																																		
380000523	2				200107																																																	
380000525	2				380000526	380000527	200105	380000529																																														
380000526	0		DoSetNpcId	1#1|90440																																																		
380000527	0		DoSetInt	1#2|903301																																																		
380000529	0		DoSetInt	1#3|5																																																		
380000530	2				200107																																																	
380000532	2				380000533	380000534	200105	380000536																																														
380000533	0		DoSetNpcId	1#1|91030																																																		
380000534	0		DoSetInt	1#2|903301																																																		
380000536	0		DoSetInt	1#3|5																																																		
380000537	2				200107																																																	
380000539	2				380000540	380000541	200105	380000543																																														
380000540	0		DoSetNpcId	1#1|91090																																																		
380000541	0		DoSetInt	1#2|903301																																																		
380000543	0		DoSetInt	1#3|5																																																		
380000544	2				200107																																																	
380000546	2				380000547	380000548	200105	380000550																																														
380000547	0		DoSetNpcId	1#1|91100																																																		
380000548	0		DoSetInt	1#2|903301																																																		
380000550	0		DoSetInt	1#3|5																																																		
380000551	2				200107																																																	
380000553	2				380000554	380000555	200105	380000557																																														
380000554	0		DoSetNpcId	1#1|91110																																																		
380000555	0		DoSetInt	1#2|903301																																																		
380000557	0		DoSetInt	1#3|5																																																		
380000558	2				200107																																																	
380000560	2				380000561	380000562	200105	380000564																																														
380000561	0		DoSetNpcId	1#1|91120																																																		
380000562	0		DoSetInt	1#2|903301																																																		
380000564	0		DoSetInt	1#3|5																																																		
380000565	2				200107																																																	
380000567	2				380000568	380000569	200105	380000571																																														
380000568	0		DoSetNpcId	1#1|91130																																																		
380000569	0		DoSetInt	1#2|903301																																																		
380000571	0		DoSetInt	1#3|5																																																		
380000572	2				200107																																																	
380000574	2				380000575	380000576	200105	380000578																																														
380000575	0		DoSetNpcId	1#1|91140																																																		
380000576	0		DoSetInt	1#2|903301																																																		
380000578	0		DoSetInt	1#3|5																																																		
380000579	2				200107																																																	
380000581	2				380000582	380000583	200105	380000585																																														
380000582	0		DoSetNpcId	1#1|91150																																																		
380000583	0		DoSetInt	1#2|903301																																																		
380000585	0		DoSetInt	1#3|5																																																		
380000586	2				200107																																																	
380000588	2				380000589	380000590	200105	380000592																																														
380000589	0		DoSetNpcId	1#1|91160																																																		
380000590	0		DoSetInt	1#2|903301																																																		
380000592	0		DoSetInt	1#3|5																																																		
380000593	2				200107																																																	
380000595	2				380000596	380000597	200105	380000599																																														
380000596	0		DoSetNpcId	1#1|91170																																																		
380000597	0		DoSetInt	1#2|903301																																																		
380000599	0		DoSetInt	1#3|5																																																		
380000600	2				200107																																																	
380000602	2				380000603	380000604	200105	380000606																																														
380000603	0		DoSetNpcId	1#1|91180																																																		
380000604	0		DoSetInt	1#2|903301																																																		
380000606	0		DoSetInt	1#3|5																																																		
380000607	2				200107																																																	
380000609	2				380000610	380000611	200105	380000613																																														
380000610	0		DoSetNpcId	1#1|91190																																																		
380000611	0		DoSetInt	1#2|903301																																																		
380000613	0		DoSetInt	1#3|5																																																		
380000614	2				200107																																																	
380000616	2				380000617	380000618	200105	380000620																																														
380000617	0		DoSetNpcId	1#1|91200																																																		
380000618	0		DoSetInt	1#2|903301																																																		
380000620	0		DoSetInt	1#3|5																																																		
380000621	2				200107																																																	
380000623	2				380000624	380000625	200105	380000627																																														
380000624	0		DoSetNpcId	1#1|91210																																																		
380000625	0		DoSetInt	1#2|903301																																																		
380000627	0		DoSetInt	1#3|5																																																		
380000628	2				200107																																																	
380000630	2				380000631	380000632	200105	380000634																																														
380000631	0		DoSetNpcId	1#1|91250																																																		
380000632	0		DoSetInt	1#2|903301																																																		
380000634	0		DoSetInt	1#3|5																																																		
380000635	2				200107																																																	
380000637	2				380000638	380000639	200105	380000641																																														
380000638	0		DoSetNpcId	1#1|91260																																																		
380000639	0		DoSetInt	1#2|903301																																																		
380000641	0		DoSetInt	1#3|5																																																		
380000642	2				200107																																																	
380000644	2				380000645	380000646	200105	380000648																																														
380000645	0		DoSetNpcId	1#1|91330																																																		
380000646	0		DoSetInt	1#2|903301																																																		
380000648	0		DoSetInt	1#3|5																																																		
380000649	2				200107																																																	
380000651	2				380000652	380000653	200105	380000655																																														
380000652	0		DoSetNpcId	1#1|91340																																																		
380000653	0		DoSetInt	1#2|903301																																																		
380000655	0		DoSetInt	1#3|5																																																		
380000656	2				200107																																																	
380000658	2				380000659	380000660	200105	380000662																																														
380000659	0		DoSetNpcId	1#1|91350																																																		
380000660	0		DoSetInt	1#2|903301																																																		
380000662	0		DoSetInt	1#3|5																																																		
380000663	2				200107																																																	
380000665	2				380000666	380000667	200105	380000669																																														
380000666	0		DoSetNpcId	1#1|91360																																																		
380000667	0		DoSetInt	1#2|903301																																																		
380000669	0		DoSetInt	1#3|5																																																		
380000670	2				200107																																																	
380000672	2				380000673	380000674	200105	380000676																																														
380000673	0		DoSetNpcId	1#1|91370																																																		
380000674	0		DoSetInt	1#2|903301																																																		
380000676	0		DoSetInt	1#3|5																																																		
380000677	2				200107																																																	
380000679	2				380000680	380000681	200105	380000683																																														
380000680	0		DoSetNpcId	1#1|91380																																																		
380000681	0		DoSetInt	1#2|903301																																																		
380000683	0		DoSetInt	1#3|5																																																		
380000684	2				200107																																																	
380000686	2				380000687	380000688	200105	380000690																																														
380000687	0		DoSetNpcId	1#1|91390																																																		
380000688	0		DoSetInt	1#2|903301																																																		
380000690	0		DoSetInt	1#3|5																																																		
380000691	2				200107																																																	
380000693	2				380000694	380000695	200105	380000697																																														
380000694	0		DoSetNpcId	1#1|91400																																																		
380000695	0		DoSetInt	1#2|903301																																																		
380000697	0		DoSetInt	1#3|5																																																		
380000698	2				200107																																																	
380000700	2				380000701	380000702	200105	380000704																																														
380000701	0		DoSetNpcId	1#1|91410																																																		
380000702	0		DoSetInt	1#2|903301																																																		
380000704	0		DoSetInt	1#3|5																																																		
380000705	2				200107																																																	
380000707	2				380000708	380000709	200105	380000711																																														
380000708	0		DoSetNpcId	1#1|91420																																																		
380000709	0		DoSetInt	1#2|903301																																																		
380000711	0		DoSetInt	1#3|5																																																		
380000712	2				200107																																																	
380000714	2				380000715	380000716	200105	380000718																																														
380000715	0		DoSetNpcId	1#1|91430																																																		
380000716	0		DoSetInt	1#2|903301																																																		
380000718	0		DoSetInt	1#3|5																																																		
380000719	2				200107																																																	
380000721	2				380000722	380000723	200105	380000725																																														
380000722	0		DoSetNpcId	1#1|91440																																																		
380000723	0		DoSetInt	1#2|903301																																																		
380000725	0		DoSetInt	1#3|5																																																		
380000726	2				200107																																																	
380001710	2				380001711	380001712	200105	380001714																																														
380001711	0		DoSetNpcId	1#1|91490																																																		
380001712	0		DoSetInt	1#2|903301																																																		
380001714	0		DoSetInt	1#3|5																																																		
380001715	2				200107																																																	
380000728	2				380000729	380000730	200105	380000732																																														
380000729	0		DoSetNpcId	1#1|92030																																																		
380000730	0		DoSetInt	1#2|903301																																																		
380000732	0		DoSetInt	1#3|5																																																		
380000733	2				200107																																																	
380000735	2				380000736	380000737	200105	380000739																																														
380000736	0		DoSetNpcId	1#1|92090																																																		
380000737	0		DoSetInt	1#2|903301																																																		
380000739	0		DoSetInt	1#3|5																																																		
380000740	2				200107																																																	
380000742	2				380000743	380000744	200105	380000746																																														
380000743	0		DoSetNpcId	1#1|92100																																																		
380000744	0		DoSetInt	1#2|903301																																																		
380000746	0		DoSetInt	1#3|5																																																		
380000747	2				200107																																																	
380000749	2				380000750	380000751	200105	380000753																																														
380000750	0		DoSetNpcId	1#1|92110																																																		
380000751	0		DoSetInt	1#2|903301																																																		
380000753	0		DoSetInt	1#3|5																																																		
380000754	2				200107																																																	
380000756	2				380000757	380000758	200105	380000760																																														
380000757	0		DoSetNpcId	1#1|92120																																																		
380000758	0		DoSetInt	1#2|903301																																																		
380000760	0		DoSetInt	1#3|5																																																		
380000761	2				200107																																																	
380000763	2				380000764	380000765	200105	380000767																																														
380000764	0		DoSetNpcId	1#1|92130																																																		
380000765	0		DoSetInt	1#2|903301																																																		
380000767	0		DoSetInt	1#3|5																																																		
380000768	2				200107																																																	
380000770	2				380000771	380000772	200105	380000774																																														
380000771	0		DoSetNpcId	1#1|92140																																																		
380000772	0		DoSetInt	1#2|903301																																																		
380000774	0		DoSetInt	1#3|5																																																		
380000775	2				200107																																																	
380000777	2				380000778	380000779	200105	380000781																																														
380000778	0		DoSetNpcId	1#1|92150																																																		
380000779	0		DoSetInt	1#2|903301																																																		
380000781	0		DoSetInt	1#3|5																																																		
380000782	2				200107																																																	
380000784	2				380000785	380000786	200105	380000788																																														
380000785	0		DoSetNpcId	1#1|92160																																																		
380000786	0		DoSetInt	1#2|903301																																																		
380000788	0		DoSetInt	1#3|5																																																		
380000789	2				200107																																																	
380000791	2				380000792	380000793	200105	380000795																																														
380000792	0		DoSetNpcId	1#1|92170																																																		
380000793	0		DoSetInt	1#2|903301																																																		
380000795	0		DoSetInt	1#3|5																																																		
380000796	2				200107																																																	
380000798	2				380000799	380000800	200105	380000802																																														
380000799	0		DoSetNpcId	1#1|92180																																																		
380000800	0		DoSetInt	1#2|903301																																																		
380000802	0		DoSetInt	1#3|5																																																		
380000803	2				200107																																																	
380000805	2				380000806	380000807	200105	380000809																																														
380000806	0		DoSetNpcId	1#1|92190																																																		
380000807	0		DoSetInt	1#2|903301																																																		
380000809	0		DoSetInt	1#3|5																																																		
380000810	2				200107																																																	
380000812	2				380000813	380000814	200105	380000816																																														
380000813	0		DoSetNpcId	1#1|92200																																																		
380000814	0		DoSetInt	1#2|903301																																																		
380000816	0		DoSetInt	1#3|5																																																		
380000817	2				200107																																																	
380000819	2				380000820	380000821	200105	380000823																																														
380000820	0		DoSetNpcId	1#1|92210																																																		
380000821	0		DoSetInt	1#2|903301																																																		
380000823	0		DoSetInt	1#3|5																																																		
380000824	2				200107																																																	
380000826	2				380000827	380000828	200105	380000830																																														
380000827	0		DoSetNpcId	1#1|92250																																																		
380000828	0		DoSetInt	1#2|903301																																																		
380000830	0		DoSetInt	1#3|5																																																		
380000831	2				200107																																																	
380000833	2				380000834	380000835	200105	380000837																																														
380000834	0		DoSetNpcId	1#1|92260																																																		
380000835	0		DoSetInt	1#2|903301																																																		
380000837	0		DoSetInt	1#3|5																																																		
380000838	2				200107																																																	
380000840	2				380000841	380000842	200105	380000844																																														
380000841	0		DoSetNpcId	1#1|92330																																																		
