Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]
390000339	3				900018	200009	390000342	390000343	390000344	390000345	390000346	390000347	390000348	390000349	390000350	390000351	390000352	390000353	390000354	390000355	390000356	390000357	390000358	390000359	390000360	390000361	390000363	390000365	390000366	390000367	390000368	390000369																						
390000342	0		DoSetInt	1#30011|93																																																		
390000343	0		DoSetInt	1#30012|119																																																		
390000344	0		DoSetInt	1#30013|220																																																		
390000345	0		DoSetInt	1#270|270																																																		
390000346	0		DoSetInt	1#40001|0																																																		
390000347	0		DoGetTime	1#40002|9999																																																		
390000348	0		DoSetInt	1#40003|0																																																		
390000349	0		DoSetInt	1#39009|0																																																		
390000350	0		DoSetInt	1#39019|0																																																		
390000351	0		DoSetInt	1#39029|0																																																		
390000352	0		DoSetInt	1#39039|1																																																		
390000353	0		DoGetTime	1#39053|0																																																		
390000354	0		DoSetInt	1#39054|0																																																		
390000355	0		DoGetTime	1#39055|1																																																		
390000356	0		DoGetTime	1#39049|0																																																		
390000357	0		DoGetTime	1#39020|0																																																		
390000358	0		DoGetTime	1#39040|0																																																		
390000359	0		DoGetTime	1#39060|0																																																		
390000360	0		DoGetTime	1#39990|300																																																		
390000361	0		DoSetInt	1#39070|1301011601																																																		
390000363	2				390000364																																																	
390000364	0		DoAddNpc	0|1#2006|2006|21|2|JQ1|0|0|PB1|0|0|0																																																		
390000365	0		DoShowSceneEffect	JS|0																																																		
390000366	0		DoSetAreaToObstacle	AW1|1																																																		
390000367	0		DoShowSceneEffect	AW1|1																																																		
390000368	0		DoSetAreaToObstacle	AW2|0																																																		
390000369	0		DoShowSceneEffect	AW2|0																																																		
390000370	2				200000	390000372																																																
390000372	3				390000373	390000385	390000388	390000392	390000401	390000422	390000457	390000465	390000500	390000510	390000527	390000572	390000618	390000657	390000695	390000734	390000773	390000812	390000835	390000844																														
390000373	3				200001	200003	200024	200050	200020	200026	200033	200021	200022	210040	200034																																							
390000385	2				390000386	200002																																																
390000386	0		CheckInt	1#30002|0|1																																																		
390000388	2				390000389	390000390	390000391																																															
390000389	0		CheckInt	1#40001|0|1																																																		
390000390	0		DoSetInt	1#39071|4																																																		
390000391	0		DoSetInt	1#40001|1																																																		
390000392	2				200008	390000394	390000395	200027	390000397	390000398	390000399	200010																																										
390000394	0		CheckInt	1#37001|1|1																																																		
390000395	0		CheckInt	1#40001|1|1																																																		
390000397	0		DoTipsShow	1301011601|0|0																																																		
390000398	0		DoMagic	1#2006|1#2006|0|715032																																																		
390000399	0		DoSetNpcId	1#37771|90430																																																		
390000401	2				390000402	390000403	390000404	390000405	390000406	390000407	390000408	390000409	390000410	390000411	390000412	390000413	390000414	390000415	390000416	390000417	390000418	390000419	390000420	390000421																														
390000402	0		CheckPassTime	1#40002|0																																																		
390000403	0		CheckNpc	1#3002																																																		
390000404	0		CheckNpc	1#3012																																																		
390000405	0		CheckNpc	1#3022																																																		
390000406	0		CheckNpc	1#3032																																																		
390000407	0		CheckNpc	1#3042																																																		
390000408	0		CheckNpc	1#3052																																																		
390000409	0		CheckNpc	1#3062																																																		
390000410	0		CheckNpc	1#3072																																																		
390000411	0		CheckNpc	1#3082																																																		
390000412	0		DoFaceToDir	1#3002|270																																																		
390000413	0		DoFaceToDir	1#3012|270																																																		
390000414	0		DoFaceToDir	1#3022|270																																																		
390000415	0		DoFaceToDir	1#3032|270																																																		
390000416	0		DoFaceToDir	1#3042|270																																																		
390000417	0		DoFaceToDir	1#3052|270																																																		
390000418	0		DoFaceToDir	1#3062|270																																																		
390000419	0		DoFaceToDir	1#3072|270																																																		
390000420	0		DoFaceToDir	1#3082|270																																																		
390000421	0		DoGetTime	1#40002|9999																																																		
390000422	3				390000423	390000433	390000444																																															
390000423	2				390000424	390000425	390000426	390000427	390000428	390000429	390000430	390000431	390000432																																									
390000424	0	1	CheckInt	1#39035|2|1																																																		
390000425	0		CheckInt	1#39037|1|1																																																		
390000426	0		CheckInt	1#30002|0|1																																																		
390000427	0		CheckInt	1#40003|0|1																																																		
390000428	0		CheckNpc	1#2001																																																		
390000429	0		CheckNpc	1#4001																																																		
390000430	0	1	CheckNpcInRange	1#2001|1#4001|2																																																		
390000431	0		DoSetInt	1#39037|0																																																		
390000432	0		DoSetInt	1#39035|0																																																		
390000433	2				390000434	390000435	390000436	390000437	390000438	390000439	390000440	390000441	390000442	390000443																																								
390000434	0	1	CheckInt	1#39035|2|1																																																		
390000435	0		CheckInt	1#30002|0|1																																																		
390000436	0		CheckInt	1#40003|0|1																																																		
390000437	0		CheckNpc	1#2001																																																		
390000438	0		CheckNpc	1#4001																																																		
390000439	0		CheckNpcInRange	1#2001|1#4001|2																																																		
390000440	0		DoCopyNote	1#4001|1#39042																																																		
390000441	0		DoSetInt	1#39035|1																																																		
390000442	0		DoSetInt	1#39036|0																																																		
390000443	0		DoSetInt	1#39037|1																																																		
390000444	2				390000445	390000446	390000447	390000448	390000449	390000450	390000451	390000452	390000453	390000454	390000455	390000456																																						
390000445	0		CheckInt	1#39035|2|1																																																		
390000446	0		CheckInt	1#39037|1|1																																																		
390000447	0		CheckInt	1#30002|0|1																																																		
390000448	0		CheckInt	1#40003|0|1																																																		
390000449	0		CheckNpc	1#2001																																																		
390000450	0		CheckNpc	1#4001																																																		
390000451	0		DoFaceToNpc	1#2001|1#4001|1																																																		
390000452	0		DoFaceToNpc	1#4001|1#2001|1																																																		
390000453	0		DoMagic	1#4001|1#4001|0|731101																																																		
390000454	0		DoSetInt	1#39072|2																																																		
390000455	0		DoSetInt	1#39035|3																																																		
390000456	0		DoSetInt	1#40003|1																																																		
390000457	2				390000458	200027	390000460	390000461	390000462	390000463	390000464																																											
390000458	0		CheckInt	1#40003|1|1																																																		
390000460	0		CheckNpc	1#2001																																																		
390000461	0		CheckNpc	1#4001																																																		
390000462	0		DoTipsShow	1301011652|0|0																																																		
390000463	0		DoMagic	1#4001|1#4001|0|731102																																																		
390000464	0		DoSetInt	1#40003|2																																																		
390000465	3				390000466	390000476	390000487																																															
390000466	2				390000467	390000468	390000469	390000470	390000471	390000472	390000473	390000474	390000475																																									
390000467	0	1	CheckInt	1#39035|2|1																																																		
390000468	0		CheckInt	1#39037|1|1																																																		
390000469	0		CheckInt	1#30002|0|1																																																		
390000470	0		CheckInt	1#40003|2|1																																																		
390000471	0		CheckNpc	1#2001																																																		
390000472	0		CheckNpc	1#4001																																																		
390000473	0	1	CheckNpcInRange	1#2001|1#4001|2																																																		
390000474	0		DoSetInt	1#39037|0																																																		
390000475	0		DoSetInt	1#39035|0																																																		
390000476	2				390000477	390000478	390000479	390000480	390000481	390000482	390000483	390000484	390000485	390000486																																								
390000477	0	1	CheckInt	1#39035|2|1																																																		
390000478	0		CheckInt	1#30002|0|1																																																		
390000479	0		CheckInt	1#40003|2|1																																																		
390000480	0		CheckNpc	1#2001																																																		
390000481	0		CheckNpc	1#4001																																																		
390000482	0		CheckNpcInRange	1#2001|1#4001|2																																																		
390000483	0		DoCopyNote	1#4001|1#39042																																																		
390000484	0		DoSetInt	1#39035|1																																																		
390000485	0		DoSetInt	1#39036|0																																																		
390000486	0		DoSetInt	1#39037|1																																																		
390000487	2				390000488	390000489	390000490	390000491	390000492	390000493	390000494	390000495	390000496	390000497	390000498	390000499																																						
390000488	0		CheckInt	1#39035|2|1																																																		
390000489	0		CheckInt	1#39037|1|1																																																		
390000490	0		CheckInt	1#30002|0|1																																																		
390000491	0		CheckInt	1#40003|2|1																																																		
390000492	0		CheckNpc	1#2001																																																		
390000493	0		CheckNpc	1#4001																																																		
390000494	0		DoFaceToNpc	1#2001|1#4001|1																																																		
390000495	0		DoFaceToNpc	1#4001|1#2001|1																																																		
390000496	0		DoMagic	1#4001|1#4001|0|731101																																																		
390000497	0		DoSetInt	1#39073|2																																																		
390000498	0		DoSetInt	1#39035|3																																																		
390000499	0		DoSetInt	1#40003|3																																																		
390000500	2				390000501	200027	390000503	390000504	390000505	390000506	390000507	390000508	390000509																																									
390000501	0		CheckInt	1#40003|3|1																																																		
390000503	0		CheckNpc	1#2001																																																		
390000504	0		CheckNpc	1#4001																																																		
390000505	0		DoTipsShow	1301011602|0|0																																																		
390000506	0		DoTipsShow	1301011653|0|0																																																		
390000507	0		DoMagic	1#4001|1#4001|0|731102																																																		
390000508	0		DoMagic	1#2001|1#2001|0|700230																																																		
390000509	0		DoSetInt	1#40003|4																																																		
390000510	2				200008	390000512	390000513	390000514	390000515	390000516	390000517	390000518	390000519	200010	390000521	390000522	390000523	390000524	390000525	390000526																																		
390000512	0		CheckInt	1#37001|2|1																																																		
390000513	0		CheckArea	1#2001|CG1																																																		
390000514	0		DoSetInt	1#37008|1																																																		
390000515	0		DoSetInt	1#37020|1																																																		
390000516	0		DoSetInt	1#37021|1																																																		
390000517	0		DoSetInt	1#37023|1																																																		
