Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]	Children[51]	Children[52]	Children[53]	Children[54]	Children[55]	Children[56]	Children[57]	Children[58]	Children[59]	Children[60]	Children[61]	Children[62]	Children[63]	Children[64]	Children[65]	Children[66]	Children[67]	Children[68]	Children[69]	Children[70]	Children[71]	Children[72]	Children[73]	Children[74]	Children[75]	Children[76]	Children[77]	Children[78]	Children[79]	Children[80]	Children[81]	Children[82]	Children[83]	Children[84]	Children[85]	Children[86]	Children[87]	Children[88]	Children[89]	Children[90]	Children[91]	Children[92]	Children[93]	Children[94]	Children[95]	Children[96]	Children[97]	Children[98]	Children[99]	Children[100]	Children[101]	Children[102]	Children[103]	Children[104]	Children[105]	Children[106]	Children[107]	Children[108]	Children[109]	Children[110]	Children[111]	Children[112]	Children[113]	Children[114]	Children[115]	Children[116]	Children[117]	Children[118]	Children[119]	Children[120]	Children[121]	Children[122]	Children[123]	Children[124]	Children[125]	Children[126]	Children[127]	Children[128]	Children[129]	Children[130]	Children[131]	Children[132]	Children[133]	Children[134]	Children[135]	Children[136]	Children[137]	Children[138]	Children[139]	Children[140]	Children[141]	Children[142]	Children[143]	Children[144]	Children[145]	Children[146]	Children[147]	Children[148]	Children[149]	Children[150]	Children[151]	Children[152]	Children[153]	Children[154]	Children[155]	Children[156]	Children[157]	Children[158]	Children[159]	Children[160]	Children[161]	Children[162]	Children[163]	Children[164]	Children[165]	Children[166]	Children[167]	Children[168]	Children[169]	Children[170]	Children[171]	Children[172]	Children[173]	Children[174]	Children[175]	Children[176]	Children[177]	Children[178]	Children[179]	Children[180]	Children[181]	Children[182]	Children[183]	Children[184]	Children[185]	Children[186]	Children[187]	Children[188]	Children[189]	Children[190]	Children[191]	Children[192]	Children[193]	Children[194]	Children[195]	Children[196]	Children[197]	Children[198]	Children[199]	Children[200]	Children[201]	Children[202]	Children[203]	Children[204]	Children[205]	Children[206]	Children[207]	Children[208]	Children[209]	Children[210]	Children[211]	Children[212]	Children[213]	Children[214]	Children[215]	Children[216]	Children[217]	Children[218]	Children[219]	Children[220]	Children[221]	Children[222]	Children[223]	Children[224]	Children[225]	Children[226]	Children[227]	Children[228]	Children[229]	Children[230]	Children[231]	Children[232]	Children[233]	Children[234]	Children[235]	Children[236]	Children[237]	Children[238]	Children[239]	Children[240]	Children[241]	Children[242]	Children[243]	Children[244]	Children[245]	Children[246]	Children[247]	Children[248]	Children[249]	Children[250]
720000032	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000033	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000034	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000035	2				720000036	720000037	720000038	720000039	720000040																																																																																																																																																																																																																																																					
720000036	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000037	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1402|2#1305																																																																																																																																																																																																																																																										
720000038	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000039	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000040	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000041	2				720000042	720000043	720000044	720000045	720000046																																																																																																																																																																																																																																																					
720000042	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000043	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1403|2#1305																																																																																																																																																																																																																																																										
720000044	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000045	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000046	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000047	2				720000048	720000049	720000050	720000051	720000052																																																																																																																																																																																																																																																					
720000048	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000049	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1404|2#1305																																																																																																																																																																																																																																																										
720000050	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000051	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000052	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000053	2				720000054	720000055	720000056	720000057	720000058																																																																																																																																																																																																																																																					
720000054	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000055	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1405|2#1305																																																																																																																																																																																																																																																										
720000056	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000057	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000058	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000059	2				720000060	720000061	720000062	720000063	720000064																																																																																																																																																																																																																																																					
720000060	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000061	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1406|2#1305																																																																																																																																																																																																																																																										
720000062	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000063	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000064	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000065	2				720000066	720000067	720000068	720000069	720000070																																																																																																																																																																																																																																																					
720000066	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000067	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1407|2#1306																																																																																																																																																																																																																																																										
720000068	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000069	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000070	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000071	2				720000072	720000073	720000074	720000075	720000076																																																																																																																																																																																																																																																					
720000072	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000073	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1408|2#1306																																																																																																																																																																																																																																																										
720000074	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000075	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000076	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000077	2				720000078	720000079	720000080	720000081	720000082																																																																																																																																																																																																																																																					
720000078	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000079	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1409|2#1306																																																																																																																																																																																																																																																										
720000080	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000081	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000082	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000083	2				720000084	720000085	720000086	720000087	720000088																																																																																																																																																																																																																																																					
720000084	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000085	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1410|2#1306																																																																																																																																																																																																																																																										
720000086	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000087	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000088	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000089	2				720000090	720000091	720000092	720000093	720000094																																																																																																																																																																																																																																																					
720000090	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000091	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1411|2#1306																																																																																																																																																																																																																																																										
720000092	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000093	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000094	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000095	2				720000096	720000097	720000098	720000099	720000100																																																																																																																																																																																																																																																					
720000096	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000097	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1412|2#1306																																																																																																																																																																																																																																																										
720000098	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000099	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000100	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000101	2				720000102	720000103	720000104	720000105	720000106																																																																																																																																																																																																																																																					
720000102	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000103	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1413|2#1306																																																																																																																																																																																																																																																										
720000104	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000105	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000106	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000107	2				720000108	720000109	720000110	720000111	720000112																																																																																																																																																																																																																																																					
720000108	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000109	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1414|2#1306																																																																																																																																																																																																																																																										
720000110	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000111	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000112	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000113	2				720000114	720000115	720000116	720000117	720000118																																																																																																																																																																																																																																																					
720000114	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000115	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1415|2#1306																																																																																																																																																																																																																																																										
720000116	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000117	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000118	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000119	2				720000120	720000121	720000122	720000123	720000124																																																																																																																																																																																																																																																					
720000120	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000121	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1416|2#1306																																																																																																																																																																																																																																																										
720000122	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000123	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000124	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000125	2				720000126	720000127	720000128	720000129	720000130																																																																																																																																																																																																																																																					
720000126	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000127	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1417|2#1306																																																																																																																																																																																																																																																										
720000128	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000129	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000130	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000131	2				720000132	720000133	720000134	720000135	720000136																																																																																																																																																																																																																																																					
720000132	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000133	0		DoGetPositionOffsetPosition	2#1303|2#1304|2#1301|2#1302|2#1301|2#1302|2#1418|2#1306																																																																																																																																																																																																																																																										
720000134	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000135	0		DoAddMissile	1#2001|0|2#1303|2#1304|2#1303|2#1304|2#1452|4#1901																																																																																																																																																																																																																																																										
720000136	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000137	2				720000138	720000139	720000140	720000141	720000142	720000143	720000144	720000145	720000146	720000147	720000148																																																																																																																																																																																																																																															
720000138	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000139	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000140	0		DoGetAttribRate	1#2001|1#1200|1|10000																																																																																																																																																																																																																																																										
720000141	0		CheckInt	1#1200|3333|5																																																																																																																																																																																																																																																										
720000142	0		DoMagic	1#2001|1#2001|4#1901|800044																																																																																																																																																																																																																																																										
720000143	0		DoMagic	1#2001|1#2001|4#1901|800045																																																																																																																																																																																																																																																										
720000144	0		DoMagic	1#2001|1#2001|4#1901|800046																																																																																																																																																																																																																																																										
720000145	0		DoMagic	1#2001|1#2001|4#1901|800047																																																																																																																																																																																																																																																										
720000146	0		DoMagic	1#2001|1#2001|4#1901|800048																																																																																																																																																																																																																																																										
720000147	0		DoMagic	1#2001|1#2001|4#1901|800049																																																																																																																																																																																																																																																										
720000148	0		DoSetInt	4#1951|1																																																																																																																																																																																																																																																										
720000467	3				720000468																																																																																																																																																																																																																																																									
720000468	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000469	2				720000470	720000475	720000476	720000471	720000472	720000477	720000478	720000485	720000473	720000474																																																																																																																																																																																																																																																
720000470	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000475	0		DoGetBehaviorOriginNpc	1#2002																																																																																																																																																																																																																																																										
720000476	0		CheckNpc	1#2002																																																																																																																																																																																																																																																										
720000471	0		DoGetAttribMaxValue	1#2001|1#400|1																																																																																																																																																																																																																																																										
720000472	0		DoDivInt	1#400|1#401|5																																																																																																																																																																																																																																																										
720000477	0		DoGetNpcType	1#2001|1#6666																																																																																																																																																																																																																																																										
720000478	1				720000479	720000483																																																																																																																																																																																																																																																								
720000479	2				720000480	720000481	720000482																																																																																																																																																																																																																																																							
720000480	0		CheckInt	1#6666|2|1																																																																																																																																																																																																																																																										
720000481	0		DoMulInt	1#401|1#401|0.7																																																																																																																																																																																																																																																										
720000482	0		Debug	Node 3|1																																																																																																																																																																																																																																																										
720000483	2				720000484																																																																																																																																																																																																																																																									
720000484	0	1	CheckInt	1#6666|2|1																																																																																																																																																																																																																																																										
720000485	1				720000486	720000490	720000494																																																																																																																																																																																																																																																							
720000486	2				720000487	720000488	720000489																																																																																																																																																																																																																																																							
720000487	0		DoSearchNpcEx	1#49999|1#2001|1|2|8|7632150|0|-1|0|0																																																																																																																																																																																																																																																										
720000488	0		DoMulInt	1#401|1#401|0.2																																																																																																																																																																																																																																																										
720000489	0		Debug	Node 1|1																																																																																																																																																																																																																																																										
720000490	2				720000491	720000492	720000493																																																																																																																																																																																																																																																							
720000491	0		CheckExistBuffByKind	1#2001|7632150																																																																																																																																																																																																																																																										
720000492	0		DoMulInt	1#401|1#401|0.2																																																																																																																																																																																																																																																										
720000493	0		Debug	Node 2|1																																																																																																																																																																																																																																																										
720000494	2				720000495																																																																																																																																																																																																																																																									
720000495	0		DoReturnTrue																																																																																																																																																																																																																																																											
720000473	0		DoAdditionalRealDamage	1#2002|1#2001|50|0|0|0|1#401|0																																																																																																																																																																																																																																																										
720000474	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000149	2				720000150																																																																																																																																																																																																																																																									
720000150	0		DoSetInt	1#1000|40																																																																																																																																																																																																																																																										
720000151	2				720000152	720000153	720000154	720000155	720000156	720000157	720000158																																																																																																																																																																																																																																																			
720000152	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000153	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000154	0		DoGetBehaviorOriginNpc	1#2002																																																																																																																																																																																																																																																										
720000155	0		CheckPassTime	1#1000|0																																																																																																																																																																																																																																																										
720000156	0		CheckNpc	1#2002																																																																																																																																																																																																																																																										
720000157	0		DoAddMissileEx	1#2002|1#2001|0|0|0|0|4#1453|4#1901																																																																																																																																																																																																																																																										
720000158	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000159	2				720000160	720000161	720000162	720000163																																																																																																																																																																																																																																																						
720000160	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000161	0		DoGetDamageBehaviorContext	1#1201|1#1202|1#1203|1#1204|1#1205|1#1206|1#1207|4#-2																																																																																																																																																																																																																																																										
720000162	0		CheckIntCompareInt	1#1202|1#2001|1																																																																																																																																																																																																																																																										
720000163	0		DoSetInt	4#1950|1																																																																																																																																																																																																																																																										
720000164	1				720000165	720000166	720000167	720000168	720000171																																																																																																																																																																																																																																																					
720000165	0	1	DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000166	0	1	CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000167	0	1	DoGetAttribRate	1#2001|2#1802|1|10000																																																																																																																																																																																																																																																										
720000168	2				720000169	720000170																																																																																																																																																																																																																																																								
720000169	0		CheckInt	2#1802|1000|5																																																																																																																																																																																																																																																										
720000170	0		DoSetInt	2#1800|2																																																																																																																																																																																																																																																										
720000171	2				720000172	720000173																																																																																																																																																																																																																																																								
720000172	0		CheckInt	2#1802|7000|5																																																																																																																																																																																																																																																										
720000173	0		DoSetInt	2#1800|1																																																																																																																																																																																																																																																										
720000174	1				720000175	720000176																																																																																																																																																																																																																																																								
720000175	0	1	DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000176	0		DoSetInt	2#1800|2																																																																																																																																																																																																																																																										
720000177	2				720000178																																																																																																																																																																																																																																																									
720000178	0		DoSetInt	1#1000|0																																																																																																																																																																																																																																																										
720000179	2				720000180	720000181	720000182																																																																																																																																																																																																																																																							
720000180	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000181	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000182	1				720000183	720000200																																																																																																																																																																																																																																																								
720000183	2				720000184	720000185	720000186	720000187	720000188	720000189	720000190	720000191	720000192	720000193	720000194	720000195	720000196	720000197	720000198	720000199																																																																																																																																																																																																																																										
720000184	0		CheckInt	1#1000|0|1																																																																																																																																																																																																																																																										
720000185	0		DoGetAttribRate	1#2001|1#1800|1|10000																																																																																																																																																																																																																																																										
720000186	0		CheckInt	1#1800|3000|5																																																																																																																																																																																																																																																										
720000187	0		DoGetNpcPosition	1#2001|1#1301|1#1302																																																																																																																																																																																																																																																										
720000188	0		DoSetInt	1#1901|1																																																																																																																																																																																																																																																										
720000189	0		DoSetNpcId	1#1310|81310																																																																																																																																																																																																																																																										
720000190	0		DoGetNpcLevel	1#2001|1#1311																																																																																																																																																																																																																																																										
720000191	0		DoMagic	1#2001|1#2001|1#1901|800043																																																																																																																																																																																																																																																										
720000192	0		DoMagic	1#2001|1#2001|1#1901|800044																																																																																																																																																																																																																																																										
720000193	0		DoMagic	1#2001|1#2001|1#1901|800045																																																																																																																																																																																																																																																										
720000194	0		DoMagic	1#2001|1#2001|1#1901|800046																																																																																																																																																																																																																																																										
720000195	0		DoMagic	1#2001|1#2001|1#1901|800047																																																																																																																																																																																																																																																										
720000196	0		DoMagic	1#2001|1#2001|1#1901|800048																																																																																																																																																																																																																																																										
720000197	0		DoMagic	1#2001|1#2001|1#1901|800049																																																																																																																																																																																																																																																										
720000198	0		DoAddNpcByNoteEx	1#888|1#2001|1#1301|1#1302|0|0|1#1310|1#1311|2|0																																																																																																																																																																																																																																																										
720000199	0		DoSetInt	1#1000|1																																																																																																																																																																																																																																																										
720000200	2				720000201	720000202	720000203	720000204																																																																																																																																																																																																																																																						
720000201	0		CheckInt	1#1000|1|1																																																																																																																																																																																																																																																										
720000202	0	1	CheckNpc	1#888																																																																																																																																																																																																																																																										
720000203	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000204	0		DoMagic	1#2001|1#2001|0|100002																																																																																																																																																																																																																																																										
720000205	2				720000206																																																																																																																																																																																																																																																									
720000206	0		DoSetInt	1#1000|1																																																																																																																																																																																																																																																										
720000207	2				720000208	720000209	720000210																																																																																																																																																																																																																																																							
720000208	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000209	0		DoTipsShow	813011|0|0																																																																																																																																																																																																																																																										
720000210	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000427	2				720000428																																																																																																																																																																																																																																																									
720000428	0		DoSetInt	1#2010|0																																																																																																																																																																																																																																																										
720000211	2				720000212	720000213	720000214	720000215	720000216	720000217	720000218	720000461	720000220	720000221																																																																																																																																																																																																																																																
720000212	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000213	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000214	0		DoGetNpcPosition	1#2001|1#1301|1#1302																																																																																																																																																																																																																																																										
