Id	NpcId	Type	ModelId	CvId	Desc
10008	1014	8		104168	
10009	1014	9		104169	
10010	1014	10		0	
10011	1014	0	R3BiankaMd019131	104160	
10012	1014	1	R3BiankaMd019131	104161	
10013	1014	2	R3BiankaMd019131	104162	
10014	1014	3	R3BiankaMd019131	104163	
10015	1014	4	R3BiankaMd019131	104171	
10016	1014	5	R3BiankaMd019131	104165	
10017	1014	6	R3BiankaMd019131	104166	
10018	1014	7	R3BiankaMd019131	104167	
10019	1014	8	R3BiankaMd019131	104168	
10020	1014	9	R3BiankaMd019131	104169	
10021	1014	10	R3BiankaMd019131	104172	
11000	1005	0		105160	Nanami: Storm
11001	1005	1		105161	
11002	1005	2		105162	
11003	1005	3		105163	
11004	1005	4		105164	
11005	1005	5		105165	
11006	1005	6		105166	
11007	1005	7		105167	
11008	1005	8		105168	
11009	1005	9		105169	
11010	1005	10		105170	
12000	1015	0		105160	Nanami: Pulse
12001	1015	1		105161	
12002	1015	2		105162	
12003	1015	3		105163	
12004	1015	4		105171	
12005	1015	5		105165	
12006	1015	6		105166	
12007	1015	7		105167	
12008	1015	8		105168	
12009	1015	9		105169	
12010	1015	10		105170	
13000	1006	0		106160	Kamui: Bastion
13001	1006	1		106161	
13002	1006	2		106162	
13003	1006	3		106163	
13004	1006	4		106164	
13005	1006	5		106165	
13006	1006	6		106166	
13007	1006	7		106167	
13008	1006	8		106168	
13009	1006	9		106169	
13010	1006	10		106170	
14000	1016	0		1061012	Kamui: Tenebrion
14001	1016	1		1061009	
14002	1016	2		1061010	
14003	1016	3		1061011	
14004	1016	4		106171	
14005	1016	5		1061013	
14006	1016	6		1061014	
14007	1016	7		1061015	
14008	1016	8		1061016	
14009	1016	9		1061018	
14010	1016	10		0	
14011	1016	0	R3ShenweiMd019131	1061012	
14012	1016	1	R3ShenweiMd019131	1061009	
14013	1016	2	R3ShenweiMd019131	1061010	
14014	1016	3	R3ShenweiMd019131	1061011	
14015	1016	4	R3ShenweiMd019131	106171	
14016	1016	5	R3ShenweiMd019131	1061013	
14017	1016	6	R3ShenweiMd019131	1061014	
14018	1016	7	R3ShenweiMd019131	1061015	
14019	1016	8	R3ShenweiMd019131	1061016	
14020	1016	9	R3ShenweiMd019131	1061018	
14021	1016	10	R3ShenweiMd019131	1061042	
14031	1026	0		1061012	Main Story 8-5 Hidden Camu Voice
14032	1026	1		1061009	
14033	1026	2		1061010	
14034	1026	3		1061011	
14035	1026	4		106171	
14036	1026	5		1061013	
14037	1026	6		1061014	
14038	1026	7		1061015	
14039	1026	8		1061016	
14040	1026	9		1061018	
14041	1026	10		0	
15000	1007	0		107160	Karenina: Blast
15001	1007	1		107161	
15002	1007	2		107162	
15003	1007	3		107163	
15004	1007	4		107164	
15005	1007	5		107165	
15006	1007	6		107166	
15007	1007	7		107167	
15008	1007	8		107168	
15009	1007	9		107169	
15010	1007	10		107170	
15100	5002	0		107160	Karenina: Blast (Lone Gunner)
15101	5002	1		107161	
15102	5002	2		107162	
15103	5002	3		107163	
15104	5002	4		107164	
15105	5002	5		107165	
15106	5002	6		107166	
15107	5002	7		107167	
15108	5002	8		107168	
15109	5002	9		107169	
15110	5002	10		107170	
16000	1017	0		107160	Karenina: Ember
16001	1017	1		107161	
16002	1017	2		107162	
16003	1017	3		107163	
16004	1017	4		107171	
16005	1017	5		107165	
16006	1017	6		107166	
16007	1017	7		107167	
16008	1017	8		107168	
16009	1017	9		107169	
16010	1017	10		107170	
16011	1017	0	R3KalieninaMd019101	107160	
16012	1017	1	R3KalieninaMd019101	107161	
16013	1017	2	R3KalieninaMd019101	107162	
16014	1017	3	R3KalieninaMd019101	107163	
16015	1017	4	R3KalieninaMd019101	107171	
16016	1017	5	R3KalieninaMd019101	107165	
16017	1017	6	R3KalieninaMd019101	107166	
16018	1017	7	R3KalieninaMd019101	107167	
16019	1017	8	R3KalieninaMd019101	107168	
16020	1017	9	R3KalieninaMd019101	107169	
16021	1017	10	R3KalieninaMd019101	107113	
16022	1017	0	R3KalieninaMd019161	107160	
16023	1017	1	R3KalieninaMd019161	107161	
16024	1017	2	R3KalieninaMd019161	107162	
16025	1017	3	R3KalieninaMd019161	107163	
16026	1017	4	R3KalieninaMd019161	107171	
16027	1017	5	R3KalieninaMd019161	107165	
16028	1017	6	R3KalieninaMd019161	107166	
16029	1017	7	R3KalieninaMd019161	107167	
16030	1017	8	R3KalieninaMd019161	107168	
16031	1017	9	R3KalieninaMd019161	107169	
16032	1017	10	R3KalieninaMd019161	107170	
17000	1008	0		108160	Watanabe: Nightblade
17001	1008	1		108161	
17002	1008	2		108162	
17003	1008	3		108163	
17004	1008	4		108164	
17005	1008	5		108165	
17006	1008	6		108166	
17007	1008	7		108167	
17008	1008	8		108168	
17009	1008	9		108169	
17010	1008	10		108170	
18000	1018	0		108151	Watanabe: Astral
18001	1018	1		108161	
18002	1018	2		108162	
18003	1018	3		108163	
18004	1018	4		108171	
18005	1018	5		108165	
18006	1018	6		108166	
18007	1018	7		108167	
18008	1018	8		108168	
18009	1018	9		108169	
18010	1018	10		108170	
19000	1009	0		109036	Ayla: Brilliance
19001	1009	1		109027	
19002	1009	2		109028	
19003	1009	3		109029	
19004	1009	4		109030	
19005	1009	5		109031	
19006	1009	6		109032	
19007	1009	7		109033	
19008	1009	8		109035	
19009	1009	9		109034	
19010	1009	10		109037	
20000	1101	0		110036	Sophia: Silverfang
20001	1101	1		110030	
20002	1101	2		110028	
20003	1101	3		110029	
20004	1101	4		110027	
20005	1101	5		110031	
20006	1101	6		110032	
20007	1101	7		110033	
20008	1101	8		110035	
20009	1101	9		110034	
20010	1101	10		110037	
21000	1102	0		111070	Chrome: Arclight
21001	1102	1		111061	
21002	1102	2		111062	
21003	1102	3		111063	
21004	1102	4		111064	
21005	1102	5		111065	
21006	1102	6		111066	
21007	1102	7		111067	
21008	1102	8		111069	
21009	1102	9		111068	
21010	1102	10		111071	
22000	1103	0		112070	Vera: Rozen
22001	1103	1		112061	
22002	1103	2		112062	
22003	1103	3		112063	
22004	1103	4		112064	
22005	1103	5		112065	
22006	1103	6		112066	
22007	1103	7		112067	
22008	1103	8		112069	
22009	1103	9		112068	
22010	1103	10		112071	
23000	1104	0		113070	Camu: Crocotta
23001	1104	1		113061	
23002	1104	2		113062	
23003	1104	3		113063	
23004	1104	4		113064	
23005	1104	5		113065	
23006	1104	6		113066	
23007	1104	7		113067	
23008	1104	8		113069	
23009	1104	9		113068	
23010	1104	10		113071	
24000	1105	0		114070	Rosetta: Rigor
24001	1105	1		114061	
24002	1105	2		114062	
24003	1105	3		114063	
24004	1105	4		114064	
24005	1105	5		114065	
24006	1105	6		114066	
24007	1105	7		114067	
24008	1105	8		114069	
24009	1105	9		114068	
24010	1105	10		114071	
25000	1107	0		115084	Changyu: Qilin
25001	1107	1		115075	
25002	1107	2		115076	
25003	1107	3		115077	
25004	1107	4		115078	
25005	1107	5		115079	
25006	1107	6		115080	
25007	1107	7		115081	
25008	1107	8		115083	
25009	1107	9		115082	
25010	1107	10		115085	
26000	1106	0		116084	Qu: Pavo
26001	1106	1		116075	
26002	1106	2		116076	
26003	1106	3		116077	
26004	1106	4		116078	
26005	1106	5		116079	
26006	1106	6		116080	
26007	1106	7		116081	
26008	1106	8		116083	
26009	1106	9		116082	
26010	1106	10		116085	
27000	1108	0		120076	Luna
27001	1108	1		120067	
27002	1108	2		120068	
27003	1108	3		120069	
27004	1108	4		120070	
27005	1108	5		120071	
27006	1108	6		120072	
27007	1108	7		120073	
27008	1108	8		120075	
27009	1108	9		120074	
27010	1108	10		120077	
27011	1108	0	R3LunaMd019251	120076	Luna: Divine Coating
27012	1108	1	R3LunaMd019251	120067	
27013	1108	2	R3LunaMd019251	120068	
27014	1108	3	R3LunaMd019251	120069	
27015	1108	4	R3LunaMd019251	120070	
27016	1108	5	R3LunaMd019251	120071	
27017	1108	6	R3LunaMd019251	120072	
27018	1108	7	R3LunaMd019251	120073	
27019	1108	8	R3LunaMd019251	120075	
27020	1108	9	R3LunaMd019251	120074	
27021	1108	10	R3LunaMd019251	120100	
28000	1201	0		117062	2B
28001	1201	1		117053	
28002	1201	2		117054	
28003	1201	3		117055	
28004	1201	4		117056	
28005	1201	5		117057	
28006	1201	6		117058	
28007	1201	7		117059	
28008	1201	8		117061	
28009	1201	9		117060	
28010	1201	10		117063	
29000	1202	0		119045	A2
29001	1202	1		119036	
29002	1202	2		119037	
29003	1202	3		119038	
29004	1202	4		119039	
29005	1202	5		119040	
29006	1202	6		119041	
29007	1202	7		119042	
29008	1202	8		119044	
29009	1202	9		119043	
29010	1202	10		119046	
30000	1203	0		118059	9S
30001	1203	1		118050	
30002	1203	2		118051	
30003	1203	3		118052	
30004	1203	4		118053	
30005	1203	5		118054	
30006	1203	6		118055	
30007	1203	7		118056	
30008	1203	8		118058	
30009	1203	9		118057	
30010	1203	10		118060	
31000	1109	0		122077	Wanshi
31001	1109	1		122068	
31002	1109	2		122069	
31003	1109	3		122070	
31004	1109	4		122071	
31005	1109	5		122072	
31006	1109	6		122073	
31007	1109	7		122074	
31008	1109	8		122076	
31009	1109	9		122075	
31010	1109	10		122078	
32000	1301	0		121077	Selena
32001	1301	1		121068	
32002	1301	2		121069	
32003	1301	3		121070	
32004	1301	4		121071	
32005	1301	5		121072	
32006	1301	6		121073	
32007	1301	7		121074	
32008	1301	8		121076	
32009	1301	9		121075	
32010	1301	10		121078	
33000	1112	0		123077	Chrome: Glory
33001	1112	1		123068	
33002	1112	2		123069	
33003	1112	3		123070	
33004	1112	4		123071	
33005	1112	5		123072	
33006	1112	6		123073	
33007	1112	7		123074	
33008	1112	8		123076	
33009	1112	9		123075	
33010	1112	10		123078	
33011	1112	0	R3KuluomuMd019281	123077	Chrome Glory Sanguine Coating
33012	1112	1	R3KuluomuMd019281	123068	
33013	1112	2	R3KuluomuMd019281	123069	
33014	1112	3	R3KuluomuMd019281	123070	
33015	1112	4	R3KuluomuMd019281	123071	
33016	1112	5	R3KuluomuMd019281	123072	
33017	1112	6	R3KuluomuMd019281	123073	
33018	1112	7	R3KuluomuMd019281	123074	
33019	1112	8	R3KuluomuMd019281	123076	
33020	1112	9	R3KuluomuMd019281	123075	
33021	1112	10	R3KuluomuMd019281	123078	
33030	1112	0	R3KuluomuMd019011	123077	Chrome Glory College Coating
33031	1112	1	R3KuluomuMd019011	123068	
33032	1112	2	R3KuluomuMd019011	123069	
33033	1112	3	R3KuluomuMd019011	123070	
33034	1112	4	R3KuluomuMd019011	123071	
33035	1112	5	R3KuluomuMd019011	123072	
33036	1112	6	R3KuluomuMd019011	123073	
33037	1112	7	R3KuluomuMd019011	123074	
33038	1112	8	R3KuluomuMd019011	123076	
33039	1112	9	R3KuluomuMd019011	123075	
33040	1112	10	R3KuluomuMd019011	123108	
34000	1303	0		124077	No. 21
34001	1303	1		124068	
34002	1303	2		124069	
34003	1303	3		124070	
34004	1303	4		124071	
34005	1303	5		124072	
34006	1303	6		124073	
34007	1303	7		124074	
34008	1303	8		124076	
34009	1303	9		124075	
34010	1303	10		124078	
35000	1113	0		125077	Vera: Garnet
35001	1113	1		125068	
35002	1113	2		125069	
35003	1113	3		125070	
35004	1113	4		125071	
35005	1113	5		125072	
35006	1113	6		125073	
35007	1113	7		125074	
35008	1113	8		125076	
35009	1113	9		125075	
35010	1113	10		125078	
35100	1113	0	R3WeilaMd019331	125077	Vera Swimsuit
35101	1113	1	R3WeilaMd019331	125068	
35102	1113	2	R3WeilaMd019331	125069	
35103	1113	3	R3WeilaMd019331	125070	
35104	1113	4	R3WeilaMd019331	125071	
35105	1113	5	R3WeilaMd019331	125072	
35106	1113	6	R3WeilaMd019331	125073	
35107	1113	7	R3WeilaMd019331	125074	
35108	1113	8	R3WeilaMd019331	125076	
35109	1113	9	R3WeilaMd019331	125075	
35110	1113	10	R3WeilaMd019331	125109	
36000	1302	0		126077	Roland: Flambeau
36001	1302	1		126068	
36002	1302	2		126069	
36003	1302	3		126070	
36004	1302	4		126071	
36005	1302	5		126072	
36006	1302	6		126073	
36007	1302	7		126074	
36008	1302	8		126076	
36009	1302	9		126075	
36010	1302	10		126078	
36100	1312	0		0	Roland: Flambeau (Limited 5/20 Edition, No Voice)
36101	1312	1		0	
36102	1312	2		0	
36103	1312	3		0	
36104	1312	4		0	
36105	1312	5		0	
36106	1312	6		0	
36107	1312	7		0	
36108	1312	8		0	
36109	1312	9		0	
36110	1312	10		0	
37000	1033	0		127077	Liv: Empyrea
37001	1033	1		127068	
37002	1033	2		127106	
37003	1033	3		127070	
37004	1033	4		127069	
37005	1033	5		127072	
37006	1033	6		127073	
37007	1033	7		127074	
37008	1033	8		127076	
37009	1033	9		127075	
37010	1033	10		127078	
38000	1311	0		128077	Selena: Capriccio
38001	1311	1		128068	
38002	1311	2		128069	
38003	1311	3		128070	
38004	1311	4		0	
38005	1311	5		128072	
38006	1311	6		128073	
38007	1311	7		128074	
38008	1311	8		128075	
38009	1311	9		128076	
38010	1311	10		128078	
38011	1311	0	R4SailinnaMd019261	128077	Selena: Capriccio Vox Solaris Coating
38012	1311	1	R4SailinnaMd019261	128068	
38013	1311	2	R4SailinnaMd019261	128069	
38014	1311	3	R4SailinnaMd019261	128070	
38015	1311	4	R4SailinnaMd019261	0	
38016	1311	5	R4SailinnaMd019261	128072	
38017	1311	6	R4SailinnaMd019261	128073	
38018	1311	7	R4SailinnaMd019261	128074	
38019	1311	8	R4SailinnaMd019261	128075	
38020	1311	9	R4SailinnaMd019261	128076	
38021	1311	10	R4SailinnaMd019261	128105	
39000	1304	0		129077	Pulao: Dragontoll
39001	1304	1		129068	
39002	1304	2		129069	
39003	1304	3		129070	
39004	1304	4		0	
39005	1304	5		129072	
39006	1304	6		129073	
39007	1304	7		129074	
39008	1304	8		129076	
39009	1304	9		129075	
39010	1304	10		129078	
39011	1304	0	R2PulaoMd019311	129077	Pulao: Dragontoll
39012	1304	1	R2PulaoMd019311	129068	
39013	1304	2	R2PulaoMd019311	129069	
39014	1304	3	R2PulaoMd019311	129070	
39015	1304	4	R2PulaoMd019311	0	
39016	1304	5	R2PulaoMd019311	129072	
39017	1304	6	R2PulaoMd019311	129073	
39018	1304	7	R2PulaoMd019311	129074	
39019	1304	8	R2PulaoMd019311	129076	
39020	1304	9	R2PulaoMd019311	129075	
39021	1304	10	R2PulaoMd019311	129078	
39101	1304	0	R2PulaoMd019091	129077	Pulao - Effect Coating
39102	1304	1	R2PulaoMd019091	129068	
39103	1304	2	R2PulaoMd019091	129069	
39104	1304	3	R2PulaoMd019091	129070	
39105	1304	4	R2PulaoMd019091	0	
39106	1304	5	R2PulaoMd019091	129072	
39107	1304	6	R2PulaoMd019091	129073	
39108	1304	7	R2PulaoMd019091	129074	
39109	1304	8	R2PulaoMd019091	129076	
39110	1304	9	R2PulaoMd019091	129075	
39111	1304	10	R2PulaoMd019091	129109	
40000	1054	0		130077	Mecha Nanami
40001	1054	1		130098	
40002	1054	2		130099	
40003	1054	3		130100	
40004	1054	4		0	
40005	1054	5		130072	
40006	1054	6		130073	
40007	1054	7		130074	
40008	1054	8		130076	
40009	1054	9		130075	
40010	1054	10		130078	
41000	1305	0		131077	Haicma
41001	1305	1		131068	
41002	1305	2		131069	
41003	1305	3		131068	
41004	1305	4		131071	
41005	1305	5		131072	
41006	1305	6		131073	
41007	1305	7		131074	
41008	1305	8		131076	
41009	1305	9		131075	
41010	1305	10		131078	
42000	1027	0		132077	Super Karenina
42001	1027	1		132070	
42002	1027	2		132068	
42003	1027	3		132069	
42004	1027	4		132071	
42005	1027	5		132072	
42006	1027	6		132073	
42007	1027	7		132074	
42008	1027	8		132076	
42009	1027	9		132075	
42010	1027	10		132078	
43000	1306	0		133077	Noan
43001	1306	1		133070	
43002	1306	2		133068	
43003	1306	3		133069	
43004	1306	4		133071	
43005	1306	5		133072	
43006	1306	6		133073	
43007	1306	7		133074	
43008	1306	8		133076	
43009	1306	9		133075	
43010	1306	10		133078	
44000	1033	0	R4LifuMd019331	127077	Liv: Empyrea  Dark Forest Coating
44001	1033	1	R4LifuMd019331	127068	
44002	1033	2	R4LifuMd019331	127106	
44003	1033	3	R4LifuMd019331	127070	
44004	1033	4	R4LifuMd019331	127069	
44005	1033	5	R4LifuMd019331	127072	
44006	1033	6	R4LifuMd019331	127073	
44007	1033	7	R4LifuMd019331	127074	
44008	1033	8	R4LifuMd019331	127076	
44009	1033	9	R4LifuMd019331	127075	
44010	1033	10	R4LifuMd019331	127107	
45000	1024	0		134094	Super Bianca
45001	1024	1		134068	
45002	1024	2		134072	
45003	1024	3		134076	
45004	1024	4		134080	
45005	1024	5		134084	
45006	1024	6		134086	
45007	1024	7		134088	
45008	1024	8		134092	
45009	1024	9		134090	
45010	1024	10		134095	
46000	1121	0		135077	Bambinata: Vitrum
46001	1121	1		135075	
46002	1121	2		135069	
46003	1121	3		135070	
46004	1121	4		135071	
46005	1121	5		135072	
46006	1121	6		135073	
46007	1121	7		135074	
46008	1121	8		135076	
46009	1121	9		135075	
46010	1121	10		135078	
47000	1105	0	R3LuosaitaMd019351	114070	Rosetta: Rigor
47001	1105	1	R3LuosaitaMd019351	114061	
47002	1105	2	R3LuosaitaMd019351	114062	
47003	1105	3	R3LuosaitaMd019351	114063	
47004	1105	4	R3LuosaitaMd019351	114064	
47005	1105	5	R3LuosaitaMd019351	114065	
47006	1105	6	R3LuosaitaMd019351	114066	
47007	1105	7	R3LuosaitaMd019351	114067	
47008	1105	8	R3LuosaitaMd019351	114069	
47009	1105	9	R3LuosaitaMd019351	114068	
47010	1105	10	R3LuosaitaMd019351	114094	
48000	1021	0		136079	Lee: Hyperreal
48001	1021	1		136069	
48002	1021	2		136071	
48003	1021	3			
48004	1021	4		136073	
48005	1021	5		136074	
48006	1021	6		136075	
48007	1021	7		136076	
48008	1021	8		136078	
48009	1021	9		136077	
48010	1021	10		136080	
49000	8511	0		0	Glory Player-controlled Monster
49001	8511	1		0	
49002	8511	2		0	
49003	8511	3		0	
49004	8511	4		0	
49005	8511	5		0	
49006	8511	6		0	
49007	8511	7		0	
49008	8511	8		0	
49009	8511	9		0	
49010	8511	10		0	
50000	1019	0		137080	Ice Ayla
50001	1019	1		137068	
50002	1019	2		137070	
50003	1019	3		137072	
50004	1019	4			
50005	1019	5		137075	
50006	1019	6		137076	
50007	1019	7		137077	
50008	1019	8		137079	
50009	1019	9		137078	
50010	1019	10		137081	
