Id	Name	Level	Icon	Description
760091	Frail	1	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Speed, and Extra DMG Reduction decrease by 20%
760092	Frail	2	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Speed, and Extra DMG Reduction decrease by 35%
760093	Frail	3	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Speed, and Extra DMG Reduction decrease by 50%
760101	↑ROrb	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction decreases by 30% when taking DMG from Red Orb skills
760102	↑ROrb	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction decreases by 45% when taking DMG from Red Orb skills
760103	↑ROrb	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction decreases by 60% when taking DMG from Red Orb skills
760111	↑YOrb	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction decreases by 30% when taking DMG from Yellow Orb skills
760112	↑YOrb	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction decreases by 45% when taking DMG from Yellow Orb skills
760113	↑YOrb	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction decreases by 60% when taking DMG from Yellow Orb skills
760121	↑BOrb	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction decreases by 30% when taking DMG from Blue Orb skills
760122	↑BOrb	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction decreases by 45% when taking DMG from Blue Orb skills
760123	↑BOrb	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction decreases by 60% when taking DMG from Blue Orb skills
760131	+ATK	1	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra DMG Bonus increases by 30%
760132	+ATK	2	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra DMG Bonus increases by 45%
760133	+ATK	3	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra DMG Bonus increases by 60%
760141	↓Fire	1	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 30%
760142	↓Fire	2	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 45%
760143	↓Fire	3	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 60%
760151	↓Ltg	1	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 30%
760152	↓Ltg	2	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 45%
760153	↓Ltg	3	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 60%
760161	↓Ice	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 30%
760162	↓Ice	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 45%
760163	↓Ice	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 60%
760171	↓Dark	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 30%
760172	↓Dark	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 45%
760173	↓Dark	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 60%
760181	↓Phy	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 30%
760182	↓Phy	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 45%
760183	↓Phy	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 60%
760191	↓Ele	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 30%
760192	↓Ele	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 45%
760193	↓Ele	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 60%
760201	↓DMG	1	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 30%.
760202	↓DMG	2	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 45%
760203	↓DMG	3	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 60%.
760211	Agile	1	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases Movement Speed by 15%-30%. The farther you are away from the target, the higher your Movement Speed becomes.
760212	Agile	2	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases Movement Speed by 20%-35%. The farther you are away from the target, the higher your Movement Speed becomes.
760213	Agile	3	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases Movement Speed by 25%-40%. The farther you are away from the target, the higher your Movement Speed becomes.
760221	Unsk	1	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png	Immune to attacks and controlling effects.
760231	Recov	1	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 0.1% of max HP per second.
760232	Recov	2	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 0.2% of max HP per second.
760233	Recov	3	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 0.3% of max HP per second.
760241	Shld.	1	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Receives a shield equal to 15% of current HP in every 8s. Lasts 3s.
760242	Shld.	2	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Receives a shield equal to 25% of current HP in every 8s. Lasts 3s.
760243	Shld.	3	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Receives a shield equal to 35% of current HP in every 8s. Lasts 3s.
760251	Bsk	1	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Attack Speed increases by 33%. Has a 20% chance to deal an additional 33% Physical DMG when attacking.
760252	Bsk	2	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Attack Speed increases by 66%. Has a 30% chance to deal an additional 33% Physical DMG when attacking.
760253	Bsk	3	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Attack Speed increases by 100%. Has a 40% chance to deal an additional 33% Physical DMG when attacking.
760261	Bomb	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Leaves a bomb that deals 35% Physical DMG upon death.
760262	Bomb	2	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Leaves a bomb that deals 45% Physical DMG upon death.
760263	Bomb	3	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Leaves a bomb that deals 60% Physical DMG upon death.
760271	Steel	1	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Damage taken is reduced to 1. Effect will be removed after taking 6 damages and recovered after 8 seconds.
760272	Steel	2	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Damage taken is reduced to 1. Effect will be removed after taking 9 damages and recovered after 8 seconds.
760273	Steel	3	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Damage taken is reduced to 1. Effect will be removed after taking 12 damages and recovered after 8 seconds.
760281	Bar	1	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 15% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of DMG. It will reactivate in 15s.
760282	Bar	2	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 25% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of DMG. It will reactivate in 15s.
760283	Bar	3	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 35% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of DMG. It will reactivate in 15s.
760291	Rad	1	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 6% Physical DMG to nearby enemies
760292	Rad	2	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 8% Physical DMG to nearby enemies
760293	Rad	3	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 10% Physical DMG to nearby enemies
761275	Radiation	1	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 1.25% Physical DMG to nearby enemies
760301	C.L.	1	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Extra DMG Reduction increases by 30% when taking damage from ranged enemies
760302	C.L.	2	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Extra DMG Reduction increases by 45% when taking damage from ranged enemies
760303	C.L.	3	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Extra DMG Reduction increases by 60% when taking damage from ranged enemies
760311	Bless	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Extra DMG Bonus of nearby allies increases by 10%
760312	Bless	2	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Extra DMG Bonus of nearby allies increases by 20%
760313	Bless	3	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Extra DMG Bonus of nearby allies increases by 30%
760321	Wolf	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 3%. Can be stacked up to 10 times. The fewer allies around, the more times it can be stacked.
760322	Wolf	2	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 4.5%. Can be stacked up to 10 times. The fewer allies around, the more times it can be stacked.
760323	Wolf	3	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 6%. Can be stacked up to 10 times. The fewer allies around, the more times it can be stacked.
760331	Commd	1	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 3%. Can be stacked up to 10 times. The more allies around, the more times it can be stacked.
760332	Commd	2	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 4.5%. Can be stacked up to 10 times. The more allies around, the more times it can be stacked.
760333	Commd	3	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 6%. Can be stacked up to 10 times. The more allies around, the more times it can be stacked.
760341	Pen.	1	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Reduces 3% of the target's Extra DMG Reduction when dealing DMG. Can be stacked up to 10 times. Each stack lasts 10s.
760342	Pen.	2	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Reduces 4% of the target's Extra DMG Reduction when dealing DMG. Can be stacked up to 10 times. Each stack lasts 10s.
760343	Pen.	3	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Reduces 5% of the target's Extra DMG Reduction when dealing DMG. Can be stacked up to 10 times. Each stack lasts 10s.
760351	LtShd	1	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15-25% chance to unleash a lightning strike at the attacker's location, dealing 20% Lightning DMG. 3s cooldown. The farther from the target, the higher chance it will be triggered.
760352	LtShd	2	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15-25% chance to unleash a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. The farther from the target, the higher chance it will be triggered.
760353	LtShd	3	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15-25% chance to unleash a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown. The farther from the target, the higher chance it will be triggered.
760361	Wave	1	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates shock waves that repel nearby enemies when getting up from the ground.
760371	Mine	1	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
760372	Mine	2	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 20% Physical DMG on the target.
760373	Mine	3	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 25% Physical DMG on the target.
760381	Stl	1	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Enter Stealth after 5 seconds. Taking damage will break Stealth and you can't enter Stealth within 3 seconds.
760382	Stl	2	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Enter Stealth after 3 seconds. Taking damage will break Stealth and you can't enter Stealth within 3 seconds.
760383	Stl	3	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Enter Stealth after 1 seconds. Taking damage will break Stealth and you can't enter Stealth within 3 seconds.
760391	Flash	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When being far away from the target, teleports to a spot nearby. Has a cooldown of 8-10 seconds. The further the teleport distance is, the shorter the cooldown becomes. 
760392	Flash	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When being far away from the target, teleports to a spot nearby. Has a cooldown of 7-9 seconds. The further the teleport distance is, the shorter the cooldown becomes.
760393	Flash	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When being far away from the target, teleports to a spot nearby. Has a cooldown of 6-8 seconds. The further the teleport distance is, the shorter the cooldown becomes.
760394	Tele	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleport away when close to the target. Has a cooldown of 8 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldown are calculated separately.
760395	Tele	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleport away when close to the target. Has a cooldown of 7 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.
760396	Tele	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleport away when close to the target. Has a cooldown of 6 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.
760401	Div	1	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Upon death, summons two identical replicas that inherit its 30% ATK and DEF
760402	Div	2	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Upon death, summons two identical replicas that inherit its 60% ATK and DEF
760403	Div	3	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Upon death, summons two identical replicas that inherit its 100% ATK and DEF
760411	BHole	1	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Deploys a black hole with weak power at own position at intervals.
760412	BHole	2	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Deploys a black hole with normal power at own location at intervals.
760413	BHole	3	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Deploys a black hole with strong power in own location at intervals.
760421	Ray	1	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	Fires lasers that deal 3% Physical DMG in eight directions at intervals.
760422	Ray	2	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	Fires lasers that deal 4% Physical DMG in eight directions at intervals.
760423	Ray	3	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	Fires lasers that deal 5% Physical DMG in eight directions at intervals.
760431	Flame	1	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 10% Fire DMG and have a 10% of chance to inflict Burn, dealing 10% of Fire DMG per second for 3s.
760432	Flame	2	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 15% Fire DMG and have a 15% of chance to inflict Burn, dealing 15% of Fire DMG per second for 3s.
760433	Flame	3	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 20% Fire DMG and have a 20% of chance to inflict Burn, dealing 20% of Fire DMG per second for 3s.
760451	Freez	1	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks deal an additional 10% Ice DMG and reduce 15% of targets' Movement Speed. Have a 10% chance to inflict Freeze that lasts 0.3s.
760452	Freez	2	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks deal an additional 15% Ice DMG and reduce 20% of targets' Movement Speed. Have a 15% chance to inflict Freeze that lasts 0.5s.
760453	Freez	3	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks deal an additional 20% Ice DMG and reduce 25% of targets' Movement Speed. Have a 20% chance to inflict Freeze that lasts 0.7s.
760471	Dark	1	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 10% Dark DMG. Have a 10% chance to inflict Stun that lasts 0.5s and deal an additional 10% Dark DMG.
760472	Dark	2	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 15% Dark DMG. Have a 15% chance to inflict Stun that lasts 0.7s and deal an additional 15% Dark DMG.
760473	Dark	3	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 20% Dark DMG. Have a 20% chance to inflict Stun that lasts 0.9s and deal an additional 20% Dark DMG.
760491	TClap	1	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 10% Lightning DMG. Have a 10% chance to inflict Lightning Lure and call down a lightning strike at the target's location every 1.5s. Lasts 1.5s.
760492	TClap	2	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 15% Lightning DMG. Have a 15% chance to inflict Lightning Lure and call down a lightning strike at the target's location every 1.5s. Lasts 3s.
760493	TClap	3	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 20% Lightning DMG. Have a 20% chance to inflict Lightning Lure and call down a lightning strike at the target's location every 1.5s. Lasts 4.5s.
760601	Icle	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Shoots an icicle that tracks the enemy, dealing 5% Ice DMG on contact. The farther from the target, the faster the icicle moves.
760602	Icle	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Shoots an icicle that tracks the enemy, dealing 10% Ice DMG on contact. The farther from the target, the faster the icicle moves.
760603	Icle	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Shoots an icicle that tracks the enemy, dealing 15% Ice DMG on contact. The farther from the target, the faster the icicle moves.
760630	Heal↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	When dealing DMG, the healing received by the target is reduced by 30% for 3s.
760631	Heal↓	2	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	When dealing DMG, the healing received by the target is reduced by 45% for 4s.
760632	Heal↓	3	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	When dealing DMG, the healing received by the target is reduced by 60% for 5s.
760640	Heal×	1	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Prevents the target from receiving any healing at intervals for 3s.
760641	Heal×	2	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Prevents the target from receiving any healing at intervals for 4s.
760642	Heal×	3	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Prevents the target from receiving any healing at intervals for 5s.
760650	Prisn	1	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks any targets from leaving or entering the barrier. Lasts 3s. 15s cooldown.
760651	Prisn	2	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks any targets from leaving or entering the barrier. Lasts 4s. 16s cooldown.
760652	Prisn	3	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks any targets from leaving or entering the barrier. Lasts 5s. 17s cooldown.
760670	Invde	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 3s.
760671	Invde	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 4s.
760672	Invde	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 5s.
760690	BFire	1	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generates an energy shield that deals 15% Physical DMG to the attackers. Lasts 3s. 16s cooldown.
760691	BFire	2	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generates an energy shield that deals 25% Physical DMG to the attackers. Lasts 4s. 17s cooldown.
760692	BFire	3	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generates an energy shield that deals 35% Physical DMG to the attackers. Lasts 5s. 18s cooldown.
761123	PRes↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 40%
761124	FRes↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 40%
761125	LRes↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 40%
761126	IRes↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 40%
761127	DRes↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 40%
761190	PRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical resistance -40%
761191	FRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire stats resistance -40%
761192	LRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning stats resistance -40%
761193	IRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice stats resistance -40%
761194	DRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark stats resistance -40%
761205	PRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 20%
761206	FRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	Fire Resistance increases by 20%
761207	LRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	Lightning Resistance increases by 20%
761208	IRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	Ice Resistance increases by 20%
761209	DRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	Dark Resistance increases by 20%
761220	Melee↑	1	Assets/Product/Texture/Image/IconAffix/AffixIconDuili1.png	Extra DMG Reduction decreases by 40% within 3m of you
761223	Des	1	Assets/Product/Texture/Image/IconAffix/AffixIconSuming1.png	Extra DMG Reduction decreases by 30% when taking DMG from Kamui
761226	Opp	1	Assets/Product/Texture/Image/IconAffix/AffixIconDuili2.png	Extra DMG Reduction will be decreased when taking DMG from Rosetta
761229	FArmor	1	Assets/Product/Texture/Image/IconAffix/AffixIconRongjia1.png	Extra DMG Reduction decreases by 50% when taking DMG from Tank Omniframes.
776365	Injured	1	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Due to past experience and the demand for camouflage, Lamia's defense ability is also her fatal flaw. While camouflaged, Lamia will take increased DMG from Basic Attacks and Signature Moves.
761232	Frail	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerwuli.png	Cannot resist physical impacts after the structure is weakened. Physical DMG received is increased significantly.
761233	Combustible	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerhuo.png	Easily ignited by high temperatures and causes huge explosions. Fire DMG received is increased significantly.
761234	Electrode	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerlei.png	Electric shocks will overload the circuits and thus cause paralysis. Lightning DMG received is increased significantly.
761235	Frost	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerbing.png	The phenomenon of freezing expansion will occur at low temperatures. Ice DMG received is increased significantly.
761236	Corrosion	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPoweran.png	The internal structure has been corroded by excessively stored radiant energy. Dark DMG received is increased significantly.
762401	Break	1	Assets/Product/Texture/Image/IconAffix/AffixIconSuijia.png	Physical Resistance decreases by 20%
762402	Break	2	Assets/Product/Texture/Image/IconAffix/AffixIconSuijia.png	Physical Resistance decreases by 35%
762403	Break	3	Assets/Product/Texture/Image/IconAffix/AffixIconSuijia.png	Physical Resistance decreases by 50%
762404	FRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconYiran.png	Fire Resistance decreases by 20%
762405	FRes-	2	Assets/Product/Texture/Image/IconAffix/AffixIconYiran.png	Fire Resistance decreases by 35%
