Id	GroupId	Order	Name	Desc	Author	Bg	SpineBg	LockBg	UnLockTime	Condition	IsShowRedPoint	BgWidth	BgHigh	BgOffSetX	BgOffSetY
101023	1	23	Pray	The folks prayed to a certain being that they would find peace at the end of their journeys.		Assets/Product/Texture/Image/BgCg/Cg1001_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101001	0	1280	720	0	0
101024	1	24	Uninvited Guest	The stained glass windows break. In comes several uninvited guests.		Assets/Product/Texture/Image/BgCg/Cg1001_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101003	0	1280	720	0	0
101025	1	25	Omen	Golden Apple System, activate!		Assets/Product/Texture/Image/BgCg/Cg1001_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101006	0	1280	720	0	0
101026	1	26	Hitchhike	An empty station.		Assets/Product/Texture/Image/BgCg/Cg1001_7.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101007	0	1280	720	0	0
101027	1	27	Curtains Falling	This arrow marks your terminal station.		Assets/Product/Texture/Image/BgCg/Cg1001_6.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101011	0	1280	720	0	0
101028	1	28	Final Shot	The Heterozygote roars, attempting to defy death.		Assets/Product/Texture/Image/BgCg/Cg1001_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101012	0	1280	720	0	0
101029	1	29	Night Market	Buy? Buy...?		Assets/Product/Texture/Image/BgCg/Cg1101_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101104	0	1280	720	0	0
101030	1	30	Cargo	Looks like the goods are here.		Assets/Product/Texture/Image/BgCg/Cg1101_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101106	0	1280	720	0	0
101031	1	31	Entry	Please stay quiet so you don't blow our cover.		Assets/Product/Texture/Image/BgCg/Cg1101_6.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101108	0	1280	720	0	0
101032	1	32	Stage	One of an eastward demureness, and one of a westward elegance.		Assets/Product/Texture/Image/BgCg/Cg1101_7.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101108	0	1280	720	0	0
101033	1	33	Cross	Same targets. Different paths.		Assets/Product/Texture/Image/BgUi/BgFightLoading16.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101108	0	1920	1080	0	0
101034	1	34	Freedom	I don't understand love. I am the one who deprived you of your freedom, who always controlled you...		Assets/Product/Texture/Image/BgCg/Cg1101_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101111	0	1280	720	0	0
101035	1	35	Kowloong	The ship drifts. Everyone trains their sights upon the sea's surface, an azure painting glittering under the morning sun.		Assets/Product/Texture/Image/BgCg/Cg1101_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101112	0	1280	720	0	0
101036	1	36	Rejection	The crew weren't welcomed, but rejected instead.		Assets/Product/Texture/Image/BgCg/Cg1201_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101202	0	1280	720	0	0
101037	1	37	Smile	War was imminent. Gray Raven made a promise.		Assets/Product/Texture/Image/BgCg/Cg1201_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101209	0	1280	720	0	0
101038	1	38	Hope	It was over... For now.		Assets/Product/Texture/Image/BgCg/Cg1201_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101225	0	1280	720	0	0
101039	1	39	Let's go	Gray Ravens, attention, move out.		Assets/Product/Texture/Image/BgCg/Cg1601_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		601011	0	1280	720	0	0
101040	1	40	Red Tide	It smells like blood just starting to rot.		Assets/Product/Texture/Image/BgCg/Cg1601_7.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		602004	0	1280	720	0	0
101041	1	41	Disappointment	It's a disappointed last remaining card.		Assets/Product/Texture/Image/BgCg/Cg1601_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		603903	0	1280	720	0	0
101042	1	42	Answers	All of this is for the Ascension-Network.		Assets/Product/Texture/Image/BgCg/Cg1601_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		603008	0	1280	720	0	0
101043	1	43	Battle for Destiny	It's just a battle for destiny that no one else can involve in.		Assets/Product/Texture/Image/BgCg/Cg1601_6.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		603016	0	1280	720	0	0
101044	1	44	Pterygota Queen	Does it come across as submissive or threatening, perhaps neither...		Assets/Product/Texture/Image/BgCg/Cg1601_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		604006	0	1280	720	0	0
101045	1	45	Perfectionism	He smiles with great interest and looks closely at the person in front of him.		Assets/Product/Texture/Image/BgCg/Cg1901_6.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101408	0	1280	720	0	0
101046	1	46	Pilotage	It's a warm light.		Assets/Product/Texture/Image/BgCg/Cg1901_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101411	0	1280	720	0	0
101047	1	47	Starry Sky	Sorry, I'm late.		Assets/Product/Texture/Image/BgCg/Cg1901_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101415	0	1280	720	0	0
101048	1	48	Atlantis	The shadow looms larger and larger. Before you realize it, you are already gasping in awe.		Assets/Product/Texture/Image/BgStory/Bgstory392.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101503	0	1280	720	0	0
101049	1	49	Zero-Point Reactor	The silhouette of the zero-point reactor emerges from the dark like a seamount forged with metal.		Assets/Product/Texture/Image/BgCg/Cg2101_7.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101513	0	1280	720	0	0
101050	1	50	The Last Human	I'm glad to have you as my colleagues. It's an honor working with you all.		Assets/Product/Texture/Image/BgCg/Cg2101_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101515	0	1280	720	0	0
101051	1	51	Valkyrie	Lamia draws her twinblade, the edges of the curved blades looking like the arcs of comets flying across the night sky.		Assets/Product/Texture/Image/BgCg/Cg2101_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101516	0	1280	720	0	0
101052	1	52	Phantom in the Glare	Showered in sunlight, Vera walks up, her eyes opened wide, looking directly at the sun.		Assets/Product/Texture/Image/BgCg/Cg2101_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101517	0	1280	720	0	0
101053	1	53	Arrival	Their gaze pierces through the crowd and extends toward the species you belong to—humanity.		Assets/Product/Texture/Image/BgCg/Cg2201_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101610	0	1280	720	0	0
101054	1	54	Death of Humankind	They are saying something to you, but you cannot hear it now.		Assets/Product/Texture/Image/BgCg/Cg2201_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101613	0	1280	720	0	0
101055	1	55	Silent Scream	Can we really fix this now...?		Assets/Product/Texture/Image/BgCg/Cg2201_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101614	0	1280	720	0	0
101056	1	56	Sing Instead of Crying	Life is like a round lake that you and I just happen to walk by.		Assets/Product/Texture/Image/BgCg/Cg2301_6.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101705	0	1280	720	0	0
101057	1	57	List	There will be hope.		Assets/Product/Texture/Image/BgCg/Cg2301_9.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101705	0	1280	720	0	0
101058	1	58	Helplessness	The exit to freedom is so close yet so far for those trapped here to reach.		Assets/Product/Texture/Image/BgCg/Cg2301_12.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101710	0	1280	720	0	0
101059	1	59	New Life	Cosette... I think it's a great name.		Assets/Product/Texture/Image/BgCg/Cg2301_8.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101711	0	1280	720	0	0
101060	1	60	Ticket to the Future	...Until next time, kind stranger.		Assets/Product/Texture/Image/BgCg/Cg2301_7.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101716	0	1280	720	0	0
101061	1	61	Or Farewell	But still... at this moment...		Assets/Product/Texture/Image/BgCg/Cg2301_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101723	0	1280	720	0	0
101062	1	62	Evernight Hope	Stepping on the stairs of light, the girl declares a war against the evernight.		Assets/Product/Texture/Image/BgCg/Cg2301_4.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101724	0	1280	720	0	0
101063	1	63	Far Wail	Don't worry... There is nothing to be afraid of anymore.		Assets/Product/Texture/Image/BgCg/Cg2301_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101724	0	1280	720	0	0
101064	1	64	Nanami's Masterpiece!	A piece of work that Nanami is proud of. They'd be more like humans if the snow were warm.		Assets/Product/Texture/Image/BgCg/Cg2601_05.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101803	0	1280	720	0	0
101065	1	65	Who Are You?	Stranger walking in the Ever-Winter... Why do you look familiar to me?		Assets/Product/Texture/Image/BgCg/Cg2601_09.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101804	0	1280	720	0	0
101066	1	66	Reunion in the War	You are the key to everything, Sage.		Assets/Product/Texture/Image/BgCg/Cg2601_02.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101807	0	1280	720	0	0
101067	1	67	Prison of Being Alive	When life is imprisoned, freedom becomes luxury.		Assets/Product/Texture/Image/BgCg/Cg2601_03.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101811	0	1280	720	0	0
101068	1	68	Future Reconstructed	Calculate, reconstruct, again and again... No matter how many times it takes, Nanami will never give up looking.		Assets/Product/Texture/Image/BgCg/Cg2601_01.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101814	0	1280	720	0	0
101069	1	69	About Her and Humanity	Why did they create? What was she created for? Why does she exist? What is the purpose of her existence? There could be numerous answers, but in reality there is only one answer.		Assets/Product/Texture/Image/BgCg/Cg2601_10.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101818	0	1280	720	0	0
101070	1	70	Fleeting Encounter	Beyond time and calculations, the two worlds meet when their fingertips touch.		Assets/Product/Texture/Image/BgCg/Cg2601_06.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101820	0	1280	720	0	0
101071	1	71	Her Final Goodbye	Goodbye... Don't forget Nanami.		Assets/Product/Texture/Image/BgCg/Cg2601_08.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84101821	0	1280	720	0	0
101072	1	72	Luna	Luna just looks at everyone present faintly and remains silent.		Assets/Product/Texture/Image/BgCg/Cg2801_01.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102004	0	1280	720	0	0
101073	1	73	Massive Explosion	Everything beautiful in this world began with a bang.		Assets/Product/Texture/Image/BgCg/Cg2801_07.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102005	0	1280	720	0	0
101074	1	74	Ghost	Souls long buried tell no tales. They can only outstretch their unwilling hands to the living.		Assets/Product/Texture/Image/BgCg/Cg2801_05.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102011	0	1280	720	0	0
101075	1	75	Debate	We mustn't compromise with sacrifice. So long as we survive, there will always be hope.		Assets/Product/Texture/Image/BgCg/Cg2801_06.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102014	0	1280	720	0	0
101076	1	76	Against the Grain	Walking against the grain to their respective battlefield, fighting for the same victory.		Assets/Product/Texture/Image/BgCg/Cg2801_08.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102017	0	1280	720	0	0
101077	1	77	Scire	She wants to destroy the "hope" in front of her in order to shine the light of dawn on everyone.		Assets/Product/Texture/Image/BgCg/Cg2801_04.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102020	0	1280	720	0	0
101078	1	78	Phantom Tracer	The shadow of the past appears before her eyes once again.		Assets/Product/Texture/Image/BgCg/Cg3001_09.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102202	0	1280	720	0	0
101079	1	79	Laugh at Me	Feel free to mock me if I become a Corrupted one day. Loudly.		Assets/Product/Texture/Image/BgCg/Cg3001_07.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102205	0	1280	720	0	0
101080	1	80	Falling... in Silence	She falls slowly and silently deep into the sea.		Assets/Product/Texture/Image/BgCg/Cg3001_01.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102207	0	1280	720	0	0
101081	1	81	Waiting to Die	How many times... have I come back to life?		Assets/Product/Texture/Image/BgCg/Cg3001_03.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102207	0	1280	720	0	0
101082	1	82	Group Photo	The first and last group photo.		Assets/Product/Texture/Image/BgCg/Cg3001_13.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102209	0	1280	720	0	0
101083	1	83	Go, Go, Go!	Even the most powerless hands can take fate by its throat.		Assets/Product/Texture/Image/BgCg/Cg3001_11.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102210	0	1280	720	0	0
101084	1	84	Her Marks	Light trickles into the Phantom Tracer.		Assets/Product/Texture/Image/BgCg/Cg3001_08.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102213	0	1280	720	0	0
101085	1	85	Return	Mission accomplished. Let's go.		Assets/Product/Texture/Image/BgCg/Cg3001_10.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102214	0	1280	720	0	0
101086	1	86	A Silent Oath	He made an oath to himself in silence.		Assets/Product/Texture/Image/BgCg/Cg3201_12.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102469	0	1280	720	0	0
101087	1	87	Silence	Only silence flows in the air.		Assets/Product/Texture/Image/BgCg/Cg3201_06.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102472	0	1280	720	0	0
101088	1	88	The Gate	A crimson fog clouds over his eyes as the views from Lee's Deep M.I.N.D. cross over into reality, blurring his perception of time.		Assets/Product/Texture/Image/BgCg/Cg3201_11.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102473	0	1280	720	0	0
101089	1	89	Calamity Descending	The tower of calamity pierces through the sky.		Assets/Product/Texture/Image/BgCg/Cg3201_14.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102476	0	1280	720	0	0
101090	1	90	Critical Moment	He can't waste any more time here.		Assets/Product/Texture/Image/BgCg/Cg3201_13.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102479	0	1280	720	0	0
101091	1	91	Gaze From Higher Dimensions	For the first time, humans have their hand on that unopened door.		Assets/Product/Texture/Image/BgCg/Cg3201_05.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102480	0	1280	720	0	0
101092	1	92	A Gaze Into The Unknown Realm	The creature who knocked on the door stares into those eyes.		Assets/Product/Texture/Image/BgCg/Cg3201_08.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102452	0	1280	720	0	0
101093	1	93	So Close, Yet So Far	They walked past each other.		Assets/Product/Texture/Image/BgCg/Cg3201_16.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102457	0	1280	720	0	0
101094	1	94	Calamity's End	Everything has calmed down.		Assets/Product/Texture/Image/BgCg/Cg3201_15.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102484	0	1280	720	0	0
101095	1	95	"I'm back."	He has finally returned.		Assets/Product/Texture/Image/BgCg/Cg3201_02.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102484	0	1280	720	0	0
101096	1	96	Young Lady From the WGAA	This world is her canvas.		Assets/Product/Texture/Image/BgCg/Cg3301_05.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102505	0	1280	720	0	0
101097	1	97	True Self in the Mirror	Each mirror reflects a helpless and confused self.		Assets/Product/Texture/Image/BgCg/Cg3301_09.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102506	0	1280	720	0	0
101098	1	98	Urban Expedition	Hospitable welcome from Constellia.		Assets/Product/Texture/Image/BgCg/Cg3301_03.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102507	0	1280	720	0	0
101099	1	99	Paint Your Inner Self	Go to be a "fool" chasing dreams!		Assets/Product/Texture/Image/BgCg/Cg3301_08.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102519	0	1280	720	0	0
101100	1	100	Phantom of the Past	Never be shackled by the ghost from your past.		Assets/Product/Texture/Image/BgCg/Cg3301_07.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102521	0	1280	720	0	0
101101	1	101	Awaken	The apparition has broken free from the cage.		Assets/Product/Texture/Image/BgCg/Cg3301_02.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102526	0	1280	720	0	0
101102	1	102	"Knight" and "Poet"	At this moment, the wanderer finally stopped.		Assets/Product/Texture/Image/BgCg/Cg3301_10.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102527	0	1280	720	0	0
101103	1	103	Lunar Rainbow	A rainbow in the starry sky.		Assets/Product/Texture/Image/BgCg/Cg3301_11.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102528	0	1280	720	0	0
101104	1	104	Her Response	She'll create a drawing titled "future."		Assets/Product/Texture/Image/BgCg/Cg3301_06.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102529	0	1280	720	0	0
101105	1	105	First Steps	The two of them have taken their first steps.		Assets/Product/Texture/Image/BgCg/Cg3301_01.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84102529	0	1280	720	0	0
102001	2	1	Tifa	Good work, Tifa.		Assets/Product/Texture/Image/BgCg/Cg215_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84200203	0	1280	720	0	0
102002	2	2	Vanguard	Let's end it all!		Assets/Product/Texture/Image/BgCg/Cg1101_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201105	0	1280	720	0	0
102003	2	3	Gold & Centaur	We all know how to win a losing battle.		Assets/Product/Texture/Image/BgCg/Cg1201_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201203	0	1280	720	0	0
102004	2	4	Martyrdom	Did he fall victim to his own beliefs on the path he chose?		Assets/Product/Texture/Image/BgCg/Cg1901_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201406	0	1280	720	0	0
102005	2	5	Dumbness	Now you are no longer confused and weak.		Assets/Product/Texture/Image/BgCg/Cg1901_5.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201408	0	1280	720	0	0
102006	2	6	Orphan of Science	Her mother's name is Lybia. Let's just call her Lamia then.		Assets/Product/Texture/Image/BgCg/Cg2101_2.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201501	0	1280	720	0	0
102007	2	7	Weigh Anchor	We have decided to send you into the outer sea.		Assets/Product/Texture/Image/BgCg/Cg2101_1.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201507	0	1280	720	0	0
102008	2	8	The Last Serum	This time, the human also reaches out with a strong desire to live, but he is asking him to save others instead.		Assets/Product/Texture/Image/BgCg/Cg2201_3.jpg		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84201610	0	1280	720	0	0
103001	3	1	Trespassers	Where did these two little girls come from...?		Assets/Product/Texture/Image/BgCg/Cgqz105.png		Assets/Product/Texture/Image/UiArchiveStoryBanner/ArchiveStoryBannerr00.png		84301002	0	1280	720	0	0
