Id	EquipId	Order	Type	Title	Text	Condition
202600511	2026005	1	1	Data	Forged with special multi-layer techniques, this extremely sophisticated weapon has a 0.9m blade length. Its color changes with temperature, and will display a light crimson wavy pattern under extreme circumstances.	810000
202600521	2026005	1	2	Story	The wounds left by this blade never bleed, for blood has been frozen the moment when the wounds are cut. Its victim dies without even realizing they have been killed.	810004
203200111	2032001	1	1	Data I	A generic wireless remote weapon.	810000
203200112	2032001	2	1	Data II	Basic levitating attack devices. Easy for new Construct members to pick up.	810000
203200121	2032001	1	2	Story	A standard Levi-Gun for the Constructs who are skilled at controlling it.	810000
203300111	2033001	1	1	Data I	A semi-automatic levitating weapon controlled by the mind.	810000
203300112	2033001	2	1	Data II	Levitating attack devices with partially autonomous AI, reducing the burden on the user.	810000
203300121	2033001	1	2	Story	A mass-produced Levi-Gun that you couldn't ask for more.\n—Weapon Designer Z	810000
203400111	2034001	1	1	Data I	It is said that this Levi-Gun was based on a certain carnivorous fish.	810000
203400112	2034001	2	1	Data II	Equipped with a new mobility module, it is able to operate freely on the battlefield, delivering devastating firepower. Has been known to get out of control on rare occasions.	810000
203400121	2034001	1	2	Story	I'm more curious about the fish it was made of than its performance.\n—Weapon Designer Z	810000
203500111	2035001	1	1	Data I	Equipped with a test-type attitude control device, its stability has been brought up to a new level.	810000
203500112	2035001	2	1	Data II	It is a fully independent, stand-alone weapon platform that is even capable of forming emotional attachment with the user over time.	810000
203500121	2035001	1	2	Story	A test-type weapon for Type Zero. It has played its role in the research for enhancing the energy out.\n—Weapon Designer Z	810000
203600111	2036001	1	1	Data I	Type Zero has a high level of stability with its newest attitude control device. To enhance its high-energy laser output, its barrel has been replaced by a slenderer one.	810000
203600112	2036001	2	1	Data II	Its mobility is the price of stability enhancement, yet its power is of the highest level without a doubt.	810002
203600121	2036001	1	2	Story	Only a few Levi-Guns have higher energy output than Type Zero. Achieving unmatched power is the reason why it was created.	810004
203600211	2036002	1	1	Data I	Benediction is able to shoot high-energy electric arcs at the enemies. Its energy can be recharged via the solar ring collectors on both sides. Practically a bottomless battery as long as there is light.	810000
203600212	2036002	2	1	Data II	Its attack accuracy is enhanced at a slight loss of power. A great weapon for one-against-many battles.	810002
203600221	2036002	1	2	Story	The energy recharge had been a technological bottleneck for the Levi-Gun until the birth of Benediction. A short charging time is all it needs for long endurance.\n—Weapon Designer Z	810004
203600311	2036003	1	1	Data I	With an electromagnetic restraint device, Dragon Wind will stay by the user's side. It absorbs the air with its filter absorber on the tail, compresses it inside the barrel, and finally, shoots it at the enemies.	810000
203600312	2036003	2	1	Data II	Its performance is every bit worthy of the grandiose name.	810002
203600321	2036003	1	2	Story	Adjustable output for the user... Clever. At minimum output, it basically functions as a fan. Is that the true reason why "I" made this weapon?\n—Weapon Designer N	810004
204300111	2043001	1	1	Data I	A general bow provided in the archery ranges.	810000
204300112	2043001	2	1	Data II	Composite bow for practice, designed to be handled by beginners.	810000
204300121	2043001	1	2	Story	A mass-produced practice bow that you couldn't ask for more.\n—Weapon Designer Z	810000
204400111	2044001	1	1	Data I	With a pulley added to it, the user can pull the bowstring effortlessly.	810000
204400112	2044001	2	1	Data II	Pulley-assisted composite bow, with firepower comparable to firearms.	810000
204400121	2044001	1	2	Story	Pulley Bow is easy to use and carry around.\n—Weapon Designer Z	810000
204500111	2045001	1	1	Data I	With a 36" axle-to-axle length, Falcon E-3320 is easy to carry and has a good level of accuracy. A 7.6" brace height makes it not difficult to use. A good weapon for the beginner.	810000
204500112	2045001	2	1	Data II	After the first batch was launched, its production was halted due to ■■■.	810000
204500121	2045001	1	2	Story	The newest composite bow produced by Falcon Industries. It is a fairly good weapon, but its value as a collection is much higher.\n—Weapon Designer Z	810000
204600111	2046001	1	1	Data I	With a 39" axle-to-axle length, Ramiel boasts high stability as well as accuracy. The special reagent equipped on its bow limb enables the arrow to corrode its target's armor for further damage.	810000
204600112	2046001	2	1	Data II	Named after the fallen angel, it ensures a kill regardless of the environment.	810002
204600121	2046001	1	2	Story	Ramiel is the perfect bow in blitzes or long-running operations. That dumbo "I" keeps adding weird stuff to his weapon designs as usual.\n—Weapon Designer Z	810004
204600211	2046002	1	1	Data	In order to enhance Tonitrus' electrical conductivity, some special materials have been added to it during the production. Coupled with its resistance to electricity and high temperature, it can adapt to nearly all harsh environments on earth.	810000
204600221	2046002	1	2	Story	Comes out good as new even if you chuck it inside a thunderstorm. (Tested) Bianca can be rest assured that her weapon will never break down again.\n—Weapon Designer I	810004
205300111	2053001	1	1	Data I	A common chainsaw used in the heavy industry.	810000
205300112	2053001	2	1	Data II	A common tool that can also be used as a weapon.	810000
205300121	2053001	1	2	Story	A mass-produced chainsaw that you couldn't ask for more.\n—Weapon Designer Z	810000
205400111	2054001	1	1	Data I	Designed for outdoor operations. While in use, it will let out a lot of heat and noises.	810000
205400112	2054001	2	1	Data II	A massive chainsaw that runs on gasoline. Takes a lot time to rev it up.	810000
205400121	2054001	1	2	Story	Why couldn't "I" make this thing quieter?.I can't always be the one to pick up the slack, right?\n—Weapon Designer N	810000
205500111	2055001	1	1	Data I	A wind-powered chainsaw that ensures security and mobility when being wielded.	810000
205500112	2055001	2	1	Data II	The first generation of chainsaws developed specifically as a weapon. Named after the sparks it created during testing.	810000
205500121	2055001	1	2	Story	It cuts its target in a matter of seconds, just like what its name indicates.\n—Weapon Designer Z	810000
205600111	2056001	1	1	Data I	A chainsaw forcefully combined with different kinds of industrial parts. When it is activated, it will let out loud roars like the legendary monster Chimera.	810000
205600112	2056001	2	1	Data II	A chainsaw with a slightly bizarre appearance, though it does not affect its performance.	810002
205600121	2056001	1	2	Story	The one who created this chainsaw is either a genius or a lunatic.\n Weapon Designer Z	810004
205600211	2056002	1	1	Data	A hydraulic chainsaw with accelerating chains. Its special reagents will increase the saw blade's temperature to diminish the target's fire resistance.	810000
205600221	2056002	1	2	Story	Ohohohoho, spin fast like the wind, little one! Now, let's spice it up some MORE with FIRE and EXPLOSIONS!\n—The GREAT Na☆na☆mi Sama!	810004
206300111	2063001	1	1	Data I	An ordinary greatsword with an ordinary name.	810000
206300112	2063001	2	1	Data II	Common greatsword for Construct use. Heavy and unwieldy.	810000
206300121	2063001	1	2	Story	A mass-produced greatsword that you couldn't ask for more.\n—Weapon Designer Z	810000
206400111	2064001	1	1	Data I	A quality greatsword that can deal heavy damage to an enemy.	810000
206400112	2064001	2	1	Data II	Greatsword with long reach and strong defensive capability.	810000
206400121	2064001	1	2	Story	This greatsword is designed for riot suppression. Its blade is not sharp. A weapon that has a quite long history.\n—Weapon Designer Z	810000
206500111	2065001	1	1	Data I	Equipped with a mini shooter, it can unleash a wave of energy produced when being swung.	810000
206500112	2065001	2	1	Data II	It is able to fire shockwaves when its internal energy tank is filled.	810000
206500121	2065001	1	2	Story	This is made for the Constructs with bottomless stamina. Z's Kuji no Sada must have cribbed my design idea!\n—Weapon Designer N	810000
206505011	2065050	1	1	Data	A greatsword that resembles a Christmas tree. The Star of Bethlehem is stuck tightly on the tip, so tight that not even a fierce swing can shake it off. The blade is not sharp, but its bulk makes it a deadly weapon.	810000
206505021	2065050	1	2	Story	A festive weapon for festive events. I should have added a music player to it.\n—Weapon Designer I	810000
206600111	2066001	1	1	Data I	A greatsword that can take on the most zealous enemies by virtue of its firmness, length, and girth. Equipped with an impact-absorption device, it can even convert explosive impact into its own energy.	810000
206600112	2066001	2	1	Data II	Originally given a different name, it was renamed by Kamui after he took a liking to it.	810002
206600121	2066001	1	2	Story	Behold blessed perfection. The only issue is that it is perhaps too big to be called a sword. Big Kamui is not something most Constructs can handle.\n—Weapon Designer Z	810004
206600211	2066002	1	1	Data I	It is infused with radioactive elements that will inflict penetrating damage on the enemies and corrode the wielder at the same time. Therefore, only Constructs with corresponding resistance are recommended to use this greatsword.	810000
206600212	2066002	2	1	Data II	It is modified from the weapon of a corrupted Construct.	810002
206600221	2066002	1	2	Story	I heard that this lad in Strike Hawk has pretty good radioresistance. Haha, let's get this guy to use my baby.\nWeapon Designer I	810004
207300111	2073001	1	1	Data I	Low-cost and simple. It is a practical bazooka for a one-man army.	810000
207300112	2073001	2	1	Data II	Bazooka for Construct use. Can be used as a blunt weapon when out of ammo.	810000
207300121	2073001	1	2	Story	A mass-produced bazooka that you couldn't ask for more.\n—Weapon Designer Z	810000
207400111	2074001	1	1	Data I	It has a higher level of accuracy and its projectiles can deal greater damage.	810000
207400112	2074001	2	1	Data II	The barrel will rotate when firing a projectile.	810000
207400121	2074001	1	2	Story	Enhanced bazooka with a comprehensive boost in performance.\n——Weapon Designer Z	810000
207500111	2075001	1	1	Data I	With a higher energy output level, it boasts a faster rate of fire and greater power.	810000
207500112	2075001	2	1	Data II	Prototype cannon equipped with an internal reactor. Be careful of overheating.	810000
207500121	2075001	1	2	Story	It fires projectiles like a volcanic eruption. Coupled with its high portability, the price-performance ratio is unrivaled.\n—Weapon Designer Z	810000
207500211	2075002	1	1	Data	Its design is inspired by firecrackers. The firecrackers on the tail can be loaded into the barrel as a projectile. It has a several second downtime after every shot.	810000
207500221	2075002	1	2	Story	It is not merely a toy for celebration. Based on my calculation, it can destroy the CIC's holographic screen with only one shot.\n—Weapon Designer I	810000
207600111	2076001	1	1	Data I	Berserk Fusion uses shaped charges that can penetrate the enemy's armor with ease. The regulator on the tail can alter the shell's detonation initiation to achieve the most effective damage against the enemy. Some mechanical parts that should not appear on a bazooka have been forcefully installed in it—in an apologetically restrained manner.	810000
207600112	2076001	2	1	Data II	Though restrained, the inane amount of extra modules still makes this weapon scream death.	810002
207600121	2076001	1	2	Story	This method of weapon modding feels familiar...\n—Weapon Designer Z	810004
207600211	2076002	1	1	Data I	With high thrusting power, exhaust velocity, and thrust-to-weight ratio, it can produce thermal energy that can toast even the toughest of the Corrupted.	810000
207600212	2076002	2	1	Data II	It can fire flames like a dragon's breath at its maximum output level.	810002
207600221	2076002	1	2	Story	It has sacrificed its effective range for the unsurpassed power. In no way am I going to stand before it.\n—Weapon Designer N	810004
208300112	2083001	2	1	Data I	A common dagger that has nothing to write home about.	810000
208300111	2083001	1	1	Data II	Simple and easy to use.	810000
208300121	2083001	1	2	Story	A mass-produced dagger that you couldn't ask for more.\n—Weapon Designer Z	810000
208400111	2084001	1	1	Data I	An extremely sharp dagger that can cut through nearly all substances in this world.	810000
208400112	2084001	2	1	Data II	The special layer of coating makes this weapon non-reflective.	810000
208400121	2084001	1	2	Story	Since it does not reflect light, it is an ideal weapon for an assassin.\n—Weapon Designer Z	810000
208500111	2085001	1	1	Data I	Even though it is forged with a special ore, its blade is still as sharp as a razor.	810000
208500112	2085001	2	1	Data II	It might not excel in size, but its penetrative power should never be underestimated.	810000
208500121	2085001	1	2	Story	Stone Heart rivals a metal dagger in all fronts. Basically no drawbacks, except the bit about it requiring special maintenance.\n—Weapon Designer Z	810000
208500211	2085002	1	1	Data	A dagger made for the Lantern Festival. The words carved on its blade are to bless its wielder.	810000
208500221	2085002	1	2	Story	A highly collectible weapon created to commemorate the "Lantern Festival" in the old times.\n—Weapon Designer Z	810000
208600111	2086001	1	1	Data I	Soul Ripper has a unique blood groove that enables it to inflict effective and continuous damage on the enemies. The fuller below the hilt can divert the liquid away, so that the hilt will not be contaminated.	810000
208600112	2086001	2	1	Data II	Dagger equipped with ion vibrators, causing severe damage to the area around the wound. Requires great skill to use effectively.	810000
208600121	2086001	1	2	Story	"Those who have been cut by Soul Ripper will have their blood drained rapidly as if their souls were ripped out..." A weird record by "I", again.\n—Weapon Designer N	810000
208600211	2086002	1	1	Data	By pressing the button on its hilt, the blade will vibrate at an extremely high frequency to increase its cutting sharpness. It contains traces of radioactive elements that can deal severe penetrating damage to the enemy's mechanical parts.	810000
208600221	2086002	1	2	Story	High-frequency vibrating blade, a kinetically optimized curve for the deepest cut... All craftconstructship is of the highest quality.\n—Weapon Designer Z	810004
209300111	2093001	1	1	Data I	A common scythe that has functional sharpness.	810000
209300112	2093001	2	1	Data II	A standard scythe used by different squads. Simple and easy to use.	810000
209300121	2093001	1	2	Story	A mass-produced scythe that you couldn't ask for more.\n—Weapon Designer Z	810000
209400111	2094001	1	1	Data	A standard scythe implemented with a hilt and foldable features for ease of transport.	810000
209400121	2094001	1	2	Story	The long attack range allows the wielder to defeat multiple enemies at once.\n—Weapon Designer Z	810000
209500111	2095001	1	1	Data	Even though the coating on its blade has slightly faded because of its long history, it is still sharp enough to be a deadly weapon on the battlefields.	810000
209500121	2095001	1	2	Story	Durability is its biggest advantage.\n—Weapon Designer Z	810000
209600111	2096001	1	1	Data	When its blade cuts through a Corrupted, it will leave a thick layer of corrosive substance to corrode its armor rapidly. Once the substance penetrates the frame, it might even cause a temporary short circuit.	810000
209600121	2096001	1	2	Story	A weapon designed by Ayla herself. You can already feel how much it hurts just by the design sketch alone.\n—Weapon Designer N	810004
209600211	2096002	1	1	Data	St. Elmo is made of a highly conductive alloy. Its foldable design makes it very easy to carry around. Whenever it is swung, the blade leaves a flash of blue lightning. Electricity flows through the blade.	810000
209600221	2096002	1	2	Story	It can unleash a great amount of electricity without producing any heat. St. Elmo's Fire, good name, ain't it?\n—Weapon Designer I	810004
209600311	2096003	1	1	Data	Galatea is created based on a brand new concept in answer to the dissatisfaction with the existing weapons. It's a perfect vessel that reflects the creator's spirit and holds everything inside. It conveys the creator's feelings and composes an epilogue for the enemy.	810000
209600321	2096003	1	2	Story	"Its perfection is a silent mockery after going beyond the creator, but Haicma, who achieved this, is imitating the concept of 'love.' Boring." —Magician	810004
210400111	2104001	1	1	Data	A greatsword that is worn from countless battles. The wielder has wrapped it with bandages as perfunctory fortification.	810000
210400121	2104001	1	2	Story	Still usable even though it's already worn and torn like that. Should we give credit to its materials or its wielder? —Weapon Designer Z	810000
210500111	2105001	1	1	Data	A tough sword with a dull edge, made so that the wielder can brutally crush the enemies. Nonetheless, it requires advanced swordsmanship to use.	810000
210500121	2105001	1	2	Story	This greatsword is awesome, but "I", can you explain to me why'd you put the blood groove there? Does it really work?! —Weapon Designer N	810000
210600111	2106001	1	1	Data	The mechanism installed on its hilt has dramatically boosted its cutting capability, and its edge produces searing heat to melt all kinds of machines. In the event of a long solo operation, the wielder can pull the lever to initiate its automatic maintenance to clean and maintain the blade.	810000
210600121	2106001	1	2	Story	Now, it should have all the features it needs. Hope this greatsword can help bring our comrades back from dead zones. —Weapon Designer N	810004
202600611	2026006	1	1	Data	Its blade length is 0.9 m. The blade can expand and split into two to inflict double the pain. Stabbing an enemy with it does not deal significant damage, but extracting the blade will make a river of vital fluids, causing long-lasting, unbearable pain.	810000
202600621	2026006	1	2	Story	Miss Vera... I... I'll do what you so... I'll mod it the way you want. So please sheathe that katana... —Weapon Designer N	810004
211400111	2114001	1	1	Data	The first ever mass-produced Rail Spear for military use. It is equipped with a powerful blast cannon and also has outstanding performance in melee range.	810000
211400121	2114001	1	2	Story	"They told me cost mattered a lot, and I finally understood it a long time after taking over that military weapon project..." — Weapon Designer Z	810000
211500111	2115001	1	1	Data	A special Rail Spear designed specifically for Task Force Constructs. The warhead of its cannon has a built-in shock field that breaks armor apart from inside.	810000
211500121	2115001	1	2	Story	"I'll be honest. We only received the all-clear for the shock module's safety test when this thing was already delivered in batches." — Weapon Designer Z	810000
211600111	2116001	1	1	Data	The core of this Rail Spear is a high-energy component that is still in the experimental phase. The engineers must have given it the divine spear's name for a reason.	810000
211600121	2116001	1	2	Story	"Remember that deadly thing brought by the Science Council? Yep, I had it installed on this prototype. I mean, why not?" — Weapon Designer N	810004
214400111	2144001	1	1	Data	These standard gauntlets have been optimized for their melee user's body features. A boost mode is activated for increased striking force once they come into contact with the target physically.	810000
214400121	2144001	1	2	Story	"Regarding the irreversible damage in joints and frame caused by the power boost device... What? Asimov cut four times with a file, then it was fixed?!" —Weapon Designer L	810000
214500111	2145001	1	1	Data	Equipped with power components that should never be installed on gauntlets, these bold, reckless yet incredibly powerful weapons have a total of 663 pages of manuals and safety alerts.	810000
214500121	2145001	1	2	Story	"I said these things were still in the test stage! You can borrow them, but we won't take responsibility if anything happens!" —Weapon Designer H	810000
214600111	2146001	1	1	Data	The technical data of this set of gauntlets was lost. It could only be manufactured from standard blueprints and protocols with millimeter-and-nanosecond-level accuracy. Of course, their power made it all worth it.	810000
214600121	2146001	1	2	Story	"Press the button three times, turn the bolt clockwise twenty-six and a half circles, chant the chief engineer's name three times, then inject the lubricating oil... How the heck did that even work?!" —Weapon Designer Y	810004
213400111	2134001	1	1	Data	The blade of this quaint and well-crafted spear sends a chill up people's spines, keeping them away even when it is only placed on a rack.	810000
213400121	2134001	1	2	Story	"The experience we learned from manufacturing this model can be used as reference when developing long weapons in future... Wait, what? Why did they terminate the subsequent development?" —Weapon Designer H	810000
213500111	2135001	1	1	Data	Forged from gilded steel, this blade will eliminate all the hesitation. Only when there is no more conflict shall it meet its sheath.	810000
213500121	2135001	1	2	Story	"We are the Association of Art, why did you ask us to manufacture a weapon? ...Look at this beautiful piece of art! Please, allow me to give it a try!" —Ayla	810000
213600111	2136001	1	1	Data	This blade is infused with the power to create realms. Its inky shaft does not tolerate any discord. Whoever gets to wield this weapon must rule the world.	810000
213600121	2136001	1	2	Story	"No, we never had the capability to 'craft' this weapon. All we did was to 'restore' it to the form it was supposed to be." —Allen	810004
217400111	2174001	1	1	Data	The outdated and rudimentary structure makes Genesis look fragile and weak, but it can still play a role in term of amplification on bioic animals after countless years.	810000
217400121	2174001	1	2	Story	"I didn't expect to see the amplifier of that era. Its designer Karash was a sensational genius, but such a genius didn't participate in Arcadia action. It's really sad."—Z, a weapon designer	810000
217500111	2175001	1	1	Data	It's the modified version of the first generation amplifier "Genesis", with a reinforced structure and improved energy transmission circuit, resulting in a significant increase in its output.	810000
217500121	2175001	1	2	Story	Stability and practicality are its labels, and the dazzling energy burst like prominence is its characteristic.	810000
217600111	2176001	1	1	Data	When the amplifier Ozma is used to amplify bionic animals, sufficient computing support must be provided, otherwise it will be hard to perform its real effectiveness , even be involved by its computing consumption, resulting in limited performance of the bionic animal. The amplification covers various aspects of the bionic animal, even the resistance or application of the bionic animal to punishing. Double-edged sword is the best word to describe it.	810000
217600121	2176001	1	2	Story	Powerful, mysterious yet forbidden wisdom is contained in Ozma, which always shows that this is an existence that humans should not easily touch.	810004
212500111	2125001	1	1	Data	A pair of white blades kept by samurai of the East.	810000
212500121	2125001	1	2	Story	How long can I continue to believe in a world laden with deceit and folly? How long, I wonder?	810000
212600111	2126001	1	1	Data	A pair of white blades kept by samurai of the East.	810000
212600121	2126001	1	2	Story	How long can I lie to myself as I despair at the dark future of this world? How long, I wonder?	810004
215500111	2155001	1	1	Data	The latest YoRHa model.	810000
215500121	2155001	1	2	Story I	Hi guys! It's me, 42S—your favorite YoRHa Squadron idol from North 12C Defense HQ. I'm here with the latest hot scoops from the front line, so let's get out there and do our best, all right? Goooo team!	810000
215500122	2155001	2	2	Story II	Hey ho, battlefield buddies! I'm not gonna lie here—the current war situation isn't looking too optimistic, but we're expecting reinforcements from our orbiting satellite bases any moment, so don't give up yet! Glory to mankind!	810000
215600111	2156001	1	1	Data	The latest YoRHa model.	810000
215600121	2156001	1	2	Story I	Mayday! Mayday! This is Publicity Agent 42S from North 12C Defense HQ! Is anyone listening?! Our facility has been completely surrounded by machines! I don't know how much longer we can ho—	810004
215600122	2156001	2	2	Story II	[NO BROADCAST FROM THIS CHANNEL]	810004
216500111	2165001	1	1	Data	A black blade used by warriors of the East.	810000
216500121	2165001	1	2	Story I	Once, long ago, there was a group of seven boys who were born in the same village. Though they were not brothers by blood, they treated each other as family.	810000
216500122	2165001	2	2	Story II	One cold night, a fortune-teller appeared and warned of a traitor among them. The boys laughed it off and went about their business, but the next morning, one of them lay dead.	810000
216600111	2166001	1	1	Data	A black blade used by warriors of the East.	810000
216600121	2166001	1	2	Story I	With each passing night, another boy died. The survivors grew more and more suspicious of each other, each harboring terrible doubts about what happened to their brothers.	810004
216600122	2166001	2	2	Story II	On the morning of the seventh day, a single survivor stood tall. Cleaning the blood from his hands, he chuckled to himself. "Better go find the traitor!"	810004
218400111	2184001	1	1	Data	Purchased under the terms outlined in Babylonia military weapon contract SMS-FY-AF-0223. Cosmos Industries products can always be trusted.	810000
218400121	2184001	1	2	Story	This gun set is manufactured under the supervision of Babylonia Parliament, the Science Council, and Cosmos Industries, strictly following the requirements set out under the standard Construct weapon procurement contract SMS-FY-AF-0223.\nOut of 76 qualifying submissions, the proposal with the lowest overall cost has been chosen for mass production.\nCosmos Industries products can always be trusted.	810000
218500111	2185001	1	1	Data	A mysterious experimental anti-material gun set. Its barrel was forged from special alloys to accommodate unique armor-piercing bullets.	810000
218500121	2185001	1	2	Story	Thermal energy, shockwave, or any other high-tech gadgets...\nThe nature of weapon is gradually forgotten when soldiers start to rely on fancy technologies.\nIn comparison, this weapon is a combination of simple mechanism with state-of-the-art manufacturing, ensuring its user never experiences misfire or in-bore detonation.	810000
218600111	2186001	1	1	Data	On one side of the barrel is the feather-light special flechette-shaped rounds. On the other side is an inevitable ending for their target.	810000
218600121	2186001	1	2	Story	Wind, humidity, falling trajectory, the Coriolis force...\nAll those factors may become obstacles for the execution of judgement.\nBut the Scale doesn't care, neither does its user.	810004
219400111	2194001	1	1	Data	I mark the beginning of everything. All notes and chants come after.	810000
219400121	2194001	1	2	Story	Poems, stories, melodies, legends...\nThey all need a beginning.\nShh, can you hear her blade cutting through the air?\nHere it starts.	810000
219500111	2195001	1	1	Data	The shining steel blade drives the tightened string. Elegant, lightweight, yet unstoppable.	810000
219500121	2195001	1	2	Story	Weapon Designer D: How do you want me to do this?\nAyla: Um... Listen to this music while you work, maybe?\nWeapon Designer D: Oh, okay.	810000
219600111	2196001	1	1	Data	Soft, rhythmic, but carries a great weight of meaning. It is the wind in the forest, the fluttering of wings, and the happiness of victory.	810000
219600121	2196001	1	2	Story	The master of forest walks out of the serene valley.\nShe summons singing cuckoos and plays her enchanted strings.\nWhat story lies in that song of yours?\nAnd who are you awaiting?	810004
220400111	2204001	1	1	Data	A kind of weapon batch produced in accordance with Kara Type I Gunblade, which finds a delicate balance between power and cost.	810000
220400121	2204001	1	2	Story	"Romance! Yes, that's romance! Loading a gun onto a blade, making it a weapon suitable for a variety of medium to close combat sounds romantic!"—Weapon designer I	810000
220500111	2205001	1	1	Data	The Gunblade, a weapon left over from the Operation Acadia, has the craftsmanship that has long been lost. And now, Babylonia can only carry out simple maintenance to keep it running normally. Kara Type I Gunblade has more excellent research value than application, and provides an excellent data templet for developing other subsequent gunblades in Babylonia.	810000
