Id	Order	Author	Name	Icon	Pic	LockPic	Type	UnlockType	TagGroupId	TagIds[0]	TagIds[1]	TagIds[2]	StandbyAction	Actions[0]	Actions[1]	NpcId[0]	NpcId[1]	NpcId[2]	NpcId[3]	StageIds[0]	StageIds[1]	StageIds[2]	StageIds[3]
1019	1019		Heteromer Hydraulic	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ArmorMd010112.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ArmorMd010112.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901	9910					92470							
1020	1020		Hetero Deconstruct Unit	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007020.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007020.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901	9905					92600							
1021	1021		Hetero Fire Unit	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007030.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007030.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9902	9904					92620							
1022	1022		Hetero Repair Unit	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007010.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007010.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901	9917					92610							
1023	1023		Kemuri I	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YanfenyixingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YanfenyixingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9902	9905					90670							
1024	1024		Hanged Man III	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1DiaorensanxingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1DiaorensanxingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901	9916	9919				90660							
1025	1025		Blubber VI	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1LishiliuxingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1LishiliuxingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901	9904	9924				90640							
1026	1026		Ballwheel IV	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1WulunsixingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1WulunsixingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901	9905					90650							
1027	1027		Phecda X	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1LucunMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1LucunMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901						90690							
1028	1028		Cathy	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1BiaoyanyirenMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1BiaoyanyirenMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9931						90710							
1029	1029		Martini	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TiaojiushiMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TiaojiushiMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9932						90720							
1030	1030		Mr. White	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YouyongjiaoguanMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YouyongjiaoguanMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9933						90730							
1031	1031		Aerial 7 - Snow Owl	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1XuexiaoMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1XuexiaoMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9934						90750							
1032	1032		Ground 3 - Rabbit	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TuziMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TuziMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901						90760							
1033	1033		Naval 5 - Squid	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ZhangyuMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ZhangyuMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9919						90770							
1034	1034		Tai'E I	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1TaiayixingMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1TaiayixingMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901						92810							
1035	1035		Beetle	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1MifengMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1MifengMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9901						90830							
1037	1037		Chomper	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1ShirenhuaMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1ShirenhuaMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9902						90850							
1038	1038		Popper	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1BopuerMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1BopuerMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9907						92860							
1039	1039		Xi	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1NianMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1NianMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	202	9911	503				90880							
1040	1040		Octopus	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1HaiqiaoMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1HaiqiaoMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9911	9905					90900							
1041	1041		Monkfish	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YingdengyuMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YingdengyuMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9916	9940					90930							
1042	1042		Corrupted Construct	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1UngouzaotiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1UngouzaotiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9918						90890							
1043	1043		Buthus	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CiganxieMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CiganxieMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9907	9911	9940				90940							
1044	1044		Blair	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1BeiyaMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1BeiyaMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9912	9942					90960							
1045	1045		M4-Medic Bot	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1ModelmMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mo1ModelmMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9943	9944					90970							
1046	1046		DB02-Sanitizer	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1QingjiejiqiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1QingjiejiqiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9947						93010							
1047	1047		SSG-Meanderer	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ShuixiyiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ShuixiyiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9948	9949	9940				93020							
1048	1048		Hetero-Sapien	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1SemifiniMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1SemifiniMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9956	9957	9958				93030							
1049	1049		Construct Captain (Female)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CyborgleaderMd10001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CyborgleaderMd10001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9962	9964					93060							
1050	1050		Construct Soldier (Female)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CyborgsoldierMd10001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CyborgsoldierMd10001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9962	9963					93050							
1051	1051		Treant	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ShujingMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1ShujingMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9971	9972	9973				93101							
1052	1052		Fairy	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1XiaojinglingMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1XiaojinglingMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9974	9975					93110							
1053	1053		Gung-hoer	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1GangsterMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1GangsterMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9985	9986	9987				93160							
1054	1054		Nalasr-E	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1HetipaotaiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1HetipaotaiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9997	9998	9999				93180							
1055	1055		Heal-Z	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1HetiyiliaojiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1HetiyiliaojiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9995	9996					93190							
1056	1056		Courier-M	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1HetigongzuojiqiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1HetigongzuojiqiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	202	10002	10003				93230							
1057	1057		Deporter-R	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1HetiwurenjiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1HetiwurenjiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	9985	10004					93221							
1058	1058		Moon Morpher	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1MoonlighterMd010002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1MoonlighterMd010002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	10008	10009	10010				93240							
1059	1059		Chela Host	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YssutiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1YssutiMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	10012	10013					93301							
1060	1060		Redcoral Host	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CoralerMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1CoralerMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	10014	10015					93291							
1061	1061		"Naughty Child"	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1BadboyMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1BadboyMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	10021	10022					93331							
1062	1062		"Good Child"	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1GoodgirlMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1GoodgirlMd010001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	1	1	1	10023	10024					93341							
2001	2001		Ronin IV	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1SsjkMd000004.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1SsjkMd000004.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9905	9904				92250							
2002	2002		Bio-Salamander	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1JgrcMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1JgrcMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9902	9904					92260							
2003	2003		Envoy	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004020.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004020.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9910					92330							
2004	2004		Firefighter	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004040.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004040.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9911	9907					92350							
2005	2005		Deconstructor	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004030.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004030.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9911	9907					92360							
2006	2006		Explorer	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004050.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004050.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9902	9903					92370							
2007	2007		Excavator	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004060.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004060.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9903					90220							
2008	2008		Harvester	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9910					92390							
2009	2009		Bio-Bull	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1CattleMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1CattleMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9905					92400							
2010	2010		Acid Ant	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9902	9904					92410							
2011	2011		Terrapod	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1CamouflageMd001002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1CamouflageMd001002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9902	9904					97620							
2012	2012		Royal guard	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004010.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004010.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9902	9904					92340							
2013	2013		Construct	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1GouzaotiMd10001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9911	9903					92380							
2014	2014		Musashi VI	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1RocketMd002002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1RocketMd002002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9911	9904					92420							
2015	2015		Polar Soldier	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd005010.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd005010.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9911	9910	9905				92450							
2016	2016		Hetero Explore Unit	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007040.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007040.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9905					92630							
2017	2017		Heteromer Terminal	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1YijuzhongduanMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1YijuzhongduanMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9907	9912					90500							
2018	2018		Kowloong Crew - Yazi	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiulongzhongyaziMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiulongzhongyaziMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901	9905	9923				90680							
2019	2019		Prime X	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1ZhizunMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1ZhizunMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9926	9927	9928				90700							
2020	2020		A'Mao	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiguajunMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiguajunMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9907						92740							
2021	2021		Ground 1 - Polar Bear	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiongrenMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1XiongrenMd000002.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9901						90780							
2022	2022		Guardian I	Assets/Product/Texture/Image/UiArchiveMonsterHead/Me1DiaorenyixingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Me1DiaorenyixingMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9907						92790							
2023	2023		Moyuan	Assets/Product/Texture/Image/UiArchiveMonsterHead/Me1YunluMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/Me1YunluMd000001.png	Assets/Product/Texture/Image/UiArchiveMonsterHead/UiArchiveMonsterUnknown.png	2	1	1	9935	9907					92800							
