Id	Order	Color	Bg	Name	IsNotShow	TagGroupId[0]	TagGroupId[1]	TagGroupId[2]	TagGroupId[3]
9935	1035	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Puppeteer	0	99	0	0	0
9936	1036	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Voltron	0	99	0	0	0
9937	1037	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Thunderer	0	99	0	0	0
9938	1038	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Trade Blows	0	99	0	0	0
9939	1039	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Sekikumo	0	99	0	0	0
9940	1040	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Shatterpoint	0	99	0	0	0
9941	1041	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Weak-Kneed	0	99	0	0	0
9942	1042	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Loves Hugs	0	99	0	0	0
9943	1043	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Plays Possum	0	99	0	0	0
9944	1044	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Needlemania	0	99	0	0	0
9945	1045	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Hyperactivity	0	99	0	0	0
9946	1046	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Like Shadow	0	99	0	0	0
9947	1047	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Janitor	0	99	0	0	0
9948	1048	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Medusa	0	99	0	0	0
9949	1049	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Cutting Ties	0	99	0	0	0
9950	1050	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Come at Me	0	99	0	0	0
9951	1051	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Grind n Ride	0	99	0	0	0
9952	1052	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Spearfisher	0	99	0	0	0
9953	1053	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag3.png	R Go, B Halt	0	99	0	0	0
9955	1055	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Shield Block	0	99	0	0	0
9956	1056	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Do not	0	99	0	0	0
9957	1057	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Look down	0	99	0	0	0
9958	1058	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Upon us	0	99	0	0	0
9959	1059	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag5.png	Anti-Matrix	0	99	0	0	0
9960	1060	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag2.png	Joint Attack	0	99	0	0	0
9961	1061	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Kindred	0	99	0	0	0
9962	1062	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Group Act	0	99	0	0	0
9963	1063	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	E-rank Luck	0	99	0	0	0
9964	1064	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Command	0	99	0	0	0
9965	1065	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Toughness	0	99	0	0	0
9966	1066	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Rehab	0	99	0	0	0
9967	1067	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Acrobatics	0	99	0	0	0
9968	1068	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Fast Blade	0	99	0	0	0
9969	1069	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Agile	0	99	0	0	0
9970	1070	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Nimble	0	99	0	0	0
9971	1071	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Log Cannon	0	99	0	0	0
9972	1072	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Poor Fairies	0	99	0	0	0
9973	1073	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Super Giant	0	99	0	0	0
9974	1074	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Hammerhead	0	99	0	0	0
9975	1075	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Bouncy Race	0	99	0	0	0
9976	1076	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Break Parts	0	99	0	0	0
9977	1077	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Errand Boi	0	99	0	0	0
9978	1078	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Hard Worker	0	99	0	0	0
9979	1079	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Original?	0	99	0	0	0
9980	1080	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Multi-Cycles	0	99	0	0	0
9981	1081	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Not Over…	0	99	0	0	0
9982	1082	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Drummer	0	99	0	0	0
9983	1083	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Agile	0	99	0	0	0
9984	1084	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Critical Eye	0	99	0	0	0
9985	1085	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	All-Rounder	0	99	0	0	0
9986	1086	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Dancer	0	99	0	0	0
9987	1087	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Resilient	0	99	0	0	0
9988	1088	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Greataxe	0	99	0	0	0
9989	1089	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Boomeraxe	0	99	0	0	0
9990	1090	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Rhythmic	0	99	0	0	0
9991	1091	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Rapper	0	99	0	0	0
9992	1092	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Hard Worker	0	99	0	0	0
9993	1093	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Gear Switch	0	99	0	0	0
9994	1094	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Heavy Blade	0	99	0	0	0
9995	1095	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Coward	0	99	0	0	0
9996	1096	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Healer	0	99	0	0	0
9997	1097	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Agile	0	99	0	0	0
9998	1098	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Heavy Fire	0	99	0	0	0
9999	1099	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Ranged	0	99	0	0	0
10000	1100	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	With Shield	0	99	0	0	0
10001	1101	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Backstab	0	99	0	0	0
10002	1102	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Ace Kicker	0	99	0	0	0
10003	1103	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Toiler	0	99	0	0	0
10004	1104	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Spinner	0	99	0	0	0
10005	1105	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Fatal Fists	0	99	0	0	0
10006	1106	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Sever Limbs	0	99	0	0	0
10007	1107	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Blossoms	0	99	0	0	0
10008	1108	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Small Moon	0	99	0	0	0
10009	1109	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Somersault	0	99	0	0	0
10010	1110	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Yoo-Hoo	0	99	0	0	0
10011	1111	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Ta-Da-Da-Da	0	99	0	0	0
10012	1112	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Mighty Arm	0	99	0	0	0
10013	1113	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Cute	0	99	0	0	0
10014	1114	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Headbanging	0	99	0	0	0
10015	1115	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Dancing	0	99	0	0	0
10016	1116	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Two-Faced	0	99	0	0	0
10017	1117	FFFFFFFF	Assets/Product/Texture/Atlas/UiArchive/UiArchiveTag4.png	Flexible	0	99	0	0	0
