Id	ModelName[1]	ResonanceEffectPath[1]	ResonanceEffectShowDelay[1]	AnimController[1]	UiAnimStateName[1]	UiAnimCueId[1]	UiAnimDelay[1]	UiAutoRotateDelay[1]	ModelName[2]	ResonanceEffectPath[2]	ResonanceEffectShowDelay[2]	AnimController[2]	UiAnimStateName[2]	UiAnimCueId[2]	UiAnimDelay[2]	UiAutoRotateDelay[2]	ModelName[3]	ResonanceEffectPath[3]	ResonanceEffectShowDelay[3]	AnimController[3]	UiAnimStateName[3]	UiAnimCueId[3]	UiAnimDelay[3]	UiAutoRotateDelay[3]
10170322	Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change02.controller	Changestart02	692	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change02.controller	Changestart02	692	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change02.controller	Changestart02	692	300	
10170331	Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change03.controller	Changestart03	693	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change03.controller	Changestart03	693	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change03.controller	Changestart03	693	300	
10170332	Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change03.controller	Changestart03	693	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change03.controller	Changestart03	693	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change03.controller	Changestart03	693	300	
10170341	Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change04.controller	Changestart04	694	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change04.controller	Changestart04	694	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change04.controller	Changestart04	694	300	
10170342	Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change04.controller	Changestart04	694	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change04.controller	Changestart04	694	300		Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab			Assets/Product/Role/WeaponAnimation/Gun/E3GunMd090011/E3GunMd090011Change04.controller	Changestart04	694	300	
20170111	Assets/Product/Role/WeaponPrefab/E3GunMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3GunMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3GunMd120011.prefab							
20170112	Assets/Product/Role/WeaponPrefab/E3GunMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3GunMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3GunMd120011.prefab							
90110111	Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab							
90110112	Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab							
90110211	Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab							
90110212	Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab							
90110311	Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab							
90110312	Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab							
10220111	Assets/Product/Role/WeaponPrefab/E1SwordMd020011.prefab								Assets/Product/Role/WeaponPrefab/E1SwordMd020011.prefab								Assets/Product/Role/WeaponPrefab/E1SwordMd020011.prefab							
10230111	Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab							
10240111	Assets/Product/Role/WeaponPrefab/E2SwordMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd040011.prefab							
10250111	Assets/Product/Role/WeaponPrefab/E2SwordMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd050011.prefab							
10260111	Assets/Product/Role/WeaponPrefab/E2SwordMd120111.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd120111.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd120111.prefab							
10270111	Assets/Product/Role/WeaponPrefab/E3SwordMd070011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd070011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd070011.prefab							
10270211	Assets/Product/Role/WeaponPrefab/E3SwordMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd080011.prefab							
10270311	Assets/Product/Role/WeaponPrefab/E2SwordMd120111.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd120111.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd120111.prefab							
10270411	Assets/Product/Role/WeaponPrefab/E3SwordMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd090011.prefab							
10270511	Assets/Product/Role/WeaponPrefab/E3SwordMd130111P01.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change01.controller	Changestart01	707	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P01.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change01.controller	Changestart01	707	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P01.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change01.controller	Changestart01	707	300	
10270521	Assets/Product/Role/WeaponPrefab/E3SwordMd130111P02.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change02.controller	Changestart02	708	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P02.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change02.controller	Changestart02	708	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P02.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change02.controller	Changestart02	708	300	
10270531	Assets/Product/Role/WeaponPrefab/E3SwordMd130111P03.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change03.controller	Changestart03	709	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P03.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change03.controller	Changestart03	709	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P03.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change03.controller	Changestart03	709	300	
10270541	Assets/Product/Role/WeaponPrefab/E3SwordMd130111P04.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change04.controller	Changestart04	710	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P04.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change04.controller	Changestart04	710	300		Assets/Product/Role/WeaponPrefab/E3SwordMd130111P04.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd130111P01/E3SwordMd130111Change04.controller	Changestart04	710	300	
10270611	Assets/Product/Role/WeaponPrefab/E3SwordMd150111P01.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change01.controller	Changestart01	748	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P01.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change01.controller	Changestart01	748	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P01.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change01.controller	Changestart01	748	300	
10270621	Assets/Product/Role/WeaponPrefab/E3SwordMd150111P02.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change02.controller	Changestart02	749	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P02.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change02.controller	Changestart02	749	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P02.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change02.controller	Changestart02	749	300	
10270631	Assets/Product/Role/WeaponPrefab/E3SwordMd150111P03.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change03.controller	Changestart03	750	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P03.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change03.controller	Changestart03	750	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P03.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change03.controller	Changestart03	750	300	
10270641	Assets/Product/Role/WeaponPrefab/E3SwordMd150111P04.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change04.controller	Changestart04	751	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P04.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change04.controller	Changestart04	751	300		Assets/Product/Role/WeaponPrefab/E3SwordMd150111P04.prefab			Assets/Product/Role/WeaponAnimation/Sword/E3SwordMd150111/E3SwordMd150111Change04.controller	Changestart04	751	300	
20270111	Assets/Product/Role/WeaponPrefab/E3SwordMd140111.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd140111.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd140111.prefab							
20270211	Assets/Product/Role/WeaponPrefab/E3SwordMd160011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd160011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd160011.prefab							
20270311	Assets/Product/Role/WeaponPrefab/E3SwordMd080012.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd080012.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd080012.prefab							
20270411	Assets/Product/Role/WeaponPrefab/E3SwordMd180011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd180011.prefab								Assets/Product/Role/WeaponPrefab/E3SwordMd180011.prefab							
10320111	Assets/Product/Role/WeaponPrefab/E1FloatMd020011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd020011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd020011.prefab							
10320112	Assets/Product/Role/WeaponPrefab/E1FloatMd020011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd020011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd020011.prefab							
10330111	Assets/Product/Role/WeaponPrefab/E1FloatMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd030011.prefab							
10330112	Assets/Product/Role/WeaponPrefab/E1FloatMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1FloatMd030011.prefab							
10340111	Assets/Product/Role/WeaponPrefab/E2FloatMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd040011.prefab							
10340112	Assets/Product/Role/WeaponPrefab/E2FloatMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd040011.prefab							
10350111	Assets/Product/Role/WeaponPrefab/E2FloatMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd050011.prefab							
10350112	Assets/Product/Role/WeaponPrefab/E2FloatMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd050011.prefab							
10360111	Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab							
10360112	Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab								Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab							
10370211	Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab							
10370212	Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab							
10370311	Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab							
10370312	Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab							
20370111	Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab							
20370112	Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab							
20370211	Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab							
20370212	Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd100011.prefab							
20370311	Assets/Product/Role/WeaponPrefab/E3FloatMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd120011.prefab							
20370312	Assets/Product/Role/WeaponPrefab/E3FloatMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd120011.prefab							
30370111	Assets/Product/Role/WeaponPrefab/E3FloatMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd110011.prefab							
30370112	Assets/Product/Role/WeaponPrefab/E3FloatMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3FloatMd110011.prefab							
90310111	Assets/Product/Role/WeaponPrefab/E2CelloMainMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloMainMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloMd010011.prefab							
90310112	Assets/Product/Role/WeaponPrefab/E2CelloSubMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloSubMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloMd010011.prefab							
90310211	Assets/Product/Role/WeaponPrefab/E2CelloMainMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloMainMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloMd020011.prefab							
90310212	Assets/Product/Role/WeaponPrefab/E2CelloSubMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloSubMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2CelloMd020011.prefab							
10430111	Assets/Product/Role/WeaponPrefab/E1BowMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1BowMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1BowMd030011.prefab							
10440111	Assets/Product/Role/WeaponPrefab/E2BowMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2BowMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2BowMd040011.prefab							
10450111	Assets/Product/Role/WeaponPrefab/E2BowMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2BowMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2BowMd050011.prefab							
10470111	Assets/Product/Role/WeaponPrefab/E3BowMd070011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd070011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd070011.prefab							
10470211	Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change01.controller	Changestart01	687	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change01.controller	Changestart01	687	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change01.controller	Changestart01	687	300	
10470221	Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change02.controller	Changestart02	688	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change02.controller	Changestart02	688	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change02.controller	Changestart02	688	300	
10470231	Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change03.controller	Changestart03	689	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change03.controller	Changestart03	689	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change03.controller	Changestart03	689	300	
10470241	Assets/Product/Role/WeaponPrefab/E3BowMd080011P01.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change04.controller	Changestart04	690	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011P01.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change04.controller	Changestart04	690	300		Assets/Product/Role/WeaponPrefab/E3BowMd080011P01.prefab			Assets/Product/Role/WeaponAnimation/Bow/E3BowMd080011/E3BowMd080011Change04.controller	Changestart04	690	300	
20470111	Assets/Product/Role/WeaponPrefab/E3BowMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd090011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd090011.prefab							
20470211	Assets/Product/Role/WeaponPrefab/E3BowMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd100011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd100011.prefab							
20470311	Assets/Product/Role/WeaponPrefab/E3BowMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd110011.prefab							
20470411	Assets/Product/Role/WeaponPrefab/E3BowMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3BowMd120011.prefab							
90410111	Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SwordMd030011.prefab							
90410211	Assets/Product/Role/WeaponPrefab/E2SwordMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd040011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd040011.prefab							
90410311	Assets/Product/Role/WeaponPrefab/E2SwordMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SwordMd050011.prefab							
10530111	Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab								Assets/Product/Role/WeaponPrefab/E1SawMd030011.prefab							
10540111	Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd100011.prefab							
10550111	Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab								Assets/Product/Role/WeaponPrefab/E2SawMd050011.prefab							
10570111	Assets/Product/Role/WeaponPrefab/E3SawMd070011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd070011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd070011.prefab							
10570211	Assets/Product/Role/WeaponPrefab/E3SawMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd080011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd080011.prefab							
20570111	Assets/Product/Role/WeaponPrefab/E3SawMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd110011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd110011.prefab							
20570211	Assets/Product/Role/WeaponPrefab/E3SawMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd120011.prefab								Assets/Product/Role/WeaponPrefab/E3SawMd120011.prefab							
