Id	PluginDropTypeId	PluginId	Weight	InactiveWeightIncrease	ActiveWeightIncrease
227	111	645	1000	10000	5000
228	111	646	1000	10000	5000
229	111	651	1000	10000	5000
230	111	652	1000	10000	5000
231	111	657	1000	10000	5000
232	111	658	1000	10000	5000
233	111	663	1000	10000	5000
234	111	667	1000	10000	5000
235	111	671	1000	10000	5000
236	111	675	1000	10000	5000
237	111	679	1000	10000	5000
238	111	683	1000	10000	5000
239	111	687	1000	10000	5000
240	111	691	1000	10000	5000
241	111	692	1000	10000	5000
242	111	697	1000	10000	5000
243	111	698	1000	10000	5000
244	111	703	1000	10000	5000
245	111	704	1000	10000	5000
246	111	709	1000	10000	5000
247	111	710	1000	10000	5000
248	111	715	1000	10000	5000
249	111	716	1000	10000	5000
250	111	721	1000	10000	5000
251	111	722	1000	10000	5000
252	111	727	1000	10000	5000
253	111	731	1000	10000	5000
254	111	732	1000	10000	5000
255	111	737	1000	10000	5000
256	111	741	1000	10000	5000
257	111	745	1000	10000	5000
258	111	749	1000	10000	5000
259	111	753	1000	10000	5000
260	111	757	1000	10000	5000
261	111	758	1000	10000	5000
262	111	763	1000	10000	5000
263	111	764	1000	10000	5000
264	112	10	1000	10000	5000
265	112	14	1000	10000	5000
266	112	18	1000	10000	5000
267	112	22	1000	10000	5000
268	112	26	1000	10000	5000
269	112	30	1000	10000	5000
270	112	34	1000	10000	5000
271	112	38	1000	10000	5000
272	112	42	1000	10000	5000
273	112	46	1000	10000	5000
274	112	50	1000	10000	5000
275	112	54	1000	10000	5000
276	112	58	1000	10000	5000
277	112	62	1000	10000	5000
278	112	66	1000	10000	5000
279	112	70	1000	10000	5000
280	112	74	1000	10000	5000
281	112	78	1000	10000	5000
282	112	82	1000	10000	5000
283	112	86	1000	10000	5000
284	112	90	1000	10000	5000
285	112	94	1000	10000	5000
286	112	98	1000	10000	5000
287	112	102	1000	10000	5000
288	112	106	1000	10000	5000
289	112	110	1000	10000	5000
290	112	114	1000	10000	5000
291	112	118	1000	10000	5000
292	112	122	1000	10000	5000
293	112	126	1000	10000	5000
294	112	130	1000	10000	5000
295	112	134	1000	10000	5000
296	112	138	1000	10000	5000
297	112	142	1000	10000	5000
298	112	146	1000	10000	5000
299	112	150	1000	10000	5000
300	112	154	1000	10000	5000
301	112	158	1000	10000	5000
302	112	162	1000	10000	5000
303	112	166	1000	10000	5000
304	112	170	1000	10000	5000
305	112	174	1000	10000	5000
306	112	178	1000	10000	5000
307	112	182	1000	10000	5000
308	112	186	1000	10000	5000
309	112	190	1000	10000	5000
310	112	194	1000	10000	5000
311	112	198	1000	10000	5000
312	112	202	1000	10000	5000
313	112	206	1000	10000	5000
314	112	210	1000	10000	5000
315	112	214	1000	10000	5000
316	112	218	1000	10000	5000
317	112	222	1000	10000	5000
318	112	226	1000	10000	5000
319	112	230	1000	10000	5000
320	112	234	1000	10000	5000
321	112	238	1000	10000	5000
322	112	242	1000	10000	5000
323	112	246	1000	10000	5000
324	112	250	1000	10000	5000
325	112	254	1000	10000	5000
326	112	258	1000	10000	5000
327	112	262	1000	10000	5000
328	112	266	1000	10000	5000
329	112	270	1000	10000	5000
330	112	274	1000	10000	5000
331	112	278	1000	10000	5000
332	112	282	1000	10000	5000
333	112	286	1000	10000	5000
334	112	290	1000	10000	5000
335	112	294	1000	10000	5000
336	112	298	1000	10000	5000
337	112	302	1000	10000	5000
338	112	306	1000	10000	5000
339	112	310	1000	10000	5000
340	112	314	1000	10000	5000
341	112	318	1000	10000	5000
342	112	322	1000	10000	5000
343	112	326	1000	10000	5000
344	112	330	1000	10000	5000
345	112	334	1000	10000	5000
346	112	338	1000	10000	5000
347	112	342	1000	10000	5000
348	112	346	1000	10000	5000
349	112	350	1000	10000	5000
350	112	354	1000	10000	5000
351	112	358	1000	10000	5000
352	112	362	1000	10000	5000
353	112	366	1000	10000	5000
354	112	370	1000	10000	5000
355	112	374	1000	10000	5000
356	112	378	1000	10000	5000
357	112	382	1000	10000	5000
358	112	386	1000	10000	5000
359	112	390	1000	10000	5000
360	112	394	1000	10000	5000
361	112	398	1000	10000	5000
362	112	402	1000	10000	5000
363	112	406	1000	10000	5000
364	112	410	1000	10000	5000
365	112	414	1000	10000	5000
366	112	418	1000	10000	5000
367	112	422	1000	10000	5000
368	112	426	1000	10000	5000
369	112	430	1000	10000	5000
370	112	434	1000	10000	5000
371	112	438	1000	10000	5000
372	112	442	1000	10000	5000
373	112	446	1000	10000	5000
374	112	450	1000	10000	5000
375	112	454	1000	10000	5000
376	112	458	1000	10000	5000
377	112	462	1000	10000	5000
378	112	466	1000	10000	5000
379	112	470	1000	10000	5000
380	112	474	1000	10000	5000
381	112	478	1000	10000	5000
382	112	482	1000	10000	5000
383	112	486	1000	10000	5000
384	112	490	1000	10000	5000
385	112	494	1000	10000	5000
386	112	498	1000	10000	5000
387	112	502	1000	10000	5000
388	112	506	1000	10000	5000
389	112	510	1000	10000	5000
390	112	514	1000	10000	5000
391	112	518	1000	10000	5000
392	112	522	1000	10000	5000
393	112	526	1000	10000	5000
394	112	530	1000	10000	5000
395	112	534	1000	10000	5000
396	112	538	1000	10000	5000
397	112	542	1000	10000	5000
398	112	546	1000	10000	5000
399	112	550	1000	10000	5000
400	112	554	1000	10000	5000
401	112	558	1000	10000	5000
402	112	562	1000	10000	5000
403	112	566	1000	10000	5000
404	112	570	1000	10000	5000
405	112	575	1000	10000	5000
406	112	576	1000	10000	5000
407	112	581	1000	10000	5000
408	112	582	1000	10000	5000
409	112	587	1000	10000	5000
410	112	588	1000	10000	5000
411	112	593	1000	10000	5000
412	112	594	1000	10000	5000
413	112	599	1000	10000	5000
414	112	600	1000	10000	5000
415	112	605	1000	10000	5000
416	112	606	1000	10000	5000
417	112	611	1000	10000	5000
418	112	612	1000	10000	5000
419	112	617	1000	10000	5000
420	112	618	1000	10000	5000
421	112	623	1000	10000	5000
422	112	624	1000	10000	5000
423	112	629	1000	10000	5000
424	112	630	1000	10000	5000
425	112	635	1000	10000	5000
426	112	636	1000	10000	5000
427	112	641	1000	10000	5000
428	112	642	1000	10000	5000
429	112	647	1000	10000	5000
430	112	648	1000	10000	5000
431	112	653	1000	10000	5000
432	112	654	1000	10000	5000
433	112	659	1000	10000	5000
434	112	660	1000	10000	5000
435	112	664	1000	10000	5000
436	112	668	1000	10000	5000
437	112	672	1000	10000	5000
438	112	676	1000	10000	5000
439	112	680	1000	10000	5000
440	112	684	1000	10000	5000
441	112	688	1000	10000	5000
442	112	693	1000	10000	5000
443	112	694	1000	10000	5000
444	112	699	1000	10000	5000
445	112	700	1000	10000	5000
446	112	705	1000	10000	5000
447	112	706	1000	10000	5000
448	112	711	1000	10000	5000
449	112	712	1000	10000	5000
450	112	717	1000	10000	5000
451	112	718	1000	10000	5000
452	112	723	1000	10000	5000
453	112	724	1000	10000	5000
454	112	728	1000	10000	5000
455	112	733	1000	10000	5000
456	112	734	1000	10000	5000
457	112	738	1000	10000	5000
458	112	742	1000	10000	5000
459	112	746	1000	10000	5000
460	112	750	1000	10000	5000
461	112	754	1000	10000	5000
462	112	759	1000	10000	5000
463	112	760	1000	10000	5000
464	112	765	1000	10000	5000
465	112	766	1000	10000	5000
466	201	9	1000	10000	5000
467	201	13	1000	10000	5000
468	201	17	1000	10000	5000
469	201	21	1000	10000	5000
470	201	25	1000	10000	5000
471	201	29	1000	10000	5000
472	201	33	1000	10000	5000
473	201	37	1000	10000	5000
474	201	41	1000	10000	5000
475	201	45	1000	10000	5000
476	201	49	1000	10000	5000
477	201	53	1000	10000	5000
478	201	57	1000	10000	5000
479	201	61	1000	10000	5000
480	201	65	1000	10000	5000
481	201	69	1000	10000	5000
482	201	73	1000	10000	5000
483	201	77	1000	10000	5000
484	201	81	1000	10000	5000
485	201	85	1000	10000	5000
486	201	89	1000	10000	5000
487	201	93	1000	10000	5000
488	201	97	1000	10000	5000
489	201	101	1000	10000	5000
490	201	105	1000	10000	5000
491	201	109	1000	10000	5000
492	201	113	1000	10000	5000
493	201	117	1000	10000	5000
494	201	121	1000	10000	5000
495	201	125	1000	10000	5000
496	201	129	1000	10000	5000
497	201	133	1000	10000	5000
498	201	137	1000	10000	5000
499	201	141	1000	10000	5000
500	201	145	1000	10000	5000
501	201	149	1000	10000	5000
502	201	153	1000	10000	5000
503	201	157	1000	10000	5000
504	201	161	1000	10000	5000
505	201	165	1000	10000	5000
506	201	169	1000	10000	5000
507	201	173	1000	10000	5000
508	201	177	1000	10000	5000
509	201	181	1000	10000	5000
510	201	185	1000	10000	5000
511	201	189	1000	10000	5000
512	201	193	1000	10000	5000
513	201	197	1000	10000	5000
514	201	201	1000	10000	5000
515	201	205	1000	10000	5000
516	201	209	1000	10000	5000
517	201	213	1000	10000	5000
518	201	217	1000	10000	5000
519	201	221	1000	10000	5000
520	201	225	1000	10000	5000
521	201	229	1000	10000	5000
522	201	233	1000	10000	5000
523	201	237	1000	10000	5000
524	201	241	1000	10000	5000
525	201	245	1000	10000	5000
526	201	249	1000	10000	5000
527	201	253	1000	10000	5000
528	201	257	1000	10000	5000
529	201	261	1000	10000	5000
530	201	265	1000	10000	5000
531	201	269	1000	10000	5000
532	201	273	1000	10000	5000
533	201	277	1000	10000	5000
534	201	281	1000	10000	5000
535	201	285	1000	10000	5000
536	201	289	1000	10000	5000
537	201	293	1000	10000	5000
538	201	297	1000	10000	5000
539	201	301	1000	10000	5000
540	201	305	1000	10000	5000
541	201	309	1000	10000	5000
542	201	313	1000	10000	5000
543	201	317	1000	10000	5000
544	201	321	1000	10000	5000
545	201	325	1000	10000	5000
546	201	329	1000	10000	5000
547	201	333	1000	10000	5000
548	201	337	1000	10000	5000
549	201	341	1000	10000	5000
550	201	345	1000	10000	5000
551	201	349	1000	10000	5000
552	201	353	1000	10000	5000
553	201	357	1000	10000	5000
554	201	361	1000	10000	5000
555	201	365	1000	10000	5000
556	201	369	1000	10000	5000
557	201	373	1000	10000	5000
558	201	377	1000	10000	5000
559	201	381	1000	10000	5000
560	201	385	1000	10000	5000
561	201	389	1000	10000	5000
562	201	393	1000	10000	5000
563	201	397	1000	10000	5000
564	201	401	1000	10000	5000
565	201	405	1000	10000	5000
566	201	409	1000	10000	5000
567	201	413	1000	10000	5000
568	201	417	1000	10000	5000
569	201	421	1000	10000	5000
570	201	425	1000	10000	5000
571	201	429	1000	10000	5000
572	201	433	1000	10000	5000
573	201	437	1000	10000	5000
574	201	441	1000	10000	5000
575	201	445	1000	10000	5000
576	201	449	1000	10000	5000
577	201	453	1000	10000	5000
578	201	457	1000	10000	5000
579	201	461	1000	10000	5000
580	201	465	1000	10000	5000
581	201	469	1000	10000	5000
582	201	473	1000	10000	5000
583	201	477	1000	10000	5000
584	201	481	1000	10000	5000
585	201	485	1000	10000	5000
586	201	489	1000	10000	5000
587	201	493	1000	10000	5000
588	201	497	1000	10000	5000
589	201	501	1000	10000	5000
590	201	505	1000	10000	5000
591	201	509	1000	10000	5000
592	201	513	1000	10000	5000
593	201	517	1000	10000	5000
594	201	521	1000	10000	5000
595	201	525	1000	10000	5000
596	201	529	1000	10000	5000
597	201	533	1000	10000	5000
598	201	537	1000	10000	5000
599	201	541	1000	10000	5000
600	201	545	1000	10000	5000
601	201	549	1000	10000	5000
602	201	553	1000	10000	5000
603	201	557	1000	10000	5000
604	201	561	1000	10000	5000
605	201	565	1000	10000	5000
606	201	569	1000	10000	5000
607	201	573	1000	10000	5000
608	201	574	1000	10000	5000
609	201	579	1000	10000	5000
610	201	580	1000	10000	5000
611	201	585	1000	10000	5000
612	201	586	1000	10000	5000
613	201	591	1000	10000	5000
614	201	592	1000	10000	5000
615	201	597	1000	10000	5000
616	201	598	1000	10000	5000
617	201	603	1000	10000	5000
618	201	604	1000	10000	5000
619	201	609	1000	10000	5000
620	201	610	1000	10000	5000
621	201	615	1000	10000	5000
622	201	616	1000	10000	5000
623	201	621	1000	10000	5000
624	201	622	1000	10000	5000
625	201	627	1000	10000	5000
626	201	628	1000	10000	5000
627	201	633	1000	10000	5000
628	201	634	1000	10000	5000
629	201	639	1000	10000	5000
630	201	640	1000	10000	5000
631	201	645	1000	10000	5000
632	201	646	1000	10000	5000
633	201	651	1000	10000	5000
634	201	652	1000	10000	5000
635	201	657	1000	10000	5000
636	201	658	1000	10000	5000
637	201	663	1000	10000	5000
638	201	667	1000	10000	5000
639	201	671	1000	10000	5000
640	201	675	1000	10000	5000
641	201	679	1000	10000	5000
642	201	683	1000	10000	5000
643	201	687	1000	10000	5000
644	201	691	1000	10000	5000
645	201	692	1000	10000	5000
646	201	697	1000	10000	5000
647	201	698	1000	10000	5000
648	201	703	1000	10000	5000
649	201	704	1000	10000	5000
650	201	709	1000	10000	5000
651	201	710	1000	10000	5000
652	201	715	1000	10000	5000
653	201	716	1000	10000	5000
654	201	721	1000	10000	5000
655	201	722	1000	10000	5000
656	201	727	1000	10000	5000
657	201	731	1000	10000	5000
658	201	732	1000	10000	5000
659	201	737	1000	10000	5000
660	201	741	1000	10000	5000
661	201	745	1000	10000	5000
662	201	749	1000	10000	5000
663	201	753	1000	10000	5000
664	201	757	1000	10000	5000
665	201	758	1000	10000	5000
666	201	763	1000	10000	5000
667	201	764	1000	10000	5000
668	202	10	1000	10000	5000
669	202	14	1000	10000	5000
670	202	18	1000	10000	5000
671	202	22	1000	10000	5000
672	202	26	1000	10000	5000
673	202	30	1000	10000	5000
674	202	34	1000	10000	5000
675	202	38	1000	10000	5000
676	202	42	1000	10000	5000
677	202	46	1000	10000	5000
678	202	50	1000	10000	5000
679	202	54	1000	10000	5000
680	202	58	1000	10000	5000
681	202	62	1000	10000	5000
682	202	66	1000	10000	5000
683	202	70	1000	10000	5000
684	202	74	1000	10000	5000
685	202	78	1000	10000	5000
686	202	82	1000	10000	5000
687	202	86	1000	10000	5000
688	202	90	1000	10000	5000
689	202	94	1000	10000	5000
690	202	98	1000	10000	5000
691	202	102	1000	10000	5000
692	202	106	1000	10000	5000
693	202	110	1000	10000	5000
694	202	114	1000	10000	5000
695	202	118	1000	10000	5000
696	202	122	1000	10000	5000
697	202	126	1000	10000	5000
698	202	130	1000	10000	5000
699	202	134	1000	10000	5000
700	202	138	1000	10000	5000
701	202	142	1000	10000	5000
702	202	146	1000	10000	5000
703	202	150	1000	10000	5000
704	202	154	1000	10000	5000
705	202	158	1000	10000	5000
706	202	162	1000	10000	5000
707	202	166	1000	10000	5000
708	202	170	1000	10000	5000
709	202	174	1000	10000	5000
710	202	178	1000	10000	5000
711	202	182	1000	10000	5000
712	202	186	1000	10000	5000
713	202	190	1000	10000	5000
714	202	194	1000	10000	5000
715	202	198	1000	10000	5000
716	202	202	1000	10000	5000
717	202	206	1000	10000	5000
718	202	210	1000	10000	5000
719	202	214	1000	10000	5000
720	202	218	1000	10000	5000
721	202	222	1000	10000	5000
722	202	226	1000	10000	5000
723	202	230	1000	10000	5000
724	202	234	1000	10000	5000
725	202	238	1000	10000	5000
726	202	242	1000	10000	5000
727	202	246	1000	10000	5000
728	202	250	1000	10000	5000
729	202	254	1000	10000	5000
730	202	258	1000	10000	5000
731	202	262	1000	10000	5000
732	202	266	1000	10000	5000
733	202	270	1000	10000	5000
734	202	274	1000	10000	5000
735	202	278	1000	10000	5000
736	202	282	1000	10000	5000
737	202	286	1000	10000	5000
738	202	290	1000	10000	5000
739	202	294	1000	10000	5000
740	202	298	1000	10000	5000
741	202	302	1000	10000	5000
742	202	306	1000	10000	5000
743	202	310	1000	10000	5000
744	202	314	1000	10000	5000
745	202	318	1000	10000	5000
746	202	322	1000	10000	5000
747	202	326	1000	10000	5000
748	202	330	1000	10000	5000
749	202	334	1000	10000	5000
750	202	338	1000	10000	5000
751	202	342	1000	10000	5000
752	202	346	1000	10000	5000
753	202	350	1000	10000	5000
754	202	354	1000	10000	5000
755	202	358	1000	10000	5000
756	202	362	1000	10000	5000
757	202	366	1000	10000	5000
758	202	370	1000	10000	5000
759	202	374	1000	10000	5000
760	202	378	1000	10000	5000
761	202	382	1000	10000	5000
762	202	386	1000	10000	5000
763	202	390	1000	10000	5000
764	202	394	1000	10000	5000
765	202	398	1000	10000	5000
766	202	402	1000	10000	5000
767	202	406	1000	10000	5000
768	202	410	1000	10000	5000
769	202	414	1000	10000	5000
770	202	418	1000	10000	5000
771	202	422	1000	10000	5000
772	202	426	1000	10000	5000
773	202	430	1000	10000	5000
774	202	434	1000	10000	5000
775	202	438	1000	10000	5000
776	202	442	1000	10000	5000
777	202	446	1000	10000	5000
778	202	450	1000	10000	5000
779	202	454	1000	10000	5000
780	202	458	1000	10000	5000
781	202	462	1000	10000	5000
782	202	466	1000	10000	5000
783	202	470	1000	10000	5000
784	202	474	1000	10000	5000
785	202	478	1000	10000	5000
786	202	482	1000	10000	5000
787	202	486	1000	10000	5000
788	202	490	1000	10000	5000
789	202	494	1000	10000	5000
790	202	498	1000	10000	5000
791	202	502	1000	10000	5000
792	202	506	1000	10000	5000
793	202	510	1000	10000	5000
794	202	514	1000	10000	5000
795	202	518	1000	10000	5000
796	202	522	1000	10000	5000
797	202	526	1000	10000	5000
798	202	530	1000	10000	5000
799	202	534	1000	10000	5000
800	202	538	1000	10000	5000
801	202	542	1000	10000	5000
802	202	546	1000	10000	5000
803	202	550	1000	10000	5000
804	202	554	1000	10000	5000
805	202	558	1000	10000	5000
806	202	562	1000	10000	5000
807	202	566	1000	10000	5000
808	202	570	1000	10000	5000
809	202	575	1000	10000	5000
810	202	576	1000	10000	5000
811	202	581	1000	10000	5000
812	202	582	1000	10000	5000
813	202	587	1000	10000	5000
814	202	588	1000	10000	5000
815	202	593	1000	10000	5000
816	202	594	1000	10000	5000
817	202	599	1000	10000	5000
818	202	600	1000	10000	5000
819	202	605	1000	10000	5000
820	202	606	1000	10000	5000
821	202	611	1000	10000	5000
822	202	612	1000	10000	5000
823	202	617	1000	10000	5000
824	202	618	1000	10000	5000
825	202	623	1000	10000	5000
826	202	624	1000	10000	5000
827	202	629	1000	10000	5000
828	202	630	1000	10000	5000
829	202	635	1000	10000	5000
830	202	636	1000	10000	5000
831	202	641	1000	10000	5000
832	202	642	1000	10000	5000
833	202	647	1000	10000	5000
834	202	648	1000	10000	5000
835	202	653	1000	10000	5000
836	202	654	1000	10000	5000
837	202	659	1000	10000	5000
838	202	660	1000	10000	5000
839	202	664	1000	10000	5000
840	202	668	1000	10000	5000
841	202	672	1000	10000	5000
842	202	676	1000	10000	5000
843	202	680	1000	10000	5000
844	202	684	1000	10000	5000
845	202	688	1000	10000	5000
846	202	693	1000	10000	5000
847	202	694	1000	10000	5000
848	202	699	1000	10000	5000
849	202	700	1000	10000	5000
850	202	705	1000	10000	5000
851	202	706	1000	10000	5000
852	202	711	1000	10000	5000
853	202	712	1000	10000	5000
854	202	717	1000	10000	5000
855	202	718	1000	10000	5000
856	202	723	1000	10000	5000
857	202	724	1000	10000	5000
858	202	728	1000	10000	5000
859	202	733	1000	10000	5000
860	202	734	1000	10000	5000
861	202	738	1000	10000	5000
862	202	742	1000	10000	5000
863	202	746	1000	10000	5000
864	202	750	1000	10000	5000
865	202	754	1000	10000	5000
866	202	759	1000	10000	5000
867	202	760	1000	10000	5000
868	202	765	1000	10000	5000
869	202	766	1000	10000	5000
870	203	11	1000	10000	5000
871	203	15	1000	10000	5000
872	203	19	1000	10000	5000
873	203	23	1000	10000	5000
874	203	27	1000	10000	5000
875	203	31	1000	10000	5000
876	203	35	1000	10000	5000
877	203	39	1000	10000	5000
878	203	43	1000	10000	5000
879	203	47	1000	10000	5000
880	203	51	1000	10000	5000
881	203	55	1000	10000	5000
882	203	59	1000	10000	5000
883	203	63	1000	10000	5000
884	203	67	1000	10000	5000
885	203	71	1000	10000	5000
886	203	75	1000	10000	5000
887	203	79	1000	10000	5000
888	203	83	1000	10000	5000
889	203	87	1000	10000	5000
890	203	91	1000	10000	5000
891	203	95	1000	10000	5000
892	203	99	1000	10000	5000
893	203	103	1000	10000	5000
894	203	107	1000	10000	5000
895	203	111	1000	10000	5000
896	203	115	1000	10000	5000
897	203	119	1000	10000	5000
898	203	123	1000	10000	5000
899	203	127	1000	10000	5000
900	203	131	1000	10000	5000
901	203	135	1000	10000	5000
902	203	139	1000	10000	5000
903	203	143	1000	10000	5000
904	203	147	1000	10000	5000
905	203	151	1000	10000	5000
906	203	155	1000	10000	5000
907	203	159	1000	10000	5000
908	203	163	1000	10000	5000
909	203	167	1000	10000	5000
910	203	171	1000	10000	5000
911	203	175	1000	10000	5000
912	203	179	1000	10000	5000
913	203	183	1000	10000	5000
914	203	187	1000	10000	5000
915	203	191	1000	10000	5000
916	203	195	1000	10000	5000
917	203	199	1000	10000	5000
918	203	203	1000	10000	5000
919	203	207	1000	10000	5000
920	203	211	1000	10000	5000
921	203	215	1000	10000	5000
922	203	219	1000	10000	5000
923	203	223	1000	10000	5000
924	203	227	1000	10000	5000
925	203	231	1000	10000	5000
926	203	235	1000	10000	5000
927	203	239	1000	10000	5000
