Id	ActivityId	PluginId	ConsumeCount	ConditionId[1]
198	1	206	1500	
199	1	207	3000	
200	1	208	5000	
201	1	209	500	
202	1	210	1500	
203	1	211	3000	
204	1	212	5000	
205	1	213	500	
206	1	214	1500	
207	1	215	3000	
208	1	216	5000	
209	1	217	500	
210	1	218	1500	
211	1	219	3000	
212	1	220	5000	
213	1	221	500	
214	1	222	1500	
215	1	223	3000	
216	1	224	5000	
217	1	225	500	
218	1	226	1500	
219	1	227	3000	
220	1	228	5000	
221	1	229	500	
222	1	230	1500	
223	1	231	3000	
224	1	232	5000	
225	1	233	500	
226	1	234	1500	
227	1	235	3000	
228	1	236	5000	
229	1	237	500	
230	1	238	1500	
231	1	239	3000	
232	1	240	5000	
233	1	241	500	
234	1	242	1500	
235	1	243	3000	
236	1	244	5000	
237	1	245	500	
238	1	246	1500	
239	1	247	3000	
240	1	248	5000	
241	1	249	500	
242	1	250	1500	
243	1	251	3000	
244	1	252	5000	
245	1	253	500	
246	1	254	1500	
247	1	255	3000	
248	1	256	5000	
249	1	257	500	
250	1	258	1500	
251	1	259	3000	
252	1	260	5000	
253	1	261	500	
254	1	262	1500	
255	1	263	3000	
256	1	264	5000	
257	1	265	500	
258	1	266	1500	
259	1	267	3000	
260	1	268	5000	
261	1	269	500	
262	1	270	1500	
263	1	271	3000	
264	1	272	5000	
265	1	273	500	
266	1	274	1500	
267	1	275	3000	
268	1	276	5000	
269	1	277	500	
270	1	278	1500	
271	1	279	3000	
272	1	280	5000	
273	1	281	500	
274	1	282	1500	
275	1	283	3000	
276	1	284	5000	
277	1	285	500	
278	1	286	1500	
279	1	287	3000	
280	1	288	5000	
281	1	289	500	
282	1	290	1500	
283	1	291	3000	
284	1	292	5000	
285	1	293	500	
286	1	294	1500	
287	1	295	3000	
288	1	296	5000	
289	1	297	500	
290	1	298	1500	
291	1	299	3000	
292	1	300	5000	
293	1	301	500	
294	1	302	1500	
295	1	303	3000	
296	1	304	5000	
297	1	305	500	
298	1	306	1500	
299	1	307	3000	
300	1	308	5000	
301	1	309	500	
302	1	310	1500	
303	1	311	3000	
304	1	312	5000	
305	1	313	500	
306	1	314	1500	
307	1	315	3000	
308	1	316	5000	
309	1	317	500	
310	1	318	1500	
311	1	319	3000	
312	1	320	5000	
313	1	321	500	
314	1	322	1500	
315	1	323	3000	
316	1	324	5000	
317	1	325	500	
318	1	326	1500	
319	1	327	3000	
320	1	328	5000	
321	1	329	500	
322	1	330	1500	
323	1	331	3000	
324	1	332	5000	
325	1	333	500	
326	1	334	1500	
327	1	335	3000	
328	1	336	5000	
329	1	337	500	
330	1	338	1500	
331	1	339	3000	
332	1	340	5000	
333	1	341	500	
334	1	342	1500	
335	1	343	3000	
336	1	344	5000	
337	1	345	500	
338	1	346	1500	
339	1	347	3000	
340	1	348	5000	
341	1	349	500	
342	1	350	1500	
343	1	351	3000	
344	1	352	5000	
345	1	353	500	
346	1	354	1500	
347	1	355	3000	
348	1	356	5000	
349	1	357	500	
350	1	358	1500	
351	1	359	3000	
352	1	360	5000	
353	1	361	500	
354	1	362	1500	
355	1	363	3000	
356	1	364	5000	
357	1	365	500	
358	1	366	1500	
359	1	367	3000	
360	1	368	5000	
361	1	369	500	
362	1	370	1500	
363	1	371	3000	
364	1	372	5000	
365	1	373	500	
366	1	374	1500	
367	1	375	3000	
368	1	376	5000	
369	1	377	500	
370	1	378	1500	
371	1	379	3000	
372	1	380	5000	
373	1	381	500	
374	1	382	1500	
375	1	383	3000	
376	1	384	5000	
377	1	385	500	
378	1	386	1500	
379	1	387	3000	
380	1	388	5000	
381	1	389	500	
382	1	390	1500	
383	1	391	3000	
384	1	392	5000	
385	1	393	500	
386	1	394	1500	
387	1	395	3000	
388	1	396	5000	
389	1	397	500	
390	1	398	1500	
391	1	399	3000	
392	1	400	5000	
393	1	401	500	
394	1	402	1500	
395	1	403	3000	
396	1	404	5000	
397	1	405	500	
398	1	406	1500	
399	1	407	3000	
400	1	408	5000	
401	1	409	500	
402	1	410	1500	
403	1	411	3000	
404	1	412	5000	
405	1	413	500	
406	1	414	1500	
407	1	415	3000	
408	1	416	5000	
409	1	417	500	
410	1	418	1500	
411	1	419	3000	
412	1	420	5000	
413	1	421	500	
414	1	422	1500	
415	1	423	3000	
416	1	424	5000	
417	1	425	500	
418	1	426	1500	
419	1	427	3000	
420	1	428	5000	
421	1	429	500	
422	1	430	1500	
423	1	431	3000	
424	1	432	5000	
425	1	433	500	
426	1	434	1500	
427	1	435	3000	
428	1	436	5000	
429	1	437	500	
430	1	438	1500	
431	1	439	3000	
432	1	440	5000	
433	1	441	500	
434	1	442	1500	
435	1	443	3000	
436	1	444	5000	
437	1	445	500	
438	1	446	1500	
439	1	447	3000	
440	1	448	5000	
441	1	449	500	
442	1	450	1500	
443	1	451	3000	
444	1	452	5000	
445	1	453	500	
446	1	454	1500	
447	1	455	3000	
448	1	456	5000	
449	1	457	500	
450	1	458	1500	
451	1	459	3000	
452	1	460	5000	
453	1	461	500	
454	1	462	1500	
455	1	463	3000	
456	1	464	5000	
457	1	465	500	
458	1	466	1500	
459	1	467	3000	
460	1	468	5000	
461	1	469	500	
462	1	470	1500	
463	1	471	3000	
464	1	472	5000	
465	1	473	500	
466	1	474	1500	
467	1	475	3000	
468	1	476	5000	
469	1	477	500	
470	1	478	1500	
471	1	479	3000	
472	1	480	5000	
473	1	481	500	
474	1	482	1500	
475	1	483	3000	
476	1	484	5000	
477	1	485	500	
478	1	486	1500	
479	1	487	3000	
480	1	488	5000	
481	1	489	500	
482	1	490	1500	
483	1	491	3000	
484	1	492	5000	
485	1	493	500	
486	1	494	1500	
487	1	495	3000	
488	1	496	5000	
489	1	497	500	
490	1	498	1500	
491	1	499	3000	
492	1	500	5000	
493	1	501	500	
494	1	502	1500	
495	1	503	3000	
496	1	504	5000	
497	1	505	500	
498	1	506	1500	
499	1	507	3000	
500	1	508	5000	
501	1	509	500	
502	1	510	1500	
503	1	511	3000	
504	1	512	5000	
505	1	513	500	
506	1	514	1500	
507	1	515	3000	
508	1	516	5000	
509	1	517	500	
510	1	518	1500	
511	1	519	3000	
512	1	520	5000	
513	1	521	500	
514	1	522	1500	
515	1	523	3000	
516	1	524	5000	
517	1	525	500	
518	1	526	1500	
519	1	527	3000	
520	1	528	5000	
521	1	529	500	
522	1	530	1500	
523	1	531	3000	
524	1	532	5000	
525	1	533	500	
526	1	534	1500	
527	1	535	3000	
528	1	536	5000	
529	1	537	500	
530	1	538	1500	
531	1	539	3000	
532	1	540	5000	
533	1	541	500	
534	1	542	1500	
535	1	543	3000	
536	1	544	5000	
537	1	545	500	
538	1	546	1500	
539	1	547	3000	
540	1	548	5000	
541	1	549	500	
542	1	550	1500	
543	1	551	3000	
544	1	552	5000	
545	1	553	500	
546	1	554	1500	
547	1	555	3000	
548	1	556	5000	
549	1	557	500	
550	1	558	1500	
551	1	559	3000	
552	1	560	5000	
553	1	561	500	
554	1	562	1500	
555	1	563	3000	
556	1	564	5000	
557	1	565	500	
558	1	566	1500	
559	1	567	3000	
560	1	568	5000	
561	1	569	500	
562	1	570	1500	
563	1	571	3000	
564	1	572	5000	
565	1	573	500	
566	1	574	500	
567	1	575	1500	
568	1	576	1500	
569	1	577	3000	
570	1	578	5000	
571	1	579	500	
572	1	580	500	
573	1	581	1500	
574	1	582	1500	
575	1	583	3000	
576	1	584	5000	
577	1	585	500	
578	1	586	500	
579	1	587	1500	
580	1	588	1500	
581	1	589	3000	
582	1	590	5000	
583	1	591	500	
584	1	592	500	
585	1	593	1500	
586	1	594	1500	
587	1	595	3000	
588	1	596	5000	
589	1	597	500	
590	1	598	500	
591	1	599	1500	
592	1	600	1500	
593	1	601	3000	
594	1	602	5000	
595	1	603	500	
596	1	604	500	
597	1	605	1500	
598	1	606	1500	
599	1	607	3000	
600	1	608	5000	
601	1	609	500	
602	1	610	500	
603	1	611	1500	
604	1	612	1500	
605	1	613	3000	
606	1	614	5000	
607	1	615	500	
608	1	616	500	
609	1	617	1500	
610	1	618	1500	
611	1	619	3000	
612	1	620	5000	
613	1	621	500	
614	1	622	500	
615	1	623	1500	
616	1	624	1500	
617	1	625	3000	
618	1	626	5000	
619	1	627	500	
620	1	628	500	
621	1	629	1500	
622	1	630	1500	
623	1	631	3000	
624	1	632	5000	
625	1	633	500	
626	1	634	500	
627	1	635	1500	
628	1	636	1500	
629	1	637	3000	
630	1	638	5000	
631	1	639	500	
632	1	640	500	
633	1	641	1500	
634	1	642	1500	
635	1	643	3000	
636	1	644	5000	
637	1	645	500	
638	1	646	500	
639	1	647	1500	
640	1	648	1500	
641	1	649	3000	
642	1	650	5000	
643	1	651	500	
644	1	652	500	
645	1	653	1500	
646	1	654	1500	
647	1	655	3000	
648	1	656	5000	
649	1	657	500	
650	1	658	500	
651	1	659	1500	
652	1	660	1500	
653	1	661	3000	
654	1	662	5000	
655	1	663	500	
656	1	664	1500	
657	1	665	3000	
658	1	666	5000	
659	1	667	500	
660	1	668	1500	
661	1	669	3000	
662	1	670	5000	
663	1	671	500	
664	1	672	1500	
665	1	673	3000	
666	1	674	5000	
667	1	675	500	
668	1	676	1500	
669	1	677	3000	
670	1	678	5000	
671	1	679	500	
672	1	680	1500	
673	1	681	3000	
674	1	682	5000	
675	1	683	500	
676	1	684	1500	
677	1	685	3000	
678	1	686	5000	
679	1	687	500	
680	1	688	1500	
681	1	689	3000	
682	1	690	5000	
683	1	691	500	
684	1	692	500	
685	1	693	1500	
686	1	694	1500	
687	1	695	3000	
688	1	696	5000	
689	1	697	500	
690	1	698	500	
691	1	699	1500	
692	1	700	1500	
693	1	701	3000	
694	1	702	5000	
695	1	703	500	
696	1	704	500	
697	1	705	1500	
698	1	706	1500	
699	1	707	3000	
700	1	708	5000	
701	1	709	500	
702	1	710	500	
703	1	711	1500	
704	1	712	1500	
705	1	713	3000	
706	1	714	5000	
707	1	715	500	
708	1	716	500	
709	1	717	1500	
710	1	718	1500	
711	1	719	3000	
712	1	720	5000	
713	1	721	500	
714	1	722	500	
715	1	723	1500	
716	1	724	1500	
717	1	725	3000	
718	1	726	5000	
719	1	727	500	
720	1	728	1500	
721	1	729	3000	
722	1	730	5000	
723	1	731	500	
724	1	732	500	
725	1	733	1500	
726	1	734	1500	
727	1	735	3000	
728	1	736	5000	
729	1	737	500	
730	1	738	1500	
731	1	739	3000	
732	1	740	5000	
733	1	741	500	
734	1	742	1500	
735	1	743	3000	
736	1	744	5000	
737	1	745	500	
738	1	746	1500	
739	1	747	3000	
740	1	748	5000	
741	1	749	500	
742	1	750	1500	
743	1	751	3000	
744	1	752	5000	
745	1	753	500	
746	1	754	1500	
747	1	755	3000	
748	1	756	5000	
749	1	757	500	
750	1	758	500	
751	1	759	1500	
752	1	760	1500	
753	1	761	3000	
754	1	762	5000	
755	1	763	500	
756	1	764	500	
757	1	765	1500	
758	1	766	1500	
759	1	767	3000	
760	1	768	5000	
761	1	769	5000	
