Id	GroupId	Weight	RiftStageIds[1]	RiftStageIds[2]	RiftStageIds[3]
412	7802	10000	780204		
413	7803	10000	780301		
414	7803	10000	780302		
415	7803	10000	780303		
416	7803	10000	780304		
417	7901	10000	790101		
418	7901	10000	790102		
419	7901	10000	790103		
420	7901	10000	790104		
421	7902	10000	790201		
422	7902	10000	790202		
423	7902	10000	790203		
424	7902	10000	790204		
425	7903	10000	790301		
426	7903	10000	790302		
427	7903	10000	790303		
428	7903	10000	790304		
429	8001	10000	800101	800102	800103
430	8101	10000	810101		
431	8101	10000	810102		
432	8101	10000	810103		
433	8101	10000	810104		
434	8102	10000	810201		
435	8102	10000	810202		
436	8102	10000	810203		
437	8102	10000	810204		
438	8103	10000	810301		
439	8103	10000	810302		
440	8103	10000	810303		
441	8103	10000	810304		
442	8201	10000	820101		
443	8201	10000	820102		
444	8201	10000	820103		
445	8201	10000	820104		
446	8202	10000	820201		
447	8202	10000	820202		
448	8202	10000	820203		
449	8202	10000	820204		
450	8203	10000	820301		
451	8203	10000	820302		
452	8203	10000	820303		
453	8203	10000	820304		
454	8301	10000	830101		
455	8301	10000	830102		
456	8301	10000	830103		
457	8301	10000	830104		
458	8302	10000	830201		
459	8302	10000	830202		
460	8302	10000	830203		
461	8302	10000	830204		
462	8303	10000	830301		
463	8303	10000	830302		
464	8303	10000	830303		
465	8303	10000	830304		
466	8401	10000	840101		
467	8401	10000	840102		
468	8401	10000	840103		
469	8401	10000	840104		
470	8402	10000	840201		
471	8402	10000	840202		
472	8402	10000	840203		
473	8402	10000	840204		
474	8403	10000	840301		
475	8403	10000	840302		
476	8403	10000	840303		
477	8403	10000	840304		
478	8501	10000	850101		
479	8601	10000	860101		
480	8601	10000	860102		
481	8601	10000	860103		
482	8601	10000	860104		
483	8602	10000	860201		
484	8602	10000	860202		
485	8602	10000	860203		
486	8602	10000	860204		
487	8603	10000	860301		
488	8603	10000	860302		
489	8603	10000	860303		
490	8603	10000	860304		
491	8701	10000	870101		
492	8701	10000	870102		
493	8701	10000	870103		
494	8701	10000	870104		
495	8702	10000	870201		
496	8702	10000	870202		
497	8702	10000	870203		
498	8702	10000	870204		
499	8703	10000	870301		
500	8703	10000	870302		
501	8703	10000	870303		
502	8703	10000	870304		
503	8801	10000	880101		
504	8801	10000	880102		
505	8801	10000	880103		
506	8801	10000	880104		
507	8802	10000	880201		
508	8802	10000	880202		
509	8802	10000	880203		
510	8802	10000	880204		
511	8803	10000	880301		
512	8803	10000	880302		
513	8803	10000	880303		
514	8803	10000	880304		
515	8901	10000	890101		
516	8901	10000	890102		
517	8901	10000	890103		
518	8901	10000	890104		
519	8902	10000	890201		
520	8902	10000	890202		
521	8902	10000	890203		
522	8902	10000	890204		
523	8903	10000	890301		
524	8903	10000	890302		
525	8903	10000	890303		
526	8903	10000	890304		
527	9001	10000	900101		
528	9101	10000	910101	910102	910103
529	9201	10000	920101	920102	920103
530	9301	10000	930101	930102	930103
531	9401	10000	940101	940102	940103
532	9501	10000	950101	950102	950103
533	9601	10000	960101	960102	960103
534	9701	10000	970101	970102	970103
535	9801	10000	980101	980102	980103
536	9901	10000	990101	990102	990103
537	10001	10000	1000101	1000102	1000103
538	10101	10000	1010101	1010102	1010103
539	10201	10000	1020101	1020102	1020103
540	10301	10000	1030101	1030102	1030103
541	10401	10000	1040101	1040102	1040103
542	10501	10000	1050101	1050102	1050103
543	10601	10000	1060101	1060102	1060103
544	10701	10000	1070101	1070102	1070103
545	10801	10000	1080101	1080102	1080103
546	10901	10000	1090101	1090102	1090103
547	11001	10000	1100101	1100102	1100103
548	11101	10000	1110101	1110102	1110103
549	11201	10000	1120101	1120102	1120103
550	11301	10000	1130101	1130102	1130103
551	11401	10000	1140101	1140102	1140103
552	11501	10000	1150101	1150102	1150103
553	11601	10000	1160101	1160102	1160103
554	11701	10000	1170101	1170102	1170103
555	11801	10000	1180101	1180102	1180103
556	11901	10000	1190101	1190102	1190103
557	12001	10000	1200101	1200102	1200103
558	60001	10000	6000101		
