Id	GroupId	Weight	MonsterIds[1]	MonsterIds[2]	MonsterIds[3]	MonsterIds[4]	MonsterIds[5]	Desc
266	309601	10000	30960101	30960102				
267	309611	10000	30961101					
268	309621	10000	30962101					
269	309602	10000	30960201	30960202				
270	309612	10000	30961201					
271	309622	10000	30962201					
272	309603	10000	30960301	30960302				
273	309613	10000	30961301					
274	309623	10000	30962301					
275	309701	10000	30970101					
276	309711	10000	30971101					
277	309721	10000	30972101					
278	309702	10000	30970201					
279	309712	10000	30971201					
280	309722	10000	30972201					
281	309703	10000	30970301					
282	309713	10000	30971301					
283	309723	10000	30972301					
284	309801	10000	30980101	30980102				
285	309811	10000	30981101					
286	309821	10000	30982101					
287	309802	10000	30980201	30980202				
288	309812	10000	30981201					
289	309822	10000	30982201					
290	309803	10000	30980301	30980302				
291	309813	10000	30981301					
292	309823	10000	30982301					
293	309901	10000	30990101	30990102				
294	309911	10000	30991101					
295	309921	10000	30992101					
296	309902	10000	30990201	30990202				
297	309912	10000	30991201					
298	309922	10000	30992201					
299	309903	10000	30990301	30990302				
300	309913	10000	30991301					
301	309923	10000	30992301					
302	310001	10000	31000101	31000102				
303	310011	10000	31001101					
304	310021	10000	31002101					
305	310002	10000	31000201	31000202				
306	310012	10000	31001201					
307	310022	10000	31002201					
308	310003	10000	31000301	31000302				
309	310013	10000	31001301					
310	310023	10000	31002301					
311	310101	10000	31010101	31010102				
312	310111	10000	31011101					
313	310121	10000	31012101					
314	310102	10000	31010201	31010202				
315	310112	10000	31011201					
316	310122	10000	31012201					
317	310103	10000	31010301	31010302				
318	310113	10000	31011301					
319	310123	10000	31012301					
320	310201	10000	31020101	31020102				
321	310211	10000	31021101					
322	310221	10000	31022101					
323	310202	10000	31020201	31020202				
324	310212	10000	31021201					
325	310222	10000	31022201					
326	310203	10000	31020301	31020302				
327	310213	10000	31021301					
328	310223	10000	31022301					
329	310301	10000	31030101	31030102				
330	310311	10000	31031101					
331	310321	10000	31032101					
332	310302	10000	31030201	31030202				
333	310312	10000	31031201					
334	310322	10000	31032201					
335	310303	10000	31030301	31030302				
336	310313	10000	31031301					
337	310323	10000	31032301					
338	310401	10000	31040101	31040102				
339	310411	10000	31041101					
340	310421	10000	31042101					
341	310402	10000	31040201	31040202				
342	310412	10000	31041201					
343	310422	10000	31042201					
344	310403	10000	31040301	31040302				
345	310413	10000	31041301					
346	310423	10000	31042301					
347	310501	10000	31050101	31050102				
348	310511	10000	31051101					
349	310521	10000	31052101					
350	310502	10000	31050201	31050202				
351	310512	10000	31051201					
352	310522	10000	31052201					
353	310503	10000	31050301	31050302				
354	310513	10000	31051301					
355	310523	10000	31052301					
356	310601	10000	31060101	31060102				
357	310611	10000	31061101					
358	310621	10000	31062101					
359	310602	10000	31060201	31060202				
360	310612	10000	31061201					
361	310622	10000	31062201					
362	310603	10000	31060301	31060302				
363	310613	10000	31061301					
364	310623	10000	31062301					
365	310701	10000	31070101	31070102				
366	310711	10000	31071101					
367	310721	10000	31072101					
368	310702	10000	31070201	31070202				
369	310712	10000	31071201					
370	310722	10000	31072201					
371	310703	10000	31070301	31070302				
372	310713	10000	31071301					
373	310723	10000	31072301					
374	310801	10000	31080101	31080102				
375	310811	10000	31081101					
376	310821	10000	31082101					
377	310802	10000	31080201	31080202				
378	310812	10000	31081201					
379	310822	10000	31082201					
380	310803	10000	31080301	31080302				
381	310813	10000	31081301					
382	310823	10000	31082301					
383	310901	10000	31090101	31090102				
384	310911	10000	31091101					
385	310921	10000	31092101					
386	310902	10000	31090201	31090202				
387	310912	10000	31091201					
388	310922	10000	31092201					
389	310903	10000	31090301	31090302				
390	310913	10000	31091301					
391	310923	10000	31092301					
392	311001	10000	31100101	31100102				
393	311011	10000	31101101					
394	311021	10000	31102101					
395	311002	10000	31100201	31100202				
396	311012	10000	31101201					
397	311022	10000	31102201					
398	311003	10000	31100301	31100302				
399	311013	10000	31101301					
400	311023	10000	31102301					
401	311101	10000	31110101	31110102				
402	311111	10000	31111101					
403	311121	10000	31112101					
404	311102	10000	31110201	31110202				
405	311112	10000	31111201					
406	311122	10000	31112201					
407	311103	10000	31110301	31110302				
408	311113	10000	31111301					
409	311123	10000	31112301					
410	311201	10000	31120101	31120102				
411	311211	10000	31121101					
412	311221	10000	31122101					
413	311202	10000	31120201	31120202				
414	311212	10000	31121201					
415	311222	10000	31122201					
416	311203	10000	31120301	31120302				
417	311213	10000	31121301					
418	311223	10000	31122301					
419	311301	10000	31130101	31130102				
420	311311	10000	31131101					
421	311321	10000	31132101					
422	311302	10000	31130201	31130202				
423	311312	10000	31131201					
424	311322	10000	31132201					
425	311303	10000	31130301	31130302				
426	311313	10000	31131301					
427	311323	10000	31132301					
428	311401	10000	31140101	31140102				
429	311411	10000	31141101					
430	311421	10000	31142101					
431	311402	10000	31140201	31140202				
432	311412	10000	31141201					
433	311422	10000	31142201					
434	311403	10000	31140301	31140302				
435	311413	10000	31141301					
436	311423	10000	31142301					
437	311501	10000	31150101	31150102				
438	311511	10000	31151101					
439	311521	10000	31152101					
440	311502	10000	31150201	31150202				
441	311512	10000	31151201					
442	311522	10000	31152201					
443	311503	10000	31150301	31150302				
444	311513	10000	31151301					
445	311523	10000	31152301					
446	311601	10000	31160101	31160102				
447	311611	10000	31161101					
448	311621	10000	31162101					
449	311602	10000	31160201	31160202				
450	311612	10000	31161201					
451	311622	10000	31162201					
452	311603	10000	31160301	31160302				
453	311613	10000	31161301					
454	311623	10000	31162301					
455	311701	10000	31170101	31170102				
456	311711	10000	31171101					
457	311721	10000	31172101					
458	311702	10000	31170201	31170202				
459	311712	10000	31171201					
460	311722	10000	31172201					
461	311703	10000	31170301	31170302				
462	311713	10000	31171301					
463	311723	10000	31172301					
464	311801	10000	31180101	31180102				
465	311811	10000	31181101					
466	311821	10000	31182101					
467	311802	10000	31180201	31180202				
468	311812	10000	31181201					
469	311822	10000	31182201					
470	311803	10000	31180301	31180302				
471	311813	10000	31181301					
472	311823	10000	31182301					
473	311901	10000	31190101	31190102				
474	311911	10000	31191101					
475	311921	10000	31192101					
476	311902	10000	31190201	31190202				
477	311912	10000	31191201					
478	311922	10000	31192201					
479	311903	10000	31190301	31190302				
480	311913	10000	31191301					
481	311923	10000	31192301					
482	312001	10000	31200101					
483	312011	10000	31201101					
484	312021	10000	31202101					
485	312002	10000	31200201					
486	312012	10000	31201201					
487	312022	10000	31202201					
488	312003	10000	31200301					
489	312013	10000	31201301					
490	312023	10000	31202301					
491	600001	10000	60000101					
