Id	GroupId	FixAttrId	FixAttrLevel	Ability	FightEvent	FightEventLevel	EffectType	EffectValue
77	101	1	76	210	2230261	77	1	209
78	101	1	77	211	2230261	78	1	210
79	101	1	78	212	2230261	79	1	211
80	101	1	79	212	2230261	80	1	211
81	101	1	80	213	2230261	81	1	212
82	101	1	81	214	2230261	82	1	213
83	101	1	82	214	2230261	83	1	213
84	101	1	83	215	2230261	84	1	214
85	101	1	84	216	2230261	85	1	214
86	101	1	85	216	2230261	86	1	215
87	101	1	86	217	2230261	87	1	216
88	101	1	87	217	2230261	88	1	216
89	101	1	88	218	2230261	89	1	217
90	101	1	89	218	2230261	90	1	217
91	101	1	90	219	2230261	91	1	218
92	101	1	91	220	2230261	92	1	218
93	101	1	92	220	2230261	93	1	219
94	101	1	93	221	2230261	94	1	219
95	101	1	94	221	2230261	95	1	220
96	101	1	95	222	2230261	96	1	220
97	101	1	96	222	2230261	97	1	221
98	101	1	97	223	2230261	98	1	221
99	101	1	98	223	2230261	99	1	222
100	101	1	99	224	2230261	100	1	222
101	102	1	0	0	2230262	1	1	51
102	102	1	1	51	2230262	2	1	59
103	102	1	2	60	2230262	3	1	67
104	102	1	3	67	2230262	4	1	75
105	102	1	4	75	2230262	5	1	82
106	102	1	5	82	2230262	6	1	89
107	102	1	6	89	2230262	7	1	95
108	102	1	7	96	2230262	8	1	101
109	102	1	8	102	2230262	9	1	108
110	102	1	9	108	2230262	10	1	113
111	102	1	10	114	2230262	11	1	119
112	102	1	11	120	2230262	12	1	124
113	102	1	12	125	2230262	13	1	130
114	102	1	13	130	2230262	14	1	135
115	102	1	14	135	2230262	15	1	139
116	102	1	15	140	2230262	16	1	144
117	102	1	16	145	2230262	17	1	149
118	102	1	17	150	2230262	18	1	153
119	102	1	18	154	2230262	19	1	157
120	102	1	19	158	2230262	20	1	161
121	102	1	20	162	2230262	21	1	165
122	102	1	21	166	2230262	22	1	169
123	102	1	22	170	2230262	23	1	173
124	102	1	23	174	2230262	24	1	176
125	102	1	24	178	2230262	25	1	180
126	102	1	25	181	2230262	26	1	183
127	102	1	26	185	2230262	27	1	186
128	102	1	27	188	2230262	28	1	190
129	102	1	28	191	2230262	29	1	193
130	102	1	29	194	2230262	30	1	196
131	102	1	30	197	2230262	31	1	199
132	102	1	31	200	2230262	32	1	202
133	102	1	32	203	2230262	33	1	204
134	102	1	33	206	2230262	34	1	207
135	102	1	34	209	2230262	35	1	210
136	102	1	35	211	2230262	36	1	212
137	102	1	36	214	2230262	37	1	215
138	102	1	37	216	2230262	38	1	217
139	102	1	38	219	2230262	39	1	220
140	102	1	39	221	2230262	40	1	222
141	102	1	40	224	2230262	41	1	224
142	102	1	41	226	2230262	42	1	226
143	102	1	42	228	2230262	43	1	229
144	102	1	43	230	2230262	44	1	231
145	102	1	44	232	2230262	45	1	233
146	102	1	45	235	2230262	46	1	235
147	102	1	46	237	2230262	47	1	237
148	102	1	47	239	2230262	48	1	239
149	102	1	48	241	2230262	49	1	240
150	102	1	49	242	2230262	50	1	242
151	102	1	50	244	2230262	51	1	244
152	102	1	51	246	2230262	52	1	246
153	102	1	52	248	2230262	53	1	248
154	102	1	53	250	2230262	54	1	249
155	102	1	54	251	2230262	55	1	251
156	102	1	55	253	2230262	56	1	253
157	102	1	56	255	2230262	57	1	254
158	102	1	57	256	2230262	58	1	256
159	102	1	58	258	2230262	59	1	257
160	102	1	59	259	2230262	60	1	259
161	102	1	60	261	2230262	61	1	260
162	102	1	61	262	2230262	62	1	262
163	102	1	62	264	2230262	63	1	263
164	102	1	63	265	2230262	64	1	264
165	102	1	64	267	2230262	65	1	266
166	102	1	65	268	2230262	66	1	267
167	102	1	66	269	2230262	67	1	268
168	102	1	67	271	2230262	68	1	270
169	102	1	68	272	2230262	69	1	271
170	102	1	69	273	2230262	70	1	272
171	102	1	70	275	2230262	71	1	273
172	102	1	71	276	2230262	72	1	275
173	102	1	72	277	2230262	73	1	276
174	102	1	73	278	2230262	74	1	277
175	102	1	74	279	2230262	75	1	278
176	102	1	75	280	2230262	76	1	279
177	102	1	76	282	2230262	77	1	280
178	102	1	77	283	2230262	78	1	281
179	102	1	78	284	2230262	79	1	283
180	102	1	79	285	2230262	80	1	284
181	102	1	80	286	2230262	81	1	285
182	102	1	81	287	2230262	82	1	286
183	102	1	82	288	2230262	83	1	287
184	102	1	83	289	2230262	84	1	288
185	102	1	84	290	2230262	85	1	289
186	102	1	85	291	2230262	86	1	289
187	102	1	86	292	2230262	87	1	290
188	102	1	87	293	2230262	88	1	291
189	102	1	88	294	2230262	89	1	292
190	102	1	89	295	2230262	90	1	293
191	102	1	90	296	2230262	91	1	294
192	102	1	91	296	2230262	92	1	295
193	102	1	92	297	2230262	93	1	296
194	102	1	93	298	2230262	94	1	297
195	102	1	94	299	2230262	95	1	297
196	102	1	95	300	2230262	96	1	298
197	102	1	96	301	2230262	97	1	299
198	102	1	97	302	2230262	98	1	300
199	102	1	98	302	2230262	99	1	301
200	102	1	99	303	2230262	100	1	301
201	103	1	0	0	2230263	1	1	77
202	103	1	1	77	2230263	2	1	85
203	103	1	2	86	2230263	3	1	93
204	103	1	3	94	2230263	4	1	101
205	103	1	4	102	2230263	5	1	109
206	103	1	5	110	2230263	6	1	116
207	103	1	6	117	2230263	7	1	123
208	103	1	7	124	2230263	8	1	130
209	103	1	8	131	2230263	9	1	137
210	103	1	9	138	2230263	10	1	144
211	103	1	10	145	2230263	11	1	150
212	103	1	11	151	2230263	12	1	156
213	103	1	12	157	2230263	13	1	162
214	103	1	13	163	2230263	14	1	168
215	103	1	14	169	2230263	15	1	174
216	103	1	15	175	2230263	16	1	179
217	103	1	16	181	2230263	17	1	185
218	103	1	17	186	2230263	18	1	190
219	103	1	18	191	2230263	19	1	195
220	103	1	19	197	2230263	20	1	200
221	103	1	20	202	2230263	21	1	205
222	103	1	21	207	2230263	22	1	210
223	103	1	22	211	2230263	23	1	214
224	103	1	23	216	2230263	24	1	219
225	103	1	24	221	2230263	25	1	223
226	103	1	25	225	2230263	26	1	228
227	103	1	26	229	2230263	27	1	232
228	103	1	27	234	2230263	28	1	236
229	103	1	28	238	2230263	29	1	240
230	103	1	29	242	2230263	30	1	244
231	103	1	30	246	2230263	31	1	248
232	103	1	31	250	2230263	32	1	251
233	103	1	32	254	2230263	33	1	255
234	103	1	33	257	2230263	34	1	259
235	103	1	34	261	2230263	35	1	262
236	103	1	35	264	2230263	36	1	266
237	103	1	36	268	2230263	37	1	269
238	103	1	37	271	2230263	38	1	272
239	103	1	38	275	2230263	39	1	276
240	103	1	39	278	2230263	40	1	279
241	103	1	40	281	2230263	41	1	282
242	103	1	41	284	2230263	42	1	285
243	103	1	42	287	2230263	43	1	288
244	103	1	43	290	2230263	44	1	291
245	103	1	44	293	2230263	45	1	294
246	103	1	45	296	2230263	46	1	297
247	103	1	46	299	2230263	47	1	299
248	103	1	47	302	2230263	48	1	302
249	103	1	48	305	2230263	49	1	305
250	103	1	49	307	2230263	50	1	307
251	103	1	50	310	2230263	51	1	310
252	103	1	51	312	2230263	52	1	312
253	103	1	52	315	2230263	53	1	315
254	103	1	53	318	2230263	54	1	317
255	103	1	54	320	2230263	55	1	320
256	103	1	55	322	2230263	56	1	322
257	103	1	56	325	2230263	57	1	324
258	103	1	57	327	2230263	58	1	327
259	103	1	58	329	2230263	59	1	329
260	103	1	59	332	2230263	60	1	331
261	103	1	60	334	2230263	61	1	333
262	103	1	61	336	2230263	62	1	335
263	103	1	62	338	2230263	63	1	337
264	103	1	63	340	2230263	64	1	339
265	103	1	64	342	2230263	65	1	341
266	103	1	65	344	2230263	66	1	343
267	103	1	66	346	2230263	67	1	345
268	103	1	67	348	2230263	68	1	347
269	103	1	68	350	2230263	69	1	349
270	103	1	69	352	2230263	70	1	351
271	103	1	70	354	2230263	71	1	353
272	103	1	71	356	2230263	72	1	355
273	103	1	72	358	2230263	73	1	356
274	103	1	73	360	2230263	74	1	358
275	103	1	74	361	2230263	75	1	360
276	103	1	75	363	2230263	76	1	362
277	103	1	76	365	2230263	77	1	363
278	103	1	77	366	2230263	78	1	365
279	103	1	78	368	2230263	79	1	367
280	103	1	79	370	2230263	80	1	368
281	103	1	80	371	2230263	81	1	370
282	103	1	81	373	2230263	82	1	371
283	103	1	82	375	2230263	83	1	373
284	103	1	83	376	2230263	84	1	374
285	103	1	84	378	2230263	85	1	376
286	103	1	85	379	2230263	86	1	377
287	103	1	86	381	2230263	87	1	379
288	103	1	87	382	2230263	88	1	380
289	103	1	88	384	2230263	89	1	382
290	103	1	89	385	2230263	90	1	383
291	103	1	90	386	2230263	91	1	384
292	103	1	91	388	2230263	92	1	386
293	103	1	92	389	2230263	93	1	387
294	103	1	93	391	2230263	94	1	388
295	103	1	94	392	2230263	95	1	390
296	103	1	95	393	2230263	96	1	391
297	103	1	96	394	2230263	97	1	392
298	103	1	97	396	2230263	98	1	394
299	103	1	98	397	2230263	99	1	395
300	103	1	99	398	2230263	100	1	396
301	201	1	0	0	2230264	1	10	155
302	201	1	1	25	2230264	2	10	205
303	201	1	2	34	2230264	3	10	252
304	201	1	3	42	2230264	4	10	297
305	201	1	4	49	2230264	5	10	338
306	201	1	5	56	2230264	6	10	377
307	201	1	6	62	2230264	7	10	414
308	201	1	7	69	2230264	8	10	449
309	201	1	8	74	2230264	9	10	482
310	201	1	9	80	2230264	10	10	514
311	201	1	10	85	2230264	11	10	544
312	201	1	11	90	2230264	12	10	572
313	201	1	12	95	2230264	13	10	599
314	201	1	13	99	2230264	14	10	625
315	201	1	14	104	2230264	15	10	649
316	201	1	15	108	2230264	16	10	673
317	201	1	16	112	2230264	17	10	696
318	201	1	17	115	2230264	18	10	717
319	201	1	18	119	2230264	19	10	738
320	201	1	19	122	2230264	20	10	758
321	201	1	20	126	2230264	21	10	777
322	201	1	21	129	2230264	22	10	795
323	201	1	22	132	2230264	23	10	812
324	201	1	23	135	2230264	24	10	829
325	201	1	24	138	2230264	25	10	846
326	201	1	25	140	2230264	26	10	861
327	201	1	26	143	2230264	27	10	876
328	201	1	27	146	2230264	28	10	891
329	201	1	28	148	2230264	29	10	905
330	201	1	29	150	2230264	30	10	919
331	201	1	30	153	2230264	31	10	932
332	201	1	31	155	2230264	32	10	945
333	201	1	32	157	2230264	33	10	957
334	201	1	33	159	2230264	34	10	969
335	201	1	34	161	2230264	35	10	980
336	201	1	35	163	2230264	36	10	992
337	201	1	36	165	2230264	37	10	1002
338	201	1	37	167	2230264	38	10	1013
339	201	1	38	168	2230264	39	10	1023
340	201	1	39	170	2230264	40	10	1033
341	201	1	40	172	2230264	41	10	1043
342	201	1	41	173	2230264	42	10	1052
343	201	1	42	175	2230264	43	10	1061
344	201	1	43	176	2230264	44	10	1070
345	201	1	44	178	2230264	45	10	1079
346	201	1	45	179	2230264	46	10	1087
347	201	1	46	181	2230264	47	10	1095
348	201	1	47	182	2230264	48	10	1103
349	201	1	48	183	2230264	49	10	1111
350	201	1	49	185	2230264	50	10	1119
351	201	1	50	186	2230264	51	10	1126
352	201	1	51	187	2230264	52	10	1133
353	201	1	52	188	2230264	53	10	1140
354	201	1	53	190	2230264	54	10	1147
355	201	1	54	191	2230264	55	10	1154
356	201	1	55	192	2230264	56	10	1160
357	201	1	56	193	2230264	57	10	1167
358	201	1	57	194	2230264	58	10	1173
359	201	1	58	195	2230264	59	10	1179
360	201	1	59	196	2230264	60	10	1185
361	201	1	60	197	2230264	61	10	1191
362	201	1	61	198	2230264	62	10	1196
363	201	1	62	199	2230264	63	10	1202
364	201	1	63	200	2230264	64	10	1207
365	201	1	64	201	2230264	65	10	1213
366	201	1	65	202	2230264	66	10	1218
367	201	1	66	202	2230264	67	10	1223
368	201	1	67	203	2230264	68	10	1228
369	201	1	68	204	2230264	69	10	1233
370	201	1	69	205	2230264	70	10	1238
371	201	1	70	206	2230264	71	10	1242
372	201	1	71	207	2230264	72	10	1247
373	201	1	72	207	2230264	73	10	1252
374	201	1	73	208	2230264	74	10	1256
375	201	1	74	209	2230264	75	10	1260
376	201	1	75	210	2230264	76	10	1265
377	201	1	76	210	2230264	77	10	1269
378	201	1	77	211	2230264	78	10	1273
379	201	1	78	212	2230264	79	10	1277
380	201	1	79	212	2230264	80	10	1281
381	201	1	80	213	2230264	81	10	1285
382	201	1	81	214	2230264	82	10	1289
383	201	1	82	214	2230264	83	10	1292
384	201	1	83	215	2230264	84	10	1296
385	201	1	84	216	2230264	85	10	1300
386	201	1	85	216	2230264	86	10	1303
387	201	1	86	217	2230264	87	10	1307
388	201	1	87	217	2230264	88	10	1310
389	201	1	88	218	2230264	89	10	1314
390	201	1	89	218	2230264	90	10	1317
391	201	1	90	219	2230264	91	10	1320
392	201	1	91	220	2230264	92	10	1323
393	201	1	92	220	2230264	93	10	1327
394	201	1	93	221	2230264	94	10	1330
395	201	1	94	221	2230264	95	10	1333
396	201	1	95	222	2230264	96	10	1336
397	201	1	96	222	2230264	97	10	1339
398	201	1	97	223	2230264	98	10	1342
399	201	1	98	223	2230264	99	10	1344
400	201	1	99	224	2230264	100	10	1347
401	202	1	0	0	2230265	1	10	311
402	202	1	1	51	2230265	2	10	360
403	202	1	2	60	2230265	3	10	407
404	202	1	3	67	2230265	4	10	452
405	202	1	4	75	2230265	5	10	496
406	202	1	5	82	2230265	6	10	537
407	202	1	6	89	2230265	7	10	577
408	202	1	7	96	2230265	8	10	615
409	202	1	8	102	2230265	9	10	652
410	202	1	9	108	2230265	10	10	687
411	202	1	10	114	2230265	11	10	721
412	202	1	11	120	2230265	12	10	754
413	202	1	12	125	2230265	13	10	785
414	202	1	13	130	2230265	14	10	815
415	202	1	14	135	2230265	15	10	845
416	202	1	15	140	2230265	16	10	873
417	202	1	16	145	2230265	17	10	900
418	202	1	17	150	2230265	18	10	927
419	202	1	18	154	2230265	19	10	952
420	202	1	19	158	2230265	20	10	977
421	202	1	20	162	2230265	21	10	1001
422	202	1	21	166	2230265	22	10	1024
423	202	1	22	170	2230265	23	10	1047
424	202	1	23	174	2230265	24	10	1068
425	202	1	24	178	2230265	25	10	1089
426	202	1	25	181	2230265	26	10	1110
427	202	1	26	185	2230265	27	10	1130
428	202	1	27	188	2230265	28	10	1149
429	202	1	28	191	2230265	29	10	1168
430	202	1	29	194	2230265	30	10	1186
431	202	1	30	197	2230265	31	10	1204
432	202	1	31	200	2230265	32	10	1222
433	202	1	32	203	2230265	33	10	1238
434	202	1	33	206	2230265	34	10	1255
435	202	1	34	209	2230265	35	10	1271
436	202	1	35	211	2230265	36	10	1286
437	202	1	36	214	2230265	37	10	1301
438	202	1	37	216	2230265	38	10	1316
439	202	1	38	219	2230265	39	10	1331
440	202	1	39	221	2230265	40	10	1345
441	202	1	40	224	2230265	41	10	1359
442	202	1	41	226	2230265	42	10	1372
443	202	1	42	228	2230265	43	10	1385
444	202	1	43	230	2230265	44	10	1398
445	202	1	44	232	2230265	45	10	1410
446	202	1	45	235	2230265	46	10	1423
447	202	1	46	237	2230265	47	10	1434
448	202	1	47	239	2230265	48	10	1446
449	202	1	48	241	2230265	49	10	1458
450	202	1	49	242	2230265	50	10	1469
451	202	1	50	244	2230265	51	10	1480
452	202	1	51	246	2230265	52	10	1490
453	202	1	52	248	2230265	53	10	1501
454	202	1	53	250	2230265	54	10	1511
455	202	1	54	251	2230265	55	10	1521
456	202	1	55	253	2230265	56	10	1531
457	202	1	56	255	2230265	57	10	1541
458	202	1	57	256	2230265	58	10	1550
459	202	1	58	258	2230265	59	10	1559
460	202	1	59	259	2230265	60	10	1568
461	202	1	60	261	2230265	61	10	1577
462	202	1	61	262	2230265	62	10	1586
463	202	1	62	264	2230265	63	10	1595
464	202	1	63	265	2230265	64	10	1603
465	202	1	64	267	2230265	65	10	1611
466	202	1	65	268	2230265	66	10	1619
467	202	1	66	269	2230265	67	10	1627
468	202	1	67	271	2230265	68	10	1635
469	202	1	68	272	2230265	69	10	1643
470	202	1	69	273	2230265	70	10	1650
471	202	1	70	275	2230265	71	10	1658
472	202	1	71	276	2230265	72	10	1665
473	202	1	72	277	2230265	73	10	1672
474	202	1	73	278	2230265	74	10	1679
475	202	1	74	279	2230265	75	10	1686
476	202	1	75	280	2230265	76	10	1693
477	202	1	76	282	2230265	77	10	1699
478	202	1	77	283	2230265	78	10	1706
479	202	1	78	284	2230265	79	10	1712
480	202	1	79	285	2230265	80	10	1719
481	202	1	80	286	2230265	81	10	1725
482	202	1	81	287	2230265	82	10	1731
483	202	1	82	288	2230265	83	10	1737
484	202	1	83	289	2230265	84	10	1743
485	202	1	84	290	2230265	85	10	1749
486	202	1	85	291	2230265	86	10	1755
487	202	1	86	292	2230265	87	10	1760
488	202	1	87	293	2230265	88	10	1766
489	202	1	88	294	2230265	89	10	1771
490	202	1	89	295	2230265	90	10	1777
491	202	1	90	296	2230265	91	10	1782
492	202	1	91	296	2230265	92	10	1787
493	202	1	92	297	2230265	93	10	1792
494	202	1	93	298	2230265	94	10	1798
495	202	1	94	299	2230265	95	10	1803
496	202	1	95	300	2230265	96	10	1807
497	202	1	96	301	2230265	97	10	1812
498	202	1	97	302	2230265	98	10	1817
499	202	1	98	302	2230265	99	10	1822
500	202	1	99	303	2230265	100	10	1827
501	203	1	0	0	2230266	1	10	466
502	203	1	1	77	2230266	2	10	517
503	203	1	2	86	2230266	3	10	566
504	203	1	3	94	2230266	4	10	614
505	203	1	4	102	2230266	5	10	660
506	203	1	5	110	2230266	6	10	705
507	203	1	6	117	2230266	7	10	748
508	203	1	7	124	2230266	8	10	790
509	203	1	8	131	2230266	9	10	831
510	203	1	9	138	2230266	10	10	871
511	203	1	10	145	2230266	11	10	910
512	203	1	11	151	2230266	12	10	947
513	203	1	12	157	2230266	13	10	984
514	203	1	13	163	2230266	14	10	1019
515	203	1	14	169	2230266	15	10	1054
516	203	1	15	175	2230266	16	10	1087
517	203	1	16	181	2230266	17	10	1120
518	203	1	17	186	2230266	18	10	1152
519	203	1	18	191	2230266	19	10	1183
520	203	1	19	197	2230266	20	10	1213
521	203	1	20	202	2230266	21	10	1242
522	203	1	21	207	2230266	22	10	1271
523	203	1	22	211	2230266	23	10	1299
524	203	1	23	216	2230266	24	10	1327
525	203	1	24	221	2230266	25	10	1353
526	203	1	25	225	2230266	26	10	1380
527	203	1	26	229	2230266	27	10	1405
528	203	1	27	234	2230266	28	10	1430
529	203	1	28	238	2230266	29	10	1454
530	203	1	29	242	2230266	30	10	1478
531	203	1	30	246	2230266	31	10	1501
532	203	1	31	250	2230266	32	10	1524
533	203	1	32	254	2230266	33	10	1546
534	203	1	33	257	2230266	34	10	1568
535	203	1	34	261	2230266	35	10	1589
536	203	1	35	264	2230266	36	10	1610
537	203	1	36	268	2230266	37	10	1631
538	203	1	37	271	2230266	38	10	1651
539	203	1	38	275	2230266	39	10	1670
540	203	1	39	278	2230266	40	10	1690
541	203	1	40	281	2230266	41	10	1708
542	203	1	41	284	2230266	42	10	1727
543	203	1	42	287	2230266	43	10	1745
544	203	1	43	290	2230266	44	10	1763
545	203	1	44	293	2230266	45	10	1780
546	203	1	45	296	2230266	46	10	1797
547	203	1	46	299	2230266	47	10	1814
548	203	1	47	302	2230266	48	10	1830
549	203	1	48	305	2230266	49	10	1846
550	203	1	49	307	2230266	50	10	1862
551	203	1	50	310	2230266	51	10	1878
552	203	1	51	312	2230266	52	10	1893
553	203	1	52	315	2230266	53	10	1908
554	203	1	53	318	2230266	54	10	1923
555	203	1	54	320	2230266	55	10	1937
556	203	1	55	322	2230266	56	10	1952
557	203	1	56	325	2230266	57	10	1965
558	203	1	57	327	2230266	58	10	1979
559	203	1	58	329	2230266	59	10	1993
560	203	1	59	332	2230266	60	10	2006
561	203	1	60	334	2230266	61	10	2019
562	203	1	61	336	2230266	62	10	2032
563	203	1	62	338	2230266	63	10	2045
564	203	1	63	340	2230266	64	10	2057
565	203	1	64	342	2230266	65	10	2069
566	203	1	65	344	2230266	66	10	2081
567	203	1	66	346	2230266	67	10	2093
568	203	1	67	348	2230266	68	10	2105
569	203	1	68	350	2230266	69	10	2116
570	203	1	69	352	2230266	70	10	2127
571	203	1	70	354	2230266	71	10	2139
572	203	1	71	356	2230266	72	10	2149
573	203	1	72	358	2230266	73	10	2160
574	203	1	73	360	2230266	74	10	2171
575	203	1	74	361	2230266	75	10	2181
576	203	1	75	363	2230266	76	10	2192
577	203	1	76	365	2230266	77	10	2202
578	203	1	77	366	2230266	78	10	2212
579	203	1	78	368	2230266	79	10	2222
580	203	1	79	370	2230266	80	10	2231
581	203	1	80	371	2230266	81	10	2241
582	203	1	81	373	2230266	82	10	2250
583	203	1	82	375	2230266	83	10	2260
584	203	1	83	376	2230266	84	10	2269
585	203	1	84	378	2230266	85	10	2278
586	203	1	85	379	2230266	86	10	2287
587	203	1	86	381	2230266	87	10	2296
588	203	1	87	382	2230266	88	10	2304
589	203	1	88	384	2230266	89	10	2313
590	203	1	89	385	2230266	90	10	2321
591	203	1	90	386	2230266	91	10	2330
592	203	1	91	388	2230266	92	10	2338
593	203	1	92	389	2230266	93	10	2346
594	203	1	93	391	2230266	94	10	2354
595	203	1	94	392	2230266	95	10	2362
596	203	1	95	393	2230266	96	10	2370
597	203	1	96	394	2230266	97	10	2377
598	203	1	97	396	2230266	98	10	2385
599	203	1	98	397	2230266	99	10	2393
600	203	1	99	398	2230266	100	10	2400
601	301	4	0	0	2230267	1	8	194
602	301	4	1	25	2230267	2	8	257
603	301	4	2	34	2230267	3	8	315
604	301	4	3	42	2230267	4	8	371
605	301	4	4	49	2230267	5	8	423
606	301	4	5	56	2230267	6	8	471
607	301	4	6	62	2230267	7	8	518
608	301	4	7	69	2230267	8	8	561
609	301	4	8	74	2230267	9	8	603
610	301	4	9	80	2230267	10	8	642
611	301	4	10	85	2230267	11	8	679
612	301	4	11	90	2230267	12	8	715
613	301	4	12	95	2230267	13	8	749
614	301	4	13	99	2230267	14	8	781
615	301	4	14	104	2230267	15	8	812
616	301	4	15	108	2230267	16	8	841
617	301	4	16	112	2230267	17	8	869
618	301	4	17	115	2230267	18	8	896
619	301	4	18	119	2230267	19	8	922
620	301	4	19	122	2230267	20	8	947
621	301	4	20	126	2230267	21	8	971
622	301	4	21	129	2230267	22	8	994
623	301	4	22	132	2230267	23	8	1015
624	301	4	23	135	2230267	24	8	1037
625	301	4	24	138	2230267	25	8	1057
626	301	4	25	140	2230267	26	8	1077
627	301	4	26	143	2230267	27	8	1095
628	301	4	27	146	2230267	28	8	1114
629	301	4	28	148	2230267	29	8	1131
630	301	4	29	150	2230267	30	8	1148
631	301	4	30	153	2230267	31	8	1165
632	301	4	31	155	2230267	32	8	1181
633	301	4	32	157	2230267	33	8	1196
634	301	4	33	159	2230267	34	8	1211
635	301	4	34	161	2230267	35	8	1226
636	301	4	35	163	2230267	36	8	1240
637	301	4	36	165	2230267	37	8	1253
638	301	4	37	167	2230267	38	8	1266
639	301	4	38	168	2230267	39	8	1279
640	301	4	39	170	2230267	40	8	1291
641	301	4	40	172	2230267	41	8	1304
642	301	4	41	173	2230267	42	8	1315
643	301	4	42	175	2230267	43	8	1327
644	301	4	43	176	2230267	44	8	1338
645	301	4	44	178	2230267	45	8	1348
646	301	4	45	179	2230267	46	8	1359
647	301	4	46	181	2230267	47	8	1369
648	301	4	47	182	2230267	48	8	1379
649	301	4	48	183	2230267	49	8	1389
650	301	4	49	185	2230267	50	8	1398
651	301	4	50	186	2230267	51	8	1408
652	301	4	51	187	2230267	52	8	1416
653	301	4	52	188	2230267	53	8	1425
654	301	4	53	190	2230267	54	8	1434
655	301	4	54	191	2230267	55	8	1442
656	301	4	55	192	2230267	56	8	1450
657	301	4	56	193	2230267	57	8	1458
658	301	4	57	194	2230267	58	8	1466
659	301	4	58	195	2230267	59	8	1474
660	301	4	59	196	2230267	60	8	1481
661	301	4	60	197	2230267	61	8	1488
662	301	4	61	198	2230267	62	8	1496
663	301	4	62	199	2230267	63	8	1502
664	301	4	63	200	2230267	64	8	1509
665	301	4	64	201	2230267	65	8	1516
666	301	4	65	202	2230267	66	8	1522
667	301	4	66	202	2230267	67	8	1529
668	301	4	67	203	2230267	68	8	1535
669	301	4	68	204	2230267	69	8	1541
670	301	4	69	205	2230267	70	8	1547
671	301	4	70	206	2230267	71	8	1553
672	301	4	71	207	2230267	72	8	1559
673	301	4	72	207	2230267	73	8	1565
674	301	4	73	208	2230267	74	8	1570
675	301	4	74	209	2230267	75	8	1576
676	301	4	75	210	2230267	76	8	1581
677	301	4	76	210	2230267	77	8	1586
678	301	4	77	211	2230267	78	8	1591
679	301	4	78	212	2230267	79	8	1596
680	301	4	79	212	2230267	80	8	1601
