Id	GroupId	Level	Ability	FightEvent	EffectType	EffectValue
364	4	63	945	2230504	8	6364
365	4	64	960	2230504	8	6465
366	4	65	975	2230504	8	6566
367	4	66	990	2230504	8	6667
368	4	67	1005	2230504	8	6768
369	4	68	1020	2230504	8	6869
370	4	69	1035	2230504	8	6970
371	4	70	1050	2230504	8	7071
372	4	71	1065	2230504	8	7172
373	4	72	1080	2230504	8	7273
374	4	73	1095	2230504	8	7374
375	4	74	1110	2230504	8	7475
376	4	75	1125	2230504	8	7576
377	4	76	1140	2230504	8	7677
378	4	77	1155	2230504	8	7778
379	4	78	1170	2230504	8	7879
380	4	79	1185	2230504	8	7980
381	4	80	1200	2230504	8	8081
382	4	81	1215	2230504	8	8182
383	4	82	1230	2230504	8	8283
384	4	83	1245	2230504	8	8384
385	4	84	1260	2230504	8	8485
386	4	85	1275	2230504	8	8586
387	4	86	1290	2230504	8	8687
388	4	87	1305	2230504	8	8788
389	4	88	1320	2230504	8	8889
390	4	89	1335	2230504	8	8990
391	4	90	1350	2230504	8	9091
392	4	91	1365	2230504	8	9192
393	4	92	1380	2230504	8	9293
394	4	93	1395	2230504	8	9394
395	4	94	1410	2230504	8	9495
396	4	95	1425	2230504	8	9596
397	4	96	1440	2230504	8	9697
398	4	97	1455	2230504	8	9798
399	4	98	1470	2230504	8	9899
400	4	99	1485	2230504	8	10000
401	11	0	0	2230505	10	0
402	11	1	15	2230505	10	81
403	11	2	30	2230505	10	162
404	11	3	45	2230505	10	242
405	11	4	60	2230505	10	323
406	11	5	75	2230505	10	404
407	11	6	90	2230505	10	485
408	11	7	105	2230505	10	566
409	11	8	120	2230505	10	646
410	11	9	135	2230505	10	727
411	11	10	150	2230505	10	808
412	11	11	165	2230505	10	889
413	11	12	180	2230505	10	970
414	11	13	195	2230505	10	1051
415	11	14	210	2230505	10	1131
416	11	15	225	2230505	10	1212
417	11	16	240	2230505	10	1293
418	11	17	255	2230505	10	1374
419	11	18	270	2230505	10	1455
420	11	19	285	2230505	10	1535
421	11	20	300	2230505	10	1616
422	11	21	315	2230505	10	1697
423	11	22	330	2230505	10	1778
424	11	23	345	2230505	10	1859
425	11	24	360	2230505	10	1939
426	11	25	375	2230505	10	2020
427	11	26	390	2230505	10	2101
428	11	27	405	2230505	10	2182
429	11	28	420	2230505	10	2263
430	11	29	435	2230505	10	2343
431	11	30	450	2230505	10	2424
432	11	31	465	2230505	10	2505
433	11	32	480	2230505	10	2586
434	11	33	495	2230505	10	2667
435	11	34	510	2230505	10	2747
436	11	35	525	2230505	10	2828
437	11	36	540	2230505	10	2909
438	11	37	555	2230505	10	2990
439	11	38	570	2230505	10	3071
440	11	39	585	2230505	10	3152
441	11	40	600	2230505	10	3232
442	11	41	615	2230505	10	3313
443	11	42	630	2230505	10	3394
444	11	43	645	2230505	10	3475
445	11	44	660	2230505	10	3556
446	11	45	675	2230505	10	3636
447	11	46	690	2230505	10	3717
448	11	47	705	2230505	10	3798
449	11	48	720	2230505	10	3879
450	11	49	735	2230505	10	3960
451	11	50	750	2230505	10	4040
452	11	51	765	2230505	10	4121
453	11	52	780	2230505	10	4202
454	11	53	795	2230505	10	4283
455	11	54	810	2230505	10	4364
456	11	55	825	2230505	10	4444
457	11	56	840	2230505	10	4525
458	11	57	855	2230505	10	4606
459	11	58	870	2230505	10	4687
460	11	59	885	2230505	10	4768
461	11	60	900	2230505	10	4848
462	11	61	915	2230505	10	4929
463	11	62	930	2230505	10	5010
464	11	63	945	2230505	10	5091
465	11	64	960	2230505	10	5172
466	11	65	975	2230505	10	5253
467	11	66	990	2230505	10	5333
468	11	67	1005	2230505	10	5414
469	11	68	1020	2230505	10	5495
470	11	69	1035	2230505	10	5576
471	11	70	1050	2230505	10	5657
472	11	71	1065	2230505	10	5737
473	11	72	1080	2230505	10	5818
474	11	73	1095	2230505	10	5899
475	11	74	1110	2230505	10	5980
476	11	75	1125	2230505	10	6061
477	11	76	1140	2230505	10	6141
478	11	77	1155	2230505	10	6222
479	11	78	1170	2230505	10	6303
480	11	79	1185	2230505	10	6384
481	11	80	1200	2230505	10	6465
482	11	81	1215	2230505	10	6545
483	11	82	1230	2230505	10	6626
484	11	83	1245	2230505	10	6707
485	11	84	1260	2230505	10	6788
486	11	85	1275	2230505	10	6869
487	11	86	1290	2230505	10	6949
488	11	87	1305	2230505	10	7030
489	11	88	1320	2230505	10	7111
490	11	89	1335	2230505	10	7192
491	11	90	1350	2230505	10	7273
492	11	91	1365	2230505	10	7354
493	11	92	1380	2230505	10	7434
494	11	93	1395	2230505	10	7515
495	11	94	1410	2230505	10	7596
496	11	95	1425	2230505	10	7677
497	11	96	1440	2230505	10	7758
498	11	97	1455	2230505	10	7838
499	11	98	1470	2230505	10	7919
500	11	99	1485	2230505	10	8000
501	12	0	0	2230505	12	0
502	12	1	15	2230505	12	40
503	12	2	30	2230505	12	81
504	12	3	45	2230505	12	121
505	12	4	60	2230505	12	162
506	12	5	75	2230505	12	202
507	12	6	90	2230505	12	242
508	12	7	105	2230505	12	283
509	12	8	120	2230505	12	323
510	12	9	135	2230505	12	364
511	12	10	150	2230505	12	404
512	12	11	165	2230505	12	444
513	12	12	180	2230505	12	485
514	12	13	195	2230505	12	525
515	12	14	210	2230505	12	566
516	12	15	225	2230505	12	606
517	12	16	240	2230505	12	646
518	12	17	255	2230505	12	687
519	12	18	270	2230505	12	727
520	12	19	285	2230505	12	768
521	12	20	300	2230505	12	808
522	12	21	315	2230505	12	848
523	12	22	330	2230505	12	889
524	12	23	345	2230505	12	929
525	12	24	360	2230505	12	970
526	12	25	375	2230505	12	1010
527	12	26	390	2230505	12	1051
528	12	27	405	2230505	12	1091
529	12	28	420	2230505	12	1131
530	12	29	435	2230505	12	1172
531	12	30	450	2230505	12	1212
532	12	31	465	2230505	12	1253
533	12	32	480	2230505	12	1293
534	12	33	495	2230505	12	1333
535	12	34	510	2230505	12	1374
536	12	35	525	2230505	12	1414
537	12	36	540	2230505	12	1455
538	12	37	555	2230505	12	1495
539	12	38	570	2230505	12	1535
540	12	39	585	2230505	12	1576
541	12	40	600	2230505	12	1616
542	12	41	615	2230505	12	1657
543	12	42	630	2230505	12	1697
544	12	43	645	2230505	12	1737
545	12	44	660	2230505	12	1778
546	12	45	675	2230505	12	1818
547	12	46	690	2230505	12	1859
548	12	47	705	2230505	12	1899
549	12	48	720	2230505	12	1939
550	12	49	735	2230505	12	1980
551	12	50	750	2230505	12	2020
552	12	51	765	2230505	12	2061
553	12	52	780	2230505	12	2101
554	12	53	795	2230505	12	2141
555	12	54	810	2230505	12	2182
556	12	55	825	2230505	12	2222
557	12	56	840	2230505	12	2263
558	12	57	855	2230505	12	2303
559	12	58	870	2230505	12	2343
560	12	59	885	2230505	12	2384
561	12	60	900	2230505	12	2424
562	12	61	915	2230505	12	2465
563	12	62	930	2230505	12	2505
564	12	63	945	2230505	12	2545
565	12	64	960	2230505	12	2586
566	12	65	975	2230505	12	2626
567	12	66	990	2230505	12	2667
568	12	67	1005	2230505	12	2707
569	12	68	1020	2230505	12	2747
570	12	69	1035	2230505	12	2788
571	12	70	1050	2230505	12	2828
572	12	71	1065	2230505	12	2869
573	12	72	1080	2230505	12	2909
574	12	73	1095	2230505	12	2949
575	12	74	1110	2230505	12	2990
576	12	75	1125	2230505	12	3030
577	12	76	1140	2230505	12	3071
578	12	77	1155	2230505	12	3111
579	12	78	1170	2230505	12	3152
580	12	79	1185	2230505	12	3192
581	12	80	1200	2230505	12	3232
582	12	81	1215	2230505	12	3273
583	12	82	1230	2230505	12	3313
584	12	83	1245	2230505	12	3354
585	12	84	1260	2230505	12	3394
586	12	85	1275	2230505	12	3434
587	12	86	1290	2230505	12	3475
588	12	87	1305	2230505	12	3515
589	12	88	1320	2230505	12	3556
590	12	89	1335	2230505	12	3596
591	12	90	1350	2230505	12	3636
592	12	91	1365	2230505	12	3677
593	12	92	1380	2230505	12	3717
594	12	93	1395	2230505	12	3758
595	12	94	1410	2230505	12	3798
596	12	95	1425	2230505	12	3838
597	12	96	1440	2230505	12	3879
598	12	97	1455	2230505	12	3919
599	12	98	1470	2230505	12	3960
600	12	99	1485	2230505	12	4000
601	13	0	0	2230505	16	0
602	13	1	15	2230505	16	61
603	13	2	30	2230505	16	121
604	13	3	45	2230505	16	182
605	13	4	60	2230505	16	242
606	13	5	75	2230505	16	303
607	13	6	90	2230505	16	364
608	13	7	105	2230505	16	424
609	13	8	120	2230505	16	485
610	13	9	135	2230505	16	545
611	13	10	150	2230505	16	606
612	13	11	165	2230505	16	667
613	13	12	180	2230505	16	727
614	13	13	195	2230505	16	788
615	13	14	210	2230505	16	848
616	13	15	225	2230505	16	909
617	13	16	240	2230505	16	970
618	13	17	255	2230505	16	1030
619	13	18	270	2230505	16	1091
620	13	19	285	2230505	16	1152
621	13	20	300	2230505	16	1212
622	13	21	315	2230505	16	1273
623	13	22	330	2230505	16	1333
624	13	23	345	2230505	16	1394
625	13	24	360	2230505	16	1455
626	13	25	375	2230505	16	1515
627	13	26	390	2230505	16	1576
628	13	27	405	2230505	16	1636
629	13	28	420	2230505	16	1697
630	13	29	435	2230505	16	1758
631	13	30	450	2230505	16	1818
632	13	31	465	2230505	16	1879
633	13	32	480	2230505	16	1939
634	13	33	495	2230505	16	2000
635	13	34	510	2230505	16	2061
636	13	35	525	2230505	16	2121
637	13	36	540	2230505	16	2182
638	13	37	555	2230505	16	2242
639	13	38	570	2230505	16	2303
640	13	39	585	2230505	16	2364
641	13	40	600	2230505	16	2424
642	13	41	615	2230505	16	2485
643	13	42	630	2230505	16	2545
644	13	43	645	2230505	16	2606
645	13	44	660	2230505	16	2667
646	13	45	675	2230505	16	2727
647	13	46	690	2230505	16	2788
648	13	47	705	2230505	16	2848
649	13	48	720	2230505	16	2909
650	13	49	735	2230505	16	2970
651	13	50	750	2230505	16	3030
652	13	51	765	2230505	16	3091
653	13	52	780	2230505	16	3152
654	13	53	795	2230505	16	3212
655	13	54	810	2230505	16	3273
656	13	55	825	2230505	16	3333
657	13	56	840	2230505	16	3394
658	13	57	855	2230505	16	3455
659	13	58	870	2230505	16	3515
660	13	59	885	2230505	16	3576
661	13	60	900	2230505	16	3636
662	13	61	915	2230505	16	3697
663	13	62	930	2230505	16	3758
664	13	63	945	2230505	16	3818
665	13	64	960	2230505	16	3879
666	13	65	975	2230505	16	3939
667	13	66	990	2230505	16	4000
668	13	67	1005	2230505	16	4061
669	13	68	1020	2230505	16	4121
670	13	69	1035	2230505	16	4182
671	13	70	1050	2230505	16	4242
672	13	71	1065	2230505	16	4303
673	13	72	1080	2230505	16	4364
674	13	73	1095	2230505	16	4424
675	13	74	1110	2230505	16	4485
676	13	75	1125	2230505	16	4545
677	13	76	1140	2230505	16	4606
678	13	77	1155	2230505	16	4667
679	13	78	1170	2230505	16	4727
680	13	79	1185	2230505	16	4788
681	13	80	1200	2230505	16	4848
682	13	81	1215	2230505	16	4909
683	13	82	1230	2230505	16	4970
684	13	83	1245	2230505	16	5030
685	13	84	1260	2230505	16	5091
686	13	85	1275	2230505	16	5152
687	13	86	1290	2230505	16	5212
688	13	87	1305	2230505	16	5273
689	13	88	1320	2230505	16	5333
690	13	89	1335	2230505	16	5394
691	13	90	1350	2230505	16	5455
692	13	91	1365	2230505	16	5515
693	13	92	1380	2230505	16	5576
694	13	93	1395	2230505	16	5636
695	13	94	1410	2230505	16	5697
696	13	95	1425	2230505	16	5758
697	13	96	1440	2230505	16	5818
698	13	97	1455	2230505	16	5879
699	13	98	1470	2230505	16	5939
700	13	99	1485	2230505	16	6000
701	14	0	0	2230505	18	0
702	14	1	15	2230505	18	97
703	14	2	30	2230505	18	194
704	14	3	45	2230505	18	291
705	14	4	60	2230505	18	388
706	14	5	75	2230505	18	485
707	14	6	90	2230505	18	582
708	14	7	105	2230505	18	679
709	14	8	120	2230505	18	776
710	14	9	135	2230505	18	873
711	14	10	150	2230505	18	970
712	14	11	165	2230505	18	1067
713	14	12	180	2230505	18	1164
714	14	13	195	2230505	18	1261
715	14	14	210	2230505	18	1358
716	14	15	225	2230505	18	1455
717	14	16	240	2230505	18	1552
718	14	17	255	2230505	18	1648
719	14	18	270	2230505	18	1745
720	14	19	285	2230505	18	1842
721	14	20	300	2230505	18	1939
722	14	21	315	2230505	18	2036
723	14	22	330	2230505	18	2133
724	14	23	345	2230505	18	2230
725	14	24	360	2230505	18	2327
726	14	25	375	2230505	18	2424
727	14	26	390	2230505	18	2521
728	14	27	405	2230505	18	2618
729	14	28	420	2230505	18	2715
730	14	29	435	2230505	18	2812
731	14	30	450	2230505	18	2909
732	14	31	465	2230505	18	3006
733	14	32	480	2230505	18	3103
734	14	33	495	2230505	18	3200
735	14	34	510	2230505	18	3297
736	14	35	525	2230505	18	3394
737	14	36	540	2230505	18	3491
738	14	37	555	2230505	18	3588
739	14	38	570	2230505	18	3685
740	14	39	585	2230505	18	3782
741	14	40	600	2230505	18	3879
742	14	41	615	2230505	18	3976
743	14	42	630	2230505	18	4073
744	14	43	645	2230505	18	4170
745	14	44	660	2230505	18	4267
746	14	45	675	2230505	18	4364
747	14	46	690	2230505	18	4461
748	14	47	705	2230505	18	4558
749	14	48	720	2230505	18	4655
750	14	49	735	2230505	18	4752
751	14	50	750	2230505	18	4848
752	14	51	765	2230505	18	4945
753	14	52	780	2230505	18	5042
754	14	53	795	2230505	18	5139
755	14	54	810	2230505	18	5236
756	14	55	825	2230505	18	5333
757	14	56	840	2230505	18	5430
758	14	57	855	2230505	18	5527
759	14	58	870	2230505	18	5624
760	14	59	885	2230505	18	5721
761	14	60	900	2230505	18	5818
762	14	61	915	2230505	18	5915
763	14	62	930	2230505	18	6012
764	14	63	945	2230505	18	6109
765	14	64	960	2230505	18	6206
766	14	65	975	2230505	18	6303
767	14	66	990	2230505	18	6400
768	14	67	1005	2230505	18	6497
769	14	68	1020	2230505	18	6594
770	14	69	1035	2230505	18	6691
771	14	70	1050	2230505	18	6788
772	14	71	1065	2230505	18	6885
773	14	72	1080	2230505	18	6982
774	14	73	1095	2230505	18	7079
775	14	74	1110	2230505	18	7176
776	14	75	1125	2230505	18	7273
777	14	76	1140	2230505	18	7370
778	14	77	1155	2230505	18	7467
779	14	78	1170	2230505	18	7564
780	14	79	1185	2230505	18	7661
781	14	80	1200	2230505	18	7758
782	14	81	1215	2230505	18	7855
783	14	82	1230	2230505	18	7952
784	14	83	1245	2230505	18	8048
785	14	84	1260	2230505	18	8145
786	14	85	1275	2230505	18	8242
787	14	86	1290	2230505	18	8339
788	14	87	1305	2230505	18	8436
789	14	88	1320	2230505	18	8533
790	14	89	1335	2230505	18	8630
791	14	90	1350	2230505	18	8727
792	14	91	1365	2230505	18	8824
793	14	92	1380	2230505	18	8921
794	14	93	1395	2230505	18	9018
795	14	94	1410	2230505	18	9115
796	14	95	1425	2230505	18	9212
797	14	96	1440	2230505	18	9309
798	14	97	1455	2230505	18	9406
799	14	98	1470	2230505	18	9503
800	14	99	1485	2230505	18	9600
