Id	GroupId	CharacterId	Weight
307	4001	1571003	1900
308	4002	1031004	5
309	4002	1071003	5
310	4002	1051003	5
311	4002	1051004	5
312	4002	1011004	5
313	4002	1011002	402
314	4002	1111002	402
315	4002	1541003	402
316	4002	1021004	8
317	4002	1121003	8
318	4002	1091003	8
319	4002	1211002	302
320	4002	1161002	302
321	4002	1561003	302
322	4002	1231002	302
323	4002	1061003	6
324	4002	1071004	6
325	4002	1531004	6
326	4002	1171003	6
327	4002	1081003	302
328	4002	1131002	302
329	4002	1221002	302
330	4002	1511003	302
331	4002	1041003	133
332	4002	1131003	133
333	4002	1021005	266
334	4002	1021002	950
335	4002	1031002	950
336	4002	1121002	950
337	4002	1531003	950
338	4002	1571003	950
339	4002	1011003	5
340	4002	1031003	5
341	4002	1021003	5
342	4002	1141003	5
343	4002	1041004	5
344	4002	1041002	121
345	4002	1081002	121
346	4002	1061002	121
347	4002	1091002	121
348	4002	1071002	121
349	4002	1021001	121
350	4002	1031001	121
351	4002	1051001	121
352	4002	1521003	121
353	4002	1551003	121
354	4003	1031004	5
355	4003	1071003	5
356	4003	1051003	5
357	4003	1051004	5
358	4003	1011004	5
359	4003	1011002	640
360	4003	1111002	640
361	4003	1541003	640
362	4003	1021004	8
363	4003	1121003	8
364	4003	1091003	8
365	4003	1211002	480
366	4003	1161002	480
367	4003	1561003	480
368	4003	1231002	480
369	4003	1061003	6
370	4003	1071004	6
371	4003	1531004	6
372	4003	1171003	6
373	4003	1081003	480
374	4003	1131002	480
375	4003	1221002	480
376	4003	1511003	480
377	4003	1041003	133
378	4003	1131003	133
379	4003	1021005	266
380	4003	1021002	380
381	4003	1031002	380
382	4003	1121002	380
383	4003	1531003	380
384	4003	1571003	380
385	4003	1011003	5
386	4003	1031003	5
387	4003	1021003	5
388	4003	1141003	5
389	4003	1041004	5
390	4003	1041002	192
391	4003	1081002	192
392	4003	1061002	192
393	4003	1091002	192
394	4003	1071002	192
395	4003	1021001	192
396	4003	1031001	192
397	4003	1051001	192
398	4003	1521003	192
399	4003	1551003	192
400	5001	1011003	100
401	5001	1031003	100
402	5001	1021003	100
403	5001	1141003	100
404	5001	1041004	100
405	5001	1041002	950
406	5001	1081002	950
407	5001	1061002	950
408	5001	1091002	950
409	5001	1071002	950
410	5001	1021001	950
411	5001	1031001	950
412	5001	1051001	950
413	5001	1521003	950
414	5001	1551003	950
415	5002	1031004	5
416	5002	1071003	5
417	5002	1051003	5
418	5002	1051004	5
419	5002	1011004	5
420	5002	1011002	402
421	5002	1111002	402
422	5002	1541003	402
423	5002	1021004	8
424	5002	1121003	8
425	5002	1091003	8
426	5002	1211002	302
427	5002	1161002	302
428	5002	1561003	302
429	5002	1231002	302
430	5002	1061003	6
431	5002	1071004	6
432	5002	1531004	6
433	5002	1171003	6
434	5002	1081003	302
435	5002	1131002	302
436	5002	1221002	302
437	5002	1511003	302
438	5002	1041003	8
439	5002	1131003	8
440	5002	1021005	16
441	5002	1021002	241
442	5002	1031002	241
443	5002	1121002	241
444	5002	1531003	241
445	5002	1571003	241
446	5002	1011003	80
447	5002	1031003	80
448	5002	1021003	80
449	5002	1141003	80
450	5002	1041004	80
451	5002	1041002	475
452	5002	1081002	475
453	5002	1061002	475
454	5002	1091002	475
455	5002	1071002	475
456	5002	1021001	475
457	5002	1031001	475
458	5002	1051001	475
459	5002	1521003	475
460	5002	1551003	475
461	5003	1031004	5
462	5003	1071003	5
463	5003	1051003	5
464	5003	1051004	5
465	5003	1011004	5
466	5003	1011002	640
467	5003	1111002	640
468	5003	1541003	640
469	5003	1021004	8
470	5003	1121003	8
471	5003	1091003	8
472	5003	1211002	480
473	5003	1161002	480
474	5003	1561003	480
475	5003	1231002	480
476	5003	1061003	6
477	5003	1071004	6
478	5003	1531004	6
479	5003	1171003	6
480	5003	1081003	480
481	5003	1131002	480
482	5003	1221002	480
483	5003	1511003	480
484	5003	1041003	8
485	5003	1131003	8
486	5003	1021005	16
487	5003	1021002	384
488	5003	1031002	384
489	5003	1121002	384
490	5003	1531003	384
491	5003	1571003	384
492	5003	1011003	80
493	5003	1031003	80
494	5003	1021003	80
495	5003	1141003	80
496	5003	1041004	80
497	5003	1041002	190
498	5003	1081002	190
499	5003	1061002	190
500	5003	1091002	190
501	5003	1071002	190
502	5003	1021001	190
503	5003	1031001	190
504	5003	1051001	190
505	5003	1521003	190
506	5003	1551003	190
507	1004	1031004	100
508	1004	1071003	100
509	1004	1051003	100
510	1004	1051004	100
511	1004	1011004	100
512	1005	1031004	160
513	1005	1071003	160
514	1005	1051003	160
515	1005	1051004	160
516	1005	1011004	160
517	1005	1011002	1500
518	1005	1111002	1500
519	1005	1541003	1500
520	1005	1021004	17
521	1005	1121003	17
522	1005	1091003	17
523	1005	1211002	291
524	1005	1161002	291
525	1005	1561003	291
526	1005	1231002	291
527	1005	1061003	13
528	1005	1071004	13
529	1005	1531004	13
530	1005	1171003	13
531	1005	1081003	291
532	1005	1131002	291
533	1005	1221002	291
534	1005	1511003	291
535	1005	1041003	17
536	1005	1131003	17
537	1005	1021005	34
538	1005	1021002	233
539	1005	1031002	233
540	1005	1121002	233
541	1005	1531003	233
542	1005	1571003	233
543	1005	1011003	10
544	1005	1031003	10
545	1005	1021003	10
546	1005	1141003	10
547	1005	1041004	10
548	1005	1041002	116
549	1005	1081002	116
550	1005	1061002	116
551	1005	1091002	116
552	1005	1071002	116
553	1005	1021001	116
554	1005	1031001	116
555	1005	1051001	116
556	1005	1521003	116
557	1005	1551003	116
558	1006	1031004	160
559	1006	1071003	160
560	1006	1051003	160
561	1006	1051004	160
562	1006	1011004	160
563	1006	1011002	600
564	1006	1111002	600
565	1006	1541003	600
566	1006	1021004	17
567	1006	1121003	17
568	1006	1091003	17
569	1006	1211002	459
570	1006	1161002	459
571	1006	1561003	459
572	1006	1231002	459
573	1006	1061003	13
574	1006	1071004	13
575	1006	1531004	13
576	1006	1171003	13
577	1006	1081003	459
578	1006	1131002	459
579	1006	1221002	459
580	1006	1511003	459
581	1006	1041003	17
582	1006	1131003	17
583	1006	1021005	34
584	1006	1021002	368
585	1006	1031002	368
586	1006	1121002	368
587	1006	1531003	368
588	1006	1571003	368
589	1006	1011003	10
590	1006	1031003	10
591	1006	1021003	10
592	1006	1141003	10
593	1006	1041004	10
594	1006	1041002	184
595	1006	1081002	184
596	1006	1061002	184
597	1006	1091002	184
598	1006	1071002	184
599	1006	1021001	184
600	1006	1031001	184
601	1006	1051001	184
602	1006	1521003	184
603	1006	1551003	184
604	2004	1021004	100
605	2004	1121003	100
606	2004	1091003	100
607	2005	1031004	10
608	2005	1071003	10
609	2005	1051003	10
610	2005	1051004	10
611	2005	1011004	10
612	2005	1011002	388
613	2005	1111002	388
614	2005	1541003	388
615	2005	1021004	267
616	2005	1121003	267
617	2005	1091003	267
618	2005	1211002	1125
619	2005	1161002	1125
620	2005	1561003	1125
621	2005	1231002	1125
622	2005	1061003	13
623	2005	1071004	13
624	2005	1531004	13
625	2005	1171003	13
626	2005	1081003	291
627	2005	1131002	291
628	2005	1221002	291
629	2005	1511003	291
630	2005	1041003	17
631	2005	1131003	17
632	2005	1021005	34
633	2005	1021002	233
634	2005	1031002	233
635	2005	1121002	233
636	2005	1531003	233
637	2005	1571003	233
638	2005	1011003	10
639	2005	1031003	10
640	2005	1021003	10
641	2005	1141003	10
642	2005	1041004	10
643	2005	1041002	116
644	2005	1081002	116
645	2005	1061002	116
646	2005	1091002	116
647	2005	1071002	116
648	2005	1021001	116
649	2005	1031001	116
650	2005	1051001	116
651	2005	1521003	116
652	2005	1551003	116
653	2006	1031004	10
654	2006	1071003	10
655	2006	1051003	10
656	2006	1051004	10
657	2006	1011004	10
658	2006	1011002	613
659	2006	1111002	613
660	2006	1541003	613
661	2006	1021004	267
662	2006	1121003	267
663	2006	1091003	267
664	2006	1211002	450
665	2006	1161002	450
666	2006	1561003	450
667	2006	1231002	450
668	2006	1061003	13
669	2006	1071004	13
670	2006	1531004	13
671	2006	1171003	13
672	2006	1081003	459
673	2006	1131002	459
674	2006	1221002	459
675	2006	1511003	459
676	2006	1041003	17
677	2006	1131003	17
678	2006	1021005	34
679	2006	1021002	368
680	2006	1031002	368
681	2006	1121002	368
682	2006	1531003	368
683	2006	1571003	368
684	2006	1011003	10
685	2006	1031003	10
686	2006	1021003	10
687	2006	1141003	10
688	2006	1041004	10
689	2006	1041002	184
690	2006	1081002	184
691	2006	1061002	184
692	2006	1091002	184
693	2006	1071002	184
694	2006	1021001	184
695	2006	1031001	184
696	2006	1051001	184
697	2006	1521003	184
698	2006	1551003	184
699	3004	1061003	100
700	3004	1071004	100
701	3004	1531004	100
702	3004	1171003	100
703	3005	1031004	10
704	3005	1071003	10
705	3005	1051003	10
706	3005	1051004	10
707	3005	1011004	10
708	3005	1011002	388
709	3005	1111002	388
710	3005	1541003	388
711	3005	1021004	17
712	3005	1121003	17
713	3005	1091003	17
714	3005	1211002	291
715	3005	1161002	291
716	3005	1561003	291
717	3005	1231002	291
718	3005	1061003	200
719	3005	1071004	200
720	3005	1531004	200
721	3005	1171003	200
722	3005	1081003	1125
723	3005	1131002	1125
724	3005	1221002	1125
725	3005	1511003	1125
726	3005	1041003	17
727	3005	1131003	17
728	3005	1021005	34
729	3005	1021002	233
730	3005	1031002	233
731	3005	1121002	233
732	3005	1531003	233
733	3005	1571003	233
734	3005	1011003	10
735	3005	1031003	10
736	3005	1021003	10
737	3005	1141003	10
738	3005	1041004	10
739	3005	1041002	116
740	3005	1081002	116
741	3005	1061002	116
742	3005	1091002	116
743	3005	1071002	116
744	3005	1021001	116
745	3005	1031001	116
746	3005	1051001	116
747	3005	1521003	116
748	3005	1551003	116
749	3006	1031004	10
750	3006	1071003	10
751	3006	1051003	10
752	3006	1051004	10
753	3006	1011004	10
754	3006	1011002	613
755	3006	1111002	613
756	3006	1541003	613
757	3006	1021004	17
758	3006	1121003	17
759	3006	1091003	17
760	3006	1211002	459
761	3006	1161002	459
762	3006	1561003	459
763	3006	1231002	459
764	3006	1061003	200
765	3006	1071004	200
766	3006	1531004	200
767	3006	1171003	200
768	3006	1081003	450
769	3006	1131002	450
770	3006	1221002	450
771	3006	1511003	450
772	3006	1041003	17
773	3006	1131003	17
774	3006	1021005	34
775	3006	1021002	368
776	3006	1031002	368
777	3006	1121002	368
778	3006	1531003	368
779	3006	1571003	368
780	3006	1011003	10
781	3006	1031003	10
782	3006	1021003	10
783	3006	1141003	10
784	3006	1041004	10
785	3006	1041002	184
786	3006	1081002	184
787	3006	1061002	184
788	3006	1091002	184
789	3006	1071002	184
790	3006	1021001	184
791	3006	1031001	184
792	3006	1051001	184
793	3006	1521003	184
794	3006	1551003	184
795	4004	1041003	100
796	4004	1131003	100
797	4004	1021005	200
798	4005	1031004	10
799	4005	1071003	10
800	4005	1051003	10
801	4005	1051004	10
802	4005	1011004	10
803	4005	1011002	388
804	4005	1111002	388
805	4005	1541003	388
806	4005	1021004	17
807	4005	1121003	17
808	4005	1091003	17
809	4005	1211002	291
810	4005	1161002	291
811	4005	1561003	291
812	4005	1231002	291
813	4005	1061003	13
814	4005	1071004	13
815	4005	1531004	13
816	4005	1171003	13
817	4005	1081003	291
818	4005	1131002	291
819	4005	1221002	291
820	4005	1511003	291
821	4005	1041003	267
822	4005	1131003	267
823	4005	1021005	534
824	4005	1021002	900
825	4005	1031002	900
826	4005	1121002	900
827	4005	1531003	900
828	4005	1571003	900
829	4005	1011003	10
830	4005	1031003	10
831	4005	1021003	10
832	4005	1141003	10
833	4005	1041004	10
834	4005	1041002	116
835	4005	1081002	116
836	4005	1061002	116
837	4005	1091002	116
838	4005	1071002	116
839	4005	1021001	116
840	4005	1031001	116
841	4005	1051001	116
842	4005	1521003	116
843	4005	1551003	116
844	4006	1031004	10
845	4006	1071003	10
846	4006	1051003	10
847	4006	1051004	10
848	4006	1011004	10
849	4006	1011002	613
850	4006	1111002	613
851	4006	1541003	613
852	4006	1021004	17
853	4006	1121003	17
854	4006	1091003	17
855	4006	1211002	459
856	4006	1161002	459
857	4006	1561003	459
858	4006	1231002	459
859	4006	1061003	13
860	4006	1071004	13
861	4006	1531004	13
862	4006	1171003	13
863	4006	1081003	459
864	4006	1131002	459
865	4006	1221002	459
866	4006	1511003	459
867	4006	1041003	267
868	4006	1131003	267
869	4006	1021005	534
870	4006	1021002	360
871	4006	1031002	360
872	4006	1121002	360
873	4006	1531003	360
874	4006	1571003	360
875	4006	1011003	10
876	4006	1031003	10
877	4006	1021003	10
878	4006	1141003	10
879	4006	1041004	10
880	4006	1041002	184
881	4006	1081002	184
882	4006	1061002	184
883	4006	1091002	184
884	4006	1071002	184
885	4006	1021001	184
886	4006	1031001	184
887	4006	1051001	184
888	4006	1521003	184
889	4006	1551003	184
890	5004	1011003	100
891	5004	1031003	100
892	5004	1021003	100
893	5004	1141003	100
894	5004	1041004	100
895	5005	1031004	10
896	5005	1071003	10
897	5005	1051003	10
898	5005	1051004	10
899	5005	1011004	10
900	5005	1011002	388
901	5005	1111002	388
902	5005	1541003	388
903	5005	1021004	17
904	5005	1121003	17
905	5005	1091003	17
906	5005	1211002	291
907	5005	1161002	291
908	5005	1561003	291
909	5005	1231002	291
910	5005	1061003	13
911	5005	1071004	13
912	5005	1531004	13
913	5005	1171003	13
914	5005	1081003	291
915	5005	1131002	291
916	5005	1221002	291
917	5005	1511003	291
918	5005	1041003	17
919	5005	1131003	17
920	5005	1021005	34
921	5005	1021002	233
922	5005	1031002	233
923	5005	1121002	233
924	5005	1531003	233
925	5005	1571003	233
926	5005	1011003	160
927	5005	1031003	160
928	5005	1021003	160
929	5005	1141003	160
930	5005	1041004	160
931	5005	1041002	450
932	5005	1081002	450
933	5005	1061002	450
934	5005	1091002	450
935	5005	1071002	450
936	5005	1021001	450
937	5005	1031001	450
938	5005	1051001	450
939	5005	1521003	450
940	5005	1551003	450
941	5006	1031004	10
942	5006	1071003	10
943	5006	1051003	10
944	5006	1051004	10
945	5006	1011004	10
946	5006	1011002	613
947	5006	1111002	613
948	5006	1541003	613
949	5006	1021004	17
950	5006	1121003	17
951	5006	1091003	17
952	5006	1211002	459
953	5006	1161002	459
954	5006	1561003	459
955	5006	1231002	459
956	5006	1061003	13
957	5006	1071004	13
958	5006	1531004	13
959	5006	1171003	13
960	5006	1081003	459
961	5006	1131002	459
962	5006	1221002	459
963	5006	1511003	459
964	5006	1041003	17
965	5006	1131003	17
966	5006	1021005	34
967	5006	1021002	368
968	5006	1031002	368
969	5006	1121002	368
970	5006	1531003	368
971	5006	1571003	368
972	5006	1011003	160
973	5006	1031003	160
974	5006	1021003	160
975	5006	1141003	160
976	5006	1041004	160
977	5006	1041002	180
978	5006	1081002	180
979	5006	1061002	180
980	5006	1091002	180
981	5006	1071002	180
982	5006	1021001	180
983	5006	1031001	180
984	5006	1051001	180
985	5006	1521003	180
986	5006	1551003	180
987	9002	1031004	100
988	9002	1071003	100
989	9002	1051003	100
990	9002	1051004	100
991	9002	1011004	100
992	9002	1021004	100
993	9002	1121003	100
994	9002	1091003	100
995	9002	1061003	100
996	9002	1071004	100
997	9002	1531004	100
998	9002	1171003	100
999	9002	1041003	100
1000	9002	1131003	100
1001	9002	1021005	200
1002	9002	1011003	100
1003	9002	1031003	100
1004	9002	1021003	100
1005	9002	1141003	100
1006	9002	1041004	100
1007	9003	1031004	50
1008	9003	1071003	50
1009	9003	1051003	50
1010	9003	1051004	50
1011	9003	1011004	50
1012	9003	1011002	346
1013	9003	1111002	346
1014	9003	1541003	346
1015	9003	1021004	50
1016	9003	1121003	50
1017	9003	1091003	50
1018	9003	1211002	346
1019	9003	1161002	346
1020	9003	1561003	346
1021	9003	1231002	346
1022	9003	1061003	50
1023	9003	1071004	50
1024	9003	1531004	50
1025	9003	1171003	50
1026	9003	1081003	346
1027	9003	1131002	346
1028	9003	1221002	346
1029	9003	1511003	346
1030	9003	1041003	50
1031	9003	1131003	50
1032	9003	1021005	100
1033	9003	1021002	346
1034	9003	1031002	346
1035	9003	1121002	346
1036	9003	1531003	346
1037	9003	1571003	346
1038	9003	1011003	50
1039	9003	1031003	50
1040	9003	1021003	50
1041	9003	1141003	50
1042	9003	1041004	50
1043	9003	1041002	346
1044	9003	1081002	346
1045	9003	1061002	346
1046	9003	1091002	346
1047	9003	1071002	346
1048	9003	1021001	346
1049	9003	1031001	346
1050	9003	1051001	346
1051	9003	1521003	346
1052	9003	1551003	346
1053	9001	1031004	25
1054	9001	1071003	25
1055	9001	1051003	25
1056	9001	1051004	25
1057	9001	1011004	25
1058	9001	1011002	365
1059	9001	1111002	365
1060	9001	1541003	365
1061	9001	1021004	25
1062	9001	1121003	25
1063	9001	1091003	25
1064	9001	1211002	365
1065	9001	1161002	365
1066	9001	1561003	365
1067	9001	1231002	365
1068	9001	1061003	25
1069	9001	1071004	25
1070	9001	1531004	25
1071	9001	1171003	25
1072	9001	1081003	365
1073	9001	1131002	365
1074	9001	1221002	365
1075	9001	1511003	365
1076	9001	1041003	25
1077	9001	1131003	25
1078	9001	1021005	50
1079	9001	1021002	365
1080	9001	1031002	365
1081	9001	1121002	365
1082	9001	1531003	365
1083	9001	1571003	365
1084	9001	1011003	25
1085	9001	1031003	25
1086	9001	1021003	25
1087	9001	1141003	25
1088	9001	1041004	25
1089	9001	1041002	365
1090	9001	1081002	365
1091	9001	1061002	365
1092	9001	1091002	365
1093	9001	1071002	365
1094	9001	1021001	365
1095	9001	1031001	365
1096	9001	1051001	365
1097	9001	1521003	365
1098	9001	1551003	365
1099	10000	1031004	25
1100	10000	1071003	25
1101	10000	1051003	25
1102	10000	1051004	25
1103	10000	1011004	25
1104	10000	1011002	365
1105	10000	1111002	365
1106	10000	1541003	365
1107	10000	1021004	25
1108	10000	1121003	25
1109	10000	1091003	25
1110	10000	1211002	365
1111	10000	1161002	365
1112	10000	1561003	365
1113	10000	1231002	365
1114	10000	1061003	25
1115	10000	1071004	25
1116	10000	1531004	25
1117	10000	1171003	25
1118	10000	1081003	365
1119	10000	1131002	365
1120	10000	1221002	365
1121	10000	1511003	365
1122	10000	1041003	25
1123	10000	1131003	25
1124	10000	1021005	50
1125	10000	1021002	365
1126	10000	1031002	365
1127	10000	1121002	365
1128	10000	1531003	365
1129	10000	1571003	365
1130	10000	1011003	25
1131	10000	1031003	25
1132	10000	1021003	25
1133	10000	1141003	25
1134	10000	1041004	25
1135	10000	1041002	365
1136	10000	1081002	365
1137	10000	1061002	365
1138	10000	1091002	365
1139	10000	1071002	365
1140	10000	1021001	365
1141	10000	1031001	365
1142	10000	1051001	365
1143	10000	1521003	365
1144	10000	1551003	365
