Id	Name	Level[1]	Level[2]	Level[3]	Level[4]	Level[5]	Level[6]	Level[7]	Level[8]	Level[9]	Level[10]	Level[11]	Level[12]	Level[13]	Level[14]	Level[15]	Level[16]	Level[17]	Level[18]	Level[19]	Level[20]	Level[21]	Level[22]	Level[23]	Level[24]	Level[25]	Level[26]	Level[27]	Level[28]	Level[29]	Level[30]	Level[31]	Level[32]	Level[33]	Level[34]	Level[35]	Level[36]	Level[37]	Level[38]	Level[39]	Level[40]	Level[41]	Level[42]	Level[43]	Level[44]	Level[45]	Level[46]	Level[47]	Level[48]	Level[49]	Level[50]	Level[51]	Level[52]	Level[53]	Level[54]	Level[55]
900111	AddBuff	900111																																																						
900111000	ChangeAttribValue	81|-10000|																																																						
900112	AddBuff	900112																																																						
900112000	ChangeAttribValue	81|10000|																																																						
900113	AddBuff	900113																																																						
900113000	AddAttribValue	79|0|-10000																																																						
900114	AddBuff	900114																																																						
900114000	AddAttribValue	79|0|10000																																																						
900115	AddBuff	900115																																																						
900116	AddBuff	900116																																																						
900117	AddBuff	900117																																																						
900118	AddBuff	900118																																																						
900201	AddBuff	900201																																																						
900201000	AddBehavior	900201																																																						
900202	AddBuff	900202																																																						
900202000	AddBehavior	900202																																																						
900203	AddBuff	900203																																																						
900203000	AddBehavior	900203																																																						
900204	AddBuff	900204																																																						
900204000	AddBehavior	900204																																																						
900205	AddBuff	900205																																																						
900205000	AddBehavior	900205																																																						
900206	AddBuff	900206																																																						
900206000	AddBehavior	900206																																																						
900207	AddBuff	900207																																																						
900207000	AddBehavior	900207																																																						
900208	AddBuff	900208																																																						
900208000	AddBehavior	900208																																																						
900209	AddBuff	900209																																																						
900209000	AddBehavior	900209																																																						
900210	AddBuff	900210																																																						
900211	AddBuff	900211																																																						
900211000	AddBehavior	900211																																																						
900212	AddBuff	900212																																																						
900213	AddBuff	900213																																																						
900213000	AddAttribValue	1|-999999|0																																																						
900214	AddBuff	900214																																																						
900214000	AddBehavior	900214																																																						
900701	AddBuff	900701																																																						
900701000	ChangeAttribAdditive	33|2000|0																																																						
900702	AddBuff	900702																																																						
900703	AddAttribValue	53|0|10000																																																						
900704	AddAttribValue	53|20|0																																																						
900705	AddBuff	900705																																																						
900705000	AddNpcState	27																																																						
900706	AddBuff	900706																																																						
900707	AddBuff	900707																																																						
900708	AddBuff	900708																																																						
900709	AddBuff	900709																																																						
970001	AddBuff	970001																																																						
970002	AddBuff	970002																																																						
970003	AddBuff	970003																																																						
970004	AddBuff	970004																																																						
970005	AddBuff	970005																																																						
970006	AddBuff	970006																																																						
970006000	AddNpcState	27																																																						
971001	AddBuff	971001																																																						
971002	AddBuff	971002																																																						
971003	AddBuff	971003																																																						
971003000	Damage	1|0|10000|0|0||||10000																																																						
971004	AddBuff	971004																																																						
971005	AddBuff	971005																																																						
971006	AddBuff	971006																																																						
971007	AddBuff	971007																																																						
971007000	ChangeAttribValue	3|-7|																																																						
971008	AddBuff	971008																																																						
971008000	AddNpcState	23																																																						
971009	AddBuff	971009																																																						
971009000	Damage	1|0|10000|0|0||||10000																																																						
971010	AddBuff	971010																																																						
971011	AddBuff	971011																																																						
971012	AddBuff	971012																																																						
971013	AddBuff	971013																																																						
971013000	ChangeAttribValue	3|-2|																																																						
971014	AddBuff	971014																																																						
971015	DragNpc	1|1|2|0																																																						
971016	AddBuff	971016																																																						
971017	AddBuff	971017																																																						
971018	AddBuff	971018																																																						
971019	Damage	1|0|10000|0|0||||10000																																																						
971020	AddBuff	971020																																																						
971021	AddBuff	971021																																																						
971022	AddBuff	971022																																																						
971023	AddBuff	971023																																																						
971024	Damage	1|0|1000|0|0||||10000																																																						
971025	Damage	1|0|10000|0|0||||10000																																																						
971026	AddBuff	971026																																																						
971027	AddBuff	971027																																																						
971028	AddBuff	971028																																																						
971029	AddBuff	971029																																																						
971030	AddBuff	971030																																																						
971030000	ChangeAttribAdditive	3|-9|																																																						
971031	AddBuff	971031																																																						
971032	Damage	1|0|10000|0|0||||10000																																																						
971033	AddBuff	971033																																																						
971034	AddBuff	971034																																																						
971035	AddBuff	971035																																																						
971036	AddBuff	971036																																																						
971037	AddBuff	971037																																																						
971037000	ChangeAttribAdditive	3|-12|																																																						
971038	AddBuff	971038																																																						
971039	AddBuff	971039																																																						
971039000	AddNpcState	23																																																						
971040	AddAttribValue	53|-99999|0																																																						
971041	AddBuff	971041																																																						
971041000	ChangeAttribAdditive	32|7000|																																																						
971042	AddBuff	971042																																																						
971043	AddBuff	971043																																																						
971043000	Damage	1|0|0|0|0||||10000																																																						
971044	AddBuff	971044																																																						
971044000	Damage	1|0|0|0|0||||10000																																																						
971045	AddBuff	971045																																																						
971045000	Damage	1|0|0|0|0||||10000																																																						
971046	AddBuff	971046																																																						
971046000	Damage	1|0|0|0|0||||10000																																																						
971047	AddBuff	971047																																																						
971047000	Damage	1|0|0|0|0||||10000																																																						
971048	AddBuff	971048																																																						
971048000	Damage	1|0|0|0|0||||10000																																																						
971049	AddBuff	971049																																																						
971049000	Damage	1|0|0|0|0||||10000																																																						
971050	AddBuff	971050																																																						
971050000	Damage	1|0|0|0|0||||10000																																																						
971051	AddBuff	971051																																																						
971051000	Damage	1|0|0|0|0||||10000																																																						
971052	AddBuff	971052																																																						
971052000	Damage	1|0|0|0|0||||10000																																																						
971053	AddBuff	971053																																																						
971053000	HideJoint	ShouJiaR																																																						
971054	AddBuff	971054																																																						
971054000	HideJoint	TuiJiaR																																																						
971055	AddBuff	971055																																																						
971055000	HideJoint	KuiJia																																																						
971056	AddBuff	971056																																																						
971056000	HideJoint	TuiJiaL																																																						
971057	AddBuff	971057																																																						
971057000	HideJoint	XiongJia																																																						
971058	AddBuff	971058																																																						
971058000	HideJoint	JianJiaR																																																						
971059	AddBuff	971059																																																						
971059000	HideJoint	JianJiaL																																																						
971060	AddBuff	971060																																																						
971060000	HideJoint	ShouJiaL																																																						
971061	AddBuff	971061																																																						
971062	AddBuff	971062																																																						
971063	AddBuff	971063																																																						
971064	AddBuff	971064																																																						
971065	AddBuff	971065																																																						
971066	AddBuff	971066																																																						
971067	AddBuff	971067																																																						
971068	AddBuff	971068																																																						
971069	AddBuff	971069																																																						
971070	AddBuff	971070																																																						
971071	AddBuff	971071																																																						
980001	AddBuff	980001																																																						
980001000	AddBehavior	980001																																																						
980002	AddBuff	980002																																																						
980002000	Damage	0|0|10000|0|0|0|||10000																																																						
980003	AddBuff	980003																																																						
980003000	AddBehavior	980003																																																						
980004	AddBuff	980004																																																						
980004000	Damage	0|0|7000|0|0|0|||10000																																																						
821001	AddBuff	821001																																																						
821001000	Damage	1|0|2500|0|0|0|||10000																																																						
821002	AddBuff	821002																																																						
821002000	Damage	3|0|0|2|0|3000|||10000																																																						
821003	AddBuff	821003																																																						
821003000	Damage	3|0|0|2|0|6000|||10000																																																						
821004	AddBuff	821004																																																						
821004000	Damage	1|0|7000|0|0|0|||10000																																																						
821005	AddBuff	821005																																																						
821005000	Damage	1|0|10000|0|0|0|||10000																																																						
821006	AddBuff	821006																																																						
821006000	AddNpcState	21																																																						
821007	AddBuff	821007																																																						
821008	AddBuff	821008																																																						
821008000	AddNpcState	22																																																						
821009	AddBuff	821009																																																						
821010	AddBuff	821010																																																						
821010000	Damage	0|0|10000|0|0|0|||10000																																																						
821011	AddBuff	821011																																																						
821012	AddBuff	821012																																																						
821013	AddBuff	821013																																																						
821014	AddBuff	821014																																																						
821015	AddBuff	821015																																																						
821015000	Damage	0|0|30000|0|0|0|||10000																																																						
821016	AddBuff	821016																																																						
821017	AddBuff	821017																																																						
821018	AddBuff	821018																																																						
821018000	Damage	0|0|3000|0|0|0|||10000																																																						
821019	AddBuff	821019																																																						
821019000	ChangeAttribValue	32|-1000|																																																						
821020	AddBuff	821020																																																						
821020000	ShakeCamera	7|0.25|-1|10|0.15|0																																																						
821021	AddBuff	821021																																																						
821021000	ShakeCamera	5|0.6|-1|15|0.3|0																																																						
821022	AddBuff	821022																																																						
821022000	ShakeAllCamera	3|0.5|-1|10|0.45|0																																																						
821023	AddBuff	821023																																																						
821023000	ShakeCamera	3|0.35|-1|12|0.15|0																																																						
821024	AddBuff	821024																																																						
821024000	PlayCameraTrackOnAllClients	CTMb1RobotarmorMd030001Born|0|1.5																																																						
821025	AddBuff	821025																																																						
821025000	ShakeCamera	5|0.5|-1|10|0.25|0																																																						
821080	AddBuff	821080																																																						
821080000	AddBehavior	821080																																																						
821083	AddBuff	821083																																																						
821085	AddBuff	821085																																																						
821086	AddBuff	821086																																																						
821087	AddBuff	821087																																																						
821088	AddBuff	821088																																																						
821089	AddBuff	821089																																																						
821090	AddBuff	821090																																																						
821090000	ChangeAttribAdditive	45|1000|																																																						
821091	AddBuff	821091																																																						
821091000	Damage	0|0|10000|0|0||||10000																																																						
821092	AddBuff	821092																																																						
821092000	ChangeAttribAdditive	35|0|10000																																																						
821096	AddBuff	821096																																																						
821093	AddBuff	821093																																																						
821094	AddBuff	821094																																																						
821094000	Damage	0|0|10000|0|0||||10000																																																						
821095	AddBuff	821095																																																						
821095000	ChangeAttribAdditive	35|0|10000																																																						
821145	AddBuff	821145																																																						
821146	AddBuff	821146																																																						
821147	AddBuff	821147																																																						
821148	AddBuff	821148																																																						
821149	AddBuff	821149																																																						
821160	AddBuff	821160																																																						
821160000	Damage	0|0|1500|0|0||||10000																																																						
821161	AddBuff	821161																																																						
821161000	ChangeAttribValue	32|-1000|																																																						
821203	AddBuff	821203																																																						
821203000	ChangeAttribAdditive	32|2000|0																																																						
821204	AddBuff	821204																																																						
821205	AddAttribValue	53|999999|0																																																						
821206	AddBuff	821206																																																						
821206000	Damage	99|0|500|0|0||||10000																																																						
821207	AddBuff	821207																																																						
821207000	Damage	99|0|500|0|0||||10000																																																						
821208	AddBuff	821208																																																						
821208000	Damage	99|0|500|0|0||||10000																																																						
821209	AddBuff	821209																																																						
821209000	Damage	99|0|500|0|0||||10000																																																						
821210	AddBuff	821210																																																						
821210000	Damage	99|0|500|0|0||||10000																																																						
821211	AddBuff	821211																																																						
821211000	Damage	99|0|500|0|0||||10000																																																						
821212	AddBuff	821212																																																						
821212000	Damage	99|0|500|0|0||||10000																																																						
821213	AddBuff	821213																																																						
821213000	Damage	99|0|500|0|0||||10000																																																						
821214	AddBuff	821214																																																						
821214000	Damage	99|0|500|0|0||||10000																																																						
821215	AddBuff	821215																																																						
821215000	Damage	99|0|500|0|0||||10000																																																						
821216	AddBuff	821216																																																						
821217	AddBuff	821217																																																						
821218	AddBuff	821218																																																						
821232	AddBuff	821232																																																						
821233	AddBuff	821233																																																						
821234	AddBuff	821234																																																						
821235	AddBuff	821235																																																						
821236	AddBuff	821236																																																						
821237	AddBuff	821237																																																						
821238	AddBuff	821238																																																						
821239	AddBuff	821239																																																						
821239000	ShakeCamera	1|0.5|0|0.3|1|0																																																						
821240	AddBuff	821240																																																						
821240000	ShakeCamera	1|0.5|0|0.2|0.2|0																																																						
821243	AddBuff	821243																																																						
821244	AddBuff	821244																																																						
821245	AddBuff	821245																																																						
821246	AddBuff	821246																																																						
821247	AddBuff	821247																																																						
821248	AddBuff	821248																																																						
821249	DragNpc	1|1|2|0																																																						
821250	AddBuff	821250																																																						
821250000	AddNpcState	30																																																						
821251	AddBuff	821251																																																						
821251000	AddAttribValue	53|0|-10000																																																						
821252	AddBuff	821252																																																						
821252000	AddBehavior	821252																																																						
821253	AddBuff	821253																																																						
821253000	AddNpcState	27																																																						
821254	AddBuff	821254																																																						
821254000	AddBehavior	821254																																																						
821255	AddBuff	821255																																																						
821255000	AddBehavior	821255																																																						
821256	AddBuff	821256																																																						
821256000	AddBehavior	821256																																																						
821257	AddBuff	821257																																																						
821258	AddBuff	821258																																																						
821259	AddBuff	821259																																																						
821260	AddBuff	821260																																																						
821268	AddBall	1|1																																																						
821269	AddBall	2|1																																																						
821270	AddBall	3|1																																																						
821301	AddBuff	821301																																																						
821301000	AddBehavior	821301																																																						
821302	AddBuff	821302																																																						
821303	AddBuff	821303																																																						
821304	AddBuff	821304																																																						
821304000	ChangeAttribValue	5|-159|																																																						
821305	AddBuff	821305																																																						
821305000	AddBehavior	821305																																																						
821306	AddBuff	821306																																																						
821307	AddBuff	821307																																																						
821308	AddBuff	821308																																																						
821308000	AddBehavior	821308																																																						
821309	AddBuff	821309																																																						
821310	AddBuff	821310																																																						
821310000	ChangeAttribValue	4|300|																																																						
821311	AddBuff	821311																																																						
821311000	AddBehavior	821311																																																						
821312	AddBuff	821312																																																						
821312000	AddNpcState	26																																																						
821313	AddBuff	821313																																																						
821313000	AddBehavior	821313																																																						
821315	AddBuff	821315																																																						
821316	AddBuff	821316																																																						
821316000	AddBehavior	821316																																																						
821317	AddBuff	821317																																																						
821317000	Damage	0|0|3900|0|0||||10000																																																						
821318	AddBuff	821318																																																						
821318000	HideJoint	ModelCase																																																						
821319	AddBuff	821319																																																						
821319000	AddBehavior	821319																																																						
821320	AddBuff	821320																																																						
821320000	Damage	0|0|975|0|0||||10000																																																						
821321	AddBuff	821321																																																						
821322	AddBuff	821322																																																						
821323	AddBuff	821323																																																						
821323000	ChangeAttribValue	4|-6|																																																						
821324	AddBuff	821324																																																						
821324000	Damage	0|0|675|0|0||||10000																																																						
821325	AddBuff	821325																																																						
821325000	AddAttribValue	1|1|																																																						
821326	AddBuff	821326																																																						
821327	AddBuff	821327																																																						
821327000	ChangeAttribValue	25|2500|0																																																						
821328	AddBuff	821328																																																						
821328000	PlaySound	821539|																																																						
821501	AddBuff	821501																																																						
821501000	Damage	0|0|5400|0|0||||10000																																																						
821502	AddBuff	821502																																																						
821503	AddBuff	821503																																																						
821503000	Damage	0|0|0|1|0|1500|||10000																																																						
821504	AddBuff	821504																																																						
821505	AddBuff	821505																																																						
821506	AddBuff	821506																																																						
821507	AddBuff	821507																																																						
821507000	HideJoint	ModelCase																																																						
821508	AddBuff	821508																																																						
821509	AddBuff	821509																																																						
821509000	HideJoint	Mb1BraveMd010011Part																																																						
821510	AddBuff	821510																																																						
821511	AddBuff	821511																																																						
821511000	Damage	0|0|1650|0|0||||10000																																																						
821512	AddBuff	821512																																																						
821512000	Damage	0|0|3000|0|0||||10000																																																						
821513	AddBuff	821513																																																						
821514	AddBuff	821514																																																						
821515	AddBuff	821515																																																						
821516	AddBuff	821516																																																						
821517	AddBuff	821517																																																						
821517000	Damage	0|0|0|1|0|1000|||10000																																																						
821518	AddBuff	821518																																																						
821518000	Damage	0|0|5000|0|0||||10000																																																						
821519	AddBuff	821519																																																						
821519000	Damage	0|0|5400|0|0||||10000																																																						
821520	AddBuff	821520																																																						
821520000	Damage	0|0|6000|0|0||||10000																																																						
821521	AddBuff	821521																																																						
821521000	Damage	0|0|750|0|0||||10000																																																						
821522	AddBuff	821522																																																						
821522000	Damage	0|0|3000|0|0||||10000																																																						
821523	AddBuff	821523																																																						
821524	AddBuff	821524																																																						
821525	AddBuff	821525																																																						
821525000	PlayCameraTrackOnAllClients	CTMb1BraveMd010011Born|0|1.5																																																						
821526	AddBuff	821526																																																						
821526000	AddNpcState	11																																																						
821527	AddBuff	821527																																																						
821528	AddBuff	821528																																																						
821528000	Damage	0|0|0|1|0|1500|||10000																																																						
821529	AddBuff	821529																																																						
821529000	ShakeCamera	3|0.5|-1.3|20|0.35|0																																																						
821530	AddBuff	821530																																																						
821530000	AddBehavior	821530																																																						
821531	AddBuff	821531																																																						
821532	AddBuff	821532																																																						
821532000	ShakeCamera	3|0.2|-1|10|0.3|0																																																						
821533	AddBuff	821533																																																						
821533000	ShakeCamera	3|0.1|-0.1|10|0.2|0																																																						
821534	AddBuff	821534																																																						
821534000	ShakeCamera	5|0.5|-1|10|0.35|0																																																						
821535	AddBuff	821535																																																						
821535000	ChangeAttribValue	53|0|-10000																																																						
821536	AddBuff	821536																																																						
821536000	ShakeCamera	5|0.8|-1|15|0.5|0																																																						
821537	AddBuff	821537																																																						
821537000	PlayCameraTrackOnAllClients	CTMb1BraveMd010011Skill|0|0																																																						
821538	AddBuff	821538																																																						
821538000	ChangeAttribAdditive	32|500|0																																																						
821539	AddBuff	821539																																																						
821539000	ChangeAttribAdditive	32|1000|0																																																						
821540	AddBuff	821540																																																						
821540000	ChangeAttribAdditive	32|2000|0																																																						
821541	AddBuff	821541																																																						
821542	AddBuff	821542																																																						
821542000	ShakeCamera	2|0.15|-0.5|20|0.2|0																																																						
821543	AddBuff	821543																																																						
821543000	Damage	0|0|1950|0|0||||10000																																																						
821544	AddBuff	821544																																																						
821544000	SetAllClientsDOFFocus																																																							
821545	AddBuff	821545																																																						
821545000	SetAllClientsDOFFocus																																																							
821546	AddBuff	821546																																																						
