Id	StageId	Title	WebUrl	Icon	TeachIcon	HeadLine[1]	Description[1]	HeadLine[2]	Description[2]	HeadLine[3]	Description[3]	HeadLine[4]	Description[4]	HeadLine[5]	Description[5]	HeadLine[6]	Description[6]
1031003	30030301	Goddess Connection System	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLifu1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Lifu.png	Goddess Connection System: <color=#0d70bc>Any 3-Ping/After triggering Light Penalty 5 times</color>	Heals nearby allies after a 3-Ping or triggering <color=#FF6347>Light Penalty</color> 5 times.										
1011003	30030301	Chronoshot	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLi1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Li.png	Space Lord: <color=#0d70bc>Any 3-Ping + Ping Red Orb</color>	After any 3-Ping, pinging the next Red Orb will fire consecutive shots that strike the target, dealing Physical DMG.										
1071003	30030301	Thermal System	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKalienina1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Kalienina.png	Thermal System: <color=#0d70bc>Any 3-Ping/Cast Signature Move</color>	Gains Thermal Energy upon entering battle. Thermal Energy can be gained via 3-Pings and Signature Move.	Enhanced Form: <color=#0d70bc>Thermal Energy reaches 50%</color>	Enters <color=#FF6347>Enhanced Form</color> once Thermal Energy reaches 50%, gaining Fire DMG Bonus and granting additional effects to Signal Orb skills and Basic Attacks. Thermal Energy decreases over time in <color=#FF6347>Enhanced Form</color>.								
1051003	30030301	Overclocking Resonance	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadYongyechao1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Yongyechao.png	Overclock: <color=#0d70bc>Cast Signature Move + Tap Basic Attack</color>	Nanami: Pulse enters <color=#FF6347>Overclocking Form</color> after casting Signature Move. In this form, her Basic Attacks deal Fire DMG instead and reduce the Fire Resistance of the targets hit for <color=#FF6347>8</color>s.										
1021003	30030301	Crimson Abyss - Blade Will	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Luxiyaaerfa.png	Crimson Abyss - Blade Will: <color=#0d70bc>Blue 3-Ping + Any 3-Ping</color>	Any 3-Ping after a Blue 3-Ping causes Alpha to fall back and enter <color=#FF6347>Blade Will Form</color>. All available Signal Orbs will be converted into Blade Will Orbs and Alpha gains <color=#FF6347>2</color> additional <color=#FF6347>Blade Will Orbs</color>. While in the <color=#FF6347>Blade Will Form</color>, Signal Orbs gained by Basic Attacks will be converted into <color=#FF6347>Blade Will Orbs</color>.	Swordwave: <color=#0d70bc>Blade Will Form + Ping Blade Will Orb</color>	Pinging a <color=#FF6347>Blade Will Orb</color> unleashes Swordwaves, dealing Physical DMG and granting Super Armor during the attack.								
1081003	30030301	Cosmic Wave	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadDubian1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Dubian.png	Cosmic Wave: <color=#0d70bc>Any 3-Ping + Ping Red Orb</color>	Pinging a Red Orb after any 3-Ping transforms Watanabe into a shadow that launches consecutive attacks in front of him, dealing Dark DMG. Enters <color=#FF6347>Enhanced Shadow Form</color> at the end of the attack.	Enhanced Shadow Form: <color=#0d70bc>Enhanced Shadow Form + Tap Basic Attack</color>	In <color=#FF6347>Enhanced Shadow Form</color>, Basic Attacks and <color=#FF6347>Trailblade </color> deal Extra Dark DMG.								
1091002	30030301	Vector Cube	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadAila1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Aila.png	Vector Cube: <color=#0d70bc>Any 3-Ping + Ping Blue Orb</color>	When pinging a Blue Orb after any 3-Ping, charges in place to pull the nearby enemies in and gains Shield before unleashing a heavy strike to the targets ahead, dealing Physical DMG. Extra DMG Reduction increases by <color=#FF6347>70%</color> when charging.										
1041003	30030301	Critical Moment	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadBianka1SS.png	Assets/Product/Texture/Image/IconGuide/GuideR3Bianka.png	Critical Moment: <color=#0d70bc>Red 3-Ping + Ping Blue Orb</color>	Pinging a Blue Orb after a Red 3-Ping will cause Veritas to enter the <color=#FF6347>Sniping Form</color>.	Lightning Arrow: <color=#0d70bc>Sniping Form + Tap Basic Attack</color>	While in the <color=#FF6347>Sniping Form</color>, Basic Attacks shoot a long-ranged lightning arrow that deals Lightning DMG. Veritas exits the Sniping Form if <color=#FF6347>6</color> lightning arrows are fired or after <color=#FF6347>6</color>s. Basic Attacks no longer generate Signal Orbs in the <color=#FF6347>Sniping Form</color>.	Critical Moment: <color=#0d70bc>Sniping Form + Tap Dodge</color>	Dodging in the <color=#FF6347>Sniping Form</color> will reduce the charge time of the next Basic Attack.						
1111002	30030301	Field Supplies	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadSufeiya1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Sufeiya.png	Field Supplies: <color=#0d70bc>Last hit of Basic Attack/Any 3-Ping/Cast Signature Move/Cast QTE + Pick up Energy Ball</color>	Sophia: Silverfang drops an Energy Ball after any of the following: the last hit of Basic Attack, dealing damage with a 3-Ping skill, casting Signature Move, or casting QTE. Picking up an Energy Ball heals all the allies within range and grants <color=#FF6347>Fire Tempered</color>, increasing Fire DMG. Whenever an Energy Ball is picked up, Sophia: Silverfang gains Energy and Heat. Her ATK increases based on the current Heat.										
1121002	30030301	Arclight Shield	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKuluomu1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Kuluomu.png	Arclight Shield: <color=#0d70bc>Any 3-Ping + Ping Blue Orb</color>	Pinging a Blue Orb after any 3-Ping generates Shield. When Shield expires or is replaced by a new Shield, it explodes and deals Lightning DMG to nearby targets.										
1021004	30030301	Hyperborea	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Luxiya1.png	Assets/Product/Texture/Image/IconGuide/GuideR4Luxiya.png	Hyperborea: <color=#0d70bc>Any 3-Ping</color>	While in the Normal Form, every 3-Ping grants Energy and Signature Point (up to <color=#FF6347>2</color> Points in the Normal Form).	Hyperborea: <color=#0d70bc>Arctic Form + Any 3-Ping</color>	In <color=#FF6347>Arctic Form</color>, Energy decreases over time. While there is still Energy, Ice DMG increases and every 3-Ping grants <color=#FF6347>1</color> Signature Point (up to <color=#FF6347>4</color> in Arctic Form). When casting the Signature Move, it can still benefit from the Core Passive's DMG Bonus if there is still Energy left.								
1131002	30030301	Mass Illusion	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadWeila1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Weila.png	Mass Illusion: <color=#0d70bc>Ping any orb</color>	Gains bonus Overclock Points from pinging orbs. Automatically restores Overclock Points every second.	Mass Illusion: <color=#0d70bc>Sufficient Overclock Points + Press and hold Basic Attack + Tap Basic Attack repeatedly</color>	When there are enough Overclock Points, press and hold the Basic Attack button to unleash Vera's core attack. Tap Basic Attack again to make her unleash the follow-up core attack. The core attack deals area Dark DMG and deals bonus Physical DMG to targets in melee range. Casting core attacks will consume Overclock Points and return energy.								
1511003	30030301	Surging Madness	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadKamu1.png	Assets/Product/Texture/Image/IconGuide/GuideR2Kamu.png	Surging Madness: <color=#0d70bc>Any 3-Ping</color>	Any 3-Ping in Normal Form will accumulate <color=#FF6347>Madness</color>. Once Camu reaches full <color=#FF6347>Madness</color>, he will gain bonus Energy from any 3-Ping.	Surging Madness: <color=#0d70bc>Berserk Form + Passive activates</color>	When Camu enters <color=#FF6347>Berserk Form</color>, he will consume all <color=#FF6347>Madness</color> stacks and gain a DMG Bonus in <color=#FF6347>Berserk Form</color>.								
1141003	30030301	Valkyrie Heart	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuosaita1.png	Assets/Product/Texture/Image/IconGuide/GuideR3Luosaita.png	Rigor Heart: <color=#0d70bc>Has Energy Points + Any 3-Ping</color>	Rosetta: Rigor has <color=#FF6347>3</color> Energy Points. When performing a 3-Ping, she consumes <color=#FF6347>1</color> Energy Point to enhance the skill and gain Extra DMG Bonus.	Rigor Heart: <color=#0d70bc>Has Energy Points + Tap Signature</color>	Rosetta: Rigor has <color=#FF6347>3</color> Energy Points. When performing a Signature, she consumes up to <color=#FF6347>2</color> Energy Points to gain Physical DMG Bonus.	Wide-Area Electromagnetic Cannon: <color=#0d70bc>Full Burst Form + Press and hold Basic Attack</color>	When all Energy Points are used up, Rosetta: Rigor enters <color=#FF6347>Full Burst Form</color>. Press and hold the Basic Attack button in this form to charge and fire the <color=#FF6347>wide-area electromagnetic cannon</color> once the charging reaches maximum, dealing Physical DMG while restoring Energy, and inflicting the target with <color=#FF6347>Lance of Perception</color>. While charging, her Extra DMG Reduction increases. Energy points will be restored after firing the <color=#FF6347>wide-area electromagnetic cannon</color>.						
1521003	30030301	Concentrated Will	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Qu01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Qu.png	Concentrated Will Form: <color=#0d70bc>Ping any orb</color>	Gains Sync Rate from pinging orbs. When the Sync Rate is at maximum, Signal Orbs are enhanced, and Qu enters the <color=#FF6347>Concentrated Will Form</color> once an orb is pinged.	Concentrated Will Form: <color=#0d70bc>Concentrated Will Form</color>	In the <color=#FF6347>Concentrated Will Form</color>, Signal Orbs can only be pinged individually. Pinging an orb consumes Sync Rate and triggers the corresponding 3-Ping skill and <color=#FF6347>Concentrated Will</color>, and will consume Sync Rate but generates no energy. In the <color=#FF6347>Concentrated Will Form</color>, Sync Rate goes down over time. Once Sync Rate is empty, the <color=#FF6347>Concentrated Will Form</color> will end and Signal Orbs are no longer enhanced.	Red Concentration: <color=#0d70bc>Concentrated Will Form + Ping Red Orb</color>	Red Concentration: Bashes the ground to deal Physical DMG.	Yellow Concentration: <color=#0d70bc>Concentrated Will Form + Ping Yellow Orb</color>	Yellow Concentration: Unleashes a shockwave forward to deal Physical DMG.	Blue Concentration: <color=#0d70bc>Concentrated Will Form + Ping Blue Orb</color>	Blue Concentration: Releases a whirlwind that follows Qu around, dealing Physical DMG to nearby enemies.		
1161002	30030301	Follow-Up	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Changyu01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Changyu.png	Follow-Up: <color=#0d70bc>Any 3-Ping + Ping Follow-Up Orb</color>	At the start of battle, gains a grayed-out Follow-Up Orb (cannot be tapped or pinged). The Follow-Up Orb will light up upon a 3-Ping. Tap it to perform different follow-up skills based on the color of orbs pinged.	Red Orb Follow-Up: <color=#0d70bc>Red 3-Ping + Ping Follow-Up Orb</color>	Red Orb Follow-Up: Use an overhead kick to deal Ice DMG. Basic Attack after Red Follow-Up starts from the 4th hit.	Blue Orb Follow-Up: <color=#0d70bc>Blue 3-Ping + Ping Follow-Up Orb</color>	Blue Orb Follow-Up: Conjures ice lances from the ground around to deal area Ice DMG and slow the enemies temporarily, leaving a <color=#FF6347>Crystal Ice Mirror</color>.	Yellow Orb Follow-Up: <color=#0d70bc>Yellow 3-Ping + Ping Follow-Up Orb</color>	Yellow Orb Follow-Up: Leaps backward and conjures ice pieces to pull nearby enemies together. The ice pieces then explode to deal area Ice DMG.				
1171003	30030301	Singularity	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Luna01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Luna.png	Singularity: <color=#0d70bc>At least 15 Annihilation Points + Press and hold Basic Attack</color>	Luna: Laurel gains Annihilation Pts after every 3-Ping. Her next ping will be counted as a 3-Ping. 3-Pings generated by the Matrix will be consumed first. When there are a certain amount of Annihilation Pts, press and hold the Basic Attack button to enter <color=#FF6347>Annihilation Form</color>, deal Dark Area DMG, hide the original Signal Orbs, and gain <color=#FF6347>Annihilation Orbs</color> based on the current Annihilation Pts. When this skill is cast, Luna will become invincible, and QTEs not in cooldown will be activated. In <color=#FF6347>Annihilation Form</color>, entering the Matrix will grant <color=#FF6347>1</color> <color=#FF6347>Annihilation Orb</color>, and performing Basic Attacks will consume Annihilation Pts. When the Annihilation Pts drop to <color=#FF6347>0</color> or when another character is switched in, Luna will exit <color=#FF6347>Annihilation Form</color>. Switching to another character will consume all Annihilation Pts. Exiting <color=#FF6347>Annihilation Form</color> will rearrange the Signal Orbs according to the 3-Ping rules.	Singularity: <color=#0d70bc>Annihilation Form + Ping Annihilation Orb</color>	In <color=#FF6347>Annihilation Form</color>, pinging the <color=#FF6347>Annihilation Orb</color> will cast 4 targeted spikes, dealing Dark DMG and granting Energy.								
1181003	30030301	Blade Rend	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR32B01.png	Assets/Product/Texture/Image/IconGuide/GuideR32B.png	Blade Rend: <color=#0d70bc>Yellow 3-Ping + Any 3-Ping</color>	Any 3-Ping after a Yellow 3-Ping grants 2B <color=#FF6347>Stability</color>. <color=#FF6347>Stability</color> decreases over time (re-triggering does not refresh the duration). While 2B has <color=#FF6347>Stability</color>, she enters <color=#FF6347>Battle Stance</color>. Once 2B exits <color=#FF6347>Battle Stance</color>, all <color=#FF6347>Data Correction</color> stacks will be removed. Obtaining additional stacks or unleashing Signature Move will refresh the duration of <color=#FF6347>Data Correction</color>. While Signature Move is active, <color=#FF6347>Stability</color> will not decrease.	Blade Rend: <color=#0d70bc>Battle Stance + Tap Basic Attack/Ping Yellow Orb</color>	In <color=#FF6347>Battle Stance</color>, Basic Attacks and Yellow Orbs also launch Swordwaves that deal Physical DMG.	Blade Rend: <color=#0d70bc>Battle Stance + Ping Red Orb</color>	In <color=#FF6347>Battle Stance</color>, Red Orbs also launch Swordwaves that deal Physical DMG and add <color=#FF6347>Data Correction</color>, granting Physical DMG Bonus.	Blade Rend: <color=#0d70bc>Battle Stance + Ping Blue Orb</color>	In <color=#FF6347>Battle Stance</color>, Blue Orbs can interrupt enemy attacks.				
1191003	30030301	Overclock Strike	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR39S01.png	Assets/Product/Texture/Image/IconGuide/GuideR39S.png	Overclock Strike: <color=#0d70bc>At least 50 Overclock Energy + Any 3-Ping</color>	Gains <color=#FF6347>Overclock Energy</color> at the start of the battle. During a 3-Ping, if there is sufficient <color=#FF6347>Overclock Energy</color>, consumes <color=#FF6347>Overclock Energy</color> to generate <color=#FF6347>Overclock Indicator</color> of the corresponding color (up to 1) on the right of the Signal Orb bar. <color=#FF6347>Overclock Energy</color> regenerates over time.	Overclock Strike: <color=#0d70bc>Ping Overclock Indicator</color>	Tap the <color=#FF6347>Overclock Indicator</color> to consume all orbs of the same color and summon a POD CUB to unleash multiple projectiles that deal Physical DMG (pinging <color=#FF6347>Overclock Indicator</color> is not considered a ping). If the <color=#FF6347>Overclock Indicator</color> effect pings more than 3 Signal Orbs, gains a number of random Signal Orbs equal to the excess number of orbs pinged. When 9S leaves the field, reduces his swap cooldown according to how many times <color=#FF6347>Overclock Indicator</color> has been triggered.								
1201003	30030301	Prototype	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3A201.png	Assets/Product/Texture/Image/IconGuide/GuideR3A2.png	Prototype: <color=#0d70bc>Any 3-Ping</color>	Any 3-Ping grants A2 <color=#FF6347>POD: Shield</color> and summons CUB to launch <color=#FF6347>6</color> seeker missiles toward random targets in front, dealing Physical DMG and granting <color=#FF6347>POD: Shield</color> after hitting enemies. Missiles also <color=#FF6347>Taunt</color> the enemy (while taunted, the target's DEF is reduced. If 2B and 9S are also in the team, this <color=#FF6347>effect is doubled</color>).	Sliding: <color=#0d70bc>Moving + Press and hold Dodge</color>	While moving, Press and hold Dodge to cause A2 to begin sliding. Gains <color=#FF6347>POD: Shield</color> after sliding for a period of time. The Dodge Gauge will not recover while sliding, but A2 will emit static to <color=#FF6347>continuously drag</color> nearby enemies.								
1211002	30030301	Cold Snap	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR2Wanshi01.png	Assets/Product/Texture/Image/IconGuide/GuideR2Wanshi.png	Blooming Shot: <color=#0d70bc>Tactical Stance + Release Basic Attack</color>	Releasing the Basic Attack button during <color=#FF6347>Tactical Stance</color> will trigger <color=#FF6347>Blooming Shot</color>, dealing Ice DMG in a straight line.	Cold Snap: <color=#0d70bc>Tactical Stance + Release Basic Attack + Successful Dodge</color>	The backstep of <color=#FF6347>Blooming Shot</color> is able to evade enemy attacks. If this move successfully dodges an attack, Wanshi will become invincible for a long time during the follow-up sniping shot and deal Ice DMG.								
1531003	30030301	Tertian	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Sailinna01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Sailinna.png	Chord: <color=#0d70bc>Any 3-Ping + Ping any orb</color>	A 3-Ping will generate a <color=#FF6347>Triad</color> of the same color, and the next Orb pinged will trigger <color=#FF6347>Chord</color>. Selena gains <color=#FF6347>Tune</color> based on the number of orbs pinged when <color=#FF6347>Chord</color> is triggered.	Concerto: <color=#0d70bc>Any 3-Ping + Ping orbs with the same color as the 3-Ping</color>	If the orbs pinged have the same color as the <color=#FF6347>Triad</color>, applies <color=#FF6347>Concerto</color> on the target, dealing Lightning DMG and reducing the target's Extra DMG Bonus.	Solo: <color=#0d70bc>Any 3-Ping + Ping orbs with a different color as the 3-Ping</color>	If the color of orbs pinged is different from the <color=#FF6347>Triad</color>, applies <color=#FF6347>Solo</color> on self instead, increasing Extra DMG Bonus.						
1121003	30030301	Frost Origin	http://zspnscdn.yingxiong.com/server/notice/html/5d1d6d981ab8a03bd8b24d21.html	Assets/Product/Texture/Image/UiFightTips/UiFightTipsJiaoxueR3Kuluomu01.png	Assets/Product/Texture/Image/IconGuide/GuideR3Kuluomu.png	Frost Origin: <color=#0d70bc>Energy full + Press and hold Basic Attack</color>	During battle, Chrome: Glory's HP is compressed to <color=#FF6347>40%</color>, with the remaining <color=#FF6347>60%</color> filled with <color=#FF6347>Glorious Shield</color> that automatically regenerates over time. When he has full Energy, press and hold Basic Attack to empty the <color=#FF6347>Glorious Shield</color> capacity and activate <color=#FF6347>Frost Spirit</color> Form, rearranging all Signal Orbs. All 3-Pings made in this form will gain <color=#FF6347>Condensed Frost</color> without consuming <color=#FF6347>Glorious Shield</color>, but <color=#FF6347>Glorious Shield</color> cannot automatically regenerate while <color=#FF6347>Frost Spirit</color> Form is active. Chrome: Glory creates <color=#FF6347>Eroding Chill</color> around himself, dealing Ice DMG to enemies periodically and inflicting them with <color=#FF6347>Frost Corrosion</color> that reduces their Ice Resistance.										
