Id	ChapterId	PreStage	MapId	UseRoleId	HintCost	AnswerCost	NumberName	Name	StageHint	BG	Prefab	LoseHint[1]	LoseHint[2]	LoseHint[3]
1205	102	1204	1205	2	25	100	Ep.2-5	Lethal Message	Some Kuroro seems alive, but it is already dead.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1206	102	1205	1206	2	25	100	Ep.2-6	Ring of Roses	Big Brother is watching you... Big Brother died.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1207	102	1206	1207	2	25	100	Ep.2-7	The Bait Strategy	Targeting only on the ghost is very dangerous.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1208	102	1207	1208	2	30	100	Ep.2-8	Travel on Water	There it is! A tip in broad daylight!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1209	102	1208	1209	2	25	100	Ep.2-9	Water Accident	Hey! Watch your step!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1210	102	1209	1210	2	25	100	Ep.2-10	Come Get Me	Excellent hunters often act like prey.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1301	103		1301	3	25	100	Ep.3-1	Fire Hazard	Burn in the fire! Bahahaha!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1302	103	1301	1302	3	25	100	Ep.3-2	Here's Johnny	It's not necessarily safe to hide behind the grass.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1303	103	1302	1303	3	25	100	Ep.3-3	Open Sesame	Close Sesame	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1304	103	1303	1304	3	25	100	Ep.3-4	Secret in Grass	You just turned green, stone gate.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1305	103	1304	1305	3	25	100	Ep.3-5	Wish Comes True	Set your heart on fire!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1306	103	1305	1306	3	25	100	Ep.3-6	One Kuroro After Another	Kuroro and Kuroro play in water!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1307	103	1306	1307	3	25	100	Ep.3-7	Ice Skating With Me	Make me some ice for ice skating, Kuroro!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1308	103	1307	1308	3	25	100	Ep.3-8	Happy to Help	Go to the other side and let Kuroro clear the path for you!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1309	103	1308	1309	3	25	100	Ep.3-9	Knife Out	On target, ready, attack!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1310	103	1309	1310	3	25	100	Ep.3-10	Hitting the Ball	Hmm... Perfect angle.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1401	104		1401	4	25	100	Ep.4-1	Magnetic Force	Watch your step.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1402	104	1401	1402	4	25	100	Ep.4-2	Stopping Trap	Well, you stopped at the right time.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1403	104	1402	1403	4	25	100	Ep.4-3	Battle of Fear	Sometimes, we need others' help to move the target to the ideal location.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1404	104	1403	1404	4	25	100	Ep.4-4	Stop Here	Where are you going, my friend?	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1405	104	1404	1405	4	25	100	Ep.4-5	Stop Right There	There was no way near the Lightning Circle until Kuroro walked by.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1406	104	1405	1406	4	25	100	Ep.4-6	Wild Growth	Growth after the thunderstorm.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1407	104	1406	1407	4	25	100	Ep.4-7	Road Closed	Don't you look down on the plants, patrolman.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1408	104	1407	1408	4	25	100	Ep.4-8	Preparation in Advance	The plants are not your barriers but my friends, Kuroro.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1409	104	1408	1409	4	25	100	Ep.4-9	No Way Back	You come, you stay.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1410	104	1409	1410	4	25	100	Ep.4-10	Sacrifice of Kuroro	Kuro... Kuronemy, enemy, enemy.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1501	105		1501	5	25	100	Ep.5-1	Gate of Leap	This is... a wormhole!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1502	105	1501	1502	5	25	100	Ep.5-2	Give Him a Ride	Don't look back, Kuroro!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1503	105	1502	1503	5	25	100	Ep.5-3	Give Him Another Ride	Repeat. Don't look back, Kuroro!!!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1504	105	1503	1504	5	25	100	Ep.5-4	Reverse Vortex	Around and around and around...	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1505	105	1504	1505	5	25	100	Ep.5-5	Surprise, Surprise	Let's surprise Kuroro!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1506	105	1505	1506	5	25	100	Ep.5-6	Shadow Resonance	Shatter, Lightning Circle! Wait, why is there a hole?	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1507	105	1506	1507	5	25	100	Ep.5-7	Kill Kuroro With Kuroro	That's not true. I didn't even touch Kuroro this time.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1508	105	1507	1508	5	25	100	Ep.5-8	Secondary Teleportation	Different directions to reach the same goal.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1509	105	1508	1509	5	25	100	Ep.5-9	Encircling the Spring	Circle around, home bound.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0303.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0203.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
1510	105	1509	1510	5	25	100	Ep.5-10	Travel Like a Shadow	There's no place that I can't reach.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage0301.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame0103.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2101	201		2101		25	100	Ep.1-1	Step by Step	If there is only one way in front of you, don't hesitate to go ahead	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2102	201	2101	2102		25	100	Ep.1-2	One-Way Pass	There is no need to go the other way.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2103	201	2102	2103		25	100	Ep.1-3	Use Thy Enemy	Let Kuroro run so he can create new path	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2104	201	2103	2104		25	100	Ep.1-4	You Scared Me	I'm here—and I'm here again!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2105	201	2104	2105		25	100	Ep.1-5	Chain Reaction	Kuroro hit me first, I swear!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2106	201	2105	2106		25	100	Ep.1-6	Hidden Drive	It's easy once you have planned it all	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2107	201	2106	2107		25	100	Ep.1-7	Cover Tracks	Don't take on an enemy that looks vicious	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The patrolman moves along a designated path each turn.	Passing the patrol path and warning area briefly will not result in failure.	Charge an enemy's blind spot to eliminate it.
2108	201	2107	2108		25	100	Ep.1-8	Plan Ahead	Watch out for the landscape. Sometimes you'll need to set up the battlefield right in the beginning.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	The patrolman moves along a designated path each turn.	Passing the patrol path and warning area briefly will not result in failure.	Charge an enemy's blind spot to eliminate it.
2109	201	2108	2109		25	100	Ep.1-9	Detour	Detour isn't necessarily bad. Sometimes it's faster to go the long way.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The patrolman moves along a designated path each turn.	Passing the patrol path and warning area briefly will not result in failure.	Charge an enemy's blind spot to eliminate it.
2110	201	2109	2110		25	100	Ep.1-10	Enemy or Tool	Even your enemies can be your tools	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The patrolman moves along a designated path each turn.	Passing the patrol path and warning area briefly will not result in failure.	Charge an enemy's blind spot to eliminate it.
2201	202		2201		25	100	Ep.2-1	It Takes Two	You aren't alone if you can create a decoy of yourself.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The shadow will do the same action as the character.	The shadow cannot ping enemies or Kuroro.	Use the shadow's special feature to reach the new area.
2202	202	2201	2202		25	100	Ep.2-2	Bypass	Make yourself a tool of yourself.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The shadow will do the same action as the character.	The shadow cannot ping enemies or Kuroro.	Use the shadow's special feature to reach the new area.
2203	202	2202	2203		25	100	Ep.2-3	Changing Order	Swap yourself to a better position.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	The shadow will do the same action as the character.	The shadow cannot ping enemies or Kuroro.	Use the shadow's special feature to reach the new area.
2204	202	2203	2204		25	100	Ep.2-4	Trap Hole	It's—so—deep—	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The game will fail once you fall into a hole.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2205	202	2204	2205		25	100	Ep.2-5	Post Traumatic Stress Disorder	You scared me! —Kuroro	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The game will fail once you fall into a hole.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
2206	202	2205	2206		25	100	Ep.2-6	Necessary Sacrifice	Your contribution will be remembered.	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage03.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame02.prefab	The game will fail once you fall into a hole.	Use the shadow's special feature to reach the new area.	Running out of turns does not result in failure. Try going back or resetting.
2207	202	2206	2207		25	100	Ep.2-7	Swap Order	The time has changed, Kuroro!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	The game will fail once you fall into a hole.	Use the shadow's special feature to reach the new area.	Running out of turns does not result in failure. Try going back or resetting.
2208	202	2207	2208		25	100	Ep.2-8	Hitting the Ball	Push Kuroro to the correct position, then strike!	Assets/Product/Texture/Image/UiFubenRpgMakerGame/UiFubenRpgMakerGameStage01.png	Assets/Product/Ui/ComponentPrefab/FubenRpgMakerGameStar/GridStageRpgMakerGame01.prefab	It's critical to select the right route.	Sometimes it's more efficient to take the long way.	Running out of turns does not result in failure. Try going back or resetting.
