CoverId	CoverName	CoverBg	CoverTitle	CoverDescription	ChallengeBg
1011	Watanabe	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1012	Bianca	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1013	Bianca	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1014	Kamui	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1015	Ayla	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1016	Sophia	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1017	Chrome	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1018	Chrome	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1019	Vera	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1020	Vera	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1021	Camu	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1022	Rosetta	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1023	Qu	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1024	Changyu	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1025	Luna	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1026	Selena	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1027	Selena	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1028	Wanshi	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1029	No. 21	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1030	Roland	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1031	Pulao	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
1032	123	Assets/Product/Texture/Image/UiPrequel/PrequelBg.png	Gray Raven's Arrival 10	Challenge attempts: Daily reset.\nReward: One Construct Shard in each stage.	Assets/Product/Texture/Image/UiFubenMainMapTab/ChapterBg02B.png
