Id	Name	Icon	Description
110003	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 25% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of damage. It will reactivate in 15s.
32082	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	The enemy's Extra DMG Reduction increases by 30% when taking DMG farther than 4m.
32083	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	The enemy's Extra DMG Reduction increases by 30% when taking DMG farther than 4m.
110005	Lightning Mine III	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, the enemy will leave a bomb that deals 25% Physical DMG on the target.
110006	Damage Resistance III	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 60%.
110009	Freeze I	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Enemy attacks have a 30% chance to deal an additional 10% Ice DMG and freeze the target for 1s.
110010	Agile I	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	The enemy's Movement Speed is increased.
110011	Damage Resistance I	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 30%.
110012	Attack Reduction I	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 30%.
110013	Attack Reduction II	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 45%.
51096	Bolster	Assets/Product/Texture/Image/IconAffix/AffixIconQianghua.png	When an enemy dies, it will increase other enemies' Extra DMG Bonus by 25%.
32001	Immovable	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png	Enemies will not be stunned.
32143	Wave Motion III	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	When an enemy gets up after being knocked down, it will create a shock wave to knock away nearby units
32021	Shield I	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Every 10s, enemies will gain a shield equal to 15% of maximum HP for 3s.
32022	Shield II	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Every 10s, enemies will gain a shield equal to 25% of maximum HP for 3s.
32023	Shield III	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Every 10s, enemies will gain a shield equal to 35% of maximum HP for 3s.
33151	Combustion Mine	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Triggering a mine will create a burning area. Units that stay inside this area over 1.5s will become burned (emitting an orange glow) and take burning DMG equal to 20% of the caster's ATK per second for 2s. This DMG will not interrupt actions.
32091	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Within the area around each enemy, Extra DMG Bonus of other enemies increases by 20%
33113	Invasion	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, also deals 1% Physical DMG to the target every second and triggers other effects of Damage Affix for 5s.
32024	Shield I	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Every 10s, enemies will gain a shield equal to 5% of maximum HP for 10s.
32025	Shield II	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Every 10s, enemies will gain a shield equal to 10% of maximum HP for 10s.
32026	Shield III	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Every 10s, enemies will gain a shield equal to 15% of maximum HP for 10s.
760131	Assault	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png	Extra DMG Bonus increases by 30%.
760132	Assault	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png	Extra DMG Bonus increases by 45%.
760133	Assault	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong2.png	Extra DMG Bonus increases by 60%.
760211	Agile	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	Increases 15% - 30% movement speed. The farther away from the target, the faster the movement speed
760212	Agile	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	Increases 20% - 35% movement speed. The farther away from the target, the faster the movement speed
760213	Agile	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie2.png	Increases 25% - 40% movement speed. The farther away from the target, the faster the movement speed
760221	Immovable	Assets/Product/Texture/Image/IconAffix/AffixIconBudong2.png	Immune hit, Controlled
760231	Recovery	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	Recovers 0.1% of max HP per second.
760232	Recovery	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	Recovers 0.2% of max HP per second.
760233	Recovery	Assets/Product/Texture/Image/IconAffix/AffixIconFusu2.png	Recovers 0.3% of max HP per second.
760241	Shield	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png	Receives a shield with 15% of current HP every other 8s, for 3s
760242	Shield	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png	Receives a shield with 25% of current HP every other 8s, for 3s
760243	Shield	Assets/Product/Texture/Image/IconAffix/AffixIconHudun2.png	Receives a shield with 35% of current HP every other 8s, for 3s
760251	Berserk I	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	Increases ATK frequency by 33%, having a 20% of chance to deal 33% Extra Physical Damage
760252	Berserk II	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	Increases ATK frequency by 66%, having a 30% of chance to deal 33% Extra Physical Damage
760253	Berserk III	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou2.png	Increases ATK frequency by 100%, having a 40% of chance to deal 33% Extra Physical Damage
760261	Bomb	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png	A bomb left after death that deals 35% Physical Damage
760262	Bomb	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png	A bomb left after death that deals 45% Physical Damage
760263	Bomb	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png	A bomb left after death that deals 60% Physical Damage
760271	Rigid Body	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 6 times, and resumes 8s later.
760272	Rigid Body	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 9 times, and resumes 8s later.
760273	Rigid Body	Assets/Product/Texture/Image/IconAffix/AffixIconGangti2.png	Only takes 1 damage from incoming attacks. This effect is removed after taking damage 12 times, and resumes 8s later.
760281	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png	Receives a permanent shield equal to 15% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of DMG. It will reactivate in 15s.
760282	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png	Receives a permanent shield equal to 25% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of DMG. It will reactivate in 15s.
760283	Barrier	Assets/Product/Texture/Image/IconAffix/AffixIconBilei2.png	Receives a permanent shield equal to 35% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of DMG. It will reactivate in 15s.
760291	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png	Consecutively deals 6% Physical DMG to enemies nearby
760292	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png	Consecutively deals 8% Physical DMG to enemies nearby
760293	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png	Consecutively deals 10% Physical DMG to enemies nearby
761275	Radiation	Assets/Product/Texture/Image/IconAffix/AffixIconFushe2.png	Consecutively deals 1.25% Physical DMG to enemies nearby
760301	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png	A damage to the remote enemy, increases Extra DMG Reduction by 30%
760302	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png	A damage to the remote enemy, increases Extra DMG Reduction by 45%
760303	Closed Loop	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan2.png	A damage to the remote enemy, increases Extra DMG Reduction by 60%
760311	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png	Increases Extra DMG Bonus of allies nearby by 10%
760312	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png	Increases Extra DMG Bonus of allies nearby by 20%
760313	Blessing	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu2.png	Increases Extra DMG Bonus of allies nearby by 30%
760321	Lone Wolf	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	Increases Extra DMG Bonus by 3%. Stacks up to 10 times. The less the allies nearby, the higher the stacks
760322	Lone Wolf	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	Increases Extra DMG Bonus by 4.5%. Stacks up to 10 times. The less the allies nearby, the higher the stacks
760323	Lone Wolf	Assets/Product/Texture/Image/IconAffix/AffixIconDudou2.png	Increases Extra DMG Bonus by 6%. Stacks up to 10 times. The less the allies nearby, the higher the stacks
760331	Commander	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png	Increases Extra DMG Bonus by 3%. Stacks up to 10 times. The more the allies nearby, the higher the stacks
760332	Commander	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png	Increases Extra DMG Bonus by 4.5%, up to 10 layers; the more allies nearby, the higher the stacks
760333	Commander	Assets/Product/Texture/Image/IconAffix/AffixIconTongling2.png	Increases Extra DMG Bonus by 6%. Stacks up to 10 times. The more the allies nearby, the higher the stacks
760341	Penetration	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png	Decreases Extra DMG Reduction of the target by 3% when dealing DMG. Stacks up to 10 times. Each stack lasts 10s.
760342	Penetration	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png	Decreases Extra DMG Reduction of the target by 4% when dealing DMG. Stacks up to 10 times. Each stack lasts 10s.
760343	Penetration	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan2.png	Decreases Extra DMG Reduction of the target by 5% when dealing DMG. Stacks up to 10 times. Each stack lasts 10s.
760351	Lightning Shield	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png	When attacked, has a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 20% Lightning DMG. 3s cooldown. The farther from the target, the higher chance it will be triggered.
760352	Lightning Shield	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png	When attacked, has a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. The farther from the target, the higher chance it will be triggered.
760353	Lightning Shield	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun2.png	When attacked, has a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown. The farther from the target, the higher chance it will be triggered.
760361	Wave	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	A Shockwave created when getting up after falling down to repel the enemies nearby
760371	Lightning Mine	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
760372	Lightning Mine	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png	When attacking, leaves a bomb that deals 20% Physical DMG on the target.
760373	Lightning Mine	Assets/Product/Texture/Image/IconAffix/AffixIconMailei2.png	When attacking, leaves a bomb that deals 25% Physical DMG on the target.
760381	Invisibility	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png	You can switch to invisibility 5s later if you are visible now. And when you are hit, you will be visible again for 3s
760382	Invisibility	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png	You can switch to invisibility 3s later if you are visible now. And when you are hit, you will be visible again for 3s
760383	Invisibility	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen2.png	You can switch to invisibility 1s later if you are visible now. And when you are hit, you will be visible again for 3s
760391	Flash	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	When you are far away from the target, transfers you close to the target, CD for 8-10s. The farther the transfer distance, the shorter the CD
760392	Flash	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	When you are far away from the target, transfers you close to the target, CD for 7-9s. The farther the transfer distance, the shorter the CD
760393	Flash	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	When you are far away from the target, transfers you close to the target, CD for 6-8s. The farther the transfer distance, the shorter the CD
760394	Transfer	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	Teleport away when close to the target. Has a cooldown of 8 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldown are calculated separately.
760395	Transfer	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	Teleport away when close to the target. Has a cooldown of 7 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.
760396	Transfer	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	Teleport away when close to the target. Has a cooldown of 6 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.
760401	Division	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Summons two Clones of the same type that inherit 30% of their ATK and DEF at dying
760402	Division	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Summons two Clones of the same type that inherit 60% of their ATK and DEF at dying
760403	Division	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Summons two Clones of the same type that inherit 100% of their ATK and DEF at dying
760411	Black Hole	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png	Unleash a Black Hole with a weaker gravitational pull at where you stay every once in a while
760412	Black Hole	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png	Unleash a Black Hole with an ordinary gravitational pull at where you stay every once in a while
760413	Black Hole	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong2.png	Unleash a Black Hole with a stronger gravitational pull at where you stay every once in a while
760421	Laser	Assets/Product/Texture/Image/IconAffix/AffixIconShexian2.png	Unleash lasers that can deal 3% continuous Physical Damage to the eight main directions every once in a while
760422	Laser	Assets/Product/Texture/Image/IconAffix/AffixIconShexian2.png	Unleash lasers that can deal 4% continuous Physical Damage to the eight main directions every once in a while
760423	Laser	Assets/Product/Texture/Image/IconAffix/AffixIconShexian2.png	Unleash lasers that can deal 5% continuous Physical Damage to the eight main directions every once in a while
760431	Flame	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png	Attacks deal an additional 10% Fire DMG and have a 10% of chance to inflict Burn, dealing 10% of Fire DMG per second for 3s.
760432	Flame	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png	Attacks deal an additional 15% Fire DMG and have a 15% of chance to inflict Burn, dealing 15% of Fire DMG per second for 3s.
760433	Flame	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan2.png	Attacks deal an additional 20% Fire DMG and have a 20% of chance to inflict Burn, dealing 20% of Fire DMG per second for 3s.
760451	Freeze	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png	Attacks deal an additional 10% Ice DMG and slow down the Target's movement speed by 15%, have 10% of chance to Freeze for 0.3s
760452	Freeze	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png	Attacks deal an additional 15% Ice DMG and slow down the Target's movement speed by 20%, have 15% of chance to Freeze for 0.5s
760453	Freeze	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie2.png	Attacks deal an additional 20% Ice DMG and slow down the Target's movement speed by 25%, have 20% of chance to Freeze for 0.7s
760471	Shadow	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png	Attacks deal an additional 10% Dark DMG and have a 10% of chance to Stun for 0.5s, and 10% Extra Dark DMG received
760472	Shadow	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png	Attacks deal an additional 15% Dark DMG and have a 15% of chance to Stun for 0.7s, and 15% Extra Dark DMG received
760473	Dark	Assets/Product/Texture/Image/IconAffix/AffixIconAnying2.png	Attacks deal an additional 20% Dark DMG and have a 20% of chance to Stun for 0.9s, and 20% Extra Dark DMG received
760491	Thunderous	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png	Attacks deal an additional 10% Lightening DMG and have a 10% of chance to Channel, and unleash lightning once to target every 1.5s, for 1.5s
760492	Thunderous	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png	Attacks deal an additional 15% Lightening DMG and have a 15% of chance to Channel, and unleash lightning once to target every 1.5s, for 3s
760493	Thunderous	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming2.png	Attacks deal an additional 20% Lightening DMG and have a 20% of chance for Channeling, and unleash lightning once to target every 1.5s, for 4.5s
760601	Cold Trail	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Unleash an Ice Block to keep tracing the target, dealing 5% Ice DMG when the Ice Block contacts the target. The farther away from the target, the faster the movement speed
760602	Cold Trail	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Unleash an Ice Block to keep tracing the target, dealing 10% Ice DMG when the Ice Block contacts the target. The farther away from the target, the faster the movement speed
760603	Cold Trail	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Unleash an Ice Block to keep tracing the target, dealing 15% Ice DMG when the Ice Block contacts the target. The farther away from the target, the faster the movement speed
760630	Deterioration	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png	Damage dealt also reduces target's healing received by 30% for 3s.
760631	Deterioration	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png	Damage dealt also reduces target's healing received by 45% for 4s.
760632	Deterioration	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua2.png	Damage dealt also reduces target's healing received by 60% for 5s.
760640	Healban	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Unleash it to the target every once a while, making the target unable to receive any healing for 3s
760641	Healban	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Unleash it to the target every once a while, making the target unable to receive any healing for 4s
760642	Healban	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Unleash it to the target every once a while, making the target unable to receive any healing for 5s
760650	Imprison	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks the target leaving or entering the barrier area. Lasts 3s. 15s cooldown.
760651	Imprison	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks the target leaving or entering the barrier area. Lasts 4s. 16s cooldown.
760652	Imprison	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks the target leaving or entering the barrier area. Lasts 5s. 17s cooldown.
760670	Invasion	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu2.png	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 3s.
760671	Invasion	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu2.png	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 4s.
760672	Invasion	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu2.png	When dealing DMG, also deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 5s.
760690	Backfire	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generate an energy shield that deals 15% Physical DMG to the attackers. Lasts 3s. 16s cooldown.
760691	Backfire	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	The enemy will generate an energy shield that deals 25% Physical DMG to the attackers. Lasts 4s. 17s cooldown.
760692	Backfire	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generate an energy shield that deals 35% Physical DMG to the attackers. Lasts 5s. 18s cooldown.
771774	Vulnerability	Assets/Product/Texture/Image/IconAffix/AffixIconXueruo.png	DMG dealt increases by 20% for 5s
110201	Vision Interference	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png	Enemies throw smoke bombs at the target, significantly blocking its vision for 2s. 20s cooldown.
110202	Vision Interference	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png	Enemies throw smoke bombs at the target, significantly blocking its vision for 4s. 20s cooldown.
110203	Vision Interference	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png	Enemies throw smoke bombs at the target, significantly blocking its vision for 6s. 20s cooldown.
110204	Combustion Mine	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33151.png	Enemies leave a combustion mine that creates a burning area when triggered. Staying within the area for 1.5s will cause the target to be ignited for 2s, taking damage once every sec. At the end of ignition, an explosion will interrupt the target's action. 15s cooldown.
110205	Recovery I	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 1% of max HP per second.
110206	Recovery II	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 2% of max HP per second.
110207	Recovery III	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 3% of max HP per second.
110208	Shield I	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Gains a shield with capacity equal to 5% of current HP every 10s. The shield lasts 10s.
110209	Shield II	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Gains a shield with capacity equal to 10% of current HP every 10s. The shield lasts 10s.
110210	Shield III	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Gains a shield with capacity equal to 15% of current HP every 10s. The shield lasts 10s.
110211	Berserk I	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Increases ATK frequency by 33%. 20% chance to deal 33% extra Physical DMG when damaging a target.
110212	Berserk II	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Increases ATK frequency by 66%. 30% chance to deal 33% extra Physical DMG when damaging a target.
110213	Berserk III	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Increases ATK frequency by 100%. 40% chance to deal 33% extra Physical DMG when damaging a target.
110214	Radiation I	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Deals 6% Physical DMG to enemies nearby continuously.
110215	Radiation II	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Deals 8% Physical DMG to enemies nearby continuously.
110216	Radiation III	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Deals 10% Physical DMG to enemies nearby continuously.
110217	Penetration I	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Damaging a target also reduces its Extra DMG Reduction by 3%, stacking up to 10 times. Each stack lasts 10s.
110218	Penetration II	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Damaging a target also reduces its Extra DMG Reduction by 4%, stacking up to 10 times. Each stack lasts 10s.
110219	Penetration III	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Damaging a target also reduces its Extra DMG Reduction by 5%, stacking up to 10 times. Each stack lasts 10s.
110220	Electric Shield I	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, there is a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 20% Lightning DMG. 3s cooldown. The farther the target is, the more likely it will be triggered.
110221	Lightning Shield II	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, there is a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. The farther the target is, the more likely it will be triggered.
110222	Lightning Shield III	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, there is a 15%-25% chance to unleash a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown. The farther the target is, the more likely it will be triggered.
110223	Mine I	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	Attacks also leave a bomb that deals 15% Physical DMG on the target.
110224	Mine II	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	Attacks also leave a bomb that deals 20% Physical DMG on the target.
110225	Mine III	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	Attacks also leave a bomb that deals 25% Physical DMG on the target.
110226	Agile I	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Move Speed increases by 15%-30%. The farther the target is, the higher the move speed becomes.
110227	Agile II	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Move Speed increases by 20%-35%. The farther the target is, the higher the move speed becomes.
110228	Agile III	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Move Speed increases by 25%-40%. The farther the target is, the higher the move speed becomes.
110229	Damage Resistance I	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 30%.
