Id	AttribId	PromotedId	Kind	Type	Note	Name	MoveUseFaceDir	HasRunTilt	ForceSqueezeOut	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
70130	7013	9410	1	3		Liv	1				0		R2LifuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101301	0	10	0.7	1	1			0.3	5	0								1	1							3		0.3							7013	800001	995905										101301	101302	101303	101304	101305	101306	101307	101308	101309	101310	101311	101312	101313	101314	101315	101316	101317	101318	101319	101320	101321	101322	101323	101324																																																																												
70230	7013	9410	1	3		Liv	1				0		R3LifuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		102301	0	10	0.7	1	1	0.2		0.5	5	0								1	1							3		0.3		90030098	90030096	90030094	90030092		7023	800001	995905										102301	102302	102303	102304	102306	102307	102308	102309	102310	102311	102312	102313	102314	102315	102316	102317	102318	102319	102320	102321	102322	102323	102324																																																																													
70110	7001	9410	1	3		Lee: Entropy	1	1			0		R3LiangMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101101	0	10	0.8	1	1	0.2		0.45	10	0								999	1	1	1					3		0.3							7011	800001	995967										101101	101102	101103	101104	101105	101106	101107	101108	101109	101110	101111	101112	101113	101114	101115	101116	101117	101118	101119	101120	101121	101122	101123	101124																																																																												
70111	7001	9410	1	3		Lee: Entropy (Display)	1	1			0		R3LiangMd010021		1		0.3	0.3	0.1	0	0	1	1	1		101101	0	10	0.8	1	1	0.2		0.45	10	0								999	1	1	1					3		0.3									995967																																																																																																													
70112	7001	9410	1	3		Lee: Entropy	1	1			0		R3LiangMd010021		1		0.3	0.3	0.1	0	0	1	1	1		101101	0	10	0.8	1	1	0.2		0.45	10	0								999	1	1	1					3		0.3							7011	800001	995967										101101	101102	101103	101104	101105	101106	101107	101108	101109	101110	101111	101112	101113	101114	101115	101116	101117	101118	101119	101120	101121	101122	101123	101124	996004																																																																											
70090	7001	9410	1	3		Ayla	1	1			0		R2AilaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100901	0	10	0.8	1	1	0.3		0.9	10	0								999	1	1	1					3		0.3							7009	800001	995968										100901	100902	100903	100904	100905	100906	100907	100908	100909	100910	100911	100912	100913	100914	100915	100916	100917	100918	100919	100920	100921	100922	100923	100924																																																																												
70100	7001	9410	1	3		Sophia: Silverfang	1	1			0		R2SufeiyaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		110101	0	10	0.8	1	1	1		0.8	10	0								999	1	1	1					3		0.3							7010	800001	995969										110101	110102	110103	110104	110105	110106	110107	110108	110109	110110	110111	110112	110113	110114	110115	110116	110117	110118	110119	110120	110121	110122	110123	110124	996004																																																																											
70011	7001	9410	1	3		Lee	1	1			0		R2LiangMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100101	0	10	0.8	1	1	0.2		0.45	10	0								999	1	1	1					3		0.3									995911																																																																																																													
70021	7002	9410	1	3		Lucia	1	1			0		R1LuxiyaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100201	0	10	0.8	1	1	0.2		0.65	10	0								999	1	1	1					3		0.3									995912																																																																																																													
70031	7003	9410	1	3		Liv	1	1			0		R1LifuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100301	0	10	0.8	1	1	0.2		0.6	10	0								999	1	1	1					3		0.3									995905										100324																																																																																																			
70041	7004	9410	1	3		Bianca	1	1			0		R2BiankaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100401	0	10	0.8	1	1	0.2		0.7	10	0								999	1	1	1					3		0.3									995906																																																																																																													
70140	104031	104031	1	3		Bianca: Veritas	1	1			0		R3BiankaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101401	0	10	0.8	1	1	0.3		0.7	10	0	1#100901|2#100902|3#100903	1#4#15|2#4#15|3#4#15		100901				999	1	1	1					3		0.3							7014		995975										101401	101402	101403	101404	101405	101406	101407	101408	101409	101410	101411	101412	101413	101414	101415	101416	101417	101418	101419	101420	101421	101422	101423	101424	101425	101426	101427	101428																																																																								
70051	7005	9410	1	3		Kamui	1	1			0		R2YongyechaoMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100501	0	10	0.8	1	1	0.2		0.55	10	0								999	1	1	1					3		0.3									995907																																																																																																													
70061	7006	9410	1	3		Kamui	1	1			0		R2ShenweiMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100601	0	10	0.8	1	1	0.2		0.6	10	0								999	1	1	1					3		0.3									995908																																																																																																													
70071	7007	9410	1	3		Karenina	1	1			0		R2KalieninaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100701	0	10	0.8	1	1	0.2		0.55	10	0								999	1	1	1					3		0.3									995909																																																																																																													
70081	7008	9410	1	3		Watanabe	1	1			0		R2DubianMd010011		1		0.3	0.3	0.1	0	0	1	1	1		100801	0	10	0.8	1	1	0.2		0.5	10	0								999	1	1	1					3		0.3									995910																																																																																																													
71030	7008	9410	1	3		Vera	1	1			0		R2WeilaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		110201	0	10	0.8	1	1	0.05		0.6	10	0								999	1	1	1					3		0.3							7103		715528										110301	110302	110303	110304	110305	110306	110307	110308	110309	110310	110311	110312	110313	110314	110315	110316	110317	110318	110319	110320	110321	110322	110323	110324	110325	110326	110327	110328	110329	110330	110331	110332																																																																				
70121	7012	9410	1	3		Lucia: Dawn	1	1			0		R2LuxiyaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101201	0	10	0.7	1	1	0.2		1.25	10	0								999	1	1	1					3		0.3									995912																																																																																																													
70131	7013	9410	1	3		Liv	1				0		R2LifuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101301	0	10	0.7	1	1			0.3	5	0								1	1							3		0.3									995905																																																																																																													
70231	7013	9410	1	3		Liv	1				0		R3LifuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		102301	0	10	0.7	1	1	0.2		0.5	5	0								1	1							3		0.3		90030098	90030096	90030094	90030092				995905																																																																																																													
70330	103041	103041	1033	5		Liv: Empyrea	1	1			0		R4LifuMd010021		1		0.3	0.3	0.1			1	1	1		103301	0	10	0.8	1	1	0.3	0.55	0.9	10	0	1#103301|2#103302|3#103303	1#1#15|2#1#15|3#1#15		103317				999	1	1	1					3		0.3								100050	100051	100054	100074								103301	103302	103303	103304	103305	103306	103307	103308	103309	103310	103311	103312	103313	103314	103315	103316	103317	103318	103319	103320	103321	103322	103323	103324	103325	103326	103327	103328	103329	103330	103331	103332	103333	103334	103335	103336	103337	103338	103339	103340	103341	103342	103343	103344	103345	103346																																																						
71020	7102	9410	1	3		Chrome: Arclight	1				0		R2KuluomuMd010031		1		0.3	0.3	0.1	0	0	1	1	1		110201	0	10	0.7	1	1	0.2		0.5	5	0								999	1							3		0.3		90030098	90030096	90030094	90030092		7102		995970										110201	110202	110203	110204	110205	110206	110207	110208	110209	110210	110211	110212	110213	110214	110215	110216	110217	110218	110219	110220	110221	110222	110223	110224	110225	110226	110227	110228	110229																																																																							
71021	7102	9410	1	3		Chrome: Arclight	1				0		R2KuluomuMd010031		1		0.3	0.3	0.1	0	0	1	1	1		110201	0	10	0.7	1	1	0.2		0.5	5	0								999	1							3		0.3		90030098	90030096	90030094	90030092				995970																																																																																																													
71120	104031	104031	1	3		Chrome: Glory	1				0		R3KuluomuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		111201	0	10	0.7	1	1	0.2		0.5	5	0								1	1							3		0.3		90030098	90030096	90030094	90030092		7112		995980										111201	111202	111203	111204	111205	111206	111207	111208	111209	111210	111211	111212	111213	111214	111215	111216	111217	111218	111219	111220	111221	111222	111223	111224	111225	111226	111227	111228	111229	111230	111231	111291	996004																																																																			
70220	7002	9410	1	3		α	1				0		R3LuxiyaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		102201	0	10	0.7	1	1	0.2		0.5	5	0								999	1							3		0.3		90030098	90030096	90030094	90030092		7022		995971										102201	102202	102203	102204	102205	102206	102207	102208	102209	102210	102211	102212	102213	102214	102215	102216	102217	102218	102219	102220	102221	102222	102223	102224	102225	102226	102227	102228	102229																																																																							
70221	102046	102046	1022	3		α	1	1			0		R3LuxiyaMd019161		1		0.3		0.1	0	0	1	1	1		102201	0	1	0.8	1	1	0.3		0.8	10	0	1#102201|2#102202|3#102203|4#102204	1#1#15|2#1#15|3#1#15		102201				4	1	1	1					3	1	0.3							1022	100050	100051	100054	100074	103270	103275	102261	102298	102292	102294	102295	102201	102202	102203	102204	102205	102206	102207	102208	102209	102210	102211	102212	102213	102214	102215	102216	102217	102218	102219	102220	102221	102222	102223	102224	102225	102226	102227	102228	102229																																																																							
70320	7002	9410	1	3		Lucia: Plume	1				0		R4LuxiyaMd010021		1		0.3	0.3	0.1	0	0	1	1	1		103201	0	10	0.7	1	1	0.2		0.5	5	0								999	1							3		0.3		90030098	90030096	90030094	90030092		7032		995972	103270	103275								103201	103202	103203	103204	103205	103206	103207	103208	103209	103210	103211	103212	103213	103214	103215	103216	103217	103218	103219	103220	103221	103222	103223	103224	103225	103251	103252	103253	103254	103255	103256	103257	103258	103259	103260	103261	103262	103263	103264	103265	103266	103267	103268	103269	103270	103271	103272	103273	103274	103275	103276	103277	996004																																															
71040	104031	104031	1	3		Camu: Crocotta	1				0		R2KamuMd010031		1		0.3	0.3	0.1	0	0	1	1	1		110401	0	10	0.8	1	1	0.1		0.9	10	0								999	1	1	1					3		0.3		90030098	90030096	90030094	90030092		7104		995973	110440	110455	903743							110401	110402	110403	110404	110405	110406	110407	110408	110409	110410	110411	110412	110413	110414	110415	110416	110417	110418	110419	110420	110421	110422	110423	110424	110425	110426	110427	110428	110429	110430	110431	110432	110433	110434	110435	110436	110437	110438	110439	110440	110441	110442	110443	110444	110445	110446	103272	103273	103274	103275	103276	103277																																																
71070	104031	104031	1	3		Changyu: Qilin	1				0		R2ChangyuMd010031		1		0.3	0.3	0.1	0	0	1	1	1		110701	0	10	0.8	1	1	0.1		0.9	10	0								999	1	1	1					3		0.3		90030098	90030096	90030094	90030092		7107		995979	110440	110455	750031							110701	110702	110703	110704	110705	110706	110707	110708	110709	110710	110711	110712	110713	110714	110715	110716	110717	110718	110719	110720	110721	110722	110723	110724	110725	110726	110727	110728	110729	110730	110731	110732	110733	110734	110735	110736	110737	110738	110739	996004	996006																																																											
71090	104031	104031	1	3		Hypnos	1				0		R2WanshiMd010011		1		0.3	0.3	0.1	0	0	1	1	1		110901	0	10	0.8	1	1	0.1		0.9	10	0								1	1	1	1					3		0.3		90030098	90030096	90030094	90030092		7109		995978	110440	110455								110901	110902	110903	110904	110905	110906	110907	110908	110909	110910	110911	110912	110913	110914	110915	110916	110917	110918	110919	110920	110921	110922	110923	110924	110925	110926	110927	110928	110929	110930	110931	110932	110933	110934	110935	110936	110937	110938	110939	996004																																																												
71051	114036	114036	1105	3		Valkyrie	1	1			0		R3LuosaitaMd010011		1		0.3	0.3	0.1			1	1	1		110501	0	10	0.8	1	1	0.3	0.55	0.9	10	0	1#110501|2#110502|3#110503	1#1#15|2#1#15|3#1#15		110517				1.6	1	1	1					3		0.3		90030098	90030096	90030094	90030092		1105	100050	100051	100054	100074	110520	110519	110557	110576	110577			110501	110502	110503	110504	110505	110506	110507	110508	110509	110510	110511	110512	110513	110514	110515	110516	110517	110518	110519	110520	110521	110522	110523	110524	110525	110526	110527	110528	110529	110530	110531	110532	110533	110534	110535	110436	110437	110438	110439	110440	110441	110442	110443	110444	110445	110446	103272	103273	103274	103275	103276	103277																																																
71061	152036	152036	1106	4		Qu	1	1			0		R2QuMd010011		1		0.3	0.3	0.1	0	0	1	1	1		110601	0	10	0.8	1	1	0.3		0.6	10	0	1#110601|2#110602|3#110603|4#110604|5#110605|6#110606	1#1#15|2#1#15|3#1#15		110616				4.5	1							3		0.3		90030098	90030096	90030094	90030092		1106	100050	100051	100054	100074	110636	110640	110641					110601	110602	110603	110604	110605	110606	110607	110608	110609	110610	110611	110612	110613	110614	110615	110616	110617	110618	110619	110620	110621	110622	110623	110624	110625	110626	110627	110628	110629	110630	110631	110632	110633	110634	110635	110636	110637	110638																																																														
72021	104031	104031	1	3		A2	1	1			0		R3AtwoMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101401	0	10	0.8	1	1	0.3		0.7	10	0								999	1	1	1					3		0.3							7202		995976										120201	120202	120203	120204	120205	120206	120207	120208	120209	120210	120211	120212	120213	120214	120215	120216	120217	120218	120219	120220	120221	120222	120223	120224	120225	120226	120227	120228	120229	120230	120231	120232	120233	120234	120235	120236	120237	120238	120239	120240	120241	120242	120243	120244																																																								
72031	104031	104031	1	3		9S	1	1			0		R3NinesMd010011		1		0.3	0.3	0.1	0	0	1	1	1		101401	0	10	0.8	1	1	0.3		0.7	10	0								999	1	1	1					3		0.3							7203		995977										120301	120302	120303	120304	120305	120306	120307	120308	120309	120310	120311	120312	120313	120314	120315	120316	120317	120318	120319	120320	120321	120322	120323	120324	120325	120326	120327	120328	120329	120330	120331	120332	120333																																																																			
70311	7001	9410	1	3		Selena: Piper	1	1			0		R4SailinnaMd010011		1		0.3	0.3	0.1	0	0	1	1	1		131101	0	10	0.8	1	1	0.3		0.7	10	0								999	1	1	1					3		0.3							7311		995981	930502	930503								131101	731102	131103	731104	731105	731141	131169																																																																																													
70000	7002	9410	1	3		Celica	1				0		Npc1SailikaMd000001		1		0.3	0.3	0.1	0	0	1	1	1			0	10	0.7	1	1	0.2		0.5	5	0								999	1							3		0.3		90030098	90030096	90030094	90030092																																																																																																																	
70122	102026	102026	1012	3		Lucia: Dawn R2	1	1			0		R2LuxiyaMd010021		1		0.3	0	0.1	0	0	1	1	1		101201	0	1	0.8	1	1	0.2	1.15	1.25	10	0	1#101201|2#101202|3#101203	1#4#15|2#4#15|3#4#15		101201				2.65	1	1	1					3		0.3						7002	1012	100050	100051	100054	100074	101270							101201	101202	101203	101204	101205	101206	101207	101208	101209	101210	101211	101212	101213	101214	101215	101216	101217	101218	101219	101220	101221	101222	101223	101224	101225	101226	101227	101228	101229	101230	101231	101232	101233	101234	101235	101236	101237	101238	101239	101240	101241	101242																																																										
79001	7001	9410	3	3		Moe War: Pulse	1	1			0		R3YongyechaoMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.3	0.8	0.9	10	0																3		0.3																																																																																																																						
79002	7001	9410	3	3		Moe War: Selena	1	1			0		R3SailinnaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.8	0.7	10	0																3		0.3																																																																																																																						
79003	7001	9410	3	3		Moe War: Veritas	1	1			0		R3BiankaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.65	0.7	10	0																3		0.3																																																																																																																						
79004	7001	9410	3	3		Moe War: Blast	1	1			0		R2KalieninaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.45	0.55	10	0																3		0.3																																																																																																																						
79005	7001	9410	3	3		Moe War: Lotus	1	1			0		R1LuxiyaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.55	0.65	10	0																3		0.3																																																																																																																						
79006	7001	9410	3	3		Moe War: Rosetta	1	1			0		R3LuosaitaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.55	0.9	10	0																3		0.3																																																																																																																						
79007	7001	9410	3	3		Moe War: Tenebrion	1	1			0		R3ShenweiMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.6	0.6	10	0																3		0.3																																																																																																																						
79008	7001	9410	3	3		Moe War: Chrome S	1	1			0		R3KuluomuMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.8	0.7	10	0																3		0.3																																																																																																																						
79009	7001	9410	3	3		Moe War: Nightblade	1	1			0		R2DubianMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.7	0.5	10	0																3		0.3																																																																																																																						
79010	7001	9410	3	3		Moe War: Lux	1	1			0		R2LifuMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.35	0.7	10	0																3		0.3																																																																																																																						
79011	7001	9410	3	3		Moe War: Vera	1	1			0		R2WeilaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	1.15	0.6	10	0																3		0.3																																																																																																																						
79012	7001	9410	3	3		Moe War: Crimson Abyss	1	1			0		R3LuxiyaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.3	1.05	0.8	10	0																3		0.3																																																																																																																						
79013	7001	9410	3	3		Moe War: Chang Yu	1	1			0		R2ChangyuMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.55	0.9	10	0																3		0.3																																																																																																																						
79014	7001	9410	3	3		Moe War: Camu	1	1			0		R2KamuMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.1	1.65	0.9	10	0																3		0.3																																																																																																																						
79015	7001	9410	3	3		Moe War: Astral	1	1			0		R3DubianMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.8	0.7	10	0																3		0.3																																																																																																																						
79016	7001	9410	3	3		Moe War: Entropy	1	1			0		R3LiangMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.3	0.45	10	0																3		0.3																																																																																																																						
79017	7001	9410	3	3		Moe War: Ember	1	1			0		R3KalieninaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.3	0.55	10	0																3		0.3																																																																																																																						
79018	7001	9410	3	3		Moe War: Ice Dew	1	1			0		R4LuxiyaMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.3	1.05	0.8	10	0																3		0.3																																																																																																																						
79019	7001	9410	3	3		Moe War: Chrome A	1	1			0		R2KuluomuMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.05	1.1	0.8	10	0																3		0.3																																																																																																																						
79020	7001	9410	3	3		Moe War: Ayla	1	1			0		R2AilaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	0.55	0.9	10	0																3		0.3																																																																																																																						
79021	7001	9410	3	3		Moe War: Luminance	1	1			0		R3LifuMd010011		1		0.3		0.1			1	1	1			0	1	0.8	1	1	0.2	0.65	0.75	10	0																3		0.3																																																																																																																						
79022	7001	9410	3	3		Moe War: Sophia	1	1			0		R2SufeiyaMd010011		1		0.3	0.3	0.1			1	1	1			0	10	0.8	1	1	0.3	1.1	0.8	10	0																3		0.3																																																																																																																						
