Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	UseShadowMesh	ShadowQuadScale	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
901800	90180	90026	2	3	Executor (Extreme)	1			0		Mo1ZhixingzheMd000001		1		0.6	0.6	0.1			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3		0.6	90180098	90180096	90180094	90180092		301290	900007	900008	100027	900011	900051	730061						901805	901806																																																																																																		
901900	90190	90023	2	3	Shieldbearer (Extreme)	1			0		Mo1ShouhuzheMd000001		1		1	1	0.5			1.2	1	1.2			0	5	1	2	1.5			0.3	20									0.05	0							3		1	90190098	90190096	90190094	90190092		301250	900007	900008	100027	900011	900051	901910	901917					901913	901914	901915	901916	901917	901918	901919																																																																																													
902000	9014	9300	2	3	Black Spider (Extreme)	1			0		Mo1HeizhizhuMd000001		1		1	1	0.1			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3		0	90200098	90200096	90200094	90200092			900008	100027	900011	900051								902001	902002	902003																																																																																																	
902100	90210	90019	2	3	Gardener (Extreme)	1			0		Me1YuandingMd000001		1		0.8	0.8	0.3			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3		0.8	90210098	90210096	90210094	90210092		301190	900007	900008	100027	900011	900051							902111	902112	902113	902114	902115	902116	902117																																																																																													
902200	90220	90020	2	2	Excavator	1			0		Me1YijiwajuezheMd000001		1		0.5	0.5	0.1			1.2	1	1.2			0	5	0.8	2	1.5			0.7	20									1.9	0							3		0.5	90220098	90220096	90220094	90220092		301430	900008	100027	900011	900051								902212	902213																																																																																																		
902300	9021	9300	2	3	Bullet Hell Launcher	1			0				1		1.1	1.1	0.1			1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3		1.1	90210098	90210096	90210094	90210092			800041	800042	800043	800044	800045	800046	800047					902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
902500	90250	90024	2	2	Ronin IV (Extreme)	1			0		Mo1LangrensixingMd000001		1		0.8	0.8	0.2			1.2	1	1.2			0	3	0.8	2	1.5			0.3	20									2.5	0							3		1.1	90250098	90250096	90250094	90250092		301130	900008	100027	900011	900033								902507	902508																																																																																																		
902600	90260	90021	2	3	Bio-Salamander (Extreme)				0		Mo1FangshengrongyuanMd000001		1		1.1	1.1	0.4			1.2	1	1.2			0	3	0.8	2	1.5			0.3	20									2.5	0							3		1.1	90260098	90260096	90260094	90260092		301150	900008	100027	900011	900033								902607	902608	902609																																																																																																	
903300	90330	90018	2	2	Envoy (Extreme)				0		Me1XinshiMd000001		1		1	1	0.3			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									2.5	0							3		1	90330098	90330096	90330094	90330092		301170	900007	900008	100027	900011	900051	903310	903311					903311	903312																																																																																																		
903400	90370	90022	2	2	Royal Guard (Extreme)				0		Me1JinweiMd000001		1		1	1	0.2			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20		1#903461|2#903462|3#903463	1#1#15|2#1#15|3#1#15						3	0							3		1	90340098	90340096	90340094	90340092		301390	900007	900008	100027	900011	900051	903423						903410	903411																																																																																																		
903500	9035	9303	2	2	Firefighter (Extreme)	1			0		Me1XiaofangweishiMd000001		1		1.5	1.5	0.5			1.2	1	1.2			0	5	1	2	1.5			0.3	20	0								0	0							3		1.5	90350098	90350096	90350094	90350092			900007	900008	100027	900011	900051							903501	903502	903503	903504	903505	903506	903507	903508	903509	903510	903511	903512	903513																																																																																							
903600	90360	90022	2	2	Deconstructor (Extreme)	1			0		Me1FenjiezheMd000001		1		1	1	0.3			1.2	1	1.2			0	5	0.8	2	1.5	0		0.3	20									0.95	0							3		1	90360098	90360096	90360094	90360092		301510	900007	900008	100027	900011	900051	900704						903609	903610																																																																																																		
903700	90370	90021	2	3	Explorer (Extreme)	1			0		Me1YijikantanzheMd000001		1		1	1	0.2			1	1	1		100201	0	3	0.8	2	2			0.3	20	0	1#903761|2#903762|3#903763	1#1#15|2#1#15#1#15|3#1#15						2.5								3		1	90370098	90370096	90370094	90370092		301370	900007	900008	100027	900011	900051		995203					903706	903707	903708																																																																																																	
903800	9038	9304	2	2	Construct (Extreme)				0		Me1GouzaotiMd10001		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3		1	90380098	90380096	90380094	90380092														903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	954702	903814	903815	903816	903817	903818	903819	903820	903821																																																																													
903830	9038	9304	2	2	Construct (Extreme)				0		NPC1GouzaotiMd10002		1		1	1	0.3			1	1	1			0	5	0.8	2	1.5			0.3	20									2	0							3		1	90380098	90380096	90380094	90380092														903801	903802	903803	903804	903805	903806	903807	903808	903809	903810	903811	903812	903813	954701	903816	903817	903818	903819	903820	903821	903814	903815																																																																														
903900	9039	9300	1	2	Harvester (Extreme)				0		Mb1RobotarmorMd030001		1		1.5	1.5	0.1			0.8	1	0.8			1	10	0.8	2	1.5			0	99999									4.2								3		1.5	90390098	90390096	90390094	90390092			900022	821203	970006	821256	100098	100097	900056					903901	903902	903903	903904	903905	903906	903907	903908	903909	903910																																																																																										
904000	9040	9303	2	2	Bio-Bull (Extreme)	1			0		Me1FangshengdouniuMd000001		1		1.7	1.7	1.5			1.2	1	1.2			0	5	0.8	2	1.5			0	20	0								3								3		1.7	90400098	90400096	90400094	90400092			900008	100027	900011	970006								904001	904002	904003	904004	904005	904006	904007	904008	904009	904010	904011	904012	904013																																																																																							
904100	9041	9304	2	2	Acid Ant (Extreme)	1			0		Me1SuanyegongyiMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	0.8	2	1.5			0	20	0								3								3		1.7	90410098	90410096	90410094	90410092			900008	100027	900011	970006								970101	970102	970103	970104	970105	970106	970107	970108	970109	970110																																																																																										
904200	9042	9304	2	2	Musashi VI (Extreme)	1			0		Me1WuzangliuxingMd000001		1		1.7	1.7	0.5			1.2	1	1.2			0	5	1.1	2	1.5			0	20									1.5	0							3		1.7	90420098	90420096	90420094	90420092			900008	100027	900011	970006								904201	904202	904203	904204	904205	904206	904207	904208	904209	904210	904211	904212																																																																																								
904300	9043	9303	2	3	Musashi IX (Extreme)	1			0		Me1SwordMd002001		1		1.3	1.3	0.1			1.2	1	1.2			0	5	1.3	2	1.5			0	20	0	1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						3								3		1.3	81200098	81200096	81200094	81200092			970714	900008	100027	900011	970006							904301	904302	904303	904304	904305	904306	904307	904308	904309	904331																																																																																										
904400	90440	90017	2	3	Terrapod (Extreme)	1			0		Me1ZilujingweiMd000001		1		1.1	1.1	0.1			1	1	1			0	5	1.5	2	1.5			0	20	0								3								3		1.1	90440098	90440096	90440094	90440092		301470	900008	100027	900011	970006	971101							904415	904416	904417																																																																																																	
904500	90450	90015	2	2	Polar Soldier	1			0		Me1JidijibingMd000001		1		0.8	0.8	0.3			1	1	1	1	100201	0	5	0.8	2	1.5			0.7	10		1#904551|2#904552|3#904553	1#1#15|2#1#15|3#1#15						1.9	0							3		0.8	90450098	90450096	90450094	90450092		301450	900007	904530	900011	900051	904550							904519	904520	904521																																																																																																	
904600	9046	9303	2	2	Deep-sea Ambusher	1			0		Me1ShenhaiqianfuzheMd000001		1		1.3	1.3	0.7			2	1	2	2		0	5	0.8	2	1.5			0.7	10									1.9	0							3		1.3	90460098	90460096	90460094	90460092			900007	904607	900011	900051								904601	904602	904603	904604	904605	904606	904607	904608	904609	904610	904611	904612	904613	904614	904615	904616																																																																																				
904700	9015	9300	2	3	Heteromer Hydraulic (Extreme)	1			0		Mo1YijuyeyaMd000001		1		1.2	1.2	0.5			1.1	1	1.1	1.1		0	5	1.1	2	1.5			0.3	20									0.05	0							3		1.2	90150098	90150096	90150094	90150092			900007	900011	900051	750306	730061							904701	904702	904703	904704																																																																																																
904800	9016	9300	2	3	Heteromer Sentry Gun (Extreme)	1			0		Mo1YijushaojiejipaoMd000001		1		0.8	0.8	0.3			1.5	1	1.5	1.5		0	5	0.8	2	1.5			0.3	20									0.05	0							3		0.8	90160098	90160096	90160094	90160092			900007	900011	900051	750306								904801	904802	904803																																																																																																	
904900	9010	9300	2	3	Heteromer Aerial Monitor (Extreme)	1			0		Mo1YijukongzhongjianshiqiMd000001		1		1	1	0.1			1.2	1	1.2	1.2		0	5	0.8	2	1.5			0.3	20									0.05	0							3		1	90100098	90100096	90100094	90100092			900007	900011	900051	750306								904901	904902	904903																																																																																																	
905000	9050	9303	2	1	Heteromer Terminal				0		Me1YijuzhongduanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									2.6								3		1	90500098	90500096	90500094	90500092			700027	905034	905048	905056								905001	905002	905003	905004	905005	905006	905007	905008	905009	905010	905011	905012	905013	905014	905051	905052																																																																																				
906000	9060	9306	2	1	Hetero Deconstruct Unit (Extreme)	1			0		Me1YihefenjiedanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10		1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						2.6								3		1	90600098	90600096	90600094	90600092			900007			900011	900051							906001	906002	906003	906004	906005	906006	906007	906008	906009	906011	906012	906013	906014	906015	906021	906022	906023	906024																																																																																		
906100	9061	9306	2	1	Hetero Repair Unit (Extreme)	1			0		Me1YihexiufudanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10									2.6								3		1	90610098	90610096	90610094	90610092			900007			900011	900051	906006						906101	906102	906103	906104	906105	906106	906107	906108	906109	906111	906112	906113	906121	906122	906123																																																																																					
906200	90620	90025	2	1	Hetero Fire Unit (Extreme)	1			0		Me1YihehuolidanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.7	10		1#904310|2#904310|3#904310	1#1#15|2#1#15|3#1#15						2.6								3		1	90620098	90620096	90620094	90620092		301310	900007			900011	900051							906213	906214																																																																																																		
906300	9063	9305	2	1	Hetero Explore Unit (Extreme)	1			0		Me1YihekantandanyuanMd000001		1		1	1	0.2			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0.05	0							3		1	90630098	90630096	90630094	90630092			900007			900011	900051							906301	906302	906303	906321	906322	906323	906325	906326	906328	906331	906332	906333	906335	906341	906342	906352	906353	906354	906355	906361	906362	906363	906364	906365	906367	906368	906369	906370	906371	906372	906373	906374	906375	906381	906304	906305	906306																																																															
906400	90640	90020	2	1	Rikishi VI (Extreme)	1			0		Mo1LishiliuxingMd000001		1		1	1	0.2			1.2	1	1.2	1.2		0	5	0.8	2	1.5	0		0.3	10		1#906461|2#906463|3#906464	1#1#15|2#1#15|3#1#15						1.2	0							3		1	90640098	90640096	90640094	90640092		301350	900007	900008	100027	900011	900051	906401						906407	906408																																																																																																		
906500	90650	90019	2	1	Ballwheel IV (Extreme)	1			0		Mo1WulunsixingMd000001		1		1	1	0.2			1.1	1	1.1	1.1	100201	0	5	0.8	2	1.5	0		0.3	10		1#906561|2#906563|3#906564	1#1#15|2#1#15|3#1#15						1.2	0							3		1	90650098	90650096	90650094	90650092		301410	900007	900008	100027	900011	900051	906511						906508	906509	906510	906511	906512																																																																																															
906600	9066	9066	3	1	Hanged Man III (Extreme)	1			0		Mo1DiaorensanxingMd000001		1		1	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									4.4	0							3		1	90660098	90660096	90660094	90660092			900008	100027	900011	900051	906629	900407						906601	906602	906603	906604	906605	906606	906607	906608	906609	906610	906611	906612	906613	906614	906615	906616	906617	906618	906619	906620	906621	906622	906623	906624	906625	906626	906627	906628	906629	906630	906631	906632	906633	906634	906635	906636	906637	906638																																																														
906700	9067	9067	2	1	Kemuri I (Extreme)	1			0		Mo1YanfenyixingMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3		1	90670098	90670096	90670094	90670092			900007	900008	100027	900011	900051							906701	906702	906703	906705	906706	906707	906708	906709	906710																																																																																											
906800	9068	9068	2	1	Kowloong Crew - Yazi (Extreme)	1			0		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3		0.8	90680098	90680096	90680094	90680092			900007	900008	100027	900011	900051							906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
906900	9069	9307	3	1	Phecda	1			0		Mo1LucunMd000001		1		1.4	1	1.4			1.4	1	1			0	5	0.8	2	1.5	0		0.3	10									2.8	0							3		1	90660098	90660096	90660094	90660092			900007	900008	100027	900011	900051	906944	906945					906901	906902	906903	906904	906905	906906	906907	906908	906909	906910	906911	906912	906913	906914	906915	906916	906917	906918	906919	906920	906921	906922																																																																														
907000	90700	90016	2	1	Prime	1			0		Me1ZhizunMd000001		1		1	1	0.1			1.1	1	1			0	10	0.8	2	1.5	0		0.3	10									3	0							3		1	90700098	90700096	90700094	90700092		301490	900007	900008	100027	900011	900051							907019	907020	907009																																																																																																	
907100	9071	9300	2	1	Cathy (Extreme)	1			0		Mo1BiaoyanyirenMd000001		1		1	1	1			1	1	1	1		0	5	0.8	2	1.5	0		0.3	10									1.7	0							3		1	90710098	90710096	90710094	90710092			900007	900008	100027	900011	900051							907101	907102	907103	907104	907105	907107	907108	907109	907110																																																																																											
907200	9072	9300	2	1	Martini (Extreme)	1			0		Mo1TiaojiushiMd000001		1		1	1	1			1	1	1	1		0	5	0.8	2	1.5	0		0.3	10									1.4	0							3		1	90720098	90720096	90720094	90720092			900007	900008	100027	900011	900051							907201	907202	907203	907204	907205	907206	907207	907208																																																																																												
907300	9073	9300	2	1	Mr. White (Extreme)	1			0		Mo1YouyongjiaoguanMd000001		1		1	1	1			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									0.85	0							3		1	90730098	90730096	90730094	90730092			900007	900008	100027	900011	900051							907301	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907315	907316	907317	907318	907319	907320	907321	907322	907323	907324	907325																																																																														
907400	9074	9305	3	1	A'Mao	1			0		Me1XiguajunMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.8	0							3		1	90660098	90660096	90660094	90660092			900008	100027	900011	900051								907401	907402	907403	907404	907405	907406	907407	907408	907409	907410	907411	907412	907413	907414	907415	907416	907417	907418	907419	907420	907421	907422	907423	907424	907425	907426	907427	907428	907429	907430																																																																						
907500	9075	9300	3	1	Aerial 7 - Snow Owl (Extreme)				0		Mb1XuexiaoMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									1.05	0							3		1	90750098	90750096	90750094	90750092			900007	900008	100027	900011	900051	907526						907501	907502	907503	907504	907505	907506	907507	907508	907509	907510	907511	907512	907513	907514	907515	907516	907517																																																																																			
907600	9076	9305	3	1	Ground 3 - Rabbit (Extreme)	1			0		Mo1TuziMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3		1	90760098	90760096	90760094	90760092			900008	100027	900011	900051								907601	907602	907603	907604	907605	907606	907607	907608	907609	907610	907611	907612	907613	907614	907615	907616	907617	907618	907619	907620	907621	907622	907623	907624	907625	907650																																																																										
907700	9077	9305	3	1	Naval 5 - Squid (Extreme)	1			0		Mo1ZhangyuMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3		1	90770098	90770096	90770094	90770092			900008	100027	900011	900051								907701	907702	907703	907704	907705	907706	907707	907708	907709	907710	907711	907712	907713	907714	907715	907716	907717	907718	907719	907720	907750																																																																															
907800	9078	9305	3	1	Ground 1 - Polar Bear (Extreme)	1			0		Me1XiongrenMd000002		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3		1	90780098	90780096	90780094	90780092			900008	100027	900011	900051								907801	907802	907803	907804	907805	907806	907807	907808	907809	907810	907811	907812	907813	907814	907815	907816	907817	907818	907819	907820	907821	907822	907823	907824	907825	907826	907827	907828	907829	907830																																																																						
907900	9079	9305	3	1	Guardian I (Extreme)	1			0		Me1DiaorenyixingMd000001		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									2.1	0							3		1	90780098	90780096	90780094	90780092			900008	100027	900011	900051	907929							907901	907902	907903	907904	907905	907906	907907	907908	907909	907910	907911	907912	907913	907914	907915	907916	907917	907918	907919	907920	907921	907922	907923	907924	907925	907926	907927	907928	907929	907930																																																																						
908000	9080	9080	3	1	Moyuan (Extreme)	1			0		Me1YunluMd000002		1		0.5	1	1			1.1	1.1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.1	0							3		1	90780098	90780096	90780094	90780092			900008	100027	900011	900051	908025							908001	908002	908003	908004	908005	908006	908007	908008	908009	908010	908011	908012	908013	908014	908015	908016	908017	908018	908019	908020	908021	908022	908023	908024	908025	908026	908027	908028	908029	908030																																																																						
908100	9081	9305	3	1	Tai'E I (Extreme)	1			0		Mb1TaiayixingMd010002		1		1.2	1	1.2			1.2	1	1.2	1.2	100201	0	5	0.8	2	1.5	0		0.3	10		1#908151|2#908152|3#908153	1#1#15|2#1#15|3#1#15						2.1	0							3		1	90770098	90770096	90770094	90770092			900008	100027	900011	900051	908101							908101	908102	908103	908104	908105	908106	908107	908108	908109	908110	908111	908112	908113	908114	908115	908116	908117	908118	908119	908120	908151	908152	908153	908154	908155	908156																																																																										
908200	9080	9305	3	1	Puppet (Extreme)	1			0		Me1YunlukuileiMd000002		1		0.5	1	1			1.1	1.1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.1	0							3		1	90780098	90780096	90780094	90780092			900008	100027	900011	900051								908201	908202	908203	908204	908205	908206	908207	908208	908209	908210																																																																																										
8110000	8110	8110	1	1	Assault Fort				0		Mb1TankarmorMd030001		1		3	3				1	1	1			1	30	2	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						0								3	1								970006	100097	100079	100098	811030	800009						811001	811002	811003	811004	811005	811011	811012	811013	811014	811015	811021	811022	811023	811024	811025	811026	811027	811028	811029																																																																																	
8111000	8120	8120	1	1	Assault Fort: Destruction				0		Mb1TankarmorMd030002		1		3	3				1	1	1			1	10	0.8	2	1.5	0.05		0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						2								3	1		81110098	81110096	81110094	81110092			970006	100097	100079	100098	811101	800009						811121	811122	811123	811124	811125	811126	811127	811128	811129	811131	811132	811133	811101	811102	811103	811104	811111	811112	811113	811114																																																																																
8120900	821500	90011	1	1	Musashi IX	1			0		Me1SwordMd002001		1		1.3	1.3	0.2			1	1	1			0	30	1.3	2	1.5			0	20	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15					1	1.5								3	1		81200098	81200096	81200094	81200092		305200	970714	900008	100027	970006								812019	812022	812023	812024	812025	812026	812031	812032	812033	812034																																																																																										
8130000	831000	90012	1	1	Roseblade	1			0		Mb1SwordMd030001		1		1.1	1.1	0.1			1	1	1			0	30	0.8	2	1.5			0	99999	0	1#994201|2#994203|3#994202	1#1#15|2#1#15|3#1#15						5								3	1		81300098	81300096	81300094	81300092		305400	100097	100098	800008	800009	813031							813035	813036	813037	813038	813039	813040	813041	813042	813043																																																																																											
