Id	AttribId	PromotedId	Kind	Type	Note	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
93129	7403	9190	2	2		Demon Bane (Display)	1			0		Me1DrummerMd000003		1		1	1	1			1	1	1			0	5	0.8	2	1.5	0		0.3	10									0	0							3			0.7		93110098	93110096	93110094	93110092		9312	900007	900008	100027	900011	900051																																																																																																										
93173	7305	9391	2	2		Wheel of Fortune (Extreme)	1			0		Me1HetimingyunzhilunMd010001		1		1	1	1	1		1	1	1			0	5	0.8	2	1.5			0.3	10									2	0							3			1		93110098	93110096	93110094	93110092		9317	900007	900008	100027	900011	900051	931758	931765	930586				931701	931702	931703	931704	931705	931706	931707	931708	931709	931710	931711	931712	931713	931714	931715	931716	931717	931718	931719	931720	931721	931722	931723	931724	931725	931726																																																																										
93174	7305	9290	2	2		Wheel of Fortune (Enhanced)	1			0		Me1HetimingyunzhilunMd010001		1		1	1	1	1		1	1	1			0	5	0.8	2	1.5			0.3	10									2	0							3			1		93110098	93110096	93110094	93110092		9317	900007	900008	100027	900011	900051	931758	931765	930586				931701	931702	931703	931704	931705	931706	931707	931708	931709	931710	931711	931712	931713	931714	931715	931716	931717	931718	931719	931720	931721	931722	931723	931724	931725	931726																																																																										
93175	7305	9190	2	2		Wheel of Fortune (Basic)	1			0		Me1HetimingyunzhilunMd010001		1		1	1	1	1		1	1	1			0	5	0.8	2	1.5			0.3	10									2	0							3			1		93110098	93110096	93110094	93110092		9317	900007	900008	100027	900011	900051	931758	931765	930586				931701	931702	931703	931704	931705	931706	931707	931708	931709	931710	931711	931712	931713	931714	931715	931716	931717	931718	931719	931720	931721	931722	931723	931724	931725	931726																																																																										
93073	7306	9190	2	2		Sanctuary Guard (Basic)	1			0		Me1ShengtangMd010001		1		1	1	1			1	1	1			0	3	0.8	2	1.5			0.3	20									1.71	0							3			1		93070098	93070096	93070094	93070092		9307	900007	900008	100027	900011	900051	930734	777335					930701	930702	930703	930704	930705	930706	930707	930708	930709	930710	930711	930712	930713	930714	930715																																																																																					
93074	7306	9290	2	2		Sanctuary Guard (Enhanced)	1			0		Me1ShengtangMd010001		1		1	1	1			1	1	1			0	3	0.8	2	1.5			0.3	20									1.71	0							3			1		93070098	93070096	93070094	93070092		9307	900007	900008	100027	900011	900051	930734	777335					930701	930702	930703	930704	930705	930706	930707	930708	930709	930710	930711	930712	930713	930714	930715																																																																																					
93075	7306	9391	2	2		Sanctuary Guard (Extreme)	1			0		Me1ShengtangMd010001		1		1	1	1			1	1	1			0	3	0.8	2	1.5			0.3	20									1.71	0							3			1		93070098	93070096	93070094	93070092		9307	900007	900008	100027	900011	900051	930734	777335					930701	930702	930703	930704	930705	930706	930707	930708	930709	930710	930711	930712	930713	930714	930715																																																																																					
93034	7307	9190	3	2		Hetero-Sapien (Basic)	1			0		Mo1SemifiniMd010001		1		1.2	1	1			1.2	1	1.2			0	3	0.8	2	1.5			0.3	20									2.133	0							3			1		93030098	93030096	93030094	93030092		9303	900007	900008	100027	900011	900051	906401	930312	777335				930301	930302	930303	930304	930305	930306	930307	930308	930309	930310	930311	930312	930313	930314	930315	930316																																																																																				
93035	7307	9290	3	2		Hetero-Sapien (Enhanced)	1			0		Mo1SemifiniMd010001		1		1.2	1	1			1.2	1	1.2			0	3	0.8	2	1.5			0.3	20									2.133	0							3			1		93030098	93030096	93030094	93030092		9303	900007	900008	100027	900011	900051	906401	930312	777335				930301	930302	930303	930304	930305	930306	930307	930308	930309	930310	930311	930312	930313	930314	930315	930316																																																																																				
93036	7307	9391	3	2		Hetero-Sapien (Extreme)	1			0		Mo1SemifiniMd010001		1		1.2	1	1			1.2	1	1.2			0	3	0.8	2	1.5			0.3	20									2.133	0							3			1		93030098	93030096	93030094	93030092		9303	900007	900008	100027	900011	900051	906401	930312	777335				930301	930302	930303	930304	930305	930306	930307	930308	930309	930310	930311	930312	930313	930314	930315	930316																																																																																				
90682	7308	9190	2	2		Kowloong Crew - Yazi (Basic)	1			0		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3			0.8		90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051	777335						906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
90683	7308	9290	2	2		Kowloong Crew - Yazi (Enhanced)	1			0		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3			0.8		90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051	777335						906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
90684	7308	9391	2	2		Kowloong Crew - Yazi (Extreme)	1			0		Me1JiulongzhongyaziMd000001		1		0.8	1	0.2			1.1	1	1.1	1.1		0	5	0.8	2	1.5	0		0.3	10									2.2	0							3			0.8		90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051	777335						906801	906802	906803	906804	906805	906806	906807	906808	906810	906814	906815	906816	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																														
90213	7309	9190	3	3		Gardener (Extreme)	1			0		Me1YuandingMd000001		1		0.8	0.8	0.3			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.8		90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051	777335						902101	902102	902103	902104	902105	902106	902107	902108	902109	902110	902111	902112	902113	902114	902115	902116	902117																																																																																			
90214	7309	9290	3	3		Gardener (Extreme)	1			0		Me1YuandingMd000001		1		0.8	0.8	0.3			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.8		90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051	777335						902101	902102	902103	902104	902105	902106	902107	902108	902109	902110	902111	902112	902113	902114	902115	902116	902117																																																																																			
90215	7309	9391	3	3		Gardener (Extreme)	1			0		Me1YuandingMd000001		1		0.8	0.8	0.3			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3			0.8		90210098	90210096	90210094	90210092		9021	900007	900008	100027	900011	900051	777335						902101	902102	902103	902104	902105	902106	902107	902108	902109	902110	902111	902112	902113	902114	902115	902116	902117																																																																																			
92031	7301	9190	3	3		Repairer (Basic)	1			0		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			0.8	1	0.8			0	5	0.8	2	1.5	0		0.3	20									0.05	0							3			0.7		90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051	730007	777335				920300	900301	900302	900303	900304	900305	900306																																																																																														
20060	9037	9303	3	1		High-level Aerial Monster	1			0				1		1.1	1.1	0.1			1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								900064	900065	900056	905068	700501	700017	701022	710076																																																																																																							
20061	9021	9203	3	1		Mid-level Aerial Monster	1			0				1		1.1	1.1	0.1			1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								900064	900065	900056	905068	700501	700017	701022	710076																																																																																																							
20062	9536	9100	3	1		Low-level Aerial Monster	1			0				1		1.1	1.1	0.1			1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								900064	900065	900056	905068	700501	700017	701022	710076																																																																																																							
90000	90000	90000	3	1		Pillar Dweller (Monster)	1			0				1		1.1	1.1	0.1			1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760613	760614	760615	760616	760626				902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90001	9021	9021	3	1		TP Point	1			0		Mo1LiebianyuanchongMd000001		1		1.1	1.1	0.1			1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1		90210097						800041	800042	800043	800044	800045	800046	800047	800011	741002			902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90002	90002	90002	3	1		Signature Move Monster (Lee 3	1			0				1		1.1	1.1	0.1	1	1	1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760613	760614	760616	101181					902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90003	90003	90004	3	1		Pillar Dweller (Character)	1			0				1		1.1	1.1	0.1	1	1	1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760613	760614	760616						902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90004	90004	90004	3	1		Healing Drone	1			0				1		1.1	1.1	0.1	1	1	1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760613	760614	760616						902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90007	90007	90007	3	1		Signature Move Monster (Sophia)	1			0				1		1.1	1.1	0.1	1	1	1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760613	760614	760616						902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90008	90008	90004	3	1		Stealth Reference Monster	1			0				1		1.1	1.1	0.1	1	1	1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760614	760616							902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90009	90009	90004	3	1		Stealth Noisy	1			0				1		1.1	1.1	0.1	1	1	1	1	1			0	3	0.8	2	1.5			0.3	20	0								0								3			1.1								760610	760611	760612	760614	760616							902301	902302	902303	902304	902305	902306	902307	902308	902309	902310																																																																																										
90020	9002	9002	3	1		Kuroro	1			0		Mo1KuroMd1001		1		0.7	0.7	0.1			1.5	1	1.5		100201	0	5	0.8	2	1.5	0		0.3	20	0								2.47								3			0.7		90020098	90020096	90020094	90020092		9002	900299	720009	700007																																																																																																												
90920	9002	9002	3	1		Fortune Giver	1			0		Mo1KuronewyearMd000001		1		0.7	0.7	0.1			1.5	1	1.5		100201	0	5	0.8	2	1.5	0		0.3	20	0								2.47								3			0.7		90020098	90020096	90020094	90020092		9092	900008	100027	900011	970006	909207	909214	900299	909209				909201																																																																																																			
90030	9003	9300	2	3		Repairer (Extreme)	1			0		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1.2	1	1.2			0	5	0.8	2	1.5	0		0.3	20									0.05	0							3			0.7		90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051							900301	900302	900303	900304	900305	900306																																																																																														
90031	9003	9300	2	3		Firethrower	1			0		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1.2	1	1.2			0	5	0.8	2	1.5	0		0.3	20									0.05	0							3			0.7		90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051							900301	900302	900303	900304	900305	900306																																																																																														
90032	9004	9310	2	3		Repairer (Special)	1			0		Mo1XiulijigongMd000001		1		0.7	0.7	0.1			1.2	1	1.2			0	5	0.8	2	1.5	0		0.3	20									0.05	0							3			0.7		90030098	90030096	90030094	90030092		9003	900007	900008	100027	900011	900051							900301	900302	900303	900304	900305	900306																																																																																														
90040	7	9300	3	3		Laser Line	1			0		Mb1BaodongchibangMd000001		1		0.1	0	0.1	1	1	1	1	1																		1	1												0								741001											821301	821302	821303	821304	821305																																																																																															
90041	7	9300	3	3		Laser ray	1			0		Mb1BaodongchibangMd000001		1		0.1	0	0.1	1	1	1	1	1																		1	1												0								700230	700027	701022	710076																																																																																																											
90060	9522	9300	3	1		Impact Sphere	1			0				1		1	1	0.1	1		1.5	1	1.5			0	5	0.8	2	1.5	0		0.3	20	0								2.5								3			1		90030098	90030096	90030094	90030092			800004	800044	800047									900301	900302	900303	900304	900305	900306																																																																																														
90090	9009	9302	2	3		Ground Monitor (Extreme)	1			0		Mo1DimianjianshiqiMd000001		1		1	1	0.1			1	1	1			0	5	1	2	1.5			0.3	20									0.05	0							3			1		90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051							900901	900902																																																																																																		
90091	9054	9312	2	3		Ground Monitor (Special)	1			0		Mo1DimianjianshiqiMd000001		1		1	1	0.1			1	1	1			0	5	1	2	1.5			0.3	20									0.05	0							3			1		90090098	90090096	90090094	90090092		9009	900007	900008	100027	900011	900051							900901	900902																																																																																																		
90100	9010	9300	2	3		Aerial Monitor (Extreme)	1			0		Mo1KongzhongjianshiqiMd000001		1		1	1	0.1			1.2	1	1.2			0	5	0.8	2	1.5			0.3	20									0.05	0							3			1		90100098	90100096	90100094	90100092		9010	900007	900008	100027	900011	900051							901001	901002																																																																																																		
90110	9011	9302	2	3		Pilgrim (Extreme)	1			0		Me1XunjingzheMd000001		1		1	1	0.2			1	1	1			0	5	1.1	2	1.5			0.3	20									0.05	0							3			1		90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051							901101	901102	901103																																																																																																	
90111	9029	9312	2	3		Pilgrim (Special)	1			0		Me1XunjingzheMd000001		1		1	1	0.2			1	1	1			0	5	1.1	2	1.5			0.3	20									0.05	0							3			1		90110098	90110096	90110094	90110092		9011	900007	900008	100027	900011	900051							901101	901102	901103																																																																																																	
