Id	AttribId	PromotedId	Kind	Type	Name	MoveUseFaceDir	HasRunTilt	HasSquatState	AttribType	SquatMotionOffset	ModelId	BaseHeight	ColliderType	PolygonId	BodyRadius	CameraCollideRadius	HitRadius	IgnoreCollisionToNpc	IgnoreCollisionFromNpc	ModelScale	OffsetScale	EffectScale	MissileScale	UiResId	BossHp	HpWdigetCount	HpWidgetHeight	HpWidgetType	RollCharHeight	LieOnFloorTime	StandUpTailTime	StandUpImmuneHitTime	MaxHitValue	BeHitInterval	ImmuneHitLevel	Ball	RandomBall	AttackSkillId	DodgeSkillId	CatchType	NoThreat	NotToThreatTarget	DeathTime	HasRunToStand	HasRunStart	HasStandTransition	WalkMotionOffset	RunMotionOffset	HasSprintState	SprintMotionOffset	HasSprintTilt	HasSprintToStand	CollisionPriority	ForceSqueezeOut	UseShadowMesh	ShadowQuadScale	DisableMotionRotation	DeathMagic[1]	DeathMagic[2]	DeathMagic[3]	DeathMagic[4]	RobotBornMagic[1]	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	BornMagic[5]	BornMagic[6]	BornMagic[7]	BornMagic[8]	BornMagic[9]	BornMagic[10]	BornMagic[11]	BornMagic[12]	SkillId[1]	SkillId[2]	SkillId[3]	SkillId[4]	SkillId[5]	SkillId[6]	SkillId[7]	SkillId[8]	SkillId[9]	SkillId[10]	SkillId[11]	SkillId[12]	SkillId[13]	SkillId[14]	SkillId[15]	SkillId[16]	SkillId[17]	SkillId[18]	SkillId[19]	SkillId[20]	SkillId[21]	SkillId[22]	SkillId[23]	SkillId[24]	SkillId[25]	SkillId[26]	SkillId[27]	SkillId[28]	SkillId[29]	SkillId[30]	SkillId[31]	SkillId[32]	SkillId[33]	SkillId[34]	SkillId[35]	SkillId[36]	SkillId[37]	SkillId[38]	SkillId[39]	SkillId[40]	SkillId[41]	SkillId[42]	SkillId[43]	SkillId[44]	SkillId[45]	SkillId[46]	SkillId[47]	SkillId[48]	SkillId[49]	SkillId[50]	SkillId[51]	SkillId[52]	SkillId[53]	SkillId[54]	SkillId[55]	SkillId[56]	SkillId[57]	SkillId[58]	SkillId[59]	SkillId[60]	SkillId[61]	SkillId[62]	SkillId[63]	SkillId[64]	SkillId[65]	SkillId[66]	SkillId[67]	SkillId[68]	SkillId[69]	SkillId[70]	SkillId[71]	SkillId[72]	SkillId[73]	SkillId[74]	SkillId[75]	SkillId[76]	SkillId[77]	SkillId[78]	SkillId[79]	SkillId[80]	SkillId[81]	SkillId[82]	SkillId[83]	SkillId[84]	SkillId[85]	SkillId[86]	SkillId[87]	SkillId[88]	SkillId[89]	SkillId[90]	SkillId[91]	SkillId[92]	SkillId[93]	SkillId[94]	SkillId[95]	SkillId[96]	SkillId[97]	SkillId[98]	SkillId[99]	SkillId[100]
9063	9063	9300	3	1	勘探单元				0		Me1YihekantandanyuanMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										0.05	0									3			1		90630098	90630096	90630094	90630092		9063	900007	900008	100027	900011	900051							906301	906302	906303	906304	906305	906306	906307	906308	906309	906310	906311	906312	906313	906314	906315	906316	906317	906318	906319	906320	906321	906322	906323	906324	906325	906326	906327	906328	906329	906330	906331	906332	906333	906334	906335	906336	906337																																																															
9064	9064	9300	3	1	Blubber VI				0		Mo1LishiliuxingMd000001		1		1	1				1	1	1		900000	0	5	0.8	2	1.5	0		0.3	10			1#906461|2#906463|3#906464	1#1#15|2#1#15|3#1#15						1.2	0									3			1		90640098	90640096	90640094	90640092		9064	900007	900008	100027	900011	900051	906401						906401	906402	906403	906404	906405	906406	906407	906408	906409	906410	906411	906412																																																																																								
9065	9065	9300	3	1	Ballwheel IV				0		Mo1WulunsixingMd000001		1		1	1				1	1	1		900000	0	5	0.8	2	1.5	0		0.3	10			1#906561|2#906563|3#906564	1#1#15|2#1#15|3#1#15						1.2	0									3			1		90650098	90650096	90650094	90650092		9065	900007	900008	100027	900011	900051	906511						906501	906502	906503	906504	906505	906506	906507	906508	906509	906510	906511																																																																																									
9067	9067	9300	3	1	Kemuri I				0		Mo1YanfenyixingMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										2.2	0									3			1		90670098	90670096	90670094	90670092		9067	900007	900008	100027	900011	900051							906701	906702	906703	906704	906705	906706	906707	906708	906709																																																																																											
9068	9068	9200	2	1	Kowloong Crew - Yazi				0		Me1JiulongzhongyaziMd000001		1		0.8	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										2.2	0									3			0.8		90680098	90680096	90680094	90680092		9068	900007	900008	100027	900011	900051							906801	906802	906803	906804	906805	906806	906807	906808	906809	906810	906811	906812	906813	906814	906815	906816	906817	906818	906819	906820	906821	906822	906823	906824	906825	906826	906827																																																																									
8360	8360	9200	1	2	Gabriel	1			0		Mb1JiabailieMd000001		1		1	1				1	1	1			1	30	0.8	2	1.5	0		0.3	10										2.65	0									3		1			83600098	83600096	83600094	83600092		8360	836001	836009	836003	900007	836029							836001	836002	836003	836004	836005	836006	836007	836008	836009	836010	836011	836012	836013	836014	836015	836016	836017	836018	836019	836020	836021	836022	836023	836024	836025	836026	836027	836028	836029	836030	836031	836032	836033	836034	836035	836036	836037	836038	836039	836040	836041	836042	836043	836044																																																								
9071	9071	9300	3	1	Performer				0		Mo1BiaoyanyirenMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.7	0									3			1		90710098	90710096	90710094	90710092		9071	900007	900008	100027	900011	900051							907101	907102	907103	907104	907105	907106	907107	907108	907109																																																																																											
9072	9072	9300	3	1	Bartender				0		Mo1TiaojiushiMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.4	0									3			1		90720098	90720096	90720094	90720092		9072	900007	900008	100027	900011	900051							907201	907202	907203	907204	907205	907206	907207	907208																																																																																												
9073	9073	9300	3	1	Swimming Instructor				0		Mo1YouyongjiaoguanMd000001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										0.85	0									3			1		90730098	90730096	90730094	90730092		9073	900007	900008	100027	900011	900051							907301	907302	907303	907304	907305	907306	907307	907308	907309	907310	907311	907312	907313	907314	907315	907316	907317	907318	907319	907320	907321	907322																																																																														
9075	9075	9300	3	1	Snow Owl	1			0		Mb1XuexiaoMd000002		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.05	0									3			1		90750098	90750096	90750094	90750092		9075	900007	900008	100027	900011	900051							907501	907502	907503	907504	907505	907506	907507	907508	907509	907510	907511	907512	907513	907514	907515	907516	907517																																																																																			
8390	8390	9300	3	2	Luna	1			0		Mb1LunaMd010001		1		1	1.3				1.3	1.3	1.3	1.3		0	5	0.8	2	1.5	0		0.3	10										1.05	0									3			1		83900098	83900096	83900094	83900092		8390				839017	839018	900007						839001	839002	839003	839004	839005	839006	839007	839008	839009	839010	839011	839012	839013	839014	839015	839016	839017	839018	839019	839020	839021	839022	839023	839024	839025	839026	839027	839028	839029	839030	839031	839032	839033	839034	839035	839036	839037	839038	839039	839040	839041	839042																																																										
8400	8390	9300	3	1	Hades	1			0		Mb1HadisiMd010001	-40	1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										1.05	0									3			1		84000098	84000096	84000094	84000092		8400	840087	840090	840093	840076	840077	908513	908514					840001	840002	840003	840004	840005	840006	840007	840008	840009	840010	840011	840012	840013	840014	840015	840016	840017	840018	840019	840020	840021																																																																															
8420	8420	9300	3	1	Machiavelli	1			0		Mb1MajiyaweiliMd010001		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										1.05	0			1	1					3			1		84200098	84200096	84200094	84200092		8420	842001	842003	842004									842001	842002	842003	842004	842005	842006	842007	842008	842009	842010	842011	842012	842013	842014	842015	842016	842017	842018	842019	842020	842021	842022	842023	842024	842025	842026																																																																										
8421	8420	9300	3	1	Machiavelli (3-head)	1			0		Mb1MajiyaweiliMd010002		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										1.05	0			1	1					3			1		84210098	84210096	84210094	84210092		8421	842001	842003										842101	842102	842103	842104	842105	842106	842107	842108	842109	842110	842111	842112	842113	842114	842115	842116	842117	842118	842119	842120	842121	842122	842123	842124	842125																																																																											
8422	8420	9300	3	1	Machiavelli Death Effect 1	1			0		Mb1MajiyaweiliMd010001		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										0.05	0			1	1					3			1		84220098	84220096	84220094	84220092																																																																																																																	
8423	8420	9300	3	1	Machiavelli Death Effect 2	1			0		Mb1MajiyaweiliMd010001		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										0.05	0			1	1					3			1		84230098	84230096	84230094	84230092																																																																																																																	
8424	8420	9300	3	1	Machiavelli Death Effect 3	1			0		Mb1MajiyaweiliMd010001		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										0.05	0			1	1					3			1		84240098	84240096	84240094	84240092																																																																																																																	
8425	8420	9300	3	1	Machiavelli Death Effect 4	1			0		Mb1MajiyaweiliMd010001		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										0.05	0			1	1					3			1		84250098	84250096	84250094	84250092																																																																																																																	
8426	8420	9300	3	1	Machiavelli Death Effect 5	1			0		Mb1MajiyaweiliMd010001		1		1	1				1	1	1	1		0	5	0.8	2	1.5	0		0.3	10										0.05	0			1	1					3			1		84260098	84260096	84260094	84260092																																																																																																																	
8430	8430	9300	3	2	Siren	1			0		Mb1SirenMd010001		1		3	1				1	1	1			1	30	0.8	2	1.5	0		0.3	10										1.4	1			1	1					3			3		84300098	84300096	84300094	84300092		8430	843001	843003	843004									843001	843002	843003	843004	843005	843006	843007	843008	843009	843010	843011	843012	843013	843014	843015	843016	843017	843018	843019	843020	843021																																																																															
8431	8431	9300	3	2	Si! ren!	1			0		Mb1SirenMd010002		1		3	1				1	1	1			1	30	0.8	2	1.5	0		0.3	10										0.8	0			1	1					3			3		84310098	84310096	84310094	84310092		8431	843001	843003	843004									843101	843102	843103	843104	843105	843106	843107	843108	843109	843110	843111	843112	843113	843114	843115	843116	843117	843118	843119	843120	843121	843122	843123	843124	843125	843126	843127																																																																									
9095	9095	9300	3	1	Recycle Prisoner				0		Me1JiegouqiutuMd010001		1		1	1				1	1	1			0	5	0.8	2	1.5	0		0.3	10										1.2	0			1	1					3			1		90950098	90950096	90950094	90950092		9095	900007	900008	100027	900011	900051	906401						909501	909502	909503	909504	909505	909506	909507	909508	909509	909510	909511	909512	909513	909514	909515	909516	909517	909518	909519	909520	909521	909522	909523	909524	909525																																																																											
