Group	WordsIndex	Text	Duration[1]	Duration[2]	Duration[3]	Duration[4]	CvId
301311222	2	That is the most precious gift that I wish to have.	4.5	4.5	4.5	4.5	
301311223	1	"I am Lucia, and you're my commandant. That's all I need."	5	5	5	5	
301311223	2	"Let's walk forth together, Commandant."	3	3	3	3	
301311224	1	Everything that we've been through becomes our memories and stays in our M.I.N.D.	6	6	6	6	
301311225	1	I seem to start taking a liking of...	6	6	6	6	
301311226	1	"...If it's possible, I'd like to get mentally prepared for it..."	6	6	6	6	
301311227	1	"So you are the commandant, huh... Just don't do anything stupid."	6	6	6	6	
301311228	1	You don't have to cotton up to me.	4	4	4	4	
301311228	2	...What are you looking at?	3	3	3	3	
301311229	1	Are you available? How about we have a friendly contest?	5	5	5	5	
301311210	1	I seem to have gotten used to you.	5	5	5	5	
301311211	1	It just happened to be my shift today. I wasn't here waiting for you to return.	6	6	6	6	
301311212	1	"If you are in trouble, make sure to tell me. Don't carry all the heavy burdens by yourself."	5	5	5	5	
301311213	1	I'm glad you are willing to learn more about me too...	5	5	5	5	
301311214	1	Commandant... I'm Liv... I'm here to help.	6	6	6	6	
301311215	1	"Good morning, Commandant. Make sure not to miss a meal., Otherwise, your blood sugar level will drop."	6	6	6	6	
301311216	1	"Commandant, could you tell me more about... yourself?"	6	6	6	6	
301311217	1	"I have been of use lately, am I not? I've been hard at work training my combat skills."	6	6	6	6	
301311218	1	"I'm glad to be so close to you, Commandant."	4	4	4	4	
301311219	1	Meeting you is the best thing that has happened to me.	4	4	4	4	
301311200	1	"Huh? Are you scared of the dark? Well... I guess I'll keep you company for a little longer, then!"	6	6	6	6	
301311201	1	"If it is possible, I hope I'll get to watch the sun rise and set with you sometime."	6	6	6	6	
301311202	1	"I have received more than enough precious gifts that I can treat as ""memories."""	4.5	4.5	4.5	4.5	
301311202	2	Now it's my turn...	3.5	3.5	3.5	3.5	
301311202	3	"Now it's my turn to give everyone a ""future"" in return…"	5	5	5	5	
710300150	1	Random Portrait Switch	-1	-1	-1	-1	
710300156	1	"I'm Lucia, the captain of Gray Raven."	3	3	3	3	
710300157	1	"I'm Liv, from Gray Raven."	3	3	3	3	
710300158	1	This is the climax!	3	3	3	3	
710300159	1	I'm ready!	3	3	3	3	
710300160	1	I don't know why I'm here either.	3	3	3	3	
10181401	1	This poster is from a long time ago.	2	2	2	2	
10181401	2	It seems to depict a character in a game.	2	2	2	2	
10181401	3	"For some reason, its colors have not faded over time."	2	2	2	2	
10181402	1	The trash can is empty.	2	2	2	2	
10181403	1	In a corner set off by the warm light...	2	2	2	2	
10181403	2	The tables and chairs are scattered on the floor.	2	2	2	2	
10181403	3	It's like people have just left after partying.	2	2	2	2	
10181404	1	Warning... Leave...	2	2	2	2	
10181404	2	All the Corrupted look like Constructs from Babylonia... What happened to them?	2	2	2	2	
10181405	1	It seems to be a part that fell off from a big guy... This part is still salvageable.	2	2	2	2	
10181406	1	Leads... to a brighter future...	2	2	2	2	
10181406	2	Nanami wishes so too.	1	1	1	1	
10181407	1	This is the ruin of a relay station.	2	2	2	2	
10181407	2	Some signal units are still working.	2	2	2	2	
10181701	1	Mothers... I discovered 3 more Mothers... T-they are all hatching already!	3	3	3	3	
10181701	2	Get out of there! Retreat! Retreat!!!	2	2	2	2	
10181701	3	The eastern front has fallen... The biological signals were a trick from the Hetero-Creatures... It's a trap...	5	5	5	5	
10181701	4	Muffled screams come from the messy radio channel.	3	3	3	3	
10181701	5	The apocalypse has manifested through countless pale human figures with the smell of blood and the Red Tide in the air.	3	3	3	3	
10181701	6	—There is no longer a place that is safe on this planet.	3	3	3	3	
10181400	1	"Nanami once thought Babylonia would always stay somewhere in the sky, and Nanami's friends there would always watch over Nanami."	3	3	3	3	
10181400	2	...But perhaps it is not inevitable.	3	3	3	3	
10181500	1	The white bird stops before the destination that leads to a calamity.	3	3	3	3	
10181500	2	The fire that once burnt up despair...	3	3	3	3	
10181500	3	...Is turning into despair itself in the ashes.	3	3	3	3	
10201101	1	Keep going!	20	20	20	20	
10301301	1	Lithos: You want to eliminate Chiko?	3	3	3	3	100000893
10301302	1	You... shouldn't hold your weapon against your friend...	4	4	4	4	100000894
10301303	1	Didn't you hear her calling for help?	3	3	3	3	100000895
1301301480	1	Let's go!	2	2	2	2	
1301301481	1	Female Construct：Gargh... They just keep coming.	4	4	4	4	
1301301482	1	"Female Construct：Let me check the frame damage... Tsk, it needs some work done... Rookie, can you go ahead first? I'll be there soon."	14	14	14	14	
1301301483	1	Construct Soldier：Roger that!	2	2	2	2	
1301301484	1	"Female Construct：...Ah! Dammit, how can I miss that...? Rookie! Rookie! Do you copy?! Dammit, the comms device is down."	13	13	13	13	
1301301485	1	Female Construct：...I have to turn on the radar now.	4	4	4	4	
1301301486	1	"Female Construct：Gasp, I need to do my part too. Gotta keep the rookie alive."	6	6	6	6	
1301301487	1	Female Construct：Leave the rest to Uncle to decide. He'll figure it out.	5	5	5	5	
1301301488	1	Construct Soldier：Gasp... I found a way. I must contact her... now...	6	6	6	6	
1301301489	1	Construct Soldier：Hello? Hello? Do you copy? Why do I see radar signals over there?	7	7	7	7	
1301301490	1	"Construct Soldier：Dammit... Is her device broken? I must be faster than her! Right, the signal tower! I'm sure the signals will be stronger and wider there!"	10	10	10	10	
1301301491	1	Construct Soldier：Gargh... Ahhhhh...	8	8	8	8	
1301301492	1	"Construct Soldier：Gargh, finally here... My voice module can't last any longer. I must turn on the signal tower to talk to her..."	13.5	13.5	13.5	13.5	
1301301493	1	Construct Soldier：Signal tower... To broadcast the signals...	5	5	5	5	
1301301494	1	Construct Captain：Incoming comms? What is this...?	5	5	5	5	
1301301495	1	Construct Captain：Report your situation! What's going on? Why do I see your signal on the signal tower?!	5	5	5	5	
1301301496	1	Construct Captain：Is your voice module broken? I can't read the message. The image quality is too poor. Just move away from the tower. There are lots of... over there...	6	6	6	6	
1301301497	1	Construct Captain：What? I have to turn on the radar from remote? No...	8	8	8	8	
1301301498	1	Construct Captain：I found the corrupted device... Dammit... It's so close.	10	10	10	10	
1301301499	1	Construct Captain：Sigh... I wish you a sweet dream... on this summer night.	8	8	8	8	
1301301470	1	Arrgh…	3	3	3	3	
1301301471	1	And by a sleep to say we end the heart-ache and the thousand natural shocks that flesh is heir to…	13.5	13.5	13.5	13.5	
1301301471	2	'Tis a consummation devoutly to be wish'd.	4.5	4.5	4.5	4.5	
1301301473	1	"Whether 'tis nobler in the mind to suffer the slings and arrows of outrageous fortune, or to take arms against a sea of troubles, and by opposing end them?"	14	14	14	14	
1301301474	1	"To be, or not to be, that is the question."	5.8	5.8	5.8	5.8	
1301301475	1	"All the world's a stage, and all the men and women merely players."	4.5	4.5	4.5	4.5	
1301301476	1	"'Tis now the very witching time of night, when churchyards yawn, and hell itself breathes out contagion to this world."	11	11	11	11	
1301301477	1	The rest is silence.	6.5	6.5	6.5	6.5	
1502021400	1	REBOOTED	1.5	1.5	1.5	1.5	
1502021400	2	RADAR SENSOR MALFUNCTIONING	1.5	1.5	1.5	1.5	
1502021400	3	VISUAL MODULE MALFUNCTIONING	1.5	1.5	1.5	1.5	
1502021400	4	TACTICAL CIRCUIT INITIATING	1.5	1.5	1.5	1.5	
1502021400	5	CORRUPTED MEMORY DATA DETECTED	2	2	2	2	
1502021410	1	Detected multiple bullet holes and human DNA.	3	3	3	3	
1502021411	1	The gate was locked from the inside.	3	3	3	3	
1502021412	1	"Human blood and generic vital fluid are detected in the stain. Based on the amount, it doesn't appear to be fatal, and the trail seems to be traceable."	3	3	3	3	
1502021413	1	A rickety defensive facility. A large amount of vital fluid can be detected on the ground.	3	3	3	3	
1502021414	1	Even more Corrupted are here.	3	3	3	3	
1502021415	1	It looks like the graffiti before... Are they connected?	3	3	3	3	
1502021421	1	Intel gathered	3	3	3	3	
1502021422	1	Start deducing	3	3	3	3	
1502021423	1	Corrupted entered from here	3	3	3	3	
1502021424	1	It appears to be barricaded from the inside to prevent Corrupted from entering.	3	3	3	3	
1502021425	1	Analyzing composition of residual substances... Human trajectory confirmed.	3	3	3	3	
1502021426	1	A mechanoid was defending against Corrupted here.	3	3	3	3	
1502021427	1	"Obstruction failed, but it bought the human enough time to evacuate."	3	3	3	3	
1502021428	1	The human evacuated from here.	2	2	2	2	
1502021428	2	This graffiti... only appeared after this occurrence.	2	2	2	2	
999200023	1	Warning! Warning!	2	2	2	2	
999200023	2	The base has been breached! Everybody on guard!	2	2	2	2	
999200023	3	Attempting to identify the invader... An Ascendant?!	2	2	2	2	
1019011101	1	Warning! Warning!	2	2	2	2	
1019011101	2	Abnormal Punishing Virus concentration detected.	3	3	3	3	
1019011101	3	Activating emergency plan. All personnel are to report to their positions immediately.	3	3	3	3	
1019011102	1	System: Protocol 343 in effect. The area remains sealed.	2	2	2	2	
1019011102	2	System: Please wait for the engineers to report the problem and cancel the protocol.	2	2	2	2	
1019011103	1	System: Activating Minos Cabin Gravity System.	2	2	2	2	
1019011103	2		1	1	1	1	
1019011103	3	System: System activated.	2	2	2	2	
1019011104	1	System: To optimize space utilization through deployment and operation.	2	2	2	2	
1019011104	2	System: Generating building structure graphics.	1	1	1	1	
1019011104	3	System: System demonstration activated.	1	1	1	1	
1019011104	4	System: Minos Cabin Gravity System uses artificial gravity	2	2	2	2	
1019011104	5	System: To optimize space utilization through deployment and operation.	2	2	2	2	
1019011105	1	System: This is the end of the demonstration.	2	2	2	2	
1019011105	2	System: Turning off the demonstration.	2	2	2	2	
1019011106	2	System: Activate Minos Cabin Gravity System.	2	2	2	2	
1019011107	1	System: Warning! Anomaly detected in the cabin!	2	2	2	2	
1019011107	2	System: Emergency isolation activated. Running continuous self-check.	2	2	2	2	
1019011108	1	Warning! Unauthorized armed unit detected in cabin 4. Security system activated.	2	2	2	2	
1019011109	1	System: All cabins authenticated. Allow use of the aisle cabin.	2	2	2	2	
1019011110	1	System: Deploying cabins...	2	2	2	2	
1019011901	1	I have long given up everything as a human the moment I became an Ascendant... except the indelible hate and pain.	2	2	2	2	
1019011902	1	"But actually this is another thing that I can't forget—your birthday. It's the proof of your birth, and I'll always remember it."	2	2	2	2	
1019011903	1	"Your birth made me your ""sister,"" which is lucky for me."	2	2	2	2	
1019011904	1	"Thank you for coming to this world, Luna."	2	2	2	2	
999198000	1	3s subtitles	3	3	3	3	
1502032101	1	Recalibrating Visual Module >>>>>> 58.21%	3	3	3	3	
1502032101	2	Frame Damage >>>> 41.79%	1	1	1	1	
1502032102	1	Mobility Module Initializing...	1	1	1	1	
1502032103	1	Frame Emergency Reboot Completed	1	1	1	1	
1502032301	1	You turned away from your mentor's teaching that day. You let her sacrifice be in vain.	6	6	6	6	100000386
1502032302	1	"Yeah, but she told me not to make the mistakes she made."	4	4	4	4	100000356
1502032303	1	"What about me? I saved you, and I've been watching over you."	5	5	5	5	100000387
1502032304	1	Are you going to betray me too?	4	4	4	4	100000388
1502032305	1	The door to the train has opened. I have to get out of here quickly.	3	3	3	3	100000357
1502032306	1	Have you always been running away from this powerlessness your whole life?	5	5	5	5	100000389
1502032307	1	You shouldn't have turned down my gift.	3	3	3	3	100000390
1502032307	2	Then give something better!	3	3	3	3	100000358
1502032308	1	"We can use the attacks of Lithos to open the train's door, like it did just now."	4	4	4	4	
1502032309	1	Thanks. This gift will come in handy.	4	4	4	4	
1502032310	1	How much longer are you going to run before you are willing to face your crime?	5	5	5	5	100000391
1502032311	1	You no longer have a choice. There is only me here. You have to face me.	7	7	7	7	100000392
1502032312	1	You should wake up from your dream!	3	3	3	3	100000361
1502032313	1	May your past haunt you... forever... forever...	8	8	8	8	100000393
1502032314	1	Mom?	2	2	2	2	
1502032314	2		3	3	3	3	
1502032314	3	Is she... pointing at the exit?	10	10	10	10	
1502032316	1	"Noan, I hope you get to grow up and survive the apocalypse..."	8	8	8	8	
1502032316	2	I hope you get to become who you want to be.	5	5	5	5	
1502032317	1	Captain Rachel...	3	3	3	3	
1502032318	1	"Whatever future you want, don't make the mistakes I've made."	5	5	5	5	
1502032319	1	It'll be quite tragic if this is what we've been working toward and looking forward to.	11	11	11	11	100000399
1502032320	1	Don't be afraid. People are still alive.	3	3	3	3	100000397
1502032321	1	You die because you lived; you rot because you were.	7	7	7	7	
1502032321	2	Dying weeds often bear new lives. Why else would rotten grass bring about fireflies?	13	13	13	13	
1502032322	1	Noan... Look...	4	4	4	4	100000372
1502032323	1	Spring will come. Snow will melt even if we don't use the books as fuel.	7	7	7	7	100000368
1502032324	1	"Goodbye, Shrek."	3	3	3	3	100000369
1502032325	1	"Goodbye... Goodbye! Noan, goodbye!"	8	8	8	8	100000402
1502032326	1	"Live. Goodbye... Goodbye, Noan!"	6	6	6	6	100000396
1502032327	1	"Goodbye... Goodbye! Noan, goodbye!"	7	7	7	7	100000370
1502032328	1	...Yeah... Goodbye...	10	10	10	10	100000366
150203101	1	Help... Help...	2	2	2	2	
150203101	2	Why did you do this? You could have passed the filtering!	4	4	4	4	
150203101	3	You should’ve accepted it... You should’ve saved me... Shrek!	3	3	3	3	
1502032201	1	Stay inside this cradle of glass.	4	4	4	4	100000374
1502032201	2	I will build you a beautiful dream	3	3	3	3	100000375
1502032202	1	But I've known how to wake myself up for a long time.	7	7	7	7	
1502032203	1	I'm sorry I've kept you here by yourself... You must be lonely.	7	7	7	7	100000376
1502032203	2	I've brought you some friends.	2	2	2	2	100000377
1502032204	1	Be a good boy. This is for your own good.	5	5	5	5	100000378
1502032205	1	An air duct and a book storage room? Best match!	3	3	3	3	100000367
1502032205	2	I can get out once I open it.	2	2	2	2	100000353
1502032206	1	Help me... Help me...	2	2	2	2	100000394
1502032207	1	I don't want to watch them hurt you anymore...	4	4	4	4	100000379
1502032207	2	I'm just trying to protect you...	2	2	2	2	100000380
1502032208	1	Don't go... Don't leave me...	4	4	4	4	100000381
1502032209	1	It's late. You should go to bed... Stay.	7	7	7	7	100000382
1502032209	2	Do you want to be like them?	4	4	4	4	100000384
1502032210	1	No!	2	2	2	2	100000383
1502032211	1	Naughty children need to be disciplined!	4	4	4	4	100000385
999198140	1	"Now, it's the time for backstabbing."	3	3	3	3	
999198141	1	Robert—!	3	3	3	3	
150203091	1	System Alert: Large number of Hetero-Creatures and Corrupted detected ahead!	2	2	2	2	
150203092	1	System Alert: Punishing Virus detected at 2 o'clock!	2	2	2	2	
150203093	1	System Alert: Defense Tower 1 has been destroyed!	2	2	2	2	
150203094	1	System Alert: Defense Tower 2 has been destroyed!	2	2	2	2	
150203095	1	System Alert: Defense Tower 3 has been destroyed!	2	2	2	2	
150203096	1	System Alert: Defense Tower 4 has been destroyed!	2	2	2	2	
150203097	1	Defense System: Insufficient authorization. Please enter the emergency boot passcode.	2	2	2	2	
150203098	1	Defense System: Booting successful. Locking on nearby Corrupted targets and initializing attacks.	2	2	2	2	
301311360	1	Do you think this is how it ends?	3	3	3	3	
301311361	1	I don't care what obsessions you have. I'll break every one of them.	3	3	3	3	
301311362	1	I'm the guardian of this city.	3	3	3	3	
301311363	1	"Your arrogance will be your undoing, outsider."	3	3	3	3	
301311364	1	Why don't you forget this place and pretend it didn't happen?	3	3	3	3	
301304101	1	The corruption has evoked the pain hidden in M.I.N.D. All previous compromises have turned into knives.	2.5	2.5	2.5	2.5	
301304101	2	"They pierce the depth of her heart<//M.I.N.D.>, the dreams of yore too heavy to carry anymore... "	3	3	3	3	
301304102	1	Well...	1.5	1.5	1.5	1.5	100000887
301304102	2	But you now have what it takes to press forward with your dreams and walk out of this shelter—	5	5	5	5	100000888
301304102	3	"Not to mention that you have someone right next to you who's willing to go through it with you, too."	3	3	3	3	100000889
301304103	1	This is... Commandant... It already worked.	8	8	8	8	100000672
301304103	2	Welcome back...	2.5	2.5	2.5	2.5	100000673
301304103	3	I'll end this nightmare once and for all.	4	4	4	4	100000674
1020010200	1	Welcome to the Copperfield Aquarium. We hope you have a wonderful time here.	7	7	7	7	100000403
1020010300	1	"All ""residents"" at the Copperfield Aquarium have their own ""meal"" times."	6	6	6	6	
1020010300	2	You're welcome to share in those amazing moments.	6	6	6	6	
1020010301	1	"The show ""Cyborg Dolphins' Smiles"" is about to begin."	4.5	4.5	4.5	4.5	100000406
1020010301	2	Please take a seat and enjoy the show.	6	6	6	6	
1020010500	1	"All dear visitors, please be advised that we will be closing soon."	5	5	5	5	
