Id	Type	Level	Name	CharacterId	Quality	FightEventId	Icon	Description	Priority
200044	20004	4	Skill: DMG Increase IV		5	221016	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is higher than 80%, all DMG increase by 150%. Enter 10s cooldown after receiving DMG from the enemy.	1052
200051	20005	1	Skill: Shield I		2	221017	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is higher than 80%, gain a Shield that can withstand Attack damage 1 time. Refreshes every 12s.	1053
200052	20005	2	Skill: Shield II		3	221018	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is higher than 80%, gain a Shield that can withstand Attack damage 2 times. Refreshes every 12s.	1054
200053	20005	3	Skill: Shield III		4	221019	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is higher than 80%, gain a Shield that can withstand Attack damage 3 times. Refreshes every 12s.	1055
200054	20005	4	Skill: Shield IV		5	221020	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is higher than 80%, gain a Shield that can withstand Attack damage 4 times. Refreshes every 12s.	1056
200061	20006	1	Skill: Recovery I		2	221021	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is lower than 80%, recover 1% HP every second.	1057
200062	20006	2	Skill: Recovery II		3	221022	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is lower than 80%, recover 2% HP every second.	1058
200063	20006	3	Skill: Recovery III		4	221023	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is lower than 80%, recover 3% HP every second.	1059
200064	20006	4	Skill: Recovery IV		5	221024	Assets/Product/Texture/Image/UiInfestorExplore/Equip051.png	When HP is lower than 80%, recover 4% HP every second.	1060
200071	20007	1	Stats: HP I		2	221025	Assets/Product/Texture/Image/UiInfestorExplore/Equip012.png	HP +300	1001
200072	20007	2	Stats: HP II		3	221026	Assets/Product/Texture/Image/UiInfestorExplore/Equip012.png	HP +500	1002
200073	20007	3	Stats: HP III		4	221027	Assets/Product/Texture/Image/UiInfestorExplore/Equip012.png	HP +800	1003
200074	20007	4	Stats: HP IV		5	221028	Assets/Product/Texture/Image/UiInfestorExplore/Equip012.png	HP +1100	1004
200081	20008	1	Stats: ATK I		2	221029	Assets/Product/Texture/Image/UiInfestorExplore/Equip011.png	ATK +100	1005
200082	20008	2	Stats: ATK II		3	221030	Assets/Product/Texture/Image/UiInfestorExplore/Equip011.png	ATK +140	1006
200083	20008	3	Stats: ATK III		4	221031	Assets/Product/Texture/Image/UiInfestorExplore/Equip011.png	ATK +180	1007
200084	20008	4	Stats: ATK IV		5	221032	Assets/Product/Texture/Image/UiInfestorExplore/Equip011.png	ATK +220	1008
200091	20009	1	Stats: Fire DMG I		2	221033	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	Fire DMG increases by 10%	1009
200092	20009	2	Stats: Fire DMG II		3	221034	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	Fire DMG increases by 15%.	1010
200093	20009	3	Stats: Fire DMG III		4	221035	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	Fire DMG increases by 22%.	1011
200094	20009	4	Stats: Fire DMG IV		5	221036	Assets/Product/Texture/Image/UiInfestorExplore/Equip005.png	Fire DMG increases by 30%.	1012
200101	20010	1	Stats: Ice DMG I		2	221037	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	Ice DMG increases by 10%	1013
200102	20010	2	Stats: Ice DMG II		3	221038	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	Ice DMG increases by 15%.	1014
200103	20010	3	Stats: Ice DMG III		4	221039	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	Ice DMG increases by 22%.	1015
200104	20010	4	Stats: Ice DMG IV		5	221040	Assets/Product/Texture/Image/UiInfestorExplore/Equip007.png	Ice DMG increases by 30%.	1016
200111	20011	1	Stats: Dark DMG I		2	221041	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	Dark DMG increases by 10%	1017
200112	20011	2	Stats: Dark DMG II		3	221042	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	Dark DMG increases by 15%.	1018
200113	20011	3	Stats: Dark DMG III		4	221043	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	Dark DMG increases by 22%.	1019
200114	20011	4	Stats: Dark DMG IV		5	221044	Assets/Product/Texture/Image/UiInfestorExplore/Equip008.png	Dark DMG increases by 30%.	1020
200121	20012	1	Stats: Lightning DMG I		2	221045	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	Lightning DMG increases by 10%.	1021
200122	20012	2	Stats: Lightning DMG II		3	221046	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	Lightning DMG increases by 15%.	1022
200123	20012	3	Stats: Lightning DMG III		4	221047	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	Lightning DMG increases by 22%.	1023
200124	20012	4	Stats: Lightning DMG IV		5	221048	Assets/Product/Texture/Image/UiInfestorExplore/Equip006.png	Lightning DMG increases by 30%.	1024
200131	20013	1	Stats: Physical DMG I		2	221049	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	Physical DMG increases by 10%	1025
200132	20013	2	Stats: Physical DMG II		3	221050	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	Physical DMG increases by 15%.	1026
200133	20013	3	Stats: Physical DMG III		4	221051	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	Physical DMG increases by 22%.	1027
200134	20013	4	Stats: Physical DMG IV		5	221052	Assets/Product/Texture/Image/UiInfestorExplore/Equip009.png	Physical DMG increases by 30%	1028
200141	20014	1	Stats: Switch I		2	221053	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	Switch cooldown decreases by 2s.	1029
200142	20014	2	Stats: Switch II		3	221054	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	Switch cooldown decreases by 4s.	1030
200143	20014	3	Stats: Switch III		4	221055	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	Switch cooldown decreases by 6s.	1031
200144	20014	4	Stats: Switch IV		5	221056	Assets/Product/Texture/Image/UiInfestorExplore/Equip043.png	Switch cooldown decreases by 8s.	1032
200151	20015	1	Stats: Dodge I		2	221057	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	Dodge Gauge limit increases by 200.	1033
200152	20015	2	Stats: Dodge II		3	221058	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	Limit of Dodge Gauge increases by 400.	1034
200153	20015	3	Stats: Dodge III		4	221059	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	Dodge Gauge limit increases by 600.	1035
200154	20015	4	Stats: Dodge IV		5	221060	Assets/Product/Texture/Image/UiInfestorExplore/Equip018.png	Dodge Gauge limit increases by 800.	1036
201011	20101	1	Palefire: Core I	1011002	2	222101	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	The Core Passive's Red Orb Blast DMG increases by 70%, while Blue Orb pulls enemies. Pinging a Red Orb after a Blue Orb emits Blast Bullets.	1061
201012	20101	2	Palefire: Core II	1011002	3	222102	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	The Core Passive's Red Orb Blast DMG increases by 150%, while Blue Orb pulls enemies. Pinging a Red Orb after a Blue Orb emits Blast Bullets.	1062
201013	20101	3	Palefire: Core III	1011002	4	222103	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	The Core Passive's Red Orb Blast DMG increases by 220%, while Blue Orb pulls enemies. Pinging a Red Orb after a Blue Orb emits Blast Bullets.	1063
201014	20101	4	Palefire: Core IV	1011002	5	222104	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	The Core Passive's Red Orb Blast DMG increases by 300%, while Blue Orb pulls enemies. Pinging a Red Orb after a Blue Orb emits Blast Bullets.	1064
201021	20102	1	Palefire: Overclock 1 I	1011002	2	222105	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Ping a Yellow Orb to pull enemies, and gain 1 Red Orb and 30 Dodge.	1065
201022	20102	2	Palefire: Overclock 1 II	1011002	3	222106	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Ping a Yellow Orb to pull enemies, and gain 2 Red Orbs and 70 Dodge.	1066
201023	20102	3	Palefire: Overclock 1 III	1011002	4	222107	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Ping a Yellow Orb to pull enemies, and gain 2 Red Orbs and 130 Dodge.	1067
201024	20102	4	Palefire: Overclock 1 IV	1011002	5	222108	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Ping a Yellow Orb to pull enemies, and gain 3 Red Orbs and 200 Dodge.	1068
201031	20103	1	Palefire: Overclock 2 I	1011002	2	222109	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Gain 1 Yellow Orb when pinging a Red Orb. DMG increases by 10% for 2s after Dodge.	1069
201032	20103	2	Palefire: Overclock 2 II	1011002	3	222110	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Gain 2 Yellow Orbs when pinging a Red Orb. DMG increases by 40% for 2s after Dodge.	1070
201033	20103	3	Palefire: Overclock 2 III	1011002	4	222111	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Gain 2 Yellow Orbs when pinging a Red Orb. DMG increases by 70% for 2s after Dodge.	1071
201034	20103	4	Palefire: Overclock 2 IV	1011002	5	222112	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4.png	Gain 3 Yellow Orbs when pinging a Red Orb. DMG increases by 100% for 2s after Dodge.	1072
202011	20201	1	Lotus: Core I	1021001	2	222201	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Restore 2 Energy to the ATK of Dual Blade mode, increase DMG by 50%.	1073
202012	20201	2	Lotus: Core II	1021001	3	222202	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Restore 3 Energy to the ATK of Dual Blade mode, increase DMG by 100%.	1074
202013	20201	3	Lotus: Core III	1021001	4	222203	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Restore 4 Energy to the ATK of Dual Blade mode, increase DMG by 150%.	1075
202014	20201	4	Lotus: Core IV	1021001	5	222204	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Restore 5 Energy with each attack under Dual Blade mode, increase DMG by 200%.	1076
202021	20202	1	Lotus: Overclock 1 I	1021001	2	222205	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Dual Blade mode duration increases by 1s.	1077
202022	20202	2	Lotus: Overclock 1 II	1021001	3	222206	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Dual Blade mode duration increases by 2s.	1078
202023	20202	3	Lotus: Overclock 1 III	1021001	4	222207	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Dual Blade mode duration increases by 3s.	1079
202024	20202	4	Lotus: Overclock 1 IV	1021001	5	222208	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Dual Blade mode duration increases by 4s.	1080
202031	20203	1	Lotus: Overclock 2 I	1021001	2	222209	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Enter Matrix after Dual Blade mode ends.	1081
202032	20203	2	Lotus: Overclock 2 II	1021001	3	222210	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Enter Matrix and gain 1 Red Orb after Dual Blade mode ends.	1082
202033	20203	3	Lotus: Overclock 2 III	1021001	4	222211	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Enter Matrix and gain 2 Red Orbs after Dual Blade mode ends.	1083
202034	20203	4	Lotus: Overclock 2 IV	1021001	5	222212	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4.png	Enter Matrix and gain 3 Red Orbs after Dual Blade mode ends.	1084
203011	20301	1	Eclipse: Core I	1031001	2	222301	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Laser Cluster (3-Ping + Red Orb) DMG increases by 70%. [Support]: DMG of the whole team increases by 10% for 5s after healing.	1085
203012	20301	2	Eclipse: Core II	1031001	3	222302	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Laser Cluster (3-Ping + Red Orb) DMG increases by 150%. [Support]: DMG of the whole team increases by 20% for 5s after healing.	1086
203013	20301	3	Eclipse: Core III	1031001	4	222303	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Laser Cluster (3-Ping + Red Orb) DMG increases by 220%. [Support]: DMG of the whole team increases by 35% for 5s after healing.	1087
203014	20301	4	Eclipse: Core IV	1031001	5	222304	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Laser Cluster (3-Ping + Red Orb) DMG increases by 300%. [Support]: DMG of the whole team increases by 50% for 5s after healing.	1088
203021	20302	1	Eclipse: Overclock 1 I	1031001	2	222305	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Enter Matrix after casting Signature Move.	1089
203022	20302	2	Eclipse: Overclock 1 II	1031001	3	222306	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Enter Matrix and gain 2 Red Orbs after casting Signature Move.	1090
203023	20302	3	Eclipse: Overclock 1 III	1031001	4	222307	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Enter Matrix and gain 3 Red Orbs after casting Signature Move.	1091
203024	20302	4	Eclipse: Overclock 1 IV	1031001	5	222308	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Enter Matrix and gain 4 Red Orbs after casting Signature Move.	1092
203031	20303	1	Eclipse: Overclock 2 I	1031001	2	222309	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Gain an extra 5 Energy when your 3-Ping hits the enemy.	1093
203032	20303	2	Eclipse: Overclock 2 II	1031001	3	222310	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Gain an extra 10 Energy when your 3-Ping hits the enemy.	1094
203033	20303	3	Eclipse: Overclock 2 III	1031001	4	222311	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Gain an extra 15 Energy when your 3-Ping hits the enemy.	1095
203034	20303	4	Eclipse: Overclock 2 IV	1031001	5	222312	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4.png	Gain an extra 20 Energy when your 3-Ping hits the enemy.	1096
204011	20401	1	Zero: Core I	1041002	2	222401	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Energy Arrow DMG increases by 70%. When casting Signature Move, each Energy Arrow consumed will generate 1 extra Energy Arrow.	1097
204012	20401	2	Zero: Core II	1041002	3	222402	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Energy Arrow DMG increases by 150%. When casting Signature Move, each Energy Arrow consumed will generate 1 extra Energy Arrow.	1098
204013	20401	3	Zero: Core III	1041002	4	222403	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Energy Arrow DMG increases by 220%. When casting Signature Move, each Energy Arrow consumed will generate 2 extra Energy Arrows.	1099
204014	20401	4	Zero: Core IV	1041002	5	222404	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Energy Arrow DMG increases by 300%. When casting Signature Move, each Energy Arrow consumed will generate 3 extra Energy Arrows.	1100
204021	20402	1	Zero: Overclock 1 I	1041002	2	222405	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	After casting Signature Move, enter Matrix and increase DMG by 20% for 6s.	1101
204022	20402	2	Zero: Overclock 1 II	1041002	3	222406	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	After casting Signature Move, enter Matrix and increase DMG by 40% for 6s.	1102
204023	20402	3	Zero: Overclock 1 III	1041002	4	222407	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	After casting Signature Move, enter Matrix and increase DMG by 60% for 6s.	1103
204024	20402	4	Zero: Overclock 1 IV	1041002	5	222408	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	After casting Signature Move, enter Matrix and increase DMG by 80% for 6s.	1104
204031	20403	1	Zero: Overclock 2 I	1041002	2	222409	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Gain an extra 4 Energy when you unleash a 3-Ping.	1105
204032	20403	2	Zero: Overclock 2 II	1041002	3	222410	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Gain an extra 7 Energy when you unleash a 3-Ping.	1106
204033	20403	3	Zero: Overclock 2 III	1041002	4	222411	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Gain an extra 10 Energy when you unleash a 3-Ping.	1107
204034	20403	4	Zero: Overclock 2 IV	1041002	5	222412	Assets/Product/Texture/Image/RolePlayer/RoleHeadAolisuo4.png	Gain an extra 15 Energy when you unleash a 3-Ping.	1108
205011	20501	1	Storm: Core I	1051001	2	222501	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Slash Storm (3-Ping + Yellow Orb) DMG increases by 70%. [Tank]: Decrease all Resistances of target hit by 5% for 5s.	1109
205012	20501	2	Storm: Core II	1051001	3	222502	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Slash Storm (3-Ping + Yellow Orb) DMG increases by 150%. [Tank]: Decrease all Resistances of the target hit by 10% for 5s.	1110
205013	20501	3	Storm: Core III	1051001	4	222503	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Slash Storm (3-Ping + Yellow Orb) DMG increases by 220%. [Tank]: Decrease all Resistances of the target hit by 15% for 5s.	1111
205014	20501	4	Storm: Core IV	1051001	5	222504	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Slash Storm (3-Ping + Yellow Orb) DMG increases by 300%. [Tank]: Decrease all Resistances of the target hit by 20% for 5s.	1112
205021	20502	1	Storm: Overclock 1 I	1051001	2	222505	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Enter Matrix when casting Signature Move.	1113
205022	20502	2	Storm: Overclock 1 II	1051001	3	222506	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Enter Matrix when casting Signature Move and gain 1 Yellow Orb.	1114
205023	20502	3	Storm: Overclock 1 III	1051001	4	222507	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Enter Matrix when casting Signature Move and gain 2 Yellow Orbs.	1115
205024	20502	4	Storm: Overclock 1 IV	1051001	5	222508	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Enter Matrix and gain 3 Yellow Orbs when casting Signature Move.	1116
205031	20503	1	Storm: Overclock 2 I	1051001	2	222509	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Recover an extra 5 Energy when you unleash a 3-Ping.	1117
205032	20503	2	Storm: Overclock 2 II	1051001	3	222510	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Recover an extra 10 Energy when you unleash a 3-Ping.	1118
205033	20503	3	Storm: Overclock 2 III	1051001	4	222511	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Recover an extra 15 Energy when you unleash a 3-Ping.	1119
205034	20503	4	Storm: Overclock 2 IV	1051001	5	222512	Assets/Product/Texture/Image/RolePlayer/RoleHeadYongyechao4.png	Recover an extra 20 Energy when you unleash a 3-Ping.	1120
206011	20601	1	Bastion: Core I	1061002	2	222601	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Yellow Orb Block can reflect DMG to enemies by pings x200%. [Tank]: Decrease all Resistances of target hit by 5% for 5s.	1121
206012	20601	2	Bastion: Core II	1061002	3	222602	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Yellow Orb Block can reflect DMG to enemies by pings x450%. [Tank]: Decrease all Resistances of the target hit by 10% for 5s.	1122
206013	20601	3	Bastion: Core III	1061002	4	222603	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Yellow Orb Block can reflect DMG to enemies by pings x700%. [Tank]: Decrease all Resistances of the target hit by 15% for 5s.	1123
206014	20601	4	Bastion: Core IV	1061002	5	222604	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Yellow Orb Block can reflect DMG to enemies by pings x1000%. [Tank]: Decrease all Resistances of target hit by 20% for 5s.	1124
206021	20602	1	Bastion: Overclock 1 I	1061002	2	222605	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Enter Matrix after casting Signature Move.	1125
206022	20602	2	Bastion: Overclock 1 - II	1061002	3	222606	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	1126
206023	20602	3	Bastion: Overclock 1 III	1061002	4	222607	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	1127
206024	20602	4	Bastion: Overclock 1 IV	1061002	5	222608	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	1128
206031	20603	1	Bastion: Overclock 2 I	1061002	2	222609	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Recover an extra 5 Energy when you Block successfully.	1129
206032	20603	2	Bastion: Overclock 2 II	1061002	3	222610	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Recover an extra 10 Energy when you Block successfully.	1130
206033	20603	3	Bastion: Overclock 2 III	1061002	4	222611	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Recover an extra 15 Energy when you Block successfully.	1131
206034	20603	4	Bastion: Overclock 2 IV	1061002	5	222612	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	Recover an extra 20 Energy when you Block successfully.	1132
207011	20701	1	Blast: Core I	1071002	2	222701	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Long-range cannon attack DMG increases by 50%.	1133
207012	20701	2	Blast: Core II	1071002	3	222702	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Long-range cannon attack DMG increases by 100%.	1134
207013	20701	3	Blast: Core III	1071002	4	222703	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Long-range cannon attack DMG increases by 150%.	1135
207014	20701	4	Blast: Core IV	1071002	5	222704	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Long-range cannon attack DMG increases by 200%.	1136
207021	20702	1	Blast: Overclock 1 I	1071002	2	222705	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Gain 5 Energy when pinging a Blue Orb.	1137
207022	20702	2	Blast: Overclock 1 II	1071002	3	222706	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Gain 10 Energy when pinging a Blue Orb.	1138
207023	20702	3	Blast: Overclock 1 III	1071002	4	222707	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Gain 15 Energy when pinging a Blue Orb.	1139
207024	20702	4	Blast: Overclock 1 IV	1071002	5	222708	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Gain 20 Energy when pinging a Blue Orb.	1140
207031	20703	1	Blast: Overclock 2 I	1071002	2	222709	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Enter Matrix after long-range cannon attack.	1141
207032	20703	2	Blast: Overclock 2 II	1071002	3	222710	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Enter Matrix and gain 1 Blue Orb after long-range cannon attack.	1142
207033	20703	3	Blast: Overclock 2 III	1071002	4	222711	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Enter Matrix and gain 2 Blue Orbs after long-range cannon attack.	1143
207034	20703	4	Blast: Overclock 2 IV	1071002	5	222712	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	Enter Matrix and gain 3 Blue Orbs after long-range cannon attack.	1144
208011	20801	1	Nightblade: Core I	1081002	2	222801	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Replication attack DMG increases by 70%. Gain 1 extra Replication attack after casting Signature Move.	1145
208012	20801	2	Nightblade: Core II	1081002	3	222802	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Replication attack DMG increases by 150%. Gain 1 extra Replication attack after casting Signature Move.	1146
208013	20801	3	Nightblade: Core III	1081002	4	222803	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Replication attack DMG increases by 220%. Gain 1 extra Replication attack after casting Signature Move.	1147
208014	20801	4	Nightblade: Core IV	1081002	5	222804	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	Replication attack DMG increases by 300%. Gain 1 extra Replication attack after casting Signature Move.	1148
