Id	ChapterId	Name	IsBossNode	IsKeyNode	Type	TypeValue	Icon	PreShowId[1]	PreShowId[2]	PreShowId[3]	PreOpenId[1]	PreOpenId[2]	CostEndurance	RewardId	RewardIcon	CharacterIcon	TimeDesc	Posision[1]	Posision[2]	Title	Explain	EnterIco
53	2	M I-3	0	0	2	TS00116BA		52					0			Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	9:21			Risk Transfer	10 minutes into the Golden Vortex, Watanabe met Bianca and decided to follow her.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
54	2	M II-1	0	0	2	TS00117BA							0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	8:25			Saving the Earth	After sending Liv away, Bianca searched in the sand for half an hour because she had figured out Babylonia's real intention...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
55	2	M II-2	0	0	1	30020202	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	54					6	30020202	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeMoneySp.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	8:37	1		Back Alive	Bianca found survivors of Goldfinch unexpectedly while collecting samples... They were still alive!<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
56	2	M I-4	0	0	2	TS00118BA		53	55				0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	9:32			Old Habit	It didn't take long before Watanabe was forced to reveal himself...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
57	2	M I-5	1	0	1	30020203	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	56					6	30020203	Assets/Product/Texture/Image/IconToolsSp/E1GouliangMd010011Sp.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	9:34	1		Clash	The negotiation didn't last long before Watanabe and Bianca escalated it into a violent event.<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
58	2	M I-6	0	0	2	TS00119BA		57					0			Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	9:49			Choice	Watanabe's rescue plan faced challenge immediately after he got away from Bianca...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
59	2	M I-7	0	0	1	30020204	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	58					6	30020204	Assets/Product/Texture/Image/IconToolsSp/ItExpI010030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	10:00	1		Culprit of Sandstorm	Less than 1 hour into the Golden Vortex, Watanabe found the weather engine responsible for the sandstorm...<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
60	2	M I-8	0	0	2	TS00120BA		59					0			Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	10:14			Relic	After leaving the weather engine, Watanabe found a pendant of the Forsaken from a guard...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
61	2	M II-3	0	0	2	TS00121BA		57					0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	9:39			Queen's Treat	Golden Queen revealed her true form to Gray Raven. Meanwhile, Bianca had explored Golden Vortex for hours, but the sample analysis still hadn't succeeded...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
62	2	M II-4	0	0	1	30020205	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	61					6	30020205	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	9:56	1		Tick-Tock	While waiting for the results of sample analysis, Bianca heard some strange noise. She followed the sound but ended up in a group of "Silent Guards"...<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
63	2	M I-12	0	0	2	TS00122BA		68			73		0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	11:55			Queen's Request	Golden Queen announced her requests to the commandant and Babylonia in her palace.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
64	2	M I-9	1	0	1	30020206	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	60	71		60	71	6	30020206	Assets/Product/Texture/Image/IconToolsSp/ItFinalI020030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	10:22	2		Destiny	Watanabe met Bianca again, but refused to abandon any Forsaken. Violence became the last resort once again...<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 2</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
65	2	M I-10	0	0	2	TS00123BA		64					0			Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	10:32			Promise	Watanabe and Bianca fought for almost 10 minutes, but neither was going to win. The guards took the opportunity and laid siege on them...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
66	2	B-1	0	0	2	TS00124BA		57					0			Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	9:51			Off Form	Kamui and Roland fought all the way to the northwest of Golden Vortex, when Kamui discovered some anomaly in Roland's Construct...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
67	2	B-2	0	0	1	30020207	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	66			64		6	30020207	Assets/Product/Texture/Image/IconToolsSp/ItExpI010030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	10:24	1		Invincible	Kamui'd been fighting the Corrupted for almost half an hour. Roland managed to escape into the building... But Kamui wouldn't let him go!<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
68	2	M I-11	0	1	2	TS00125BA		65					0			Assets/Product/Texture/Image/Role/RoleHeadDubian3.png	11:30			Promise Keeper	It took Watanabe an hour to make sure all Forsaken had safely evacuated. Some tried to persuade him not to return and help Bianca...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
69	2	M II-5	0	0	2	TS00126BA		62					0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	10:10			Hostage	After defeating the "Silent Guards", Bianca followed the strange noise into a secret chamber with humans locked up in it...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
70	2	M II-6	0	0	1	30020208	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	69					6	30020208	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	10:13	1		Unexpected Assistance	Bianca considered the pros and cons for a brief moment, then decided to rescue the hostage.<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
71	2	M II-7	0	0	2	TS00127BA		70					0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	10:19			Two Ways of Rescue	Bianca defeated the warden and freed all the hostage. Bianca stopped her as he wanted to take his own men.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
72	2	M II-8	0	0	2	TS00128BA		65			74		0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	11:04			Golden Antibody	Despite letting the hostage go, Bianca still took the Golden Antibody... But the royal guards suddenly attacked her!	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
73	2	M II-9	1	0	1	30020209	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	72					6	30020209	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeGemSp.png	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	12:00	2		Fatal Combo	At noon, Watanabe brought Forsaken to help Bianca... But the Queen's royal guards were pouring bullets!<color=#0e70bd>\nTeam BP Limit: 4000             Required units: 2</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab02.png
74	2	B-3	0	1	2	TS00129BA		67			65		0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	10:32			Negotiation	After confronting each other for many more minutes, Kamui almost made Roland devastated...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
75	2	M I-13	0	1	2	TS00130BA		63	73				0			Assets/Product/Texture/Image/Role/RoleHeadAolisuo3.png	12:10			For Commandant	Bianca fought alongside the Forsaken to defeat the royal guards. Once again, she faced different choices...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab02.png
101	3	M I-1	0	1	2	TS00131BA							0			Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	12:15			Follower	Karenina sneaked into the Golden Vortex from the south. But she didn't know she was followed...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
102	3	M l-2	0	0	1	30020302	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	101					6	30020302	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	12:16	1		Shield of Protection	The guards had their eyes on Karenina the moment she stepped into the Golden Vortex.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
103	3	M l-3	0	0	1	30020303	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	102					6	30020303	Assets/Product/Texture/Image/IconToolsSp/ItExpI010030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	12:48	1		Toolbox	After thirty minutes of high-speed marching, Karenina finally got to demonstrate her strength...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
104	3	M l-4	0	0	2	TS00132BA		103			118		0			Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	12:53			Human Experiment	Nanami joined Karenina to defeat the guards of the main building together, but she disappeared within 5 minutes...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
105	3	M l-5	0	0	1	30020305	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	104					6	30020305	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeSPSp.png	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	13:01	1		Restructure	Karenina received the analysis report of the antibody. She must re-establish the communication network to upload it...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
106	3	M l-6	0	0	2	TS00133BA		105					0			Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	13:15			Starting Again	The communication was restored for minutes and Karenina completed her mission with flying colors. It's up to her where she wants to go now.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
107	3	M l-7	0	0	2	TS00134BA		106					0			Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	13:25			Resistance	Blasting through dozens of walls, Karenina decided to explore Golden Vortex in her own way...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
108	3	M l-8	0	0	1	30020307	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	107			115		6	30020307	Assets/Product/Texture/Image/IconToolsSp/ItExpI010030Sp.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	13:33	1		Builder's Puzzle	After the walls were destroyed, the route became straight forward. It only took them minutes to break into the forbidden area.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
109	3	M l-9	0	0	2	TS00135BA		122	108		107		0			Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	13:41			Merge	Nanami returned, but she brought bad news about Roland the Ascendant...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
110	3	M l-10	0	0	1	30020310	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	109					6	30020310	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	13:43	1		Reverse Invasion	In order to find Roland's whereabouts, Nanami hacked into the guards' internal network. But Nithart saw it all...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
111	3	M l-11	0	0	2	TS00136BA		110					0			Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	13:50			Vision	Nanami's hacking only took a few minutes. She failed to trace Roland in the internal network, but she found out that Nithart took the commandant of Gray Raven...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
112	3	M l-12	1	0	1	30020311	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	111			125		6	30020311	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeGemSp.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	14:05	1		Hidden Entrance	With the construction blueprint at hand, they managed to arrive at the entrance to the Queen's palace within an hour.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
113	3	M l-13	0	0	2	TS00137BA		112					0			Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	14:09			Tracking the Sound	After defeating golden guards and royal guards, they were only one door away from the commandant...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
114	3	B ll-1	0	1	2	TS00138BA		104					0			Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	13:16			Deterrence	Under Roland's order, the Corrupted managed to stall Kamui for over 2 hours, only to make him fight even harder...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
115	3	B ll-2	1	0	1	30020308	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	114					6	30020308	Assets/Product/Texture/Image/IconToolsSp/ItExpI180020Sp.png	Assets/Product/Texture/Image/Role/RoleHeadShenwei3.png	13:20	2		Broken Sword	Kamui knew it very well: as long as the Elite Corrupted was defeated, he could go after Roland again.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 2</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
116	3	M ll-1	0	1	2	TS00139BA							0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	10:40			Hospitality	After getting rid of Kamui, Roland carefully assessed the threat of Golden Antibody...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
117	3	M ll-2	0	0	1	30020301	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	116					6	30020301	Assets/Product/Texture/Image/IconcurrencySp/IconConsumeMoneySp.png	Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	10:43	1		Imprisoned	Roland stepped into Nithart's trap. Thanks to the antibody, the power of Punishing Virus was rapidly reduced.<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
118	3	M ll-3	0	0	2	TS00140BA		117					0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	12:13			Seeking Help	Captured by Nithart, Roland was unfortunately covered in the antibody and suffered for 90 minutes...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
119	3	B l-1	0	1	2	TS00141BA		103					0			Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	12:55			Communication Disorder	After leaving Karenina, Nanami finally found the thing that caught her attention.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
120	3	B l-2	0	0	1	30020304	Assets/Product/Texture/Image/UiExplore/UiExploreFubenNormal1.png	119					6	30020304	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3.png	13:05	1		Alarm of Misplacement	As Nanami triggered the alarm in the Corrupted zone, she became a must-kill target...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 1</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
121	3	M ll-4	0	0	2	TS00142BA		118	120				0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	13:10			Blockage	Roland spent an hour calling for help, but the reinforcement didn't arrive as expected.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
122	3	M ll-5	1	0	1	30020306	Assets/Product/Texture/Image/UiExplore/UiExploreFubenBoss1.png	121					6	30020306	Assets/Product/Texture/Image/IconToolsSp/E1GouliangMd010011Sp.png	Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	13:13	2		Sealing	To Roland's surprise, Nanami broke into the trap and resolved his biggest trouble...<color=#0e70bd>\nTeam BP Limit: 5000             Required units: 2</color>	Assets/Product/Texture/Image/UiExplore/UiExploreBattleTab03.png
123	3	M ll-6	0	0	2	TS00143BA		122					0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	13:30			Mutual Destruction	Due to the antibody, Roland was completely overwhelmed by Nanami. He had to use more extreme methods to save himself.	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
124	3	M ll-7	0	0	2	TS00144BA		123					0			Assets/Product/Texture/Image/Role/RoleHeadLuolan.png	13:35			Annihilation	As the building collapsed, Roland fell into the ruins. He had a chance to prove himself again...	Assets/Product/Texture/Image/UiExplore/UiExplorePlotTab03.png
