Id	Type	IsInit	GroupId	Quality	Name	ImgSrc	LockDesc	ConvertItemId	ConvertItemCount	Description	WorldDesc	Effect	Priority	LimitType	TimeId	ShowTimeStr	Duration	IsRepetition
9010702	1			4	Portrait - Veritas	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadBianka5SS.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		23	0				
9011001	1			4	Portrait - Silverfang	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadSufeiya5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		24	0				
9011002	1			4	Portrait - Arclight	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		25	0				
9011003	1			4	Portrait - Rozen	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadWeila5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		26	0				
9011004	1			4	Portrait - Crocotta	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKamu5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		27	0				
9011005	1			4	Portrait - Rigor	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuosaita5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		28	0				
9011006	1			4	Portrait - Pavo	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadQu5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		29	0				
9011007	1			4	Portrait - Qilin	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadChangyu5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		30	0				
9011008	1			4	Portrait - Laurel	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuna4.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		31	0				
9011009	1			4	Portrait - 2B	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadTwob5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		32	0				
9011010	1			4	Portrait - 9S	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadNines5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		33	0				
9011011	1			4	Portrait - A2	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadATwo5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		34	0				
9011012	1			4	Portrait - Hypnos	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadWanshi5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		35	0				
9011013	1			4	Portrait - Tempest	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadSailinna5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		36	0				
9011014	1			4	Portrait - Glory	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kuluomu5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		37	0				
9011015	1			4	Portrait - XXI	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadTwentyone5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		38	0				
9011016	1			4	Portrait - Garnet	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		39	0				
9011017	1			4	Portrait - Flambeau	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuolan5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		40	0				
9011018	1			4	Portrait - Empyrea	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Lifu5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		41	0				
9011019	1			4	Portrait - Capriccio	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Sailinna5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		42	0				
9011020	1			4	Portrait - Dragontoll	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadPulao5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		43	0				
9011021	1			4	Portrait - Starfarer	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Yongyechao5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		44	0				
9011022	1			4	Portrait - Starveil	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadHakama5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		45	0				
9011023	1			4	Portrait - Scire	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		46	0				
9011024	1			4	Portrait - Arca	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadNuoan5.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		47	0				
9011025	1			4	Portrait - Stigmata	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka5.png	Available after Ultima-Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		48	0				
9011026	1			4	Portrait - Vitrum	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Bangbinata4.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		49	0				
9011027	1			4	Portrait - Hyperreal	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Li4.png	Available after Ultima-Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		50	0				
9011028	1			4	Portrait - Kaleido	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Aila4.png	Available after Ultima-Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		51	0				
9011029	1			4	Portrait - Crimson Weave	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya4.png	Available after Ultima Awakening the Construct	1	10000	Player Portrait	The final developed form of Ultima Awakened Constructs after countless battles.		52	0				
9010703	1			4	Ink-lit Hermit	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadBianka7SS.png	Unlocked by purchasing [Ink-lit Hermit Coating Bundle].	1	10000	Player Portrait	The quiet river flows through the mountains where cranes live.		200	0				
9010211	1			4	Eventide Glow	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luxiya7SS.png	Unlocked by purchasing [Eventide Glow Coating Bundle]	1	10000	Player Portrait	The flowing crimson clouds saw her smile.		201	0				
9010212	1			4	Ocean Blues	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Li7SS.png	Awarded to participants of the limited event [Sorbet Summer]	1	10000	Player Portrait	The ocean tunes under the blue summer sky.		202	0				
9010213	1			4	Deep Sea	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lifu7SS.png	Unlocked by purchasing [Deep Sea Coating Bundle]	1	10000	Player Portrait	The white maiden on the summer beach.		203	0				
9010214	1			4	Seaside Sunbath	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luxiya7SS.png	Unlocked by purchasing [Seaside Sunbath Coating Bundle]	1	10000	Player Portrait	Summer, white waves, her moment of rest.		204	0				
9010215	1			4	Tulle Redbud	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kalienina7SS.png	Unlocked by purchasing [Tulle Redbud Coating Bundle]	1	10000	Player Portrait	Summer, fireworks, her unforgettable date.		205	0		2020/8/19 10:00		
9010216	1			4	Summer Sailor	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYongyechao6SS.png	Unlocked by purchasing [Summer Sailor Coating Bundle]	1	10000	Player Portrait	"Senior! Hehe, is that how people in the Golden Age call each other?"		206	0		2030/10/1 10:00		
9010217	1			4	Golden Days	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu6.png	Unlocked by purchasing [Golden Days Coating Bundle]	1	10000	Player Portrait	"Where are you looking? Focus on the mission first."		207	0		2020/9/28 10:00		
9010218	1			4	Spectral Parade	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei7SS.png	Unlocked by purchasing [Spectral Parade Coating Bundle]	1	10000	Player Portrait	—And builds a Heaven in Hell's despair.		208	0				
9010219	1			4	Grace	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Bianka8SS.png	Awarded to participants of the limited event [Heavenly Gift]	1	10000	Player Portrait	Amazing Grace, how sweet the sound.		209	0		2022/6/18 8:00		
9010220	1			4	Florescence	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR2Lifu6S.png	Awarded to participants of the limited event [Backlight Matrix]	1	10000	Player Portrait	The glare is softened, all look like dust.		210	0				
9010221	1			4	Wispthorn	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna1Sp.png	Unlocked by purchasing [Wispthorn Coating Bundle]	1	10000	Player Portrait	Let the wildfire come out of the thorns, and let the apostate be burned with fire.		211	0				
9010222	1			4	Azure Apocalypse	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luxiya8SS.png	Awarded to participants of the limited event [Secret Pact]	1	10000	Player Portrait	Break away from the thorns, and return to pureness.		212	0		2030/10/1 10:00		
9010223	1			4	Scarlet Spring	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadQu6.png	Awarded to participants of the limited event [Scarlet Spring]	1	10000	Player Portrait	When spring returns to the garden, flowers would blossom brilliantly.		213	0		2023/1/20 8:00		
9010224	1			4	Howling Crown	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLuosaita6.png	Unlocked by purchasing [Howling Crown Coating Bundle]	1	10000	Player Portrait	The crown serves as an oath, but your bond with the Forest Guard can conquer the chilling wind without any vows.		214	0		2022/8/18 8:00		
9010225	1			4	Honor Model	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu7.png	Unlocked by purchasing [Honor Model Coating Bundle]	1	10000	Player Portrait	Inscribe honor on your chest, and be exemplary with your actions.		215	0		2022/9/17 8:00		
9010226	1			4	Street Rebellion	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna2Sp.png	Unlocked by purchasing [Street Rebellion Coating Bundle]	1	10000	Player Portrait	Bright red thorns, not trapped by the eyes of others.		216	0		2022/10/19 8:00		
9010227	1			4	Dance of Ripplets	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luxiya8SS.png	Awarded to participants of the limited event [Endless Summer Blue]	1	10000	Player Portrait	Even knowing that it might all turn into bubbles and disappear in the end, she just wishes to give her blessings to the one she cares deeply about at this moment.		217	0		2022/11/18 8:00		
9010228	1			4	Aria of Nymph	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadSailinna6.png	Awarded to participants of the limited event [Deep Blue Warzone]	1	10000	Player Portrait	A fae of the sea, resting by the distant shore, singing along the waves.		218	0		2022/11/17 2:00		
9010229	1			4	Beach Frolics	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadYongyechao7SS.png	Unlocked by purchasing [Beach Frolics Coating Bundle]	1	10000	Player Portrait	On the island where it is always summer, the enthusiastic young girl chases after you and shouts, "Aloha!"		219	0		2022/12/3 8:00		
9010230	1			4	Wings of Dawn	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadLifu7.png	Awarded to participants of the limited event [Afterglow of Fate]	1	10000	Player Portrait	The god took the wings and ascended to the sky, becoming the stars and shone light upon the earth so that humans could see daylight again.		220	0		2023/1/20 8:00		
9010231	1			4	Nosferatu	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKuluomu8.png	Unlocked by purchasing [Nosferatu Coating Bundle]	1	10000	Player Portrait	Drink a glass of redness in the dark night in admiration of all beings. No longer accepted by the light, he will still protect you quietly in the darkness.		221	0		2023/7/15 8:00		
9010232	1			4	Deed of Snow Leopard	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kalienina8.png	Unlocked by purchasing [Deed of Snow Leopard Coating Bundle]	1	10000	Player Portrait	"What can I do for you, Commandant...? Wait! Why do I have to do this?" Although there is anger in the girl's eyes, she will only bare her fangs when she tries to protect her allies. She will also try her best to temporarily disguise herself for missions. And of course, she won't let anyone take her most important customer away from her.		222	0		2023/4/8 8:00		
9010233	1			4	Spring Huntress	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Bianka9SS.png	Unlocked by purchasing [Spring Huntress Coating Bundle]	1	10000	Player Portrait	Inspired by a royal spring hunting tradition thousands of years ago, this coating combines the traditional archer costume with the aristocratic clothing style. It dispels misfortune and misery that imprison the world with the sound of the deities and brings back spring.		223	0		2022/12/31 10:00		
9010234	1			4	Tiger Imperium	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadShenwei9SS.png	Awarded to participants of the limited event [Fortune's Favor]	1	10000	Player Portrait	A tiger general charges onto the field, slashing at the enemies with his greatsword. To fit the user's untamed style, this new coating is designed with various wild animal patterns that seem to carry the power of a mythical oriental beast, making the user look even fiercer.		224	0		2022/12/31 10:00		
9010235	1			4	Illusionist	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Li8SS.png	Unlocked by purchasing [Illusionist Coating Bundle]	1	10000	Player Portrait	The magician hides the special gift he prepared in advance with magic and pulls out a red heart with a brilliant magic skill. Even though the audience is already impressed, the magician's eyes only land on one person. Now, he has put his answer in your hand.		225	0		2023/2/14 10:00		
9010236	1			4	Dreamweaver	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadPulao6.png	Unlocked by purchasing [Dreamweaver Coating Bundle]	1	10000	Player Portrait	A Coating made based on Pulao's description of her dream. With great passion, Pulao described the tea room waiters, the old man who sold prune drinks, and the shop owner who recommended her this suit. "Char siu buns are the best!" "You look like an idol in this suit!" These sentences always echo in everyone's M.I.N.D. after Pulao's passionate interpretation.		226	0		2023/8/23 8:00		
9010237	1			4	Exorcist	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka7.png	Unlocked by purchasing [Exorcist Coating Bundle]	1	10000	Player Portrait	The exorcist's lamp shines bright before her chest with her silver blade reflecting her beautiful face. With her golden eyes fixed on the shadow of the past, she will eventually find out the truth at the end of the dark realm.		227	0		2023/9/27 8:00		
9010238	1			4	Wavebender	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila7.png	Unlocked by purchasing [Wavebender Coating Bundle]	1	10000	Player Portrait	She has reduced her armor to the minimum to make sure that she can surf freely in the feast of music. However, what interests her more is to lie under a sunshade and watch how helpless you are until she calls you when the time's right, "Commandant, get that for me." As a reward, she will share the small space under her sunshade with you.		228	0		2023/10/10 8:00		
9010239	1			4	Dreamcatcher	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Lifu7.png	Awarded to participants of the limited event [Dreamcatcher]	1	10000	Player Portrait	The fairytale dream hidden in the corner of the spire is watching over the child in sleep. Though far away from the child it once guards, the forest itself will still be the first to pick up the child when she gets lost. The green fluorescence indicates where the wind comes from, and wings spread in the sea of flowers. She takes a nap here without going anywhere.		229	0		2023/9/27 8:00		
9010240	1			4	Niki US1000	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luosaita7.png	Unlocked by purchasing [Niki US1000 Coating Bundle]	1	10000	Player Portrait	"Power system online, wind-pressure balance calibrated, GPS configuration completed... Would you guide me to claim victory in battle once again?"		230	0		2023/11/9 2:00		
9010241	1			4	Radiant Respite	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kuluomu9.png	Unlocked by purchasing [Radiant Respite Coating Bundle]	1	10000	Player Portrait	Even though he was not the initiator, he managed to give you a trip that was perfect for you. With the stars coming out above, he smiles under a street lamp, waving his hand. A night breeze gently puts a period on this date of yours, but before saying your goodbyes, you lightly readjust his slipping scarf. He would never have thought such a trivial move is already enough to make an ever-cool-headed person like him skip a heartbeat.		231	0		2023/12/12 2:00		
9010242	1			4	Fiery Moon	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna7.png	Unlocked by purchasing [Fiery Moon Coating Bundle]	1	10000	Player Portrait	The fantasy of the pale moon has sealed the false god's grace, for it scorns lives fallen into corruption. She needs no daylight for her glory. With a mere gesture of hers, the ruins of a shattered sanctum will rise anew. Travelers back to the world, have you captured the light fleeting in her eyes?		232	0		2024/1/18 2:00		
9010243	1			4	Vox Solaris	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Sailinna7.png	Unlocked by purchasing [Vox Solaris Coating Bundle]	1	10000	Player Portrait	She gazes at the morning dew at dawn and starry sky at night. When spring arrives, she wanders along the melting river; when autumn comes, she touches the fallen petals. On rainy days, the girl plays her music alone in the secluded temple, waiting for the sun to rise again. Accompanied by the sky and four seasons, she grasps the remaining fragments. No matter how far they are apart from each other and if the world responds to her invocation, she will keep praying for the one she misses. The rain gradually eases off in the sound of her flute. When dawn comes, the bell rings too. When the sky clears, flowers will bloom again.		233	0		2024/1/18 2:00		
9010244	1			4	Zhuolu's Rain	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya5.png	Obtained by purchasing the limited pack [Zhuolu's Rain Coating Bundle]	1	10000	Player Portrait	"Lightning rips the day; dark stars fall at night. Friendship, sacrifices, betrayals—she's ditched a lot but carries memories etched in her skin, a tapestry of ancient battles. It's her proof 'they' were real. As history turns to legends and myths get passed down, what kind of world now reflects in the eyes of this lone wanderer?"		234	0		2024/2/23 2:00		
9010245	1			4	Snow Petals	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka8.png	Awarded to participants of the limited event [Snow Petals]	1	10000	Player Portrait	Dreams stir; snowflakes bloom. Sighs awaken sleeping shards, leading dreamers to a snow-kissed church. Saints pray here—even if the gods silent, just having you listen is enough. When the forgotten loves and flowers bloom once more, she will return to this place, waiting with a smile for the one who swore an oath to her.		235	0		2024/2/29 8:00		
9010246	1			4	March Hare	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina6.png	Obtained by purchasing the limited pack [March Hare Coating Bundle]	1	10000	Player Portrait	Out with the old, in with the new—the Year of Rabbit brings spring back. With her launcher gone, the girl stuffs "ammo" into her weapon, aims at the sky, and pulls the trigger to announce the arrival of spring. Wishes shoot across the sky; blessings boom through the air. Amidst a blossoming field and under the brilliant nightscape, a fleeting light graces the window ledge. What dreams is this pensive rabbit quietly weaving?		236	0		2024/2/23 2:00		
9012001	1			4	Path of Remembrance	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadDubianCharacterTower1.png	Obtain by gaining 5★ from the challenge stages in Arcade Anima - Nightblade's Heart-Lock Trial.	1	10000	Player Portrait	Before he became a "Forsaken", he had walked a long journey. Each footprint he left was to lead countless footprints forward. Each footprint he left was a memorable moment in his life.		401	0				
9012002	1			4	On the Brink of Abyss	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadluxiyaaerfaCharacterTower1.png	Obtain by gaining 5★ from the challenge stages in Arcade Anima - Crimson Abyss' Heart-Lock Trial.	1	10000	Player Portrait	Holding a katana in hand, she stands on the brink of an abyss. Her katana has already endured through hell. No matter what obstacles lie ahead, she will cut them down and continue on her path.		402	0				
9012003	1			4	Come Play!	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadluxiyaaerfaCharacterTower3.png	Obtained by gaining 5 stars from the challenge stages in Arcade Anima - Starfarer' Heart-Lock Trial.	1	10000	Player Portrait	It's because of your participation that a game can truly be a game, a challenge can truly be a challenge... and life can truly be life. Come, let's enjoy gaming together!		403	0				
9080001	1			4	Portrait - Task Force	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer06.png	Available after clearing Stronghold Chapter 8	1	10000	Player Portrait	The symbol of Task Force.		300	0				
9090001	1			4	Kuroro	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer04.png	Event Rewards	1	10000	Player Portrait	A mysterious mechanical race found in many places on the surface. Has a keen interest in collecting Cogs.		301	0				
9090002	1			6	Portrait - Special Identity	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer05.png	Available after purchasing 10,000 Rainbow Cards	1	10000	Player Portrait	Sorry, but I refuse to reveal my true identity as a commandant.	Assets/Product/Ui/ComponentPrefab/UiRole/RoleTimeline01.prefab	302	0				
9090003	1			4	Kuroro Commandant	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer10.png	The reward issued to players who pre-registered with the official website. Sent via mail	1	10000	Player Portrait	A mysterious machine wearing a commandant's jacket.		303	0		2030/10/1 10:00		
9090004	1			4	Mini-TV Commandant	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer11.png	The reward issued to players who pre-registered with Bilibili. Sent via mail	1	10000	Player Portrait	A mini-TV wearing a commandant's jacket. It seems to be mistaken for a cloth hanger.		304	0		2030/10/1 10:00		
9090005	1			4	Mr. Potato	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer12.png	Available via special events	1	10000	Player Portrait	A popular fast food dish in Babylonia. Still going strong after many challenges.		305	0				
9090006	1			4	RIP Potato	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer13.png	Available via special events	1	10000	Player Portrait	In commemoration of Mr. Potato, now ripened and cooked.		306	0				
9090007	1			4	OVERLORD	Assets/Product/Texture/Image/RolePlayerSp/RoleHeaSailikaSp.png	Obtain from purchasing Children's Day Bundle	1	10000	Player Portrait	Special cover Children's Day illustration "Celica—Overlord of the Sky"		307	0		2030/5/5 10:00		
9091001	1			6	Pure White	Assets/Product/Texture/Image/RolePlayerSp/RolePlaySuper01.png	Available via special events	1	10000	Player Portrait	Face the darkness with hope.	Assets/Product/Ui/ComponentPrefab/UiRole/RoleTimeline02.prefab	308	0				
9091002	1			4	Amberia	Assets/Product/Texture/Image/RolePlayerSp/RolePlayerBoss01.png	Obtained after defeating Amberia in Elegy Of Nightmare	1	10000	Player Portrait	May you find real happiness when you wake up, Amberia.		309	0				
