Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc	SmallIcon	NodeTypeEffectUrl
20057	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20058	"True" Hospitality	Assets/Product/Texture/Image/BgStory/Bgstory378.png	They are so hospitable that they volunteer to train your combat skills up.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
20059	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
20060	Sparring	Assets/Product/Texture/Image/BgStory/Bgstory612.jpg	They claimed this would be a sparring fight... Did they really mean it?\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30011	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30012	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30013	Recur and Iterate	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	It is never going to end.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30014	Resort to Force	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	If you cannot get around it, just tear it down.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30015	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30016	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30017	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30018	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30019	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30020	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30021	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30022	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30023	Recur and Iterate	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	It is never going to end.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30024	Resort to Force	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	If you cannot get around it, just tear it down.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30025	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30026	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30027	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30028	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30029	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30030	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30031	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30032	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30033	Recur and Iterate	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	It is never going to end.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30034	Resort to Force	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	If you cannot get around it, just tear it down.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30035	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30036	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30037	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30038	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30039	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30040	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30041	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30042	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30043	Recur and Iterate	Assets/Product/Texture/Image/BgStory/Bgstory400.jpg	It is never going to end.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30044	Resort to Force	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	If you cannot get around it, just tear it down.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30045	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30046	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30047	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30048	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30049	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30050	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30051	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30052	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30053	Recur and Iterate	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	It is never going to end.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30054	Resort to Force	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	If you cannot get around it, just tear it down.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
30055	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30056	Reset Order	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	Fallen enemies have risen again, as if they had not taken any damage before.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30057	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30058	Elimination Order	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg	3... 2... 1... Run!\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30059	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra Artifacts.</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent02.png	
30060	Formatting	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg	All records deleted. The format is completed successfully.\n\n<color=#f05642><i>This battle will become fiercer and give extra [Crimson Insights].</i></color>	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent07.png	Assets/Product/Effect/Prefab/FxUi/FxUiBiancaTheatre/FxUiBiancaTheatreChanrao.prefab
30061	Defense Order	Assets/Product/Texture/Image/BgStory/Bgstory406.jpg	The defense system has been triggered again. Where did they come from?	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent01.png	
