Id	NodeTypeName	NodeTypeIcon	NodeTypeDesc	SmallIcon	NodeTypeEffectUrl
33	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
34	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
41	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
42	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
43	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
44	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
51	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
52	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
53	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
54	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
61	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory594.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
62	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory594.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
63	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory594.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
64	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory594.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
15	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory388.png	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
25	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory361.png	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
35	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory411.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
45	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
55	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
65	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/BgStory594.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
71	Shark-speare Sale	Assets/Product/Texture/Image/BgStory/Bgstory614.jpg	Shark-speare is willing to trade any treasure for Tinbread Cookies.	Assets/Product/Texture/Image/UiBiancaTheatre/UiBiancaIconEvent06.png	
